Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des emplois sal. dans le nb d’emplois au LT 2016;Part des emplois non sal. dans le nb d’emplois au LT 2016;Part des agriculteurs expl. dans le nb d’emplois au LT 2016;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2016;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2016;Part des employés dans le nb d’emplois au LT 2016;Part des prof. intermédiaires dans le nb d’emplois au LT 2016;Part des ouvriers dans le nb d’emplois au LT 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité des femmes par tranche d'âge 2016;Taux activité des hommes par tranche d'âge 2016
01263;Montmerle-sur-Saône;84;16;0;7.5;12.2;21.2;18.4;40.8;37.4;95.4;52.3;75.7;80.4
01264;Montracol;59.9;40.1;6.2;12.4;0;57.5;5.7;18.2;44.2;97.7;47.6;78.1;84.6
01265;Montréal-la-Cluse;91.6;8.4;1.3;5.8;8.3;16.4;23.5;44.7;53.9;88.5;55;68.3;82.9
01266;Montrevel-en-Bresse;87.8;12.2;0.4;8.9;10;37;20.9;22.9;55;94.1;51.7;73.9;77.6
01267;Nurieux-Volognat;89.2;10.8;4.9;6.6;11.8;10.2;19.8;46.8;42.3;96.4;46.8;76;78.9
01268;Murs-et-Gélignieux;54.2;45.8;0;30;0;30.1;29.8;10;40;94.8;51.5;79.1;77.1
01269;Nantua;87.4;12.6;0.4;9.5;14.1;29.3;23;23.8;51.1;85.6;56.2;65.6;82.5
01272;Neuville-les-Dames;72.2;27.8;4.6;13.4;4.6;39.5;15.7;22.3;52.5;95.6;50;76.7;80.4
01273;Neuville-sur-Ain;76.8;23.2;3.4;8.6;10.5;43.1;15.5;18.8;43.9;93.4;50;71.2;81.4
01274;Les Neyrolles;88.4;11.6;0;15.5;0;30.9;14.8;38.8;49.7;89.8;28.7;62.8;82.2
01275;Neyron;86.3;13.7;0;9.4;24;14.5;32.8;19.4;33.9;93;65.7;73.1;81.3
01276;Niévroz;73.2;26.8;1.7;26.7;8.4;19.1;20.7;23.5;39.3;93.1;61.6;74.3;81.8
01277;Nivollet-Montgriffon;12.4;87.6;N/A;N/A;N/A;N/A;N/A;N/A;45.5;93.3;45.5;69.4;76.2
01279;Oncieu;21.4;78.6;0;0;0;100;0;0;42.9;100;64.3;73.1;91.7
01280;Ordonnaz;47.5;52.5;0;0;0;100;0;0;30.8;93.8;57.1;71.1;77.3
01281;Ornex;79.9;20.1;0.8;8.1;10.1;42.6;23.3;15;31.3;91.1;70.9;75.4;82.8
01282;Outriaz;94.2;5.8;3.5;6.7;10.2;20.3;6.9;52.4;58.5;96.1;40.9;76.7;76.4
01283;Oyonnax;89.7;10.3;0.2;6.7;10.3;24.4;25.9;32.5;47.9;86.8;52.2;66.3;79.5
01284;Ozan;74;26;0;26.2;4.3;17.4;8.6;43.4;59.7;95;60.4;79.1;85.1
01285;Parcieux;77.5;22.5;5.9;14.8;14.7;23.1;21.1;20.5;41.6;97.2;60.2;76.5;83
01286;Parves et Nattages;48.6;51.4;38.5;7.7;15.3;23.1;15.4;0;47.9;95.1;51.6;76.6;78.3
01288;Péron;80.5;19.5;0;14.7;17.8;26.8;20.8;20;39.6;92.1;70.5;78.9;84.9
01289;Péronnas;88.7;11.3;0.2;6.7;8.9;25.2;32.2;26.9;48.1;93.9;54.1;73.7;76.9
01290;Pérouges;72.4;27.6;2.9;22.2;4.5;33;10.2;27.2;43.4;93.6;55.7;72.5;79.6
01291;Perrex;82.5;17.5;9.4;3.2;6.3;22;31.4;27.7;40.7;96.8;54.7;79.5;78.8
01293;Peyriat;39.9;60.1;33.3;33.3;33.3;0;0;0;58.3;92.9;64.3;76.6;83.7
01294;Peyrieu;82.5;17.5;4.1;8.1;0;30.3;35.5;22;55.8;93.4;60.7;77.2;84.9
01295;Peyzieux-sur-Saône;66.6;33.4;7.9;15.9;0;39.8;24.3;12;50;96.8;75;85.7;86.8
01296;Pirajoux;49.4;50.6;12.9;26.1;0;13;9;39;44.4;95.7;59.6;78.6;79.5
01297;Pizay;67.6;32.4;7;20;19.2;19.2;4;30.6;39.5;95.5;62.6;76.8;81.2
01298;Plagne;40.1;59.9;0;50;0;0;50;0;50;96.1;61.1;82.9;85
01299;Le Plantay;57.4;42.6;14;0;0;27.2;42.1;16.7;44;83.8;62.7;74.1;72.9
01301;Polliat;76.4;23.6;1.1;11.2;5.5;32.5;11.1;38.7;45.9;96.3;62.2;80.3;82.1
01302;Pollieu;32.6;67.4;0;34.1;34.1;0;31.8;0;29.4;89.7;70.4;71.4;77.4
01303;Poncin;86.2;13.8;2.8;4.2;14.2;21.5;19.8;37.6;47.1;92.8;59.3;74.2;81.6
01304;Pont-d'Ain;83.6;16.4;0.6;9.9;13.6;27.6;25.3;23;60.9;93.5;49.4;77.2;83.5
01305;Pont-de-Vaux;85.2;14.8;0;7.9;10.3;32.4;24.2;25.3;64.7;94.2;47;73.4;82.5
01306;Pont-de-Veyle;88.6;11.4;0;3.8;13.6;30.1;32.7;19.8;60.4;94.9;53;76.4;82.4
01307;Port;89.1;10.9;0;10.3;4.8;13.3;24.4;47.1;63.8;94.3;54.6;76.1;86.5
01308;Pougny;69.8;30.2;0;0;11.7;22.8;54.4;11.2;40.9;91;54.2;70.3;80.4
01309;Pouillat;66.6;33.4;0;0;0;50;50;0;41.7;100;37.5;82.6;74.2
01310;Prémeyzel;91.3;8.7;0;0;3.4;41.4;41.3;13.9;42.9;35.1;26.3;55.6;24
01311;Prémillieu;37.5;62.5;33.3;33.3;0;0;33.3;0;50;100;42.9;81.3;83.3
01313;Prévessin-Moëns;87.7;12.3;0.4;5.8;18.1;32.6;29.6;13.5;31.9;91.8;65.2;74.4;84.8
01314;Priay;78;22;3.2;9.7;12.6;19.5;17.3;37.6;40;94.3;54.2;78.1;82.7
01317;Ramasse;61.8;38.2;0;0;0;100;0;0;30.4;99.2;44.7;78.5;81.1
01318;Rancé;63.2;36.8;21.4;28.3;7.1;13.9;14.1;15.2;34.1;97.2;56.7;72.4;80.6
01319;Relevant;48.2;51.8;27.1;9;9.1;0;9.1;45.6;48.8;95.8;62.3;80.9;84.2
01320;Replonges;86.7;13.3;0.4;7.6;6.8;28.6;14.9;41.8;47.5;95.1;51.1;75;82.2
01321;Revonnas;73.1;26.9;8.4;25.1;8.4;8.4;41.4;8.4;33;95.1;65.9;78;82.2
01322;Reyrieux;90.4;9.6;0.7;4.7;13.3;19.1;22.3;39.9;33.8;95.2;61.9;73.9;80.1
01323;Reyssouze;71.2;28.8;8.5;14.1;8.8;11.3;20.7;36.5;45.6;90.6;48.8;70.6;80.7
01325;Rignieux-le-Franc;72.3;27.7;5.2;15.7;10.5;26.2;26.3;16;41.1;95.4;52.4;76.4;78.5
01328;Romans;83.9;16.1;0;5.5;1.6;49.5;30.1;13.4;40.4;90.1;57.5;69.3;79.7
01329;Rossillon;66.7;33.3;0;25;25;50;0;0;50;92.9;51.7;67.4;83.7
01330;Ruffieu;46.6;53.4;11.4;34.2;0;34.2;0;20.2;57.9;91.7;59.4;74.5;78.6
01331;Saint-Alban;68.6;31.4;15.3;15.3;0;45.8;0;23.7;33.3;95.7;66.7;70.9;85.2
01332;Saint-André-de-Bâgé;83.5;16.5;3.6;21.3;0;12.6;7.5;55;36.6;96;63.4;76.8;80.7
01333;Saint-André-de-Corcy;84;16;1.8;6.3;16.9;24.9;26.2;23.9;42.8;96.1;52.8;76.2;78.2
01334;Saint-André-d'Huiriat;55.1;44.9;24.3;24.4;9.9;6;6.3;29;41.1;97.3;54.9;77.5;83.1
01335;Saint-André-le-Bouchoux;72.8;27.2;8.4;25.2;0;33.1;16.8;16.4;27.6;98;55.3;80.5;80.2
01336;Saint-André-sur-Vieux-Jonc;81;19;10.8;0;9.2;21.9;27.4;30.5;47.4;96.8;52.8;79.1;80.7
01337;Saint-Bénigne;75.2;24.8;14.7;7.4;2.5;38.4;1.6;35.4;51.9;93.5;56.3;74.7;80.5
01338;Groslée-Saint-Benoit;71.2;28.8;5.5;18.5;1.8;14.8;22.2;37.1;48;94;56.1;74.4;82.3
01339;Saint-Bernard;71.1;28.9;0;15.2;8.8;46.8;25.7;3.6;33.1;96.1;61.9;75.2;78.7
01342;Sainte-Croix;67.8;32.2;14.5;14.6;14.4;35;14.4;7;48.5;97.4;54.5;77.5;82.3
01343;Saint-Cyr-sur-Menthon;89.6;10.4;4.3;6.3;7.9;7;11;63.5;39.1;96.1;56.8;79.1;79.5
01344;Saint-Denis-lès-Bourg;84.4;15.6;1.5;6;10.5;29.1;24.5;28.3;42.2;94;54.9;74;77.2
01345;Saint-Denis-en-Bugey;73.4;26.6;0;24.8;3;34.5;18.7;19;50.5;93.8;35.4;71.7;76.1
01346;Saint-Didier-d'Aussiat;62.2;37.8;20.9;5.4;5.1;5.3;31.3;32;45.1;97.1;61.7;80.1;84.1
01347;Saint-Didier-de-Formans;67.4;32.6;0;25;6.8;28.6;24.5;15;35.1;95.9;52.2;73.2;77.9
01348;Saint-Didier-sur-Chalaronne;78.8;21.2;1.5;10.6;10.5;22.2;16.8;38.3;48.4;93.5;56.7;73.8;81.1
01349;Saint-Éloi;53.7;46.3;12.6;25.1;12.5;49.8;0;0;38.7;95.4;59.5;79.7;78
01350;Saint-Étienne-du-Bois;80.8;19.2;4;7;6.1;21.2;23.6;38.1;48.9;96.4;60.3;79.9;83.4
01351;Saint-Étienne-sur-Chalaronne;59.7;40.3;11.6;19.3;3.8;26.8;19.3;19.2;40;93;54.2;75.2;79.9
01352;Saint-Étienne-sur-Reyssouze;69.8;30.2;0;13.1;0;13.1;60.6;13.1;50;94.4;43.1;74.5;79
01353;Sainte-Euphémie;75.2;24.8;2;20;8.3;27.9;10.3;31.5;40.3;97.3;57.1;78.7;80.2
01354;Saint-Genis-Pouilly;87.5;12.5;0.6;5.1;17.4;28.7;27.7;20.5;47.6;90.2;63.9;74.2;87.5
01355;Saint-Genis-sur-Menthon;66.7;33.3;0;11;0;33.1;44.9;11;51.3;94.3;51.4;78.8;78
01356;Saint-Georges-sur-Renon;54.9;45.1;67;33;0;0;0;0;28.6;97.6;63.3;77;80.6
01357;Saint-Germain-de-Joux;80.4;19.6;0;7;0;33;14.2;45.8;57.8;88.7;35.9;69.4;78.6
01358;Saint-Germain-les-Paroisses;80.7;19.3;0;0;0;37.5;12.6;49.9;53.1;93.8;59;79;81.3
01359;Saint-Germain-sur-Renon;33.2;66.8;44.4;22.2;22.2;0;11.1;0;55.6;95.3;60;76.6;81.8
01360;Saint-Jean-de-Gonville;81.7;18.3;1.8;5.8;5.6;25.9;25;35.9;40.9;87.5;67.2;74.3;82.4
01361;Saint-Jean-de-Niost;58.5;41.5;4;26.3;3.4;23.6;23.1;19.6;48.2;95.5;53.5;75;79.8
01362;Saint-Jean-de-Thurigneux;62.2;37.8;10;20;0;42.3;17.8;10;39.5;96.9;58.8;80.8;79.8
01363;Saint-Jean-le-Vieux;87.2;12.8;2.3;8.9;5.7;21.3;28.6;33.2;52.4;93.2;51.5;76.3;80.7
01364;Saint-Jean-sur-Reyssouze;71.1;28.9;29.6;3.3;6.7;20;13.4;26.9;50.8;97.1;50;79;81.7
01365;Saint-Jean-sur-Veyle;77.2;22.8;10.4;3.5;4.2;36.8;17.6;27.6;43.8;94.7;51.2;73.8;79.6
01366;Sainte-Julie;95;5;2.9;1;68.1;8.5;13.4;6.1;46.7;95.7;66;82.4;86.8
01367;Saint-Julien-sur-Reyssouze;69.6;30.4;8.2;16.5;16.5;13.6;11.4;33.6;57.8;94.4;55;76.2;84.7
01368;Saint-Julien-sur-Veyle;76.7;23.3;11.7;5.8;5.8;17.5;35.3;23.8;42.7;95.8;53.5;80;78.5
01369;Saint-Just;92.9;7.1;1;3.5;3.4;27.2;22.5;42.5;30.4;88.8;54;71.4;69.4
01370;Saint-Laurent-sur-Saône;81.7;18.3;0;16;10;31.7;21.4;20.9;65.3;92.9;55.6;80.1;83.8
01371;Saint-Marcel;72.6;27.4;5.1;15.1;20.2;29.9;14.5;15.2;45.6;97.1;60.9;77.5;83.1
01372;Saint-Martin-de-Bavel;62.7;37.3;18.1;27.2;0;9.1;45.6;0;37;95.9;47.9;68.1;77.7
01373;Saint-Martin-du-Frêne;86.5;13.5;2.4;5.9;5.5;10.6;19.3;56.2;52.2;93.6;56;74.8;82.2
01374;Saint-Martin-du-Mont;73.7;26.3;7.9;14.1;9.6;11.9;23.9;32.6;47.6;96.2;59.7;82.1;80.3
01375;Saint-Martin-le-Châtel;72.3;27.7;5.1;10.2;0;30.5;15.7;38.4;49.1;96.2;49.3;77.3;82.7
01376;Saint-Maurice-de-Beynost;92.7;7.3;0.2;3.7;21.6;18.7;30;25.8;42.6;91.5;62.2;72.3;80.7
01378;Saint-Maurice-de-Gourdans;66.2;33.8;0;19.5;2.6;31.1;28.5;18.4;39.9;95.9;57.6;75.9;81.5
01379;Saint-Maurice-de-Rémens;68.8;31.2;6.9;13.6;0;55.4;11.9;12.2;40.2;94;59.2;78.2;79.6
01380;Saint-Nizier-le-Bouchoux;67.8;32.2;18.5;6.2;0;8;31.4;35.9;44.6;93.7;47.8;67;82.9
01381;Saint-Nizier-le-Désert;58.2;41.8;0;29.3;5.9;35.3;0;29.6;41.5;95;51.9;77.5;77.9
01382;Sainte-Olive;45.1;54.9;34.7;0;0;17.4;17.7;30.2;38.5;99.1;68.3;78.7;87.4
01383;Saint-Paul-de-Varax;83.5;16.5;5.9;5.5;2.7;34.2;16.4;35.2;50.9;90.9;47.5;74.3;75.3
01384;Saint-Rambert-en-Bugey;79.1;20.9;1.7;12.2;12;31.2;17.9;24.9;55.4;90.6;52;72.6;81.3
01385;Saint-Rémy;86.4;13.6;3.7;9.2;7.4;7.9;23.6;48.3;46.8;96.6;58.9;77;80.7
01386;Saint-Sorlin-en-Bugey;86.6;13.4;5.1;8.8;21.7;22;24.3;18;55.5;93.9;61.2;77.9;82.6
01387;Saint-Sulpice;64.7;35.3;0;40.2;0;20.1;39.8;0;43.7;95.5;64.7;88.7;83.3
01388;Saint-Trivier-de-Courtes;84.7;15.3;3.5;5.3;13.1;37;16.8;24.3;58.7;90.2;51.8;72.6;78.3
01389;Saint-Trivier-sur-Moignans;78.9;21.1;7;8.8;10.4;23.8;22.9;27.1;49.3;96.1;52.8;77.5;79.6
01390;Saint-Vulbas;97.5;2.5;0.2;1;14.6;10.1;30.4;43.7;54.1;92.4;46.8;76.5;82.4
01391;Salavre;80.4;19.6;6.4;6.3;18.5;0;20.2;48.7;50;100;42.5;77.8;80.8
01392;Samognat;60.3;39.7;0;0;0;100;0;0;38.9;97.8;61.5;77.2;84.3
01393;Sandrans;53.4;46.6;11;0;11.1;22;22;33.8;52;97.2;60;81.2;84.8
01396;Sault-Brénaz;85.2;14.8;0;19.4;0;15.7;23.4;41.5;53.6;92.3;50.5;75.1;82.9
01397;Sauverny;86.1;13.9;10.6;15.3;10.6;23.9;29.9;9.8;41.2;91.3;60.8;70.1;83
01398;Savigneux;73.1;26.9;8.2;18.7;12.4;14.4;17;29.3;54.4;97.4;62.8;82.7;83.3
01399;Ségny;84.9;15.1;1;8;11.6;41.9;26.6;10.8;42.8;92.8;68.4;78.6;83.5
01400;Seillonnaz;35.4;64.6;0;53.7;0;0;27;19.3;60;93.6;48.1;75.6;74.4
01401;Sergy;73.4;26.6;10.9;10.9;12;37.9;21.8;6.5;33.1;91;66.5;74;83.8
01402;Sermoyer;58.9;41.1;33.5;22.3;0;5.6;11.1;27.4;47.1;97.3;44.7;77.6;81.1
01403;Serrières-de-Briord;81.8;18.2;2.7;8.3;2.7;28;36.9;21.4;47.7;92.7;46;70.3;80.8
01404;Serrières-sur-Ain;44.6;55.4;0;0;0;0;0;100;0;95.6;64.3;75;82.9
01405;Servas;92.8;7.2;0.9;6;8.1;12.9;21.4;50.7;45.4;95.4;51.4;79;79.3
01406;Servignat;49.7;50.3;33.9;0;0;32.2;0;33.9;57.1;98.3;45.5;75.5;76.8
01407;Seyssel;68.4;31.6;0;13.4;6.8;41.2;28.4;10.2;46;94.3;46;71.9;81.5
01408;Simandre-sur-Suran;85;15;7.4;9.8;7.2;21;13.7;40.9;44.6;95.1;65.3;76.8;81.7
01410;Sonthonnax-la-Montagne;55.8;44.2;0;26.3;0;0;26.1;47.6;42.7;97.9;49.9;77.7;78.7
01411;Souclin;39.8;60.2;N/A;N/A;N/A;N/A;N/A;N/A;48.4;94.6;57.7;75.9;84.7
01412;Sulignat;68.3;31.7;6.5;0;10.1;19.7;19.8;43.9;40.6;94.2;58.9;76.3;80.2
01415;Talissieu;88.3;11.7;0;10.1;5;19.9;60.3;4.7;37.8;82.3;50.2;66.1;72.4
01416;Tenay;88.7;11.3;0;2.8;7.6;40.6;31.5;17.5;55.8;87.1;43.8;69.5;77.2
01418;Thil;83.2;16.8;3.5;7.2;9;24.9;23.2;32.3;41;94.1;64.3;77.1;79.5
01419;Thoiry;87.8;12.2;2;5.3;9;43.9;26.7;13.1;38.2;92.9;67.5;75.8;87.3
01420;Thoissey;87.2;12.8;0;8.7;12.6;34.9;29.2;14.7;60.1;91.4;47.5;75.2;77.4
01421;Torcieu;88.9;11.1;0;13;6.6;16.4;13.8;50.2;60.1;94.1;39.8;75.7;77.2
01422;Tossiat;85.2;14.8;0.9;7;5.8;15.4;27.4;43.6;40;96.1;59.4;78.5;82.7
01423;Toussieux;76.3;23.7;0;38.1;6.3;13.3;19.6;22.7;45.3;95.4;62;79.2;83.6
01424;Tramoyes;76.4;23.6;6.2;0;26.5;26.4;20.4;20.5;41.7;96;56.1;73.6;79.1
01425;La Tranclière;64.2;35.8;0;0;11.4;22.8;24.9;40.9;39.3;98.3;63.6;80.7;83.9
01426;Val-Revermont;85.3;14.7;1.3;9.2;11.6;19.2;17.3;41.4;45.2;96.2;53.9;78.6;80.2
01427;Trévoux;90.5;9.5;0;5;17.3;22.6;31.2;23.9;50.2;90.8;53.6;71.7;81.5
01428;Valeins;65.6;34.4;0;0;0;0;100;0;25;90.9;66.7;73.7;88.2
01429;Vandeins;63.7;36.3;25.2;12.6;0;12.6;24.3;25.2;38;96.8;54.1;78.9;77.2
01430;Varambon;68.6;31.4;23.7;6.1;12.3;12.2;21.4;24.4;49.1;94.7;47.5;72.1;82.5
01431;Vaux-en-Bugey;80.6;19.4;0;13.7;13.5;9.4;28.5;34.9;47.2;95;56.3;78.4;80.7
01432;Verjon;58.7;41.3;66.7;0;0;33.3;0;0;34.4;93.8;60.6;75.2;81.5
01433;Vernoux;86.1;13.9;11.7;0;5.9;18.5;5.8;58.1;46.7;93.1;66.6;74.9;88.8
01434;Versailleux;59.4;40.6;23;23;5.8;15.7;21.3;11.2;48.8;97.1;57.8;81.3;84.1
01435;Versonnex;66.2;33.8;0;15.2;23.6;26.8;20.1;14.3;41.8;92.1;64.9;75.3;84.1
01436;Vesancy;63.8;36.2;20.3;20.3;10.2;10.2;18.6;20.3;28.1;91.6;71.7;75.6;87.4
01437;Vescours;13.3;86.7;66.7;16.7;0;0;0;16.7;43.7;94.4;46.9;77.4;77.6
01439;Vésines;84.7;15.3;0;0;0;21.1;0;78.9;33.3;100;57.9;86.2;77.8
01441;Vieu-d'Izenave;79.7;20.3;1.8;11;3.6;18.5;17.2;47.9;47.7;95.5;55.2;75;84.9
01443;Villars-les-Dombes;87;13;0;6.8;8.8;29.9;22;32.5;53.4;93.9;56;77.2;80.9
01444;Villebois;66.7;33.3;0;17.5;9.8;22;18.4;32.3;60.2;91.8;45.4;72.6;80.6
01445;Villemotier;59.4;40.6;9.5;19;0;28;24.9;18.6;50.6;96.7;62;81.7;84.8
01446;Villeneuve;58.1;41.9;16.3;19.1;9.7;21.9;13.8;19.3;47.7;97.2;56.5;77.9;83.8
01447;Villereversure;82.4;17.6;2.2;9;5.2;25;28.8;29.8;56.3;91.2;58.3;74.5;82.1
01448;Villes;65.3;34.7;0;15.5;27.3;20.8;19.9;16.4;51.3;98.2;58.8;87.1;80.3
01449;Villette-sur-Ain;63.8;36.2;0;21.9;21.9;21.8;19.6;14.7;48.8;89.6;50.4;69;78
01450;Villieu-Loyes-Mollon;81.2;18.8;1.4;7.6;17.5;29.3;21.2;23;43.3;96.2;51.8;77.9;79.4
01451;Viriat;93.3;6.7;0.8;4.3;7.3;29.2;28.8;29.6;41.9;92.7;56.6;74.3;77.1
01452;Virieu-le-Grand;82.6;17.4;1.7;13.8;3.4;18.8;12.1;50.2;52.2;85.4;47.6;70.1;72.4
01453;Arvière-en-Valromey;83.2;16.8;5.1;5.1;2.9;42.2;18.3;26.4;54.4;86.3;47.6;71.5;70.7
01454;Virignin;72.2;27.8;0;16.2;5.4;35.3;32.2;10.8;48.2;90.8;51.9;76.6;76.9
01456;Vongnes;41.2;58.8;50.2;0;0;0;0;49.8;N/A;92;45.5;72.2;83.3
01457;Vonnas;85.6;14.4;1.2;9.6;11.2;22.2;22.2;33.6;49;90.9;51.4;70;78
02001;Abbécourt;79.6;20.4;6.1;18.3;0;30.3;7.4;37.8;47.7;88.6;42.6;68.1;77.5
02002;Achery;71.7;28.3;0;33.2;0;29.2;21.5;16.1;43.9;89.5;56.7;68.2;83
02003;Acy;81.7;18.3;7.5;3.7;9.5;37.3;18.7;23.4;32.2;96.3;55.5;74.9;80.3
02004;Agnicourt-et-Séchelles;43.6;56.4;33.3;33.3;0;33.3;0;0;52.2;91.8;28.2;60.3;68.3
02005;Aguilcourt;60.1;39.9;29.9;30;0;20;0;20;23.5;97.2;49.3;69.8;78
02006;Aisonville-et-Bernoville;65;35;100;0;0;0;0;0;40.1;89.5;37.6;63;74.7
02007;Aizelles;66.7;33.3;38.5;19.2;0;0;12.3;30;60;91.5;70.6;86.5;76.2
02008;Aizy-Jouy;68.7;31.3;0;0;0;100;0;0;44;92.8;55.6;73.1;80.7
02009;Alaincourt;67;33;0;16.7;0;38.5;34.1;10.7;31.4;92.1;46.2;71.4;76.7
02010;Allemant;80.2;19.8;0;14.2;0;28.1;14;43.7;42.1;90.8;61.9;74.6;80.7
02011;Ambleny;80.3;19.7;0;8.7;8.7;30.2;9.9;42.5;34.1;94.9;51.9;71.7;78.3
02012;Ambrief;70.2;29.8;0;0;0;66;0;34;100;94.4;69.2;95;83.3
02013;Amifontaine;66.3;33.7;8.9;13.3;4.4;13.3;20;40.1;50;90.3;54.2;73.6;80.2
02014;Amigny-Rouy;72.1;27.9;0;22.6;0;22.7;32.1;22.6;31.9;89;38.9;67.7;70.6
02015;Ancienville;50;50;N/A;N/A;N/A;N/A;N/A;N/A;62.5;91.7;55;74.1;72
02016;Andelain;64.9;35.1;0;14.4;0;71.3;0;14.4;55;93.3;56;74.2;86.8
02017;Anguilcourt-le-Sart;55.3;44.7;33.4;16.7;0;0;33.3;16.7;46.4;90.4;44.7;72.6;77.1
02018;Anizy-le-Grand;88.3;11.7;0;9;13.4;26.3;16.9;34.4;47.5;87.6;52.7;68.7;76.1
02019;Annois;64.1;35.9;0;22.3;13.9;13.9;8.4;41.5;57.1;92.2;36;68.4;77.6
02020;Any-Martin-Rieux;54.4;45.6;30;25;0;15;15.1;14.9;49;92.5;48.4;70.9;78.5
02021;Archon;43.9;56.1;38;38;0;0;0;24.1;27.3;86.1;55.6;51.7;88.9
02022;Arcy-Sainte-Restitue;74.3;25.7;18;9;9;9;0;54.9;26.2;85.9;45.3;63.3;71.7
02023;Armentières-sur-Ourcq;49.3;50.7;0;0;0;100;0;0;33.3;93.3;70.6;76.9;84.4
02024;Arrancy;45.4;54.6;0;27.1;0;0;0;72.9;100;94.4;60;81.8;93.8
02025;Artemps;70.4;29.6;0;23.7;23.9;23.7;0;28.6;28.9;94;29.2;64.8;77.1
02027;Assis-sur-Serre;58.6;41.4;24.5;0;0;0;0;75.5;46.9;85.3;52.4;63.6;74.4
02028;Athies-sous-Laon;88.9;11.1;0.7;5.6;5.3;18.1;19.4;50.9;48.4;92.9;45.9;72.8;79.2
02029;Attilly;72.2;27.8;0;0;0;66.4;0;33.6;32.1;93.8;43.9;68;75.5
02030;Aubencheul-aux-Bois;56.8;43.2;0;0;0;0;0;100;21.9;89.4;47.2;61;72.5
02031;Aubenton;69.8;30.2;12.3;6.2;0;59.8;12.4;9.3;49.3;88.2;60.7;69.8;79.8
02032;Aubigny-aux-Kaisnes;86.3;13.7;0;13.2;0;33.4;6.7;46.6;40.6;91.3;57.1;68.2;81.2
02033;Aubigny-en-Laonnois;36;64;0;0;0;33.4;0;66.6;58.3;97.4;43.5;72.2;76.3
02034;Audignicourt;63.2;36.8;33.3;0;0;33.3;0;33.3;50;91.5;68.4;74.4;84.6
02035;Audigny;47;53;39.9;19.9;0;40.2;0;0;25.9;95.5;45.8;70.9;81.9
02036;Augy;39.9;60.1;N/A;N/A;N/A;N/A;N/A;N/A;88.9;87.2;33.3;77.8;91.7
02037;Aulnois-sous-Laon;85.5;14.5;0;12.4;3.2;31.3;18.8;34.3;46.7;95;40.7;71.6;77
02038;Les Autels;49.6;50.4;N/A;N/A;N/A;N/A;N/A;N/A;50;78.6;55.6;64.3;69.2
02039;Autremencourt;77.8;22.2;0;33.3;33.3;0;0;33.3;30.6;89.5;60;60.8;69.4
02040;Autreppes;52.9;47.1;30.7;0;0;20.5;0;48.8;45;85.7;38.9;60.3;82
02041;Autreville;80.3;19.7;4.8;24;0;43.4;9.7;18.1;30.9;91.6;47;70.7;74.1
02042;Azy-sur-Marne;67.6;32.4;19.2;14.4;4.8;4.9;14.4;42.3;48.8;93;50.8;75.4;74.4
02043;Bagneux;100;0;0;0;0;39.6;38.6;21.8;55.6;82.1;25;57.1;75
02044;Bancigny;0;100;100;0;0;0;0;0;16.7;80;50;50;45.5
02046;Barenton-Bugny;96.3;3.7;0;2;28.9;23.2;42.1;3.9;55.1;94.5;54.1;77.3;81.5
02047;Barenton-Cel;77.7;22.3;20;20;0;0;20;40;44.4;90;33.3;52.6;81.2
02048;Barenton-sur-Serre;60.2;39.8;33;0;0;33.5;0;33.5;61.5;96.7;50;84.6;86.4
02049;Barisis-aux-Bois;71.7;28.3;15.2;7.5;0;38.1;15.2;24;31.1;94.2;55;68.5;81.7
02050;Barzy-en-Thiérache;55;45;60.8;0;0;19.6;0;19.6;32.8;95.5;33.5;73.6;81.3
02051;Barzy-sur-Marne;61.2;38.8;36.4;0;4.5;18;8.9;32.2;40.3;91.8;46.5;75;77.3
02052;Bassoles-Aulers;75.2;24.8;0;0;0;33.9;33.9;32.2;36.4;92;65;70.2;88.2
02053;Vallées en Champagne;50.9;49.1;16.3;4;8;8;8;55.7;54.4;95.2;57.1;79.1;79.6
02054;Bazoches-sur-Vesles;47.9;52.1;26.7;40;13.3;20;0;0;22.9;93.3;52.3;72.9;77.1
02055;Beaumé;75.5;24.5;29.1;27.3;0;28.6;0;15;25;90;50;62.5;76.9
02056;Beaumont-en-Beine;61.4;38.6;50;0;0;0;0;50;46.7;95.7;43.5;71.7;83.3
02057;Beaurevoir;83.9;16.1;7.3;6.9;10.7;34.6;12.4;28.1;45.5;88.4;45.5;68.1;74.9
02058;Beaurieux;82.3;17.7;2.6;7.9;0;45;12.4;32;31.4;93.9;42.6;69.5;74.2
02059;Beautor;92.6;7.4;0.6;6.2;8.6;23.4;20.2;41;50.7;82.3;47.6;61.6;75.3
02060;Beauvois-en-Vermandois;77.4;22.6;14;0;7;7;14;57.9;34.6;91.1;55.3;67.5;79.5
02061;Becquigny;27.3;72.7;100;0;0;0;0;0;50;84.5;53.8;68.1;77
02062;Belleau;76;24;70.8;0;0;0;0;29.2;33.3;94.3;38.1;64.3;76.6
