Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des emplois sal. dans le nb d’emplois au LT 2016;Part des emplois non sal. dans le nb d’emplois au LT 2016;Part des agriculteurs expl. dans le nb d’emplois au LT 2016;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2016;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2016;Part des employés dans le nb d’emplois au LT 2016;Part des prof. intermédiaires dans le nb d’emplois au LT 2016;Part des ouvriers dans le nb d’emplois au LT 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité des femmes par tranche d'âge 2016;Taux activité des hommes par tranche d'âge 2016
50359;Mortain-Bocage;86.3;13.7;4.3;5.1;16.1;29.5;23.1;21.9;39.8;93.2;48.7;66.8;75
50360;Morville;66.9;33.1;25.4;8.5;8.5;8.5;0;49;55.2;94.1;56.1;73.8;82.6
50361;La Mouche;60.3;39.7;14.4;0;0;14.4;14.4;56.7;33.3;94.4;50;72.6;81
50362;Moulines;61;39;20.8;10.4;0;38;0;30.8;54.8;94.3;52.1;77.3;76.3
50363;Moyon Villages;82.3;17.7;4.6;2.2;3.2;21.3;15;53.7;48.6;93.5;58.2;76.7;81.2
50364;Muneville-le-Bingard;66.3;33.7;7.6;0;0;30.3;9.1;53;52.1;91.8;50;75.1;79.7
50365;Muneville-sur-Mer;79.6;20.4;27;0;0;45.2;0;27.8;39.1;93.2;53.4;76;77.9
50368;Nay;49.8;50.2;N/A;N/A;N/A;N/A;N/A;N/A;55.6;90.5;57.1;68;78.9
50369;Négreville;65.9;34.1;3.8;25.9;0;40.7;18.3;11.3;37.9;94;44.1;74;75.3
50370;Néhou;68.8;31.2;23.2;15.4;0;15.5;7.8;38.1;66.1;88;31.9;65.7;80.9
50371;Le Neufbourg;67.2;32.8;0;0;0;30.7;30.7;38.6;44.8;94.9;50.7;70;77.6
50372;Neufmesnil;64.5;35.5;0;0;0;33.6;66.4;0;41.7;94.5;35.1;64.6;72.5
50373;Neuville-au-Plain;53.2;46.8;50.1;0;0;16.5;16.7;16.7;50;97;80;74.1;96.2
50374;Neuville-en-Beaumont;12.5;87.5;N/A;N/A;N/A;N/A;N/A;N/A;100;93.8;66.7;87.5;91.7
50376;Nicorps;66.8;33.2;43.2;14.2;0;7.1;0;35.5;60.7;92.7;44.3;70.4;75.8
50378;Notre-Dame-de-Cenilly;46.5;53.5;34.3;17.5;0;25.8;0;22.4;55.9;86;50.7;67.1;80.5
50379;Notre-Dame-de-Livoye;16.7;83.3;100;0;0;0;0;0;50;96.5;58.3;84.6;83.3
50382;Nouainville;63;37;0;0;0;100;0;0;41.9;95;56.3;78.1;80.9
50384;Octeville-l'Avenel;58.1;41.9;0;25.1;0;24.4;25.1;25.4;58.8;93.3;52;77.6;81.4
50387;Orglandes;51.6;48.4;19.8;20.1;0;30.3;0;29.8;61.8;95.6;40.8;69.2;81.8
50388;Orval sur Sienne;74;26;11.7;9.5;7.2;19;19.2;33.4;48.1;95.1;46.5;73.5;76.9
50389;Ouville;65.3;34.7;20;13.3;0;20;6.7;40;52.4;93;53.4;78.6;77.9
50390;Ozeville;77.5;22.5;0;0;0;28;25.6;46.4;60;88.7;33.3;63.4;82.5
50391;Grandparigny;76.4;23.6;13.4;11.9;1;31.4;14;28.4;52;95.1;46.4;74.8;76.7
50393;Percy-en-Normandie;74.8;25.2;14.3;10.3;3.4;27.7;10.1;34.2;54.8;91.3;48.2;72.6;77
50394;Périers;86.7;13.3;0.7;5.3;5.9;32.8;21.9;33.4;58.9;86.2;46.8;66.6;74.5
50395;La Pernelle;71.2;28.8;19.3;6.6;0;16.4;13.3;44.4;42.7;89.4;66.6;79.7;79.3
50397;Perriers-en-Beauficel;69.4;30.6;19.7;0;20.6;20.1;0;39.6;36.4;86.2;40.6;58.3;71.2
50398;Le Perron;52.5;47.5;0;35.8;0;28.5;0;35.8;45;97.5;40;83;79.4
50399;Le Petit-Celland;74.2;25.8;52.1;0;0;13.1;11.4;23.5;60;97;56.5;82.4;81
50400;Picauville;82.7;17.3;8.6;4.2;5.4;31.5;23.6;26.8;54.3;85.5;42.5;68.6;71.1
50401;Pierreville;60.8;39.2;33.7;0;4.8;19.2;14.4;27.9;51.4;93.5;46.4;74.3;80.6
50402;Les Pieux;89.6;10.4;0.6;5.8;14.6;37.1;29.6;12.3;53.2;89.4;38;70.4;75.6
50403;Pirou;72.3;27.7;9.4;16.8;0;25.6;16.2;32;49.1;90.5;35.3;66.5;67.9
50405;Le Plessis-Lastelle;50.2;49.8;75.9;0;0;24.1;0;0;43.5;94.9;27.9;63.9;69.1
50407;Poilley;88.5;11.5;3.2;3.9;12.3;27.2;19.5;33.8;44.2;98.1;57.3;81.3;86.2
50408;Pontaubault;83.3;16.7;0;16.2;5.4;27.1;20;31.4;66.6;93.1;51.4;76.1;83.1
50409;Pont-Hébert;85.6;14.4;7.1;3.8;12.5;23;23.7;29.9;47.8;95.3;49.7;72.7;76.4
50410;Pontorson;82.8;17.2;5.5;6.8;6.7;37.5;26.3;17.2;57.9;87.2;39.9;68.3;70.2
50411;Ponts;84.9;15.1;1.5;7.6;6;31;18;36;56.6;93.8;52.6;77.7;82.3
50412;Port-Bail-sur-Mer;74.4;25.6;5.5;13.2;8.3;26.5;16;30.5;54.7;90.9;41.2;66.9;73.4
50413;Précey;72.5;27.5;0;39.8;0;39.9;10.2;10;42.9;96.1;60.8;82.6;86.5
50417;Quettehou;78.6;21.4;8.6;5.4;7.3;36.2;16;26.5;48.8;91;47;69.6;73
50419;Quettreville-sur-Sienne;63.8;36.2;9.1;18.3;4.8;30.7;8.4;28.7;46.1;95.2;49.1;75.1;79.1
50420;Quibou;73.1;26.9;14;7.2;3.5;24.3;19.4;31.5;47.1;96.4;42.8;74.9;78.9
50421;Quinéville;67.6;32.4;0;25.2;0;43.5;6.3;25;38.5;93;45.3;68.7;70
50422;Raids;50.3;49.7;0;39.1;19.5;0;19.5;21.9;78.9;91.4;69.2;78.4;89.1
50423;Rampan;74.6;25.4;11.6;0;0;30.2;23.6;34.6;44.4;97.3;41.5;76.6;73.8
50425;Rauville-la-Bigot;61.2;38.8;20;25.3;2.4;24.6;15;12.6;45.6;94.6;40.9;73.8;77.1
50426;Rauville-la-Place;52.7;47.3;40.1;0;0;39.9;0;20;63.9;91.9;50;74.3;77.6
50428;Reffuveille;61.1;38.9;14.4;17.9;0;28.7;7.2;31.8;53.7;88.5;51.7;68.8;75
50429;Regnéville-sur-Mer;51.1;48.9;18.7;14.8;7.2;26.1;18.6;14.5;39.1;91.9;32.7;64.2;67.8
50430;Reigneville-Bocage;0;100;N/A;N/A;N/A;N/A;N/A;N/A;0;89.5;66.7;66.7;84.6
50431;Remilly Les Marais;76.6;23.4;14.6;16;2.5;13;6.7;47.1;48.1;90.8;38.2;69.7;77.8
50433;Réville;74.6;25.4;14.7;4.9;4.9;19.4;12.2;43.9;53.2;91.2;43.3;66.3;75.1
50435;Rocheville;69.2;30.8;6.6;32.7;6.6;31;16.7;6.5;53.2;97.1;38.9;77.5;80
50436;Romagny Fontenay;89.6;10.4;9;0.9;7.3;6.7;23.8;52.2;43.3;94.1;45.3;71.4;78.7
50437;Roncey;73.7;26.3;11.7;9.3;2.3;15.8;6.5;54.5;59.5;85.6;56.2;68.1;78.4
50442;Le Rozel;67.8;32.2;24.6;23.5;0;22.5;0;29.5;67.6;95.9;49.7;72.4;86.4
50443;Sacey;37.2;62.8;60.1;0;0;19.9;0;20;52;93.6;53.3;75.8;79.8
50444;Saint-Amand-Villages;84.2;15.8;6.9;2.6;0.5;31;12;46.9;40.4;94.5;48.1;75;77.4
50445;Saint-André-de-Bohon;57.2;42.8;75;25;0;0;0;0;54.8;93.6;53.6;76.3;82
50446;Saint-André-de-l'Épine;92.1;7.9;0;5.2;0;17.9;40.1;36.8;52.2;97;47.8;75.3;80.2
50447;Saint-Aubin-des-Préaux;58;42;0;35.2;0;11.7;18.5;34.6;43.6;96.9;51.7;76.3;80.3
50448;Saint-Aubin-de-Terregatte;65.7;34.3;14.6;11;9.7;36.3;10.2;18.2;50.2;96.5;39.5;77;78.5
50450;Saint-Barthélemy;48.3;51.7;0;24.7;0;0;24.9;50.4;47.6;94.1;38.1;72;67.4
50451;Saint-Brice;66.5;33.5;0;0;0;0;0;100;63.2;100;57.1;87.5;77.6
50452;Saint-Brice-de-Landelles;47.8;52.2;21.1;21.1;5.3;5.3;5.3;41.9;56.6;94.2;50;78;80.2
50453;Sainte-Cécile;91.6;8.4;2;4.8;2.4;15.9;14;61;48.1;91.3;51.3;72.7;78
50454;Saint-Christophe-du-Foc;43.6;56.4;0;100;0;0;0;0;33.3;96.7;54.5;84.7;77.5
50455;Saint-Clair-sur-l'Elle;84.2;15.8;1.3;2.7;9.5;34.1;20.7;31.7;32;91.1;32.8;63.3;70.7
50456;Saint-Clément-Rancoudray;31.9;68.1;33.7;0;0;11.2;0;55.2;48.9;94;42.7;64.6;80.2
50457;Sainte-Colombe;49.9;50.1;39.8;10;10;10;0;30.3;55.6;97.8;44.1;81.4;78.1
50461;Saint-Cyr;50.4;49.6;12.9;33.8;0;12.9;13.9;26.4;16.7;93.2;40;62.7;80.7
50462;Saint-Cyr-du-Bailleul;15.4;84.6;81.2;6.2;0;12.6;0;0;35.4;88.2;44.6;62.7;75.2
50463;Saint-Denis-le-Gast;45.1;54.9;28.7;14.4;7.2;7.2;14.1;28.4;57.9;94.1;57.1;76.6;80.3
50464;Saint-Denis-le-Vêtu;57.6;42.4;27.7;17.4;7;10.4;0;37.5;46.7;92.9;56.4;77.3;75.9
50467;Saint-Floxel;53.3;46.7;20;30.1;0;20.1;10.1;19.7;40.8;94.9;47.5;74.7;79.5
50468;Saint-Fromond;77.9;22.1;8.5;4.2;23.6;16.4;23.4;24;58.5;90.2;38.2;69.8;77.3
50469;Sainte-Geneviève;81.1;18.9;7.9;5.2;7.8;7.1;2.6;69.4;71.7;91.3;53.1;73.4;83.9
50471;Saint-Georges-de-la-Rivière;47.8;52.2;0;20;0;20;20;40;40;90.7;34.4;62.2;76.8
50472;Saint-Georges-de-Livoye;25;75;25;75;0;0;0;0;55.6;95.9;52.2;78.8;82.5
50473;Saint-Georges-d'Elle;47.7;52.3;21.9;22.3;6.1;21.9;16.9;10.9;61.6;92.8;40.4;71.6;76.1
50474;Saint-Georges-de-Rouelley;70.5;29.5;25.2;15.5;0;6.3;9.4;43.7;45;95.7;52.2;78.6;75
50475;Saint-Georges-Montcocq;71.7;28.3;0;21.8;4.3;26.4;20.1;27.3;53.7;98.1;57.3;76.9;82.2
50476;Saint-Germain-d'Elle;30.5;69.5;71.5;14.2;0;14.3;0;0;33.3;97.2;41.7;82.7;72.9
50478;Saint-Germain-de-Tournebut;42.3;57.7;14.4;28.9;0;0;13.9;42.8;60.9;95.9;44.1;72.4;84.4
50479;Saint-Germain-de-Varreville;33.2;66.8;25.1;25.1;0;49.9;0;0;20;94.3;28.6;64.3;66.7
50480;Saint-Germain-le-Gaillard;67.5;32.5;18.6;0;0;24.8;31.5;25.1;36.8;95.9;40.7;72.1;78.1
50481;Saint-Germain-sur-Ay;67;33;2.8;26.2;0;8.6;14;48.4;59.1;89.8;30.3;62.8;67.6
50482;Saint-Germain-sur-Sèves;45.4;54.6;25;0;0;50;0;25;58.3;93.2;44;81.6;75.8
50483;Saint-Gilles;82.7;17.3;1.8;16.2;4.1;18.4;19.9;39.6;41.2;95.2;55.1;74.2;78.4
50484;Saint-Hilaire-du-Harcouët;85.5;14.5;3.1;8.1;7.9;31.2;18.7;31;41.5;91.4;47.5;68.8;72.7
50486;Saint-Jacques-de-Néhou;47.4;52.6;33.7;20.3;0;32.5;6.7;6.8;49.9;92.6;44;79.2;79.4
50487;Saint-James;83.9;16.1;6.6;5.3;6.2;34.1;14.7;33.1;53.2;91;49.4;73.6;76.6
50488;Saint-Jean-de-Daye;87.5;12.5;2.9;2.9;23.6;29.5;19.8;21.3;52.3;95;48.1;75.3;82.7
50489;Saint-Jean-de-la-Haize;56.3;43.7;44.3;10.9;0;0;22.4;22.3;45.2;97.8;54.3;80.4;80
50490;Saint-Jean-de-la-Rivière;76.5;23.5;0;17;0;48.6;17.1;17.3;35.5;94.7;34.3;68.6;64.6
50491;Saint-Jean-de-Savigny;72.5;27.5;0;24.3;0;14.7;48.1;12.9;31.9;94.2;34.3;69.7;78.7
50492;Saint-Jean-d'Elle;67;33;9.1;13.4;5.5;24.1;13.2;34.7;49.8;95.8;39.2;73.6;80.1
50493;Saint-Jean-des-Champs;62.8;37.2;18.5;9.2;8;18.4;14;31.8;39.7;96.3;59.1;77.9;80.5
50495;Saint-Jean-du-Corail-des-Bois;32.8;67.2;100;0;0;0;0;0;20;92;50;57.9;82.6
50496;Saint-Jean-le-Thomas;61.6;38.4;0;0;0;77.4;10.9;11.8;40;91.8;52.9;73.5;79.7
50498;Saint-Joseph;80.9;19.1;3.2;6.2;3.1;15.2;23.8;48.4;29.4;94.5;49.9;74.1;77.9
50499;Saint-Laurent-de-Cuves;77.5;22.5;2.4;4.9;2.4;14.5;16.2;59.5;68.4;96.1;55.9;79.4;87.3
50500;Saint-Laurent-de-Terregatte;51.3;48.7;14.1;7.1;7.1;28.6;21.6;21.5;45.6;94;64.6;75;87.4
50502;Saint-Lô;93.2;6.8;0.5;3.8;14.4;34.6;30.1;16.6;48.6;89.2;48;68.6;73
50504;Saint-Louet-sur-Vire;19.3;80.7;0;66.7;0;0;0;33.3;58.3;98.8;60;81.4;85.7
50505;Saint-Loup;55.5;44.5;14.6;28;0;28.6;0;28.8;35.7;98.8;49.9;82.3;84.3
50506;Saint-Malo-de-la-Lande;68.3;31.7;9.1;18.2;18.2;27.3;18.1;9.1;44.6;94.9;45;73.6;76.7
50507;Saint-Marcouf;57;43;49.8;25;0;16.5;0;8.7;47.2;94.3;43.3;73.4;65.3
50509;Sainte-Marie-du-Mont;60;40;14.4;18.8;6.4;20.5;17.7;22.3;66.7;93.1;51.3;76.3;76.7
50510;Saint-Martin-d'Aubigny;81.8;18.2;16.1;4.6;5.4;25.5;16.5;32;60;94.6;55;78.2;83.3
50511;Saint-Martin-d'Audouville;57.2;42.8;60;20;0;0;20;0;77.8;97;69.2;86.5;94.2
50512;Saint-Martin-de-Bonfossé;56.7;43.3;0;25.3;0;50.1;0;24.6;29.8;96.5;40.3;80.9;75.5
50513;Saint-Martin-de-Cenilly;41.6;58.4;50;0;16.7;0;0;33.4;69.2;88.3;51.7;75.9;78.5
50514;Chaulieu;49.3;50.7;16;32.3;8.1;0;0;43.6;31;96.4;57.9;73.3;81.3
50517;Saint-Martin-de-Varreville;58.8;41.2;22.2;0;0;22.9;0;54.9;50;90;58.6;69.6;76.5
50518;Saint-Martin-le-Bouillant;48.9;51.1;21.4;14.3;0;14.3;21.4;28.5;58.1;95.1;48.8;70.4;83.3
50519;Saint-Martin-le-Gréard;68.4;31.6;0;35.7;0;14;14.3;36;42.3;97.1;50.1;83.4;84.1
50521;Saint-Maur-des-Bois;35.1;64.9;50.3;0;0;0;0;49.7;43.7;91.9;46.7;75;77.6
50522;Saint-Maurice-en-Cotentin;74.8;25.2;0;19.7;6.8;39.8;0;33.8;64;92.6;53.3;71.8;83.7
50523;Sainte-Mère-Église;82.8;17.2;5.3;7.2;6.2;29.2;16.7;35.3;49.8;92;50.1;72.9;73.9
50525;Saint-Michel-de-Montjoie;69.6;30.4;26.8;0;10.2;24.8;24.5;13.7;46.7;89.4;36.6;61.4;64.7
50528;Saint-Nicolas-de-Pierrepont;41.7;58.3;33.3;33.3;0;0;0;33.3;66.7;95;44.7;76;81.2
50529;Saint-Nicolas-des-Bois;57.2;42.8;20.3;40.7;0;18.7;0;20.3;50;89.7;40;69.6;65.6
50531;Saint-Ovin;67.5;32.5;16.8;4.2;0;29.2;20.9;29;46.4;93.7;49.6;75.4;73.5
50532;Saint-Pair-sur-Mer;82;18;1.3;9.7;8.8;28.9;19.4;31.9;43.6;94;48;68.7;73.3
50533;Saint-Patrice-de-Claids;48.7;51.3;57.4;0;0;0;0;42.6;64.1;95.4;43.4;79.2;79.5
50535;Le Parc;51.9;48.1;27.6;17.4;0;10.4;20.7;24;55.1;94.9;55.7;78.6;84.8
50536;Saint-Pierre-d'Arthéglise;18.5;81.5;100;0;0;0;0;0;50;89.8;42.9;75;70.5
50537;Saint-Pierre-de-Coutances;80.1;19.9;0;5.4;9.3;21.6;32.6;31.1;26.5;97.1;49.1;74.7;73.3
50538;Saint-Pierre-de-Semilly;67.8;32.2;15.6;7.9;7.8;37.4;15.6;15.6;20.5;96.4;39;64;73.9
50539;Saint-Pierre-Église;83.2;16.8;4;12.5;5.8;41.8;24.1;11.8;50.6;90.4;45.5;71;76.8
50540;Saint-Pierre-Langers;67.3;32.7;14.1;17.2;0;10.3;10.5;47.9;21.8;96.7;51.8;73.2;78.6
50541;Saint-Planchers;73.2;26.8;2.1;14.4;4.1;51.2;12;16.2;45.7;90.4;44.5;72.8;73.6
50542;Saint-Pois;71.6;28.4;3;15.1;11.5;17.5;22.6;30.2;47.5;87.3;42.5;63.7;69.6
50543;Saint-Quentin-sur-le-Homme;76.3;23.7;6.4;8.2;8.2;17.9;23.3;36.1;45.8;96.2;57.1;78.7;82.8
50546;Bourgvallées;68.8;31.2;12.3;10;4.1;19.6;15.2;38.8;43.2;96;52.5;77.5;79.2
50548;Saint-Sauveur-de-Pierrepont;28.2;71.8;50.5;16.8;0;0;16.8;15.8;58.3;91.1;29.4;64.9;78.4
50549;Saint-Sauveur-la-Pommeraye;43;57;28.6;28.6;0;14.3;0;28.6;54.2;92.5;53.7;75.7;82.3
50550;Saint-Sauveur-Villages;74.6;25.4;6.3;11.8;9;36.3;19.2;17.4;44.6;92.2;48.7;74.5;76.2
50551;Saint-Sauveur-le-Vicomte;84.7;15.3;4.5;7.2;5.3;32.4;21.8;28.7;52.7;90.6;49.5;70.7;79
50552;Saint-Sébastien-de-Raids;76.2;23.8;0;11.4;0;17;27.6;44;44;95.6;66.7;82.4;82.6
50553;Saint-Senier-de-Beuvron;74.4;25.6;12.8;4.4;4.3;39.2;8.8;30.4;46.1;93.5;40.6;70.5;79.1
50554;Saint-Senier-sous-Avranches;90.9;9.1;2.3;3.7;10.4;21.6;23.2;38.7;31.3;96.2;42.7;70.4;78.9
50556;Sainte-Suzanne-sur-Vire;69.4;30.6;15.4;0;0;45.6;39;0;30;97.7;47.9;73.3;78.6
50562;Saint-Vaast-la-Hougue;83.3;16.7;2.9;8.8;6;36.2;13.6;32.5;58.5;88.8;42.9;63.3;73.7
50563;Saint-Vigor-des-Monts;65.4;34.6;36.1;0;0;0;8.4;55.5;56.2;88.1;50;68.1;82.6
50564;Terre-et-Marais;56.1;43.9;35.9;10.3;2.6;15.6;12.9;22.8;52.5;91.3;58.2;77.8;79.2
50565;Sartilly-Baie-Bocage;80.6;19.4;5;11.1;6.9;22.6;22.8;31.5;50.8;95;46;77.1;78
50567;Saussemesnil;64.6;35.4;19.8;24.6;0;39.5;4.9;11.2;41.8;93.7;38;69.7;79.6
50568;Saussey;65.1;34.9;0;28.7;0;28.1;28.9;14.3;51.4;93.4;49.4;72.1;75.5
50569;Savigny;42.1;57.9;60.6;0;8.7;8.7;8.7;13.3;59.1;97.3;53.1;81.7;84.8
50570;Savigny-le-Vieux;45.5;54.5;41.7;8.5;0;16.5;0;33.3;70.4;93.8;47.7;76.9;79.7
50571;Sébeville;76.3;23.7;N/A;N/A;N/A;N/A;N/A;N/A;50;93.3;62.5;100;64.3
50572;Sénoville;40.7;59.3;33.3;33.3;0;16.7;0;16.7;52.4;89.4;46.9;73.4;74.3
50574;Servon;39.4;60.6;45.7;18;0;18.2;0;18.1;48;95.3;59.9;73.5;88.9
50575;Sideville;77.1;22.9;0;23;0;12.7;16.1;48.2;35.4;97.9;53.7;82.7;81.1
50576;Siouville-Hague;89.1;10.9;1.6;8.1;2.6;42.2;37.3;8.1;48.8;91.3;45.4;72;78.9
50577;Sortosville-en-Beaumont;77;23;9.6;37.7;0;28;6.1;18.7;45;86.2;42.9;60.8;75.5
50578;Sortosville;15.9;84.1;0;0;100;0;0;0;60;100;59.1;86.4;75
50579;Sottevast;94.1;5.9;2.4;4.8;4.4;11.6;18.1;58.7;46;95.5;40.3;74.4;78.6
50580;Sotteville;74.9;25.1;14.7;7.3;0;55.8;22.2;0;46.3;95.5;52.7;80.1;78.3
50582;Sourdeval;77.1;22.9;8.6;10.7;6;26.8;11.7;36.1;46.4;90.1;47.5;66.9;76.8
50584;Subligny;52.5;47.5;15.3;22.9;0;15.3;7.6;38.8;43.3;93.9;46.8;75;79.5
50585;Surtainville;71.6;28.4;18.5;10.4;2.6;29.2;7.9;31.3;55.6;92.5;44.1;71.4;77.3
50587;Taillepied;50.1;49.9;100;0;0;0;0;0;N/A;100;50;66.7;100
50588;Tamerville;44.5;55.5;31.4;23.6;7.9;0;7.9;29.2;43.8;95.9;53.6;75.8;82.7
50589;Tanis;55.5;44.5;20.7;20.5;6.7;27.6;6.6;18.1;44;94;54.8;75;80.6
50590;Le Tanu;32.8;67.2;33.4;13.4;5.8;20;13.7;13.7;50;95.9;45.1;76.9;81.5
50591;Le Teilleul;65.7;34.3;18.3;9.2;8.9;15.6;16.7;31.3;51.3;92.9;50;74.2;74.9
50592;Tessy-Bocage;79.7;20.3;3;10.7;9.3;22.7;22.6;31.8;47.6;93.3;50.8;75.9;77.9
50593;Teurthéville-Bocage;55.8;44.2;17.7;5.8;0;11.7;24;40.7;54.7;92.8;28.3;71.7;75.6
50594;Teurthéville-Hague;70.7;29.3;0;6.9;7;69.1;13.4;3.7;48.5;95.2;37;73.8;76.2
50596;Théville;70.4;29.6;10.8;10.8;10.8;32.4;0;35.3;32;93.4;48.9;70.5;78.8
50597;Tirepied-sur-Sée;58.8;41.2;27.6;4.6;4.7;25.7;14.2;23.2;58;96.7;49.1;79.4;82.7
50598;Tocqueville;80.5;19.5;22.2;22.7;11.3;11.1;0;32.8;54.4;90.2;30;69.5;73.4
50599;Tollevast;89.9;10.1;1.8;8.2;4.7;43.9;17.9;23.4;38.7;96.4;50.9;76.9;80.2
50601;Torigny-les-Villes;85.1;14.9;2.1;7.5;6.5;24.8;19.4;39.8;54;93.5;51.6;75.4;81.1
50603;Tourville-sur-Sienne;60.1;39.9;0;25.8;11.1;20;18.4;24.7;41.1;94.4;43.8;70.4;74.1
50604;Tréauville;63.9;36.1;14.9;14.9;0;27.5;19.7;22.9;44.4;91.7;53.2;69.9;82.1
50606;Tribehou;82.5;17.5;8.4;12.5;4.1;17.8;8.2;49;56.6;91.7;51.1;71.4;78.1
50607;La Trinité;34.9;65.1;11.1;33.3;0;33.3;0;22.2;50;94.5;60;80;86.6
50609;Turqueville;73.3;26.7;0;0;0;36.9;0;63.1;44.4;89.8;51.7;69.8;75
50610;Urville;42.4;57.6;28.6;14.3;14.3;0;0;42.9;56.5;91.4;60.6;75.9;77.9
50612;Vains;63.8;36.2;19.4;12.6;12.8;20.8;19.4;15;40.8;93.5;46.4;64.5;76.6
50613;Valcanville;71.5;28.5;20.4;20;0;0;10;49.5;53.3;97.4;49.1;74.2;85.6
50615;Valognes;89.9;10.1;0.5;6.5;8.2;30.5;26.9;27.4;52.3;88.2;52.7;72.1;74.4
50616;Le Val-Saint-Père;79.9;20.1;2.6;6.3;9.2;19;30;32.9;41.6;96.6;52.3;77.2;79.2
50617;Varenguebec;39.2;60.8;75;0;25;0;0;0;66.7;93.7;38.9;79.3;76.5
50618;Varouville;49.9;50.1;28;0;0;43.1;0;28.9;41.7;92.3;38.2;68.2;68.5
50619;Le Vast;43.8;56.2;20.8;15.3;0;42.1;0;21.9;37;94;46.8;75.5;73.2
50621;Vaudreville;40.6;59.4;0;0;0;49.3;0;50.7;42.9;88.9;41.7;66.7;72
50624;La Vendelée;51.8;48.2;0;29.2;0;13.9;0;56.9;33.9;96.7;52.6;71.1;81.3
50626;Ver;46.3;53.7;18.8;18.9;0;18.9;9.5;33.8;56.9;94.4;59.1;78;85
50628;Vernix;14.4;85.6;60.7;20.2;0;9.4;0;9.6;36.4;93;70;76.7;84.4
50629;Vesly;55.1;44.9;25.3;8.8;3.4;35.5;3.3;23.6;60.9;95.2;54.7;78.8;82.1
50633;Le Vicel;75.1;24.9;33.6;0;0;32.8;0;33.6;44.4;95;50;78.6;77.1
50634;Videcosville;0;100;0;0;0;0;100;0;100;92.9;20;77.3;95.8
50637;Villebaudon;43.5;56.5;33.7;22;0;11.2;21.2;11.9;56;93.8;43.1;73;73.8
50639;Villedieu-les-Poêles-Rouffigny;86.1;13.9;0.7;8;9.8;27.8;23;30.8;50.7;90.4;49.2;69.4;76.4
50641;Villiers-Fossard;74.1;25.9;14;14.2;0;4.7;19.5;47.5;44;96.1;39.1;72.2;81.7
50643;Virandeville;84.1;15.9;4.2;12.7;5.4;16;5;56.7;50.8;95;51.5;74.3;79.3
50647;Yquelon;87.3;12.7;0;10.6;6.4;53.8;12.2;17;33.9;92.4;41;64.9;72.3
50648;Yvetot-Bocage;71.6;28.4;8.1;10.3;0;11.7;14.4;55.5;49.8;95.6;57.6;81.4;82
51001;Ablancourt;50.4;49.6;0;0;0;0;100;0;60;90.8;52.2;70.8;83.6
51002;Saint-Martin-d'Ablois;72.8;27.2;15.8;18.2;9.8;27.1;18;11;47.1;96.9;52.4;74.4;79.1
51003;Aigny;57.1;42.9;50;50;0;0;0;0;33.3;92.2;50;69.9;82.6
51004;Allemanche-Launay-et-Soyer;71.5;28.5;25.4;0;0;14.3;34.3;26;12.5;93.3;43.5;71.1;68.4
51005;Allemant;54.3;45.7;43.2;8.6;8.4;0;22.4;17.5;54.5;85;62.5;75;76.5
51006;Alliancelles;27.2;72.8;66.7;0;0;0;0;33.3;30;95.5;60.7;73.2;78
51007;Ambonnay;69.2;30.8;15.4;6.3;5.7;13.5;13.9;45.3;31.2;95.1;59.7;74.2;83.5
51008;Ambrières;44.7;55.3;42.3;14.1;0;28.2;0;15.4;62.5;93.6;54.3;82.4;79.2
51009;Anglure;84.4;15.6;0;9.4;15;31.8;13.2;30.6;53.3;93;45.4;73.6;76.2
51010;Angluzelles-et-Courcelles;46.7;53.3;0;100;0;0;0;0;46.2;93.2;55.6;69.2;86.3
51012;Anthenay;58.7;41.3;23.5;11.8;0;11.6;11.6;41.5;66.7;88.2;33.3;73.7;83.3
51013;Aougny;56.8;43.2;33.6;0;0;0;33.6;32.8;27.3;96;66.7;80.6;83.3
51014;Arcis-le-Ponsart;80.4;19.6;6.8;19.5;0;26.8;11.4;35.5;28.6;90.4;24.4;64.6;76.3
51015;Argers;52.6;47.4;0;0;0;0;50.2;49.8;50;93.3;57.1;71.4;88.2
51016;Arrigny;41.7;58.3;0;16.9;0;50.5;15.7;16.9;33.3;95.9;57.2;71.4;77.5
51017;Arzillières-Neuville;72.4;27.6;33.2;0;0;0;16.2;50.6;41.8;92.7;67.1;74.2;87.9
51018;Athis;80.5;19.5;0.7;9.5;8.6;29.1;24.7;27.3;45.5;94.9;61;76.7;86.2
51019;Aubérive;52.4;47.6;33.8;18.8;0;12.1;0;35.3;53.8;95;60;81.9;81.2
51020;Aubilly;67.1;32.9;0;100;0;0;0;0;0;86.4;50;53.3;83.3
51022;Aulnay-l'Aître;56.5;43.5;40.8;0;0;19.5;0;39.7;25;94.4;44.4;77.4;75.9
51023;Aulnay-sur-Marne;42.5;57.5;0;57.2;0;0;4.1;38.7;35.3;96.2;55.6;74.1;84.3
