Inscrits,% Abs/Ins,LE PEN,MACRON,Code Insee
142,12.68,42.48,57.52,14606
137,21.17,46.81,53.19,14607
359,15.32,34.19,65.81,14609
1526,19.72,28.93,71.07,14610
86,20.93,45.16,54.84,14613
604,23.84,55.04,44.96,14614
80,21.25,42.86,57.14,14619
370,23.78,30.47,69.53,14620
429,27.51,60.14,39.86,14621
109,22.94,51.35,48.65,14622
1990,21.41,28.86,71.14,14623
587,13.97,36.61,63.39,14625
744,20.56,50.78,49.22,14626
327,19.57,41.67,58.33,14627
572,16.08,31.45,68.55,14630
127,17.32,40.21,59.79,14635
150,10.0,36.52,63.48,14637
223,24.22,46.67,53.33,14639
195,12.31,37.33,62.67,14640
575,23.3,42.64,57.36,14643
533,21.58,45.5,54.5,14644
144,13.89,34.91,65.09,14645
301,18.94,38.21,61.79,14646
373,17.96,45.68,54.32,14648
334,9.88,34.59,65.41,14649
144,17.36,54.63,45.37,14650
170,19.41,48.41,51.59,14651
68,23.53,42.55,57.45,14652
5770,29.83,44.94,55.06,14654
818,25.55,46.47,53.53,14656
268,14.93,25.96,74.04,14657
3352,20.64,39.13,60.87,14658
985,19.8,34.46,65.54,14659
81,11.11,57.81,42.19,14660
112,20.54,32.81,67.19,14661
1875,21.97,30.85,69.15,14663
190,17.89,47.89,52.11,14664
222,9.46,33.33,66.67,14665
173,15.03,50.76,49.24,14667
196,16.84,56.46,43.54,14668
160,15.63,44.92,55.08,14669
670,21.64,50.54,49.46,14672
84,11.9,39.06,60.94,14674
1543,15.17,32.09,67.91,14675
778,15.3,32.63,67.37,14676
209,19.62,38.46,61.54,14677
410,18.54,36.4,63.6,14678
504,16.07,31.65,68.35,14679
138,18.12,50.52,49.48,14680
120,16.67,51.55,48.45,14681
409,17.6,34.32,65.68,14682
181,9.39,42.45,57.55,14684
1202,15.56,25.14,74.86,14685
152,15.79,41.82,58.18,14687
2599,23.16,36.92,63.08,14689
146,16.44,37.84,62.16,14691
1130,20.8,36.77,63.23,14692
381,19.69,45.15,54.85,14694
278,20.14,41.45,58.55,14698
2997,28.56,37.61,62.39,14699
445,16.18,37.92,62.08,14700
797,23.46,31.12,68.88,14701
239,22.18,44.17,55.83,14703
137,18.98,59.18,40.82,14705
227,14.98,35.67,64.33,14706
831,19.61,26.06,73.94,14707
256,16.8,47.12,52.88,14708
272,14.34,34.65,65.35,14709
89,15.73,56.52,43.48,14710
715,24.76,41.67,58.33,14711
4103,20.2,37.45,62.55,14712
299,14.72,35.53,64.47,14713
556,24.1,44.17,55.83,14714
3939,27.01,32.23,67.77,14715
179,22.91,48.74,51.26,14716
428,18.22,35.86,64.14,14719
642,21.96,45.18,54.82,14720
425,11.76,37.04,62.96,14721
244,24.18,47.56,52.44,14723
827,16.93,34.86,65.14,14724
4350,20.94,45.87,54.13,14726
371,21.83,33.21,66.79,14728
218,25.69,35.17,64.83,14731
268,15.3,28.22,71.78,14732
250,18.0,29.61,70.39,14733
222,17.57,26.54,73.46,14734
618,21.84,43.22,56.78,14735
381,17.59,32.13,67.87,14737
2849,19.9,18.2,81.8,14738
1324,18.13,37.2,62.8,14739
949,21.71,56.47,43.53,14740
75,24.0,26.09,73.91,14741
57,22.81,54.05,45.95,14742
96,18.75,38.1,61.9,14743
223,13.45,40.37,59.63,14744
229,16.16,36.9,63.1,14745
512,14.84,21.21,78.79,14747
80,28.75,27.08,72.92,14748
224,16.07,55.92,44.08,14751
2079,20.88,38.53,61.47,14752
543,17.68,35.64,64.36,14753
2274,22.25,35.67,64.33,14754
562,17.62,27.62,72.38,14755
163,15.34,51.2,48.8,14756
629,13.04,14.43,85.57,14758
211,11.37,32.3,67.7,14759
560,15.71,40.14,59.86,14760
512,16.41,40.0,60.0,14761
13532,24.71,31.29,68.71,14762
746,23.19,43.3,56.7,14764
741,26.32,33.12,66.88,15001
206,18.45,44.37,55.63,15002
597,26.97,29.58,70.42,15003
384,21.09,41.8,58.2,15004
293,16.38,35.92,64.08,15005
645,23.1,28.37,71.63,15006
116,17.24,32.5,67.5,15007
236,24.15,31.08,68.92,15008
211,25.12,29.71,70.29,15009
174,17.82,27.97,72.03,15010
182,15.38,31.75,68.25,15011
4959,19.04,28.02,71.98,15012
184,17.93,33.81,66.19,15013
17486,24.92,21.9,78.1,15014
187,23.53,21.77,78.23,15015
488,20.29,39.76,60.24,15016
122,19.67,54.02,45.98,15017
104,24.04,27.27,72.73,15018
210,14.29,19.08,80.92,15019
83,21.69,18.0,82.0,15020
524,19.27,30.6,69.4,15021
175,17.14,33.61,66.39,15022
70,18.57,47.37,52.63,15024
243,15.23,29.61,70.39,15025
187,20.86,34.13,65.87,15026
356,16.01,25.19,74.81,15027
295,19.32,37.81,62.19,15028
422,20.38,23.96,76.04,15029
243,23.05,27.67,72.33,15030
70,18.57,34.78,65.22,15032
240,20.83,44.58,55.42,15033
146,23.97,18.28,81.72,15034
476,28.36,46.48,53.52,15036
924,28.79,35.03,64.97,15037
861,23.81,24.86,75.14,15038
119,30.25,43.06,56.94,15040
199,14.57,29.58,70.42,15041
272,17.28,33.16,66.84,15042
98,25.51,41.27,58.73,15043
648,21.3,32.43,67.57,15045
189,14.81,39.42,60.58,15046
38,26.32,33.33,66.67,15048
244,23.36,16.25,83.75,15049
205,21.95,27.66,72.34,15050
210,25.71,32.28,67.72,15051
191,19.37,33.8,66.2,15052
386,22.02,31.97,68.03,15053
768,23.18,34.59,65.41,15054
370,17.84,30.83,69.17,15055
564,15.43,26.47,73.53,15056
188,20.74,40.0,60.0,15057
132,16.67,30.93,69.07,15058
125,9.6,32.65,67.35,15059
44,22.73,40.0,60.0,15060
260,19.62,26.37,73.63,15061
332,22.89,37.93,62.07,15063
76,19.74,37.74,62.26,15064
64,18.75,32.61,67.39,15065
155,30.32,25.26,74.74,15066
55,18.18,25.0,75.0,15067
254,28.74,29.45,70.55,15069
222,23.87,26.03,73.97,15070
197,24.87,36.64,63.36,15072
86,11.63,38.46,61.54,15073
606,17.66,25.98,74.02,15074
68,10.29,24.56,75.44,15075
184,24.46,31.62,68.38,15076
51,11.76,55.0,45.0,15077
136,15.44,42.0,58.0,15078
356,16.85,42.08,57.92,15079
159,24.53,43.64,56.36,15080
108,16.67,36.0,64.0,15081
259,16.99,20.11,79.89,15082
1612,20.35,28.06,71.94,15083
221,19.46,41.22,58.78,15084
394,27.41,40.16,59.84,15085
50,22.0,31.03,68.97,15086
244,15.98,33.69,66.31,15087
410,12.93,35.76,64.24,15088
395,20.76,34.6,65.4,15089
463,20.95,31.48,68.52,15090
101,22.77,28.13,71.88,15091
1254,20.89,28.57,71.43,15092
79,16.46,42.37,57.63,15093
596,20.97,28.15,71.85,15094
295,22.03,42.03,57.97,15095
240,20.83,35.53,64.47,15096
107,15.89,31.33,68.67,15097
89,22.47,37.1,62.9,15098
109,22.94,44.12,55.88,15100
489,20.45,36.39,63.61,15101
106,17.92,25.37,74.63,15102
212,23.11,40.74,59.26,15103
287,19.51,37.37,62.63,15104
45,4.44,23.33,76.67,15105
147,18.37,41.12,58.88,15106
176,20.45,35.43,64.57,15107
989,23.36,34.88,65.12,15108
157,24.84,31.48,68.52,15110
205,23.9,43.2,56.8,15111
96,22.92,48.48,51.52,15112
240,16.67,35.88,64.12,15113
430,23.95,32.73,67.27,15114
170,21.18,30.43,69.57,15116
506,15.81,23.08,76.92,15117
574,18.82,30.62,69.38,15118
1373,19.3,31.66,68.34,15119
2685,25.74,27.8,72.2,15120
92,22.83,46.97,53.03,15121
1684,22.62,26.94,73.06,15122
166,16.27,38.6,61.4,15123
478,26.78,30.03,69.97,15124
121,24.79,32.1,67.9,15125
105,19.05,38.89,61.11,15126
257,18.68,30.9,69.1,15127
119,15.97,32.18,67.82,15128
214,23.83,46.15,53.85,15129
125,17.6,44.68,55.32,15130
258,25.58,41.51,58.49,15131
63,28.57,27.03,72.97,15132
98,13.27,52.86,47.14,15133
630,14.13,25.74,74.26,15134
87,17.24,26.23,73.77,15135
290,24.48,18.45,81.55,15136
276,22.83,19.89,80.11,15137
1424,20.51,32.07,67.93,15138
73,16.44,34.62,65.38,15139
1667,19.8,24.05,75.95,15140
1641,23.83,33.62,66.38,15141
1496,18.05,36.78,63.22,15142
106,19.81,36.92,63.08,15143
267,20.22,32.16,67.84,15144
159,20.13,40.95,59.05,15146
305,13.11,20.52,79.48,15147
383,20.1,29.73,70.27,15148
164,18.9,45.13,54.87,15149
161,29.81,26.6,73.4,15151
667,21.44,29.93,70.07,15152
1455,23.44,29.41,70.59,15153
941,18.28,36.56,63.44,15154
82,21.95,23.33,76.67,15155
500,18.6,33.53,66.47,15156
256,19.92,26.63,73.37,15157
110,25.45,29.49,70.51,15158
257,19.84,23.78,76.22,15159
892,20.29,33.5,66.5,15160
110,20.0,39.47,60.53,15161
2113,28.96,27.04,72.96,15162
838,17.42,28.6,71.4,15163
498,21.08,34.8,65.2,15164
178,18.54,56.56,43.44,15165
242,15.7,35.26,64.74,15166
95,15.79,16.42,83.58,15167
556,18.88,34.09,65.91,15168
689,23.51,29.06,70.94,15169
216,17.59,49.08,50.92,15170
95,25.26,25.0,75.0,15172
145,29.66,26.67,73.33,15173
266,21.05,30.9,69.1,15174
818,21.52,35.25,64.75,15175
218,23.85,38.1,61.9,15176
126,21.43,42.22,57.78,15178
221,20.36,42.76,57.24,15179
75,9.33,37.93,62.07,15180
528,18.75,22.77,77.23,15181
109,16.51,24.68,75.32,15182
106,20.75,48.0,52.0,15183
601,16.14,25.84,74.16,15184
236,19.49,33.75,66.25,15185
206,25.24,40.6,59.4,15186
4231,23.85,30.12,69.88,15187
916,16.38,42.54,57.46,15188
194,23.2,32.77,67.23,15189
110,30.0,25.0,75.0,15190
576,22.92,36.34,63.66,15191
241,23.65,30.52,69.48,15192
120,15.0,15.12,84.88,15194
1183,19.7,39.21,60.79,15196
103,24.27,44.59,55.41,15198
67,23.88,43.48,56.52,15199
157,29.3,40.4,59.6,15200
217,16.59,44.44,55.56,15201
651,26.57,27.25,72.75,15202
163,19.63,33.91,66.09,15203
1228,16.78,31.77,68.23,15204
120,19.17,31.25,68.75,15205
162,22.22,37.96,62.04,15206
312,24.36,35.0,65.0,15207
129,20.93,32.14,67.86,15208
120,12.5,32.22,67.78,15209
267,26.97,36.78,63.22,15211
270,21.48,40.0,60.0,15212
213,31.92,31.3,68.7,15213
177,15.82,27.41,72.59,15214
967,17.27,25.39,74.61,15215
362,17.68,32.42,67.58,15216
98,14.29,41.18,58.82,15217
71,25.35,20.93,79.07,15218
281,19.57,24.86,75.14,15219
165,21.82,29.0,71.0,15220
1083,19.11,30.33,69.67,15221
180,19.44,16.24,83.76,15222
192,19.79,33.07,66.93,15223
118,33.05,36.84,63.16,15224
184,25.54,25.69,74.31,15225
166,20.48,30.09,69.91,15226
489,21.88,32.04,67.96,15228
90,17.78,32.31,67.69,15229
179,18.44,31.45,68.55,15230
512,20.51,30.75,69.25,15231
181,19.34,40.94,59.06,15232
199,8.04,33.99,66.01,15233
294,18.37,31.31,68.69,15234
446,19.51,41.61,58.39,15235
534,19.85,32.49,67.51,15236
148,23.65,24.24,75.76,15237
132,25.0,35.71,64.29,15238
157,23.57,29.7,70.3,15240
49,22.45,36.67,63.33,15241
82,19.51,26.0,74.0,15242
472,22.03,33.33,66.67,15243
350,21.71,37.75,62.25,15244
210,17.14,23.57,76.43,15245
244,19.67,46.71,53.29,15246
33,15.15,45.45,54.55,15247
492,19.51,36.1,63.9,15248
84,20.24,28.0,72.0,15249
432,24.77,41.25,58.75,15250
146,24.66,38.04,61.96,15251
328,16.77,33.74,66.26,15252
69,21.74,29.17,70.83,15253
127,16.54,31.87,68.13,15254
987,17.93,31.97,68.03,15255
91,26.37,47.37,52.63,15256
120,29.17,40.0,60.0,15257
1412,18.27,29.26,70.74,15258
221,16.29,37.58,62.42,15259
80,18.75,25.86,74.14,15260
780,22.56,28.31,71.69,15261
459,16.56,28.27,71.73,15262
124,25.0,28.4,71.6,15263
252,25.79,33.55,66.45,15264
1335,24.72,29.75,70.25,15265
485,18.14,39.3,60.7,15266
3348,18.31,27.25,72.75,15267
956,18.41,28.96,71.04,15268
113,25.66,36.23,63.77,15269
365,22.19,38.52,61.48,16001
340,19.71,47.08,52.92,16002
585,24.96,44.05,55.95,16003
743,26.51,35.52,64.48,16005
389,21.59,33.07,66.93,16007
256,23.05,45.12,54.88,16008
294,26.87,33.33,66.67,16009
133,17.29,42.22,57.78,16010
398,18.09,39.16,60.84,16011
382,16.75,37.59,62.41,16012
298,21.14,33.49,66.51,16013
100,25.0,60.32,39.68,16014
26480,32.59,22.75,77.25,16015
695,20.14,34.39,65.61,16016
137,11.68,33.01,66.99,16017
591,24.03,41.9,58.1,16018
1047,22.83,35.22,64.78,16019
173,22.54,25.42,74.58,16020
464,21.34,41.05,58.95,16023
381,16.01,42.8,57.2,16024
918,25.49,41.26,58.74,16025
1045,14.35,28.24,71.76,16026
115,8.7,56.47,43.53,16027
3290,23.98,33.39,66.61,16028
195,21.54,34.53,65.47,16029
786,21.76,38.26,61.74,16030
342,17.84,30.83,69.17,16031
383,19.32,39.48,60.52,16032
113,23.01,60.0,40.0,16034
195,21.54,42.06,57.94,16035
202,23.27,31.75,68.25,16036
107,30.84,30.16,69.84,16037
260,21.92,26.92,73.08,16038
379,17.15,41.57,58.43,16039
214,19.63,41.4,58.6,16040
96,25.0,38.71,61.29,16041
116,24.14,25.32,74.68,16042
173,13.87,33.33,66.67,16044
286,15.73,43.26,56.74,16045
749,23.9,39.1,60.9,16046
195,15.9,38.36,61.64,16047
97,12.37,31.08,68.92,16048
277,18.41,43.35,56.65,16049
187,18.18,41.27,58.73,16050
140,12.14,21.74,78.26,16051
201,19.9,32.81,67.19,16052
116,26.72,39.13,60.87,16053
123,19.51,41.3,58.7,16054
684,20.91,51.15,48.85,16055
626,21.09,31.55,68.45,16056
263,26.62,40.24,59.76,16057
1169,18.73,28.22,71.78,16058
111,22.52,40.28,59.72,16059
388,29.12,29.88,70.12,16060
3064,22.06,34.41,65.59,16061
100,17.0,39.44,60.56,16062
143,16.78,55.77,44.23,16063
708,18.64,44.49,55.51,16064
414,17.39,34.97,65.03,16065
357,24.65,39.48,60.52,16066
362,18.51,46.03,53.97,16067
420,22.38,55.0,45.0,16068
300,18.67,51.89,48.11,16069
1299,26.25,29.08,70.92,16070
407,22.36,42.28,57.72,16071
372,22.04,44.05,55.95,16072
1240,23.23,40.58,59.42,16073
251,15.94,30.98,69.02,16074
181,17.13,27.56,72.44,16075
693,26.41,37.72,62.28,16076
446,21.97,42.67,57.33,16077
4436,19.59,31.25,68.75,16078
224,23.66,49.01,50.99,16079
162,28.4,50.51,49.49,16081
538,18.77,40.36,59.64,16082
271,25.46,21.05,78.95,16083
234,14.1,43.18,56.82,16084
2209,21.96,36.41,63.59,16085
685,19.12,35.73,64.27,16086
123,26.02,40.51,59.49,16087
833,21.13,42.02,57.98,16088
2685,22.98,34.38,65.62,16089
2410,21.49,38.74,61.26,16090
140,19.29,43.3,56.7,16091
1210,19.42,35.43,64.57,16093
119,15.13,36.25,63.75,16095
303,22.44,33.0,67.0,16096
1880,21.65,35.21,64.79,16097
115,19.13,46.75,53.25,16098
145,21.38,44.9,55.1,16099
557,20.11,29.89,70.11,16100
761,17.74,39.71,60.29,16101
12576,28.93,29.53,70.47,16102
97,16.49,25.76,74.24,16103
371,18.6,37.35,62.65,16104
481,19.33,44.21,55.79,16105
1978,20.63,31.96,68.04,16106
355,19.44,43.67,56.33,16107
124,30.65,51.28,48.72,16108
486,19.14,50.29,49.71,16109
309,21.68,36.82,63.18,16110
163,30.06,42.27,57.73,16111
54,24.07,28.95,71.05,16112
5150,27.61,35.07,64.93,16113
123,24.39,35.0,65.0,16114
310,25.16,36.71,63.29,16116
83,20.48,55.74,44.26,16117
110,29.09,43.28,56.72,16118
1052,21.01,39.19,60.81,16119
1157,17.8,32.19,67.81,16120
325,18.77,40.69,59.31,16121
117,14.53,37.8,62.2,16122
406,16.01,34.92,65.08,16123
470,26.17,36.54,63.46,16124
202,14.85,47.89,52.11,16125
90,17.78,40.35,59.65,16127
155,25.81,35.16,64.84,16128
140,12.86,29.91,70.09,16130
380,13.95,28.62,71.38,16131
762,23.1,36.79,63.21,16132
152,26.32,36.0,64.0,16133
762,20.34,35.02,64.98,16134
252,13.1,37.22,62.78,16135
503,20.08,35.03,64.97,16136
238,15.97,37.35,62.65,16137
2806,19.92,30.82,69.18,16138
153,18.95,32.14,67.86,16139
314,16.24,38.36,61.64,16140
252,19.84,39.31,60.69,16141
173,16.18,30.08,69.92,16142
544,15.44,40.89,59.11,16143
332,21.08,43.89,56.11,16144
472,14.41,40.23,59.77,16145
1546,20.12,36.51,63.49,16146
199,22.61,52.94,47.06,16147
757,18.23,43.88,56.12,16148
437,23.8,46.01,53.99,16149
1433,23.17,40.23,59.77,16150
732,21.86,35.91,64.09,16151
568,17.78,36.39,63.61,16152
356,23.88,40.61,59.39,16153
3907,24.44,29.05,70.95,16154
114,26.32,50.77,49.23,16155
466,24.46,42.95,57.05,16156
136,25.0,40.24,59.76,16157
250,18.4,43.68,56.32,16158
372,17.74,40.93,59.07,16160
132,22.73,57.61,42.39,16161
131,16.79,48.24,51.76,16162
761,20.89,38.49,61.51,16163
200,19.0,43.26,56.74,16164
252,12.7,52.31,47.69,16165
3992,23.95,29.56,70.44,16166
3255,25.01,33.21,66.79,16167
585,14.87,38.76,61.24,16168
458,18.12,33.33,66.67,16169
320,19.38,34.96,65.04,16170
519,28.71,39.63,60.37,16171
163,26.38,48.48,51.52,16173
399,22.56,43.87,56.13,16174
942,23.35,37.38,62.62,16175
251,20.32,32.94,67.06,16176
93,22.58,38.71,61.29,16177
154,12.99,36.84,63.16,16178
164,20.12,28.83,71.17,16180
423,17.02,46.15,53.85,16181
328,25.3,33.66,66.34,16182
134,21.64,34.78,65.22,16183
73,8.22,48.33,51.67,16184
148,22.97,30.61,69.39,16185
410,20.73,30.07,69.93,16186
1665,17.84,24.61,75.39,16187
260,18.46,42.11,57.89,16188
168,21.43,36.94,63.06,16189
147,25.85,44.83,55.17,16190
128,28.91,36.99,63.01,16191
1847,22.63,37.84,62.16,16192
807,23.67,48.45,51.55,16193
106,19.81,46.58,53.42,16194
225,27.11,45.64,54.36,16195
566,22.79,45.41,54.59,16196
88,29.55,39.13,60.87,16197
382,20.68,46.59,53.41,16198
2735,24.24,24.17,75.83,16199
376,17.02,46.82,53.18,16200
510,19.41,37.93,62.07,16202
84,17.86,46.55,53.45,16203
1092,21.98,42.48,57.52,16204
432,24.54,40.64,59.36,16205
1113,24.44,38.02,61.98,16206
416,27.88,34.82,65.18,16207
311,23.15,40.78,59.22,16208
569,12.3,37.86,62.14,16209
599,18.86,39.36,60.64,16210
423,18.68,39.54,60.46,16211
296,21.62,35.2,64.8,16212
288,26.39,23.76,76.24,16213
70,15.71,25.93,74.07,16214
131,22.14,46.67,53.33,16215
605,18.02,30.66,69.34,16216
908,21.37,40.1,59.9,16217
290,19.66,46.19,53.81,16218
491,17.92,44.73,55.27,16220
219,20.55,48.72,51.28,16221
290,30.34,31.11,68.89,16222
1666,21.49,31.01,68.99,16223
602,20.43,36.36,63.64,16224
478,20.5,34.25,65.75,16225
584,26.71,39.56,60.44,16226
105,26.67,53.45,46.55,16227
122,18.03,48.31,51.69,16228
173,16.18,43.31,56.69,16229
1879,21.82,37.07,62.93,16230
247,20.65,39.02,60.98,16231
1798,21.52,35.74,64.26,16232
395,17.47,41.2,58.8,16233
551,22.14,43.9,56.1,16234
2039,22.31,33.51,66.49,16236
197,29.95,33.6,66.4,16237
88,15.91,42.86,57.14,16238
119,33.61,11.59,88.41,16239
58,8.62,37.5,62.5,16240
162,25.93,33.33,66.67,16241
1027,24.63,42.79,57.21,16242
910,21.87,40.88,59.12,16243
1763,22.29,39.06,60.94,16244
750,24.93,49.05,50.95,16245
233,21.03,36.36,63.64,16246
161,30.43,30.61,69.39,16248
221,27.6,43.97,56.03,16249
173,21.97,33.05,66.95,16250
197,16.24,43.36,56.64,16251
137,16.79,37.14,62.86,16252
313,20.13,36.65,63.35,16253
206,24.76,49.64,50.36,16254
110,15.45,32.89,67.11,16255
162,19.75,45.45,54.55,16256
364,26.1,36.4,63.6,16258
401,18.2,38.6,61.4,16259
186,18.28,41.91,58.09,16260
362,16.02,41.34,58.66,16261
309,22.01,48.51,51.49,16263
254,19.29,36.22,63.78,16264
68,29.41,37.14,62.86,16267
126,20.63,39.29,60.71,16268
725,22.62,39.53,60.47,16269
271,18.08,16.96,83.04,16270
2174,18.54,20.67,79.33,16271
403,19.11,44.76,55.24,16272
125,20.0,30.86,69.14,16273
297,16.84,39.91,60.09,16274
120,17.5,34.12,65.88,16275
534,18.16,32.73,67.27,16276
439,18.45,44.38,55.63,16277
195,26.67,27.34,72.66,16279
1453,20.37,36.42,63.58,16280
2289,26.69,29.88,70.12,16281
402,21.39,43.66,56.34,16282
422,20.38,35.03,64.97,16283
96,14.58,47.76,52.24,16284
338,17.75,33.47,66.53,16285
1677,21.59,38.86,61.14,16286
3201,20.37,40.04,59.96,16287
232,25.0,39.86,60.14,16289
192,23.96,26.02,73.98,16290
5539,26.45,27.9,72.1,16291
2448,28.8,34.1,65.9,16292
329,19.45,39.82,60.18,16293
976,17.73,43.11,56.89,16295
283,23.67,43.65,56.35,16296
284,20.77,29.9,70.1,16297
338,23.67,40.43,59.57,16298
507,20.91,45.0,55.0,16300
194,17.01,34.72,65.28,16301
157,25.48,44.04,55.96,16302
304,15.46,39.91,60.09,16303
813,21.16,30.66,69.34,16304
247,23.48,38.46,61.54,16306
248,20.16,38.86,61.14,16307
736,27.31,40.48,59.52,16308
132,12.88,54.08,45.92,16309
185,20.0,47.58,52.42,16310
641,22.31,37.67,62.33,16312
111,24.32,38.89,61.11,16315
287,19.16,42.72,57.28,16316
361,21.88,46.03,53.97,16317
211,23.7,39.85,60.15,16318
631,19.02,42.61,57.39,16320
35,5.71,40.0,60.0,16321
383,19.58,41.44,58.56,16323
89,21.35,33.85,66.15,16325
121,17.36,27.06,72.94,16326
588,27.89,35.28,64.72,16329
668,19.16,40.04,59.96,16330
83,21.69,21.82,78.18,16331
99,26.26,24.19,75.81,16332
103,21.36,47.69,52.31,16334
106,15.09,50.6,49.4,16335
288,22.92,46.24,53.76,16336
756,23.15,43.58,56.42,16337
241,23.24,46.1,53.9,16338
233,24.89,27.21,72.79,16339
818,21.76,37.39,62.61,16340
2010,21.94,33.06,66.94,16341
231,22.08,44.08,55.92,16342
226,15.49,36.63,63.37,16343
796,19.47,36.35,63.65,16344
159,15.72,33.04,66.96,16345
212,23.11,46.1,53.9,16346
332,23.49,37.44,62.56,16347
1093,18.94,35.78,64.22,16348
422,23.22,43.6,56.4,16349
576,21.88,39.55,60.45,16350
475,20.63,38.11,61.89,16351
190,33.68,40.0,60.0,16352
629,16.06,32.97,67.03,16353
88,21.59,37.29,62.71,16354
920,21.41,44.75,55.25,16355
30,10.0,38.1,61.9,16356
125,16.8,55.91,44.09,16357
5510,21.63,26.05,73.95,16358
784,20.79,38.08,61.92,16359
369,27.64,44.12,55.88,16360
268,20.15,44.2,55.8,16361
289,34.6,39.61,60.39,16362
338,17.46,31.58,68.42,16363
53,22.64,67.57,32.43,16364
78,24.36,57.41,42.59,16365
1642,25.82,39.05,60.95,16366
672,18.15,36.98,63.02,16368
811,20.72,41.93,58.07,16369
918,22.33,38.24,61.76,16370
124,14.52,56.52,43.48,16372
172,16.28,39.85,60.15,16373
6161,25.79,25.14,74.86,16374
291,31.62,29.38,70.62,16375
220,18.64,34.19,65.81,16376
86,19.77,47.37,52.63,16377
447,19.02,29.63,70.37,16378
1210,18.93,37.32,62.68,16379
302,17.88,42.13,57.87,16380
131,20.61,40.0,60.0,16381
662,20.39,32.75,67.25,16382
558,18.64,47.99,52.01,16383
451,15.3,39.51,60.49,16384
953,19.94,29.75,70.25,16385
341,18.48,39.83,60.17,16387
692,21.24,38.28,61.72,16388
75,17.33,32.08,67.92,16389
215,19.07,36.0,64.0,16390
124,23.39,34.18,65.82,16391
160,25.0,32.69,67.31,16392
1658,23.88,41.18,58.82,16393
72,19.44,54.72,45.28,16394
239,17.15,35.15,64.85,16395
85,14.12,40.32,59.68,16396
320,20.63,38.64,61.36,16397
67,11.94,51.92,48.08,16398
273,19.05,36.07,63.93,16399
469,20.04,30.97,69.03,16400
107,20.56,44.78,55.22,16401
204,20.1,39.04,60.96,16402
93,22.58,43.28,56.72,16403
84,19.05,35.09,64.91,16404
149,20.13,54.55,45.45,16405
317,22.4,42.79,57.21,16406
487,18.69,34.96,65.04,16408
725,20.0,33.74,66.26,16409
197,18.27,45.65,54.35,16410
470,27.87,40.69,59.31,16411
268,22.39,48.8,51.2,16412
100,25.0,32.39,67.61,16413
281,15.66,51.98,48.02,16414
830,22.53,33.45,66.55,16415
431,17.4,33.11,66.89,16416
1354,19.28,32.09,67.91,16418
281,16.37,37.5,62.5,16419
239,25.52,43.04,56.96,16420
329,14.29,45.83,54.17,16421
560,20.71,44.42,55.58,16422
251,17.93,44.15,55.85,16423
333,19.82,50.65,49.35,16424
438,20.55,35.27,64.73,16425
102,20.59,44.59,55.41,17002
3092,23.19,35.2,64.8,17003
227,16.74,25.0,75.0,17004
155,10.97,34.13,65.87,17005
208,20.19,47.45,52.55,17006
237,22.36,45.68,54.32,17007
1536,17.45,35.78,64.22,17008
677,19.65,40.8,59.2,17009
3302,19.08,24.38,75.62,17010
262,19.47,36.13,63.87,17011
138,21.01,52.13,47.87,17012
269,19.33,43.43,56.57,17013
597,20.77,51.54,48.46,17015
601,24.79,41.75,58.25,17016
455,19.56,48.92,51.08,17017
636,23.58,46.99,53.01,17018
1124,17.26,19.78,80.22,17019
260,25.77,35.67,64.33,17020
2896,21.69,51.0,49.0,17021
823,22.6,46.9,53.1,17022
278,21.22,54.69,45.31,17023
1057,24.5,38.57,61.43,17024
507,24.65,39.94,60.06,17025
340,21.47,41.15,58.85,17026
397,20.4,35.66,64.34,17027
5909,21.83,26.39,73.61,17028
157,11.46,29.27,70.73,17029
424,16.51,43.04,56.96,17030
171,31.58,41.75,58.25,17031
533,19.89,40.82,59.18,17032
376,21.01,64.68,35.32,17033
380,28.68,51.46,48.54,17034
109,15.6,45.33,54.67,17035
511,15.66,48.22,51.78,17036
458,22.27,43.69,56.31,17037
353,14.73,52.51,47.49,17038
156,14.74,47.06,52.94,17039
918,19.93,45.48,54.52,17041
341,21.11,39.5,60.5,17042
582,23.71,49.34,50.66,17043
810,19.26,47.53,52.47,17044
743,21.53,49.41,50.59,17045
327,19.27,47.21,52.79,17046
184,24.46,48.31,51.69,17047
259,23.17,44.51,55.49,17048
72,23.61,27.08,72.92,17049
358,21.51,57.2,42.8,17050
2235,19.96,25.57,74.43,17051
548,21.72,53.79,46.21,17052
946,17.97,54.01,45.99,17053
182,16.48,44.09,55.91,17054
183,23.5,51.67,48.33,17055
417,16.07,50.5,49.5,17056
507,20.12,39.61,60.39,17057
2798,24.55,46.6,53.4,17058
979,17.26,30.12,69.88,17059
164,16.46,47.37,52.63,17060
106,24.53,40.3,59.7,17061
196,22.45,40.15,59.85,17062
322,24.53,37.67,62.33,17063
2438,21.62,35.57,64.43,17064
1305,17.09,29.47,70.53,17065
220,19.55,41.96,58.04,17066
166,24.1,40.54,59.46,17067
222,20.72,45.95,54.05,17068
181,22.65,49.19,50.81,17069
658,23.86,46.35,53.65,17070
370,21.89,55.65,44.35,17071
931,17.62,49.33,50.67,17072
1007,14.9,37.99,62.01,17073
712,20.51,54.13,45.87,17074
