Inscrits,% Abs/Ins,LE PEN,MACRON,Code Insee
3356,22.08,34.98,65.02,54495
261,21.07,53.23,46.77,54496
67,14.93,46.94,53.06,54497
4159,22.87,33.86,66.14,54498
85,11.76,43.55,56.45,54499
130,16.15,44.66,55.34,54500
83,15.66,71.43,28.57,54501
197,20.3,59.4,40.6,54502
477,26.21,49.36,50.64,54504
518,15.44,43.27,56.73,54505
276,11.23,39.37,60.63,54506
106,15.09,61.54,38.46,54507
202,11.88,51.9,48.1,54508
820,23.17,48.82,51.18,54509
227,16.74,61.08,38.92,54510
113,26.55,45.12,54.88,54511
95,20.0,59.42,40.58,54512
487,22.38,50.45,49.55,54513
374,28.61,42.04,57.96,54514
223,18.39,31.45,68.55,54515
15,20.0,100.0,0.0,54516
166,22.89,60.5,39.5,54517
700,21.43,56.73,43.27,54518
402,18.16,64.34,35.66,54519
298,14.09,57.01,42.99,54520
1090,26.7,26.86,73.14,54521
105,17.14,43.66,56.34,54522
125,13.6,45.56,54.44,54523
71,12.68,44.83,55.17,54524
503,27.44,32.93,67.07,54525
5984,26.64,37.63,62.37,54526
562,18.86,41.25,58.75,54527
10430,32.15,45.41,54.59,54528
27,14.81,40.0,60.0,54529
66,19.7,64.86,35.14,54530
46,13.04,31.25,68.75,54531
148,13.51,49.09,50.91,54532
1749,29.1,50.05,49.95,54533
396,21.46,57.61,42.39,54534
159,24.53,37.5,62.5,54535
2046,30.79,46.84,53.16,54536
530,19.62,32.47,67.53,54537
308,23.7,56.8,43.2,54538
211,16.11,70.06,29.94,54539
498,31.93,64.59,35.41,54540
144,11.81,55.93,44.07,54541
1817,23.61,49.7,50.3,54542
121,15.7,55.29,44.71,54543
103,24.27,38.57,61.43,54544
168,21.43,47.86,52.14,54545
644,18.32,51.61,48.39,54546
15822,30.03,26.99,73.01,54547
434,21.43,45.45,54.55,54548
2791,25.44,50.03,49.97,54549
250,12.8,53.13,46.88,54550
55,14.55,48.78,51.22,54551
71,22.54,48.08,51.92,54552
149,16.78,48.6,51.4,54553
61,4.92,39.58,60.42,54554
71,21.13,60.78,39.22,54555
97,16.49,48.0,52.0,54556
1529,22.43,33.27,66.73,54557
242,19.42,38.42,61.58,54558
238,17.23,37.72,62.28,54559
45,22.22,56.67,43.33,54560
36,27.78,44.44,55.56,54561
117,12.82,53.85,46.15,54562
950,28.0,43.27,56.73,54563
135,17.04,48.35,51.65,54564
211,15.64,39.49,60.51,54565
63,15.87,60.42,39.58,54566
342,24.27,56.49,43.51,54567
189,26.46,48.82,51.18,54568
135,20.0,54.84,45.16,54569
252,19.05,55.87,44.13,54570
519,18.88,36.89,63.11,54571
399,30.08,44.84,55.16,54572
134,14.93,67.68,32.32,54573
448,12.95,36.47,63.53,54574
1190,18.66,31.88,68.12,54575
87,19.54,36.07,63.93,54576
102,15.69,48.65,51.35,54577
10878,23.41,21.82,78.18,54578
261,18.01,56.48,43.52,54579
5372,31.81,30.85,69.15,54580
234,18.38,43.35,56.65,54581
126,23.81,58.54,41.46,54582
328,14.63,30.77,69.23,54583
863,18.77,41.03,58.97,54584
341,17.6,48.07,51.93,54585
562,20.82,51.12,48.88,54586
154,20.78,51.35,48.65,54587
338,16.27,40.94,59.06,54588
110,11.82,59.55,40.45,54589
482,22.41,56.38,43.62,54590
265,13.58,48.77,51.23,54591
199,9.55,31.76,68.24,54592
326,24.54,55.66,44.34,54593
102,12.75,63.64,36.36,54594
442,14.93,52.6,47.4,54595
650,14.77,46.8,53.2,54596
354,16.95,50.38,49.62,54597
208,25.0,50.36,49.64,54598
101,15.84,71.83,28.17,54599
95,13.68,57.58,42.42,54600
111,22.52,61.25,38.75,54601
104,19.23,64.86,35.14,54602
243,21.4,57.06,42.94,55001
82,21.95,61.11,38.89,55002
59,18.64,45.45,54.55,55004
42,7.14,32.14,67.86,55005
201,18.41,50.0,50.0,55007
127,15.75,62.16,37.84,55008
445,23.37,51.07,48.93,55009
2104,19.3,58.91,41.09,55010
192,22.92,65.19,34.81,55011
307,23.78,55.5,44.5,55012
320,15.63,43.44,56.56,55013
328,15.55,46.64,53.36,55014
385,21.82,64.89,35.11,55015
96,25.0,40.0,60.0,55017
44,20.45,28.13,71.88,55018
55,21.82,66.67,33.33,55021
89,25.84,24.53,75.47,55022
89,14.61,66.67,33.33,55023
136,22.06,43.16,56.84,55024
196,18.88,57.69,42.31,55025
114,17.54,62.2,37.8,55026
116,19.83,72.5,27.5,55027
97,19.59,50.75,49.25,55028
10496,29.5,33.28,66.72,55029
61,26.23,68.29,31.71,55030
345,19.42,57.2,42.8,55031
45,11.11,44.83,55.17,55032
16,25.0,30.0,70.0,55033
76,21.05,43.1,56.9,55034
139,22.3,46.0,54.0,55035
72,12.5,62.07,37.93,55036
112,23.21,53.95,46.05,55037
37,13.51,33.33,66.67,55038
218,17.89,33.95,66.05,55040
572,16.08,28.02,71.98,55041
385,9.35,35.99,64.01,55042
2469,20.7,50.63,49.38,55043
34,8.82,32.14,67.86,55044
429,18.18,49.67,50.33,55045
102,19.61,58.33,41.67,55046
156,25.64,55.0,45.0,55047
31,19.35,34.78,65.22,55048
300,24.33,50.77,49.23,55049
101,10.89,47.95,52.05,55051
260,30.0,55.97,44.03,55053
63,31.75,44.44,55.56,55054
19,0.0,47.06,52.94,55055
60,26.67,51.16,48.84,55057
233,14.59,38.12,61.88,55058
174,16.09,70.59,29.41,55059
310,21.61,37.74,62.26,55060
195,25.64,59.68,40.32,55061
86,15.12,69.23,30.77,55062
1784,33.07,51.14,48.86,55063
76,18.42,60.66,39.34,55064
102,16.67,48.68,51.32,55065
117,19.66,50.67,49.33,55066
100,19.0,52.86,47.14,55067
76,19.74,40.0,60.0,55068
183,18.03,46.21,53.79,55069
98,18.37,57.35,42.65,55070
113,14.16,57.83,42.17,55071
77,14.29,64.41,35.59,55072
564,17.55,38.15,61.85,55073
134,23.13,71.72,28.28,55075
131,16.79,67.29,32.71,55076
142,22.54,47.06,52.94,55077
264,29.55,54.55,45.45,55078
459,15.47,43.66,56.34,55079
85,9.41,45.07,54.93,55080
50,12.0,51.35,48.65,55081
46,23.91,12.5,87.5,55082
113,15.93,72.94,27.06,55083
63,26.98,63.16,36.84,55084
212,17.92,55.26,44.74,55085
68,19.12,58.0,42.0,55087
99,19.19,47.76,52.24,55088
74,21.62,60.71,39.29,55089
238,16.39,36.16,63.84,55093
398,16.33,56.54,43.46,55094
118,13.56,62.77,37.23,55095
90,17.78,61.29,38.71,55096
262,20.99,45.6,54.4,55097
99,14.14,48.0,52.0,55099
86,22.09,31.37,68.63,55100
257,21.01,49.16,50.84,55101
449,16.7,37.85,62.15,55102
26,11.54,42.86,57.14,55103
73,13.7,58.18,41.82,55104
135,19.26,46.15,53.85,55105
138,29.71,57.14,42.86,55106
44,22.73,77.78,22.22,55107
127,15.75,37.78,62.22,55108
128,24.22,55.95,44.05,55109
164,27.44,71.3,28.7,55110
403,19.35,48.8,51.2,55111
116,18.97,47.06,52.94,55113
176,22.16,66.12,33.88,55114
41,21.95,44.44,55.56,55115
46,21.74,60.71,39.29,55116
1025,21.37,43.64,56.36,55117
62,9.68,71.15,28.85,55118
130,20.0,45.26,54.74,55119
690,19.13,34.9,65.1,55120
94,17.02,33.82,66.18,55121
3543,27.41,40.42,59.58,55122
579,17.1,50.86,49.14,55123
222,22.07,46.05,53.95,55124
560,16.61,54.83,45.17,55125
34,29.41,33.33,66.67,55127
42,11.9,28.57,71.43,55128
48,22.92,58.82,41.18,55129
1229,17.98,65.86,34.14,55132
86,22.09,35.09,64.91,55133
108,24.07,59.72,40.28,55134
40,22.5,53.85,46.15,55137
136,20.59,35.35,64.65,55138
13,7.69,62.5,37.5,55140
70,15.71,45.83,54.17,55141
127,24.41,53.41,46.59,55142
105,13.33,39.47,60.53,55143
315,23.49,57.87,42.13,55144
461,24.51,40.63,59.38,55145
145,23.45,51.52,48.48,55146
94,9.57,65.33,34.67,55148
81,18.52,65.45,34.55,55149
422,23.93,54.74,45.26,55150
141,21.99,51.96,48.04,55153
1111,21.6,49.49,50.51,55154
319,15.67,48.58,51.42,55155
111,28.83,44.12,55.88,55156
40,27.5,78.57,21.43,55157
515,26.41,64.2,35.8,55158
298,30.54,57.84,42.16,55159
42,7.14,47.22,52.78,55160
27,14.81,40.91,59.09,55162
64,9.38,54.55,45.45,55163
6,0.0,50.0,50.0,55164
321,17.45,53.02,46.98,55165
1119,22.07,39.84,60.16,55166
407,24.08,42.32,57.68,55167
39,25.64,57.14,42.86,55168
240,27.5,42.04,57.96,55169
103,25.24,51.43,48.57,55170
180,16.11,44.44,55.56,55171
71,29.58,40.48,59.52,55172
44,15.91,53.13,46.88,55173
51,17.65,51.35,48.65,55174
155,10.97,58.87,41.13,55175
45,13.33,41.67,58.33,55177
153,16.99,56.14,43.86,55178
129,18.6,53.76,46.24,55179
101,14.85,53.85,46.15,55180
2475,26.42,54.44,45.56,55181
162,18.52,59.82,40.18,55182
42,16.67,66.67,33.33,55183
1298,19.34,54.33,45.67,55184
79,15.19,46.43,53.57,55185
1678,18.0,39.0,61.0,55186
27,22.22,26.32,73.68,55188
175,20.0,45.76,54.24,55191
43,11.63,44.44,55.56,55192
105,16.19,60.26,39.74,55193
47,17.02,58.62,41.38,55194
118,22.88,43.59,56.41,55195
98,11.22,51.95,48.05,55196
117,13.68,56.41,43.59,55197
513,23.59,41.67,58.33,55198
81,22.22,46.0,54.0,55199
178,20.22,39.02,60.98,55200
50,10.0,42.86,57.14,55201
148,25.0,52.43,47.57,55202
197,18.78,51.72,48.28,55204
114,23.68,62.5,37.5,55206
41,19.51,75.86,24.14,55207
42,23.81,54.55,45.45,55208
32,15.63,37.5,62.5,55210
46,15.22,73.53,26.47,55211
68,19.12,59.52,40.48,55212
223,17.49,42.04,57.96,55214
699,19.74,49.8,50.2,55215
43,11.63,68.57,31.43,55216
105,11.43,62.65,37.35,55217
21,23.81,37.5,62.5,55218
75,8.0,56.14,43.86,55219
67,10.45,61.54,38.46,55220
214,17.76,46.26,53.74,55221
35,8.57,60.71,39.29,55222
476,14.71,60.87,39.13,55224
123,27.64,52.38,47.62,55225
82,17.07,23.64,76.36,55226
427,26.0,44.84,55.16,55228
235,17.87,54.65,45.35,55229
96,16.67,62.5,37.5,55232
723,20.61,51.46,48.54,55236
205,32.68,64.75,35.25,55237
71,19.72,54.17,45.83,55241
83,10.84,48.57,51.43,55242
141,16.31,38.83,61.17,55243
200,19.0,64.43,35.57,55244
154,18.83,51.89,48.11,55245
108,15.74,72.22,27.78,55246
54,27.78,53.33,46.67,55247
257,18.68,65.12,34.88,55248
149,16.11,55.45,44.55,55250
82,10.98,63.24,36.76,55251
103,25.24,59.7,40.3,55252
564,23.4,54.68,45.32,55253
109,23.85,49.28,50.72,55254
190,23.68,72.66,27.34,55255
108,9.26,51.14,48.86,55256
48,18.75,46.88,53.13,55257
461,17.14,58.21,41.79,55258
56,17.86,42.11,57.89,55260
106,16.98,53.33,46.67,55261
160,21.25,52.63,47.37,55262
121,2.48,45.87,54.13,55263
227,20.7,45.06,54.94,55264
101,26.73,45.16,54.84,55265
57,24.56,77.78,22.22,55266
205,16.1,48.08,51.92,55267
520,19.62,53.33,46.67,55268
80,21.25,40.35,59.65,55269
23,17.39,85.71,14.29,55270
316,26.27,52.94,47.06,55271
351,17.95,41.15,58.85,55272
245,16.33,61.05,38.95,55274
71,26.76,24.44,75.56,55275
162,17.9,43.24,56.76,55276
150,18.0,61.47,38.53,55278
277,20.22,52.6,47.4,55279
41,39.02,85.0,15.0,55280
72,13.89,52.63,47.37,55281
78,19.23,43.1,56.9,55282
63,23.81,78.05,21.95,55284
131,15.27,52.27,47.73,55285
176,19.89,65.38,34.62,55286
975,22.26,47.71,52.29,55288
40,5.0,50.0,50.0,55289
44,31.82,36.67,63.33,55290
2989,29.17,46.43,53.57,55291
141,25.53,69.57,30.43,55292
139,14.39,47.71,52.29,55293
31,0.0,19.23,80.77,55295
390,24.1,59.18,40.82,55296
90,23.33,60.66,39.34,55297
247,18.62,54.55,45.45,55298
82,15.85,43.33,56.67,55299
156,20.51,46.67,53.33,55300
106,24.53,30.99,69.01,55301
1014,26.23,45.08,54.92,55302
76,27.63,54.17,45.83,55303
152,19.74,49.0,51.0,55304
105,27.62,47.76,52.24,55306
95,12.63,59.49,40.51,55310
25,16.0,52.63,47.37,55311
130,13.08,49.5,50.5,55312
57,3.51,59.09,40.91,55313
108,21.3,45.83,54.17,55315
262,19.47,50.0,50.0,55316
127,22.05,54.22,45.78,55317
61,21.31,60.0,40.0,55320
121,14.88,38.71,61.29,55321
42,11.9,42.42,57.58,55322
48,8.33,48.78,51.22,55323
392,23.72,52.36,47.64,55324
41,34.15,47.62,52.38,55325
94,15.96,39.13,60.87,55326
203,15.27,57.69,42.31,55327
232,23.28,60.61,39.39,55328
185,21.08,57.26,42.74,55329
76,19.74,42.37,57.63,55330
68,8.82,50.0,50.0,55331
204,11.76,61.35,38.65,55332
45,33.33,40.91,59.09,55333
138,18.84,60.19,39.81,55334
209,20.57,48.32,51.68,55335
117,24.79,64.1,35.9,55336
120,24.17,40.79,59.21,55338
69,7.25,54.39,45.61,55339
314,21.02,54.88,45.12,55340
105,12.38,53.25,46.75,55341
56,32.14,35.29,64.71,55343
20,25.0,42.86,57.14,55344
100,20.0,47.83,52.17,55345
219,22.37,54.97,45.03,55346
275,29.45,55.36,44.64,55347
326,24.23,56.07,43.93,55348
126,22.22,50.57,49.43,55349
76,10.53,43.64,56.36,55350
1089,27.36,41.94,58.06,55351
148,25.68,41.0,59.0,55352
60,20.0,34.88,65.12,55353
124,13.71,52.22,47.78,55355
83,12.05,56.92,43.08,55356
99,18.18,64.1,35.9,55357
185,28.11,42.37,57.63,55358
161,29.19,61.11,38.89,55359
89,14.61,54.29,45.71,55360
113,24.78,42.67,57.33,55361
113,14.16,65.88,34.12,55362
75,25.33,91.67,8.33,55363
538,21.75,49.33,50.67,55364
126,25.4,50.63,49.37,55365
752,16.62,44.52,55.48,55366
75,9.33,49.12,50.88,55367
135,22.22,51.61,48.39,55368
670,18.51,42.71,57.29,55369
164,27.44,62.5,37.5,55370
57,8.77,65.79,34.21,55371
299,17.39,47.42,52.58,55372
53,5.66,39.53,60.47,55373
72,25.0,50.98,49.02,55374
60,10.0,68.0,32.0,55375
78,21.79,69.09,30.91,55376
63,23.81,44.19,55.81,55377
254,24.8,63.25,36.75,55378
65,15.38,51.06,48.94,55379
57,24.56,55.88,44.12,55380
132,27.27,53.01,46.99,55381
279,14.34,49.52,50.48,55382
166,13.86,46.09,53.91,55383
114,19.3,40.28,59.72,55384
371,18.87,50.37,49.63,55385
159,20.13,65.81,34.19,55386
197,21.83,54.14,45.86,55387
197,19.29,52.55,47.45,55388
201,20.9,50.36,49.64,55389
129,21.71,48.42,51.58,55391
10,30.0,100.0,0.0,55394
41,12.2,38.46,61.54,55395
180,18.33,57.04,42.96,55396
177,19.21,54.84,45.16,55397
755,17.88,53.47,46.53,55398
92,14.13,60.27,39.73,55399
45,42.22,75.0,25.0,55400
308,15.91,43.5,56.5,55401
44,13.64,48.48,51.52,55403
229,19.65,37.2,62.8,55404
190,27.37,40.31,59.69,55405
87,25.29,42.11,57.89,55406
131,29.01,58.33,41.67,55407
142,18.31,56.25,43.75,55408
48,27.08,53.57,46.43,55409
106,24.53,31.51,68.49,55410
83,19.28,66.13,33.87,55411
140,10.0,65.49,34.51,55412
156,19.87,52.88,47.12,55414
64,14.06,48.84,51.16,55415
190,16.32,30.77,69.23,55416
150,20.0,57.28,42.72,55419
68,22.06,59.57,40.43,55420
54,22.22,70.59,29.41,55421
45,2.22,40.0,60.0,55422
294,21.43,36.55,63.45,55423
49,18.37,66.67,33.33,55424
107,24.3,53.42,46.58,55425
321,16.51,41.51,58.49,55426
1948,26.08,51.18,48.82,55427
103,15.53,53.95,46.05,55428
46,19.57,51.72,48.28,55429
77,22.08,64.29,35.71,55430
48,25.0,61.76,38.24,55431
275,17.82,51.87,48.13,55433
52,25.0,95.83,4.17,55434
614,20.52,58.24,41.76,55435
24,12.5,64.71,35.29,55436
96,18.75,59.15,40.85,55437
128,22.66,65.06,34.94,55438
80,15.0,46.43,53.57,55439
210,27.14,46.72,53.28,55442
237,20.68,52.41,47.59,55443
137,24.09,67.37,32.63,55444
154,24.68,38.46,61.54,55445
59,10.17,55.32,44.68,55446
280,20.71,53.61,46.39,55447
35,14.29,59.26,40.74,55448
255,20.39,52.33,47.67,55449
42,23.81,31.03,68.97,55450
69,20.29,46.94,53.06,55452
56,23.21,38.24,61.76,55453
144,25.69,33.68,66.32,55454
191,17.8,63.19,36.81,55456
139,17.99,42.55,57.45,55457
246,24.8,66.04,33.96,55458
207,20.29,55.48,44.52,55459
102,12.75,59.21,40.79,55460
314,22.61,55.16,44.84,55461
264,21.21,41.9,58.1,55462
2463,26.88,46.47,53.53,55463
129,15.5,50.55,49.45,55464
67,16.42,52.94,47.06,55465
239,13.39,43.72,56.28,55466
592,21.28,51.22,48.78,55467
76,15.79,66.67,33.33,55468
74,18.92,51.79,48.21,55469
149,15.44,54.62,45.38,55470
70,27.14,65.31,34.69,55471
118,15.25,57.75,42.25,55472
104,15.38,48.15,51.85,55473
199,16.08,51.05,48.95,55474
56,21.43,58.97,41.03,55475
395,21.52,39.62,60.38,55476
331,17.82,61.26,38.74,55477
155,14.19,37.17,62.83,55479
206,24.76,63.77,36.23,55481
80,18.75,52.63,47.37,55482
48,12.5,53.13,46.88,55484
61,13.11,32.0,68.0,55485
86,16.28,38.6,61.4,55487
137,22.63,46.07,53.93,55488
227,21.59,48.65,51.35,55489
271,28.41,46.02,53.98,55490
627,22.33,52.46,47.54,55492
176,28.98,54.63,45.37,55493
366,16.39,51.38,48.62,55494
165,15.76,52.34,47.66,55495
775,17.68,60.04,39.96,55496
264,22.35,45.66,54.34,55497
282,17.73,52.74,47.26,55498
530,19.25,52.81,47.19,55500
300,18.67,52.31,47.69,55501
1559,25.98,46.88,53.12,55502
115,20.87,51.19,48.81,55503
303,14.19,55.36,44.64,55504
1849,21.36,45.31,54.69,55505
26,11.54,36.36,63.64,55506
159,22.01,49.06,50.94,55507
96,23.96,46.88,53.13,55508
179,22.91,62.5,37.5,55509
83,24.1,60.71,39.29,55510
90,18.89,48.53,51.47,55511
217,24.42,50.96,49.04,55512
471,18.05,49.28,50.72,55514
64,9.38,45.45,54.55,55515
442,22.62,57.19,42.81,55516
386,23.32,52.08,47.92,55517
105,20.95,28.36,71.64,55518
1102,23.41,49.61,50.39,55519
302,17.88,51.57,48.43,55520
174,11.49,56.25,43.75,55521
83,14.46,53.45,46.55,55522
137,13.14,45.71,54.29,55523
53,16.98,62.86,37.14,55525
188,14.89,59.71,40.29,55526
413,23.97,43.68,56.32,55527
49,28.57,81.82,18.18,55528
81,17.28,49.18,50.82,55530
211,21.8,55.41,44.59,55531
233,26.61,48.95,51.05,55532
1281,24.04,55.0,45.0,55533
52,15.38,30.56,69.44,55534
40,10.0,61.76,38.24,55535
26,7.69,28.57,71.43,55536
56,10.71,44.68,55.32,55537
59,25.42,55.0,45.0,55540
426,19.72,42.81,57.19,55541
808,23.27,49.91,50.09,55543
64,40.63,59.46,40.54,55544
11888,32.56,38.53,61.47,55545
112,34.82,61.19,38.81,55546
77,19.48,66.04,33.96,55547
81,23.46,34.69,65.31,55549
1141,19.37,50.8,49.2,55551
55,21.82,40.63,59.38,55552
930,19.68,40.94,59.06,55553
133,15.79,52.63,47.37,55554
24,0.0,52.94,47.06,55555
48,16.67,60.53,39.47,55556
105,18.1,54.84,45.16,55557
33,12.12,46.15,53.85,55559
109,19.27,37.97,62.03,55560
67,7.46,53.33,46.67,55561
105,15.24,36.25,63.75,55562
72,23.61,58.82,41.18,55563
58,20.69,56.41,43.59,55565
194,20.62,61.86,38.14,55566
104,12.5,45.24,54.76,55567
248,20.56,60.0,40.0,55568
136,25.0,58.62,41.38,55569
154,16.23,33.33,66.67,55570
150,22.67,65.71,34.29,55571
65,24.62,47.83,52.17,55572
1209,20.84,58.55,41.45,55573
62,19.35,72.34,27.66,55574
70,15.71,76.0,24.0,55575
58,25.86,37.14,62.86,55577
136,21.32,65.26,34.74,55578
79,24.05,50.98,49.02,55579
40,22.5,46.43,53.57,55580
93,23.66,65.57,34.43,55581
88,15.91,54.29,45.71,55582
161,22.98,45.61,54.39,55583
90,20.0,59.65,40.35,55584
80,13.75,67.21,32.79,55586
2857,17.82,32.91,67.09,56001
1587,18.71,26.68,73.32,56002
4671,15.26,14.23,85.77,56003
1196,18.48,29.65,70.35,56004
2146,16.36,23.15,76.85,56005
1150,19.3,33.21,66.79,56006
9314,22.66,23.45,76.55,56007
4068,17.08,22.39,77.61,56008
877,18.13,20.29,79.71,56009
4715,19.49,33.02,66.98,56010
1145,18.95,33.75,66.25,56011
1115,17.76,34.72,65.28,56012
3058,20.24,29.5,70.5,56013
1162,17.9,44.52,55.48,56014
1314,15.83,33.92,66.08,56015
562,21.0,32.53,67.47,56016
2078,16.84,44.58,55.42,56017
712,14.89,21.59,78.41,56018
315,15.87,51.93,48.07,56019
579,18.13,30.34,69.66,56020
1056,17.71,34.6,65.4,56021
944,20.02,37.4,62.6,56022
5163,17.94,24.43,75.57,56023
1634,19.09,36.3,63.7,56024
134,15.67,36.79,63.21,56025
1792,24.94,38.03,61.97,56026
365,17.26,42.7,57.3,56027
1274,19.47,28.05,71.95,56028
897,16.28,33.28,66.72,56029
783,14.18,38.94,61.06,56030
2320,18.88,32.93,67.07,56031
1434,17.64,40.08,59.92,56032
2472,21.44,37.16,62.84,56033
4209,19.36,24.78,75.22,56034
903,21.37,33.28,66.72,56035
5701,22.0,27.97,72.03,56036
682,19.5,39.63,60.37,56039
2615,19.12,31.7,68.3,56040
2292,16.97,26.73,73.27,56041
1600,17.44,35.29,64.71,56042
557,17.95,35.07,64.93,56043
619,13.25,32.99,67.01,56044
452,14.6,40.23,59.77,56045
2842,16.61,28.08,71.92,56046
1077,16.06,37.15,62.85,56047
569,21.62,37.02,62.98,56048
122,17.21,51.72,48.28,56049
645,15.5,35.46,64.54,56050
461,15.4,50.7,49.3,56051
1867,16.76,29.35,70.65,56052
4212,17.88,28.94,71.06,56053
3192,22.43,30.46,69.54,56054
1860,21.72,23.06,76.94,56055
132,17.42,47.83,52.17,56056
2230,23.77,30.36,69.64,56057
2530,19.17,32.41,67.59,56058
314,17.83,43.86,56.14,56059
756,14.68,32.54,67.46,56060
3039,21.95,31.35,68.65,56061
615,20.65,24.63,75.37,56062
2203,18.52,29.75,70.25,56063
513,16.76,32.9,67.1,56065
3326,22.07,33.52,66.48,56066
4099,17.98,29.49,70.51,56067
264,17.8,42.21,57.79,56068
2149,21.27,23.53,76.47,56069
1783,17.55,38.58,61.42,56070
588,16.84,45.03,54.97,56071
377,20.42,42.08,57.92,56072
678,22.71,27.17,72.83,56073
1133,15.09,41.75,58.25,56074
4328,22.87,36.85,63.15,56075
999,20.82,37.7,62.3,56076
688,18.9,34.43,65.57,56077
9148,17.91,25.63,74.37,56078
995,20.0,39.55,60.45,56079
922,22.99,39.39,60.61,56080
1963,25.42,39.68,60.32,56081
250,22.8,38.36,61.64,56082
11740,22.65,26.61,73.39,56083
679,18.11,23.83,76.17,56084
126,13.49,22.83,77.17,56085
275,21.82,14.05,85.95,56086
672,15.18,10.0,90.0,56087
286,15.38,8.82,91.18,56088
1667,21.0,39.23,60.77,56089
5169,21.69,27.16,72.84,56090
1603,17.4,29.07,70.93,56091
628,17.83,40.92,59.08,56092
503,17.69,36.27,63.73,56093
4771,15.66,29.62,70.38,56094
1819,21.61,33.76,66.24,56096
2727,19.14,32.62,67.38,56097
16632,26.0,28.01,71.99,56098
270,16.3,33.68,66.32,56099
1402,20.97,30.33,69.67,56100
6075,19.14,33.09,66.91,56101
1380,17.97,35.82,64.18,56102
245,22.04,44.05,55.95,56103
665,19.1,34.21,65.79,56104
874,22.77,35.9,64.1,56105
875,14.97,19.2,80.8,56106
7527,17.35,18.5,81.5,56107
758,19.26,38.03,61.97,56108
801,20.22,34.27,65.73,56109
709,29.06,31.34,68.66,56110
1029,20.12,32.37,67.63,56111
580,19.14,26.34,73.66,56112
666,17.72,29.84,70.16,56113
822,20.07,18.69,81.31,56114
1140,16.32,34.45,65.55,56115
1557,20.04,23.75,76.25,56116
2956,21.21,30.75,69.25,56117
3266,21.49,29.34,70.66,56118
2758,20.92,27.08,72.92,56119
1333,17.85,31.08,68.92,56120
38189,26.63,23.72,76.28,56121
1226,19.74,37.94,62.06,56122
1795,21.73,27.92,72.08,56123
1963,17.73,21.68,78.32,56124
1435,18.05,29.82,70.18,56125
1735,18.27,34.68,65.32,56126
2357,21.81,35.92,64.08,56127
1193,19.7,34.5,65.5,56128
1148,23.69,44.85,55.15,56129
2361,16.01,36.36,63.64,56130
1098,21.22,38.32,61.68,56131
1596,14.66,21.68,78.32,56132
872,17.78,25.79,74.21,56133
680,19.56,47.67,52.33,56134
1128,19.41,37.47,62.53,56135
555,22.52,48.29,51.71,56136
2415,19.5,30.97,69.03,56137
275,16.0,41.46,58.54,56138
308,14.29,33.04,66.96,56139
2676,16.18,45.51,54.49,56140
1319,20.09,40.53,59.47,56141
4000,17.63,24.6,75.4,56143
2615,19.81,37.92,62.08,56144
796,19.35,36.54,63.46,56145
1120,18.75,29.88,70.12,56146
3423,18.32,28.92,71.08,56147
1146,16.32,23.57,76.43,56148
1958,17.57,31.06,68.94,56149
2849,15.97,28.05,71.95,56151
2026,24.33,21.86,78.14,56152
2074,21.7,34.69,65.31,56153
1456,17.72,31.4,68.6,56154
1910,19.32,29.88,70.12,56155
262,25.95,34.15,65.85,56156
1391,17.11,35.48,64.52,56157
4515,21.42,22.64,77.36,56158
1384,17.56,31.85,68.15,56159
923,17.12,48.67,51.33,56160
2426,18.63,28.6,71.4,56161
16217,22.21,21.84,78.16,56162
902,24.61,31.85,68.15,56163
5173,17.92,24.31,75.69,56164
6904,20.64,28.87,71.13,56165
4225,18.08,31.65,68.35,56166
1984,15.63,23.05,76.95,56167
1888,18.49,30.28,69.72,56168
4681,19.33,31.8,68.2,56169
780,22.69,33.21,66.79,56170
1163,19.86,36.28,63.72,56171
2084,20.78,38.55,61.45,56172
2718,17.59,34.94,65.06,56173
2047,18.95,33.49,66.51,56174
3028,19.15,32.48,67.52,56175
4583,18.61,25.31,74.69,56176
5921,21.18,30.45,69.55,56177
9301,22.77,23.0,77.0,56178
2657,20.14,27.83,72.17,56179
515,18.64,41.62,58.38,56180
2336,21.15,26.55,73.45,56181
794,22.67,34.23,65.77,56182
5848,20.78,29.65,70.35,56184
7461,21.36,26.23,73.77,56185
4762,22.53,31.78,68.22,56186
1100,23.09,33.7,66.3,56188
742,18.46,53.41,46.59,56189
1373,14.42,38.85,61.15,56190
299,24.41,45.7,54.3,56191
4411,19.25,29.51,70.49,56193
2245,21.29,31.78,68.22,56194
541,22.37,19.84,80.16,56195
430,16.74,22.64,77.36,56196
2132,19.14,33.77,66.23,56197
1183,16.82,34.71,65.29,56198
558,19.89,37.53,62.47,56199
1116,20.34,30.27,69.73,56200
500,20.8,30.84,69.16,56201
420,15.48,22.61,77.39,56202
460,16.52,27.16,72.84,56203
451,17.29,38.14,61.86,56204
842,17.93,24.8,75.2,56205
8723,20.02,22.81,77.19,56206
894,17.34,30.71,69.29,56207
252,16.27,39.01,60.99,56208
147,21.09,38.0,62.0,56209
372,20.43,44.78,55.22,56210
584,17.47,31.54,68.46,56211
1795,18.72,30.4,69.6,56212
854,16.51,36.98,63.02,56213
1878,18.85,23.71,76.29,56214
845,19.29,35.5,64.5,56215
280,11.79,34.72,65.28,56216
585,20.85,45.75,54.25,56218
927,15.32,39.28,60.72,56219
