Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des rés. principales construites avant 1946 2016;Part des rés. principales dans le total des logements 2016;Part des rés. secondaires (y compris les logements occasionnels) dans le total des logements 2016;Part des logements vacants dans le total des logements 2016;Part des appartements dans le total des logements 2016;Part des maisons dans le total des logements 2016;Part des propriétaires dans les rés. principales 2016;Part des locataires dans les rés. principales 2016;Part des locataires HLM dans les rés. principales 2016
55018;Autréville-Saint-Lambert;56.2;60.9;28.5;10.7;3.8;96.2;81.2;12.5;0
55021;Avillers-Sainte-Croix;50;72.2;13.9;13.9;5.6;94.4;92.3;7.7;0
55022;Avioth;63.9;80.3;14.5;5.3;5.3;94.7;82;16.4;0
55023;Avocourt;84.6;77.3;7.6;15.1;4.5;95.5;86.5;7.7;0
55024;Azannes-et-Soumazannes;70.7;86.1;2.3;11.6;3.5;96.5;88;8;0
55025;Baâlon;51.8;84.4;2.3;13.3;3.8;95.4;87.3;9.1;0
55026;Badonvilliers-Gérauvilliers;51.6;79.4;10.3;10.3;5.1;94.9;88.7;11.3;0
55027;Bannoncourt;41.8;90.1;5.7;4.2;5.4;90.6;77.6;22.4;0
55028;Bantheville;68.4;81.4;10;8.6;1.4;98.6;86;8.8;0
55029;Bar-le-Duc;25.4;83.3;1.7;15;62.8;36.3;42.7;55.3;28.8
55031;Baudonvilliers;13.7;94.9;0.6;4.5;1.2;98.8;94;5.4;0
55032;Baudrémont;21.1;79.2;12.5;8.3;4.2;95.8;84.2;15.8;0
55033;Baulny;87.5;72.7;0;27.3;0;100;75;25;0
55034;Bazeilles-sur-Othain;62.5;73.8;13.8;12.3;1.5;98.5;83.3;16.7;0
55035;Bazincourt-sur-Saulx;28.6;74.8;13.2;12;6;92.9;88.9;9.5;1.6
55036;Beauclair;31.2;88.3;1.7;10;5.5;94.5;93.7;3.1;0
55037;Beaufort-en-Argonne;42.2;77.1;6;16.9;6;94;85.9;12.5;0
55038;Beaulieu-en-Argonne;55;37.3;51.3;11.4;3.8;94.3;65;25;0
55039;Beaumont-en-Verdunois;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55040;Beausite;61.3;76.1;8.4;15.5;6.2;93.1;79.8;17.6;0
55041;Behonne;16.7;93.6;1.6;4.8;0.3;99.7;93.6;5.3;0
55042;Belleray;13.1;93.2;5.6;1.2;2.6;96.5;88.3;8;0
55043;Belleville-sur-Meuse;22.7;90.4;0.9;8.7;33.2;66.3;58.3;31.4;9
55044;Belrain;76.5;70.4;14.8;14.8;8.3;91.7;94.1;5.9;0
55045;Belrupt-en-Verdunois;20.4;94;0.7;5.2;12.9;87.1;78.3;20.4;1.7
55046;Beney-en-Woëvre;61.8;79.7;0;20.3;18.8;81.2;78.2;21.8;5.5
55047;Béthelainville;64.4;88.8;6.2;5;2.4;97.6;86.3;12.3;0
55048;Béthincourt;77.8;85.7;4.8;9.5;4.8;95.2;88.9;11.1;0
55049;Beurey-sur-Saulx;12.4;90.4;3.9;5.6;7.5;92.5;72.7;26.8;10.3
55050;Bezonvaux;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55051;Biencourt-sur-Orge;45.6;77;5.4;17.6;10.8;89.2;87.7;12.3;0
55053;Billy-sous-Mangiennes;64.8;78.8;13.1;8.1;4.4;93.8;76.1;20.4;2.1
55054;Bislée;45.2;79.5;20.5;0;2.6;94.9;83.9;12.9;0
55055;Blanzée;50;88.3;0;11.7;0;100;87.5;0;0
55057;Boinville-en-Woëvre;44.8;73.2;8.9;17.9;8;92;75.9;20.7;0
55058;Boncourt-sur-Meuse;26.1;90.8;3.9;5.3;6.6;92.8;86.2;12.3;0
55059;Bonnet;58.2;79;7;14;5.2;94.8;81.3;13.2;0
55060;Bonzée;64;82.9;7.7;9.4;3.9;95.6;81.3;18;0
55061;Le Bouchon-sur-Saulx;42.6;86;3.8;10.2;4.6;93.9;74.5;24.5;0
55062;Bouconville-sur-Madt;44.7;78.3;10;11.7;23.3;76.7;51.1;48.9;0
55063;Bouligny;72.5;83;0.8;16.2;16.4;83.6;73.8;21.7;0.3
55064;Bouquemont;8.3;78.7;8.2;13.1;9.8;88.5;75;18.8;10.4
55065;Boureuilles;60.3;77.6;8;14.4;1.3;97.3;91.4;6.9;0
55066;Bovée-sur-Barboure;62.3;73.9;9.4;16.7;2.8;97.2;90.6;7.5;0
55067;Boviolles;63.6;76.5;3.6;19.9;0;100;86.4;13.6;0
55068;Brabant-en-Argonne;61.7;77;11.5;11.5;4.9;95.1;78.7;19.1;0
55069;Brabant-le-Roi;33.7;95.4;0;4.6;3.7;96.3;84.6;14.4;0
55070;Brabant-sur-Meuse;37.2;88.5;2.3;9.2;2.1;97.9;88.4;7;0
55071;Brandeville;44.6;58.3;29.1;12.6;1.6;98.4;81.1;17.6;0
55072;Braquis;44.2;90;2;8;4.1;95.9;90.7;9.3;0
55073;Bras-sur-Meuse;17.9;94.3;1;4.7;13.1;86.9;79.2;19;0
55075;Brauvilliers;70.6;76.7;11;12.2;0;100;85.3;10.3;0
55076;Bréhéville;50;74;12;14;2;96;79.7;20.3;0
55077;Breux;55.2;77.6;9.4;13;0.7;99.3;85.3;12.9;0
55078;Brieulles-sur-Meuse;69.9;79;7.3;13.7;6.1;93.9;74.5;24.2;0
55079;Brillon-en-Barrois;37.7;88.4;3.5;8.1;3.5;96.5;84.9;13.5;1.6
55080;Brixey-aux-Chanoines;75;61.8;27.9;10.3;1.4;97.1;95.5;2.3;0
55081;Brizeaux;33.3;66.7;22.2;11.1;2.2;97.8;96.7;3.3;0
55082;Brocourt-en-Argonne;52.2;88.5;3.8;7.7;0;100;73.9;17.4;0
55083;Brouennes;40;76.1;14.3;9.5;3.6;96.4;75.4;16.9;0
55084;Broussey-en-Blois;51.9;79.4;8.8;11.8;0;100;88.9;11.1;0
55085;Broussey-Raulecourt;52.9;88.4;7;4.6;5.2;94.8;83.5;11.6;0
55087;Bure;55.8;78.7;7.8;13.6;11.2;88.8;72.1;27.9;2.3
55088;Burey-en-Vaux;52.3;80.5;7.3;12.2;0;98.8;90.8;7.7;0
55089;Burey-la-Côte;80.5;71.9;24.6;3.5;3.5;96.5;75.6;22;0
55093;Buxières-sous-les-Côtes;65.3;68.6;23.3;8.1;4.3;95.2;84.7;14.6;0
55094;Buzy-Darmont;44.3;90.2;2.7;7.1;9.8;90.2;76.5;22.2;0
55095;Cesse;54.2;70.5;16.9;12.7;2.9;97.1;87.5;6.3;0
55096;Chaillon;52.9;70.9;17.4;11.6;10.8;89.2;82.4;13.7;0
55097;Chalaines;35;85.1;4.6;10.3;10.5;88.5;79.7;19.6;0
55099;Champneuville;47.8;75;14.7;10.3;1.6;85.1;78.3;17.4;0
55100;Champougny;42.1;77;16.9;6.1;6.1;89.9;92.1;5.3;0
55101;Chardogne;31.9;91.4;0.7;8;4.5;95.5;79.4;18.4;0
55102;Charny-sur-Meuse;26.7;93.7;2.1;4.2;5.6;94.4;83.3;16.7;2.6
55103;Charpentry;84.6;67.2;5.5;27.3;5.2;94.8;84.6;15.4;0
55104;Chassey-Beaupré;48.8;73.8;6.2;19.9;20.2;79.8;73.2;26.8;9.8
55105;Châtillon-sous-les-Côtes;28.9;79.2;10.4;10.4;8.3;91.7;80.3;18.4;0
55106;Chattancourt;56.5;87.4;5;7.6;8.9;91.1;71;26.1;0
55107;Chaumont-devant-Damvillers;62.5;63.5;12.2;24.3;0;100;93.8;6.3;0
55108;Chaumont-sur-Aire;15.8;72.3;5.5;22.1;6.2;93.8;87.7;10.5;0
55109;Chauvency-le-Château;52.8;76.2;9.4;14.4;0.7;99.3;84;15.1;0
55110;Chauvency-Saint-Hubert;53.2;82.7;4.3;13;1.8;98.2;88.3;7.4;0
55111;Chauvoncourt;14.1;96.1;1.7;2.2;1.9;98.1;89.8;10.2;0
55113;Cheppy;60.3;75.9;10.8;13.3;0;100;88.9;7.9;0
55114;Chonville-Malaumont;57.8;90.2;9.8;0;6;94;85.6;12.2;0
55115;Cierges-sous-Montfaucon;87.5;66.8;16.6;16.6;5.6;94.4;79.2;16.7;0
55116;Le Claon;40.7;61.4;36.4;2.3;4.5;95.5;74.1;14.8;0
55117;Clermont-en-Argonne;33.7;82.3;2.5;15.2;17.1;81.7;62.4;34.5;19.8
55118;Cléry-le-Grand;62.2;71.2;23.1;5.8;3.8;96.2;70.3;24.3;0
55119;Cléry-le-Petit;17.9;84.6;3.1;12.3;8.1;91.9;82.1;17.9;4.8
55120;Combles-en-Barrois;11.4;94.2;0.2;5.6;3.5;96.2;88.3;11.4;1.4
55121;Combres-sous-les-Côtes;50.9;85.5;3.2;11.3;3.2;96.8;90.6;9.4;0
55122;Commercy;29.3;85.4;0.9;13.7;53.3;45.3;41.7;55.9;28.6
55123;Les Hauts-de-Chée;53.6;79;6.5;14.5;1.8;98;90.8;7.2;1.6
55124;Consenvoye;48.5;76.3;10.2;13.5;3.9;95.6;72.1;27.9;1.5
55125;Contrisson;20.6;90.2;2.2;7.6;9;90.4;74.1;24.6;12.2
55127;Courcelles-en-Barrois;50;88.8;5.6;5.6;5.6;88.9;81.2;12.5;0
55128;Courcelles-sur-Aire;47.6;87.5;12.5;0;4.2;95.8;85.7;4.8;0
55129;Courouvre;44.4;96.1;0;3.9;0;89.3;100;0;0
55132;Cousances-les-Forges;42.2;88.5;2.5;9;8.7;90.8;77.8;19.8;4.8
55133;Couvertpuis;58.1;83.9;6;10.1;3.9;96.1;95.3;4.7;0
55134;Couvonges;10.9;92.1;1.6;6.4;14.5;83.9;65.6;31.3;0
55137;Cuisy;45;77.7;0;22.3;3.2;96.8;90;5;0
55138;Culey;62.1;89.9;4.3;5.8;0;100;95.5;4.5;0
55139;Cumières-le-Mort-Homme;N/A;0;100;0;0;100;N/A;N/A;N/A
55140;Cunel;88.9;45;30;25;5;95;66.7;22.2;0
55141;Dagonville;45.9;81.4;7;11.6;0;100;97.3;2.7;0
55142;Dainville-Bertheléville;71.7;51.3;34.8;13.9;5.2;94.8;90;8.3;0
55143;Damloup;50;92.4;1.5;6;0;100;88.5;5.8;0
55144;Dammarie-sur-Saulx;53.7;84.4;2.9;12.7;13.4;86.6;58.7;40.8;10.6
55145;Damvillers;44.2;86.3;2;11.7;20.1;79;59.1;36.9;14
55146;Dannevoux;59.6;71.2;19.2;9.6;0.8;99.2;82;14.6;0
55148;Delouze-Rosières;57.7;74.3;12.9;12.9;2.9;95.7;82.7;13.5;0
55149;Delut;61.7;78.5;10;11.5;1.7;98.3;85.1;14.9;0
55150;Demange-Baudignécourt;53.5;77.7;8.7;13.6;8.1;90.9;77.2;21.2;8.7
55153;Dieppe-sous-Douaumont;59.5;81.6;5.4;13;1.1;98.9;83.8;14.9;0
55154;Dieue-sur-Meuse;16.9;91;3.5;5.6;16;83;66.7;32.3;13.6
55155;Dombasle-en-Argonne;52.8;87.1;3.8;9.1;2.7;97.3;82.8;12.3;0
55156;Dombras;30;70.5;17.2;12.3;4.7;95.3;81.7;16.7;0
55157;Dommartin-la-Montagne;69.2;92.1;7.9;0;0;100;73.1;19.2;0
55158;Dommary-Baroncourt;40.1;89;0.8;10.3;16.2;83.8;72.6;25.4;3.9
55159;Dompcevrin;46.8;86.7;4;9.2;4.7;95.3;83.9;14.7;3.4
55160;Dompierre-aux-Bois;38.1;80;20;0;15.2;84.8;85.7;14.3;0
55162;Domremy-la-Canne;43.8;88.9;0;11.1;0;94.4;68.8;31.2;0
55163;Doncourt-aux-Templiers;28.6;74;10.8;15.2;0;100;85.7;14.3;0
55165;Doulcon;34.9;79.6;13;7.3;8.2;91.8;74.4;24.1;0
55166;Dugny-sur-Meuse;23.9;93.1;0.3;6.5;7.3;92.5;81.8;17.7;6
55167;Dun-sur-Meuse;31;68.7;14;17.3;16.8;82.2;59.1;36.9;0.4
55168;Duzey;41.2;84.7;5.1;10.2;5;95;76.5;23.5;0
55169;Écouviez;39.3;87.6;1.7;10.8;21;78.6;80.8;17.8;4.6
55170;Écurey-en-Verdunois;90.5;67.4;19.6;13;0;100;93.7;3.2;0
55171;Eix;40.4;91.5;3.8;4.7;0;100;88.9;10.1;0
55172;Les Éparges;62.1;93;4.7;2.3;3.2;96.8;82.8;17.2;0
55173;Épiez-sur-Meuse;80;71.4;10.7;17.9;0;100;95;0;0
55174;Épinonville;59.3;52.2;29.9;17.9;2;98;92.6;3.7;0
55175;Érize-la-Brûlée;24.7;90;2.2;7.8;6.7;93.3;87.7;12.3;2.5
55177;Érize-la-Petite;36;89;0;11;14.2;85.8;80;20;0
55178;Érize-Saint-Dizier;36.7;86.8;3.3;9.9;2.2;97.8;82.3;16.5;6.3
55179;Erneville-aux-Bois;50;86.1;5.6;8.4;3.3;96.7;93.1;5.6;0
55180;Esnes-en-Argonne;78;80.6;9.7;9.7;1.6;98.4;84;14;0
55181;Étain;24.7;85.5;1.2;13.4;24.1;75.5;57.6;40.8;11.2
55182;Éton;50;86.5;1.1;12.4;6;94;66.3;31.4;0
55183;Étraye;61.1;69.2;7.7;23.1;0;96.2;94.4;5.6;0
55184;Euville;37.6;88;2.3;9.7;5.4;94.4;77.2;21.6;7.9
55185;Èvres;32.6;90.1;4;5.9;11.8;86.3;69.6;28.3;0
55186;Fains-Véel;19.4;93.1;1.2;5.7;13.4;86.4;77.6;21.2;8.5
55188;Flassigny;52.6;56.7;23.1;20.2;8.9;91.1;84.2;15.8;0
55189;Fleury-devant-Douaumont;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55191;Foameix-Ornel;31;95.5;0;4.5;1.1;98.9;91.7;8.3;0
55192;Fontaines-Saint-Clair;57.7;54;39.7;6.3;8.3;91.7;69.2;26.9;0
55193;Forges-sur-Meuse;53.8;75.4;15.9;8.7;1.4;98.6;86.5;11.5;0
55194;Foucaucourt-sur-Thabas;14.8;90;3.3;6.7;3.3;96.7;77.8;14.8;0
55195;Fouchères-aux-Bois;54.8;84.4;8.4;7.2;1.4;97.3;83.9;14.5;3.2
55196;Frémeréville-sous-les-Côtes;23.5;80.9;7.4;11.8;11;86.1;64.7;33.3;2
55197;Fresnes-au-Mont;45.9;77.7;18.6;3.7;0;100;98.4;1.6;0
55198;Fresnes-en-Woëvre;28.8;85.4;2;12.6;18.6;81.4;70.2;26.8;0.3
55199;Froidos;57.8;66.7;19.4;13.9;2.9;97.1;86.7;8.9;0
55200;Fromeréville-les-Vallons;37.5;90.8;0.9;8.3;1;99;87.5;11.4;6.8
55201;Fromezey;70.4;96.3;3.7;0;3.6;96.4;88.9;7.4;0
55202;Futeau;58;53.3;34.4;12.2;2.3;97.7;87;10.1;0
55204;Génicourt-sur-Meuse;23.1;84.8;2.9;12.3;13;87;62.4;36.8;11.1
55206;Gercourt-et-Drillancourt;39.2;68.9;21.6;9.5;2.7;97.3;88.2;11.8;0
55207;Géry;50;84.2;11.9;4;0;100;95.5;4.5;0
55208;Gesnes-en-Argonne;69.6;79.3;17.2;3.4;0;100;82.6;13;0
55210;Gimécourt;46.7;68.2;0;31.8;0;100;100;0;0
55211;Gincrey;79.2;88.9;0;11.1;7.4;92.6;83.3;16.7;0
55212;Girauvoisin;62.9;77.5;3.2;19.3;4.4;91.1;88.6;5.7;0
55214;Givrauval;26.9;95.3;0.7;4.1;2.6;96.5;84.3;13.9;0
55215;Gondrecourt-le-Château;40.1;80.6;4.3;15.1;12.6;86.7;62.4;34.6;23
55216;Gouraincourt;57.7;87;0;13;3.3;96.7;69.2;26.9;0
55217;Goussaincourt;76.9;74.3;10.6;15.1;0.9;99.1;88.5;9.6;0
55218;Gremilly;56.2;84.1;0;15.9;10.5;84.2;56.2;37.5;0
55219;Grimaucourt-en-Woëvre;62.5;94.1;2;3.9;0;98;89.6;6.2;0
55220;Grimaucourt-près-Sampigny;40;81.4;11.6;7;0;100;91.4;5.7;0
55221;Guerpont;28.7;92;0;8;6.4;93.6;84.3;15.7;0.9
55222;Gussainville;58.3;100;0;0;0;100;100;0;0
55224;Haironville;34.2;85;3.8;11.2;14.3;85.7;77.8;20.6;8.2
55225;Halles-sous-les-Côtes;43.1;67.5;13.5;19;17.5;81.6;80.6;19.4;0
55226;Han-lès-Juvigny;35.7;75.5;15.1;9.4;1.8;98.2;85.7;14.3;0
55228;Hannonville-sous-les-Côtes;40.9;86.5;7.5;6;5.8;80.2;61.8;33.5;0.8
55229;Han-sur-Meuse;46.7;82.2;7.1;10.7;2.1;97.2;90.8;8.3;0
55232;Harville;55.8;88.2;1.7;10.1;1.7;98.3;88.5;9.6;0
55236;Haudainville;27.5;92.7;0;7.3;9;91;80.3;17.6;0
55237;Haudiomont;56.2;84.8;5.4;9.9;2.6;96.5;76;24;0
55239;Haumont-près-Samogneux;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55241;Heippes;43.7;56;33;11;3.5;96.5;90.6;9.4;0
55242;Hennemont;44.7;89.8;2.5;7.6;0;96.2;89.4;6.4;0
55243;Herbeuville;54.3;79.1;13.9;7;6.9;92.2;84;14.8;0
55244;Herméville-en-Woëvre;65.9;82.7;8.2;9.1;6.4;90;79.1;17.6;1.1
55245;Heudicourt-sous-les-Côtes;47.1;57.7;31.5;10.7;10;90;67.8;24.1;0
55246;Hévilliers;36.5;84.3;3.1;12.5;8.8;91.2;76.2;22.2;0
55247;Horville-en-Ornois;54.2;77.4;6.5;16.1;3.2;96.8;79.2;16.7;0
55248;Houdelaincourt;50.4;83.6;5;11.4;4.8;94.5;76.3;20.1;2.9
55250;Inor;32.9;67;23.3;9.7;2.4;90.3;82.9;14.6;0
55251;Ippécourt;51.3;82.7;3.8;13.5;0;100;87.2;5.1;0
55252;Iré-le-Sec;42.6;87.8;0;12.2;9.6;86;82;18;1.6
55253;Les Islettes;41.5;81.1;9.2;9.7;5.4;94.6;72;23.8;8
55254;Les Trois-Domaines;32.7;88.5;6.6;4.9;0;100;76.4;20;0
55255;Jametz;51;82.4;0;17.6;0.8;98.5;88.2;8.8;0
55256;Jonville-en-Woëvre;70.2;75;15.8;9.2;5.3;93.4;91.2;8.8;0
55257;Jouy-en-Argonne;58.3;82.6;7;10.4;3.4;96.6;91.7;8.3;0
55258;Geville;51.5;78;12.2;9.7;7.4;92.3;76.3;21.2;0
55260;Julvécourt;63;63.5;27.4;9.1;0;100;92.6;3.7;0
55261;Juvigny-en-Perthois;67.7;82.3;8.1;9.5;4;94.6;90.3;4.8;0
55262;Juvigny-sur-Loison;51.5;75.3;8.7;16;0;100;82.5;14.4;10.3
55263;Koeur-la-Grande;45.8;83.7;11.6;4.7;1.2;98.8;81.9;15.3;0
55264;Koeur-la-Petite;42.3;87.7;7.2;5.1;2.2;97.1;83.6;16.4;0
55265;Labeuville;64.2;86.4;6.8;6.8;3.3;96.7;92.5;5.7;0
55266;Lachalade;42.3;57.9;26.8;15.3;0;94.3;92.3;3.8;0
55267;Lachaussée;43.3;80.4;11.4;8.2;10.1;74.1;69.3;29.1;3.1
55268;Lacroix-sur-Meuse;22.9;90.7;0.6;8.7;16.1;83.9;67.5;30.1;16.4
55269;Lahaymeix;54.3;74;15.2;10.8;0;100;85.7;11.4;0
55270;Lahayville;50;80.7;0;19.3;20.2;79.8;75;25;0
55271;Laheycourt;46;89.9;4.5;5.6;2.8;97.2;86.9;13.1;1.2
55272;Laimont;32.6;93.2;2.9;3.9;1.5;98.5;90.7;7.2;0
55274;Lamorville;43.7;76.3;11.8;11.8;6;94;85.9;13.3;0
55275;Lamouilly;61.4;78.2;12.7;9.1;1.8;96.4;88.6;9.1;0
55276;Landrecourt-Lempire;27.1;95.5;1.1;3.4;3.4;96.6;87.1;8.2;0
55278;Laneuville-au-Rupt;62.5;76;8.4;15.7;3.2;96.8;91.7;6.9;0
55279;Laneuville-sur-Meuse;40.3;85.4;5;9.6;5;92.2;79.7;16.6;1.1
55280;Lanhères;62.5;85.7;3.6;10.7;3.6;96.4;79.2;16.7;0
55281;Latour-en-Woëvre;36.8;100;0;0;2.6;97.4;84.2;15.8;0
55282;Lavallée;41.7;87.9;1.7;10.4;4.2;95.8;94.4;5.6;0
55284;Lavincourt;42.4;70;22.5;7.5;2.1;97.9;84.8;12.1;0
55285;Lavoye;20.3;71.2;9.9;18.9;5.6;93.5;77;21.6;4.1
55286;Lemmes;17.9;92.3;2.2;5.5;4.4;95.6;76.2;23.8;3.6
55288;Lérouville;41.6;88.7;1.3;10;16.8;83.2;68;30.7;14.1
55289;Levoncourt;15;91;2.2;6.7;0;100;95;5;0
55290;Lignières-sur-Aire;61.5;86.4;6.8;6.8;3.4;93.3;84.6;11.5;0
55291;Ligny-en-Barrois;30.4;83.3;1.5;15.3;46.3;53.3;51;47.3;27.9
55292;Liny-devant-Dun;46.3;69.8;19.9;10.4;2.6;97.4;73.8;21.2;0
55293;Lion-devant-Dun;58.1;67.9;17.4;14.7;2.8;95.4;79.7;18.9;0
55295;Lisle-en-Barrois;69.2;73.7;18.8;7.5;0;100;61.5;30.8;0
55296;L'Isle-en-Rigault;55.4;87.9;2.3;9.7;7.4;92.6;79.6;19;3.1
55297;Lissey;50;64.6;17.1;18.3;0;100;82;18;0
55298;Loisey;53.3;90.5;6.4;3.2;1.5;98.5;93.4;5.7;0.8
55299;Loison;64.1;72.9;10.8;16.3;0;100;84.6;15.4;0
55300;Longeaux;30.1;88;3;9;1.9;98.1;90.3;7.5;2.2
55301;Longchamps-sur-Aire;30.5;76.4;16.2;7.5;0;100;89.8;8.5;0
55302;Longeville-en-Barrois;30.3;91.3;0.9;7.9;7.6;92.3;77.3;21.5;5.8
55303;Loupmont;83.3;75.1;14;10.9;3.3;94.9;85.7;14.3;4.8
55304;Louppy-le-Château;40.5;84.6;5.5;9.9;0;100;91.1;8.9;0
55306;Louppy-sur-Loison;51;63.9;21.1;15;1.3;98.7;70.6;21.6;0
55307;Louvemont-Côte-du-Poivre;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
55310;Luzy-Saint-Martin;78;72.1;14.8;13.1;0;100;92;8;0
55311;Maizeray;66.7;91.9;0;8.1;0;100;58.3;41.7;0
55312;Maizey;41.7;76.9;9.9;13.2;3.2;96.8;87.5;11.1;0
55313;Malancourt;74.2;63.9;9;27.1;4.3;95.7;93.5;6.5;0
55315;Mandres-en-Barrois;53.4;81.3;2.9;15.8;12.7;87.3;82.8;15.5;0
55316;Mangiennes;49.3;79.6;7.4;12.9;4.6;93.8;83.3;14.7;0
55317;Manheulles;48.3;85;1.2;13.8;3.8;96.2;82.8;17.2;0
55320;Marchéville-en-Woëvre;72;85.6;8.6;5.8;2.9;97.1;84;16;0
55321;Marre;40.6;84.2;3.9;11.8;2.6;97.4;78.1;18.8;0
55322;Marson-sur-Barboure;62.5;66.7;25;8.3;0;100;87.5;8.3;0
55323;Martincourt-sur-Meuse;7.1;77.6;7.5;14.9;8.3;91.7;75;21.4;0
55324;Marville;41.1;76.7;6.8;16.5;15.5;83.8;60.9;36;14.9
55325;Maucourt-sur-Orne;75;80;13.3;6.7;3.3;96.7;79.2;16.7;0
55326;Maulan;24.5;86.1;8.7;5.2;1.8;98.2;93.9;6.1;0
55327;Mauvages;55;81.1;10.9;8;1.5;98.5;85.3;12.8;0
55328;Maxey-sur-Vaise;69;78.9;9.7;11.4;7.2;92.8;79.8;16.3;0
55329;Mécrin;53.1;80;6.7;13.3;1.7;98.3;84.4;14.6;2.1
55330;Méligny-le-Grand;30;82.5;8.8;8.8;2.1;97.9;77.5;20;0
55331;Méligny-le-Petit;29.4;94.4;2.8;2.8;0;97.2;91.2;8.8;0
55332;Menaucourt;45;90;5.5;4.4;3.6;96.4;91;7;0
55333;Ménil-aux-Bois;56.2;76.2;9.5;14.3;0;100;93.8;0;0
55334;Ménil-la-Horgne;51.5;86.2;6.1;7.7;3.8;96.2;83.8;10.3;0
55335;Ménil-sur-Saulx;30.3;87.3;3.7;9;3.5;96.5;79.8;18.2;6.1
55336;Merles-sur-Loison;58;80.8;10.8;8.4;4.7;94.1;87;10.1;0
55338;Milly-sur-Bradon;49.3;70.4;5.3;24.3;7.3;92.7;80.3;16.9;0
55339;Mogeville;78.4;88.1;2.4;9.5;0;100;81.1;10.8;0
55340;Mognéville;37.9;91.4;0.5;8.1;1.6;98.4;69.8;27.8;18.3
55341;Moirey-Flabas-Crépion;25;78.7;14.8;6.6;4.9;95.1;79.2;20.8;0
55343;Montblainville;75;51.9;30.8;17.3;3.8;96.2;75;17.9;0
55344;Montbras;90;70.8;29.2;0;0;100;80;10;0
55345;Mont-devant-Sassey;65.9;38.4;53.3;8.3;4.5;95.5;84.1;15.9;0
55346;Montfaucon-d'Argonne;54.1;74;10.6;15.4;7.9;92.1;83.6;14.8;0
55347;Les Monthairons;53.4;88;3.6;8.4;7.2;92.8;66.4;31.5;4.8
55348;Montiers-sur-Saulx;67.6;71.7;9.4;18.8;4.5;95.1;76.7;22.2;0
55349;Montigny-devant-Sassey;67.9;62.2;22.2;15.6;2.2;97.8;82.1;10.7;0
55350;Montigny-lès-Vaucouleurs;65;67.7;18;14.4;5.1;94.9;82.5;7.5;0
55351;Montmédy;38.1;82.4;2;15.6;38.3;61.5;50.4;47;15.5
55352;Montplonne;32.8;91.3;1.7;7;0;100;90.6;6.3;0
55353;Montsec;43.3;59.3;27.1;13.6;2;98;83.3;10;0
55355;Montzéville;68.8;76;8;16;2.4;97.6;85.9;10.9;0
55356;Moranville;50;89;6.6;4.4;16.5;83.5;81.8;13.6;0
55357;Morgemoulin;77.5;87;2.2;10.9;2.2;97.8;90;10;0
55358;Chanteraine;46.1;82;10.4;7.6;0;100;89.9;7.9;0
55359;Morley;58.2;76.9;10.3;12.9;4.2;95.8;84.6;15.4;0
55360;Mouilly;76.4;71.5;19.5;9;1.3;98.7;78.2;14.5;0
55361;Moulainville;67.9;92.9;5.4;1.8;7;89.5;75.5;18.9;0
55362;Moulins-Saint-Hubert;38.4;88;4.8;7.2;1.2;98.8;91.8;6.8;1.4
55363;Moulotte;47.5;86.8;6.6;6.6;6.5;93.5;77.5;20;0
55364;Mouzay;51.5;83.9;3.2;13;1.3;97.9;87.4;10.4;0
55365;Murvaux;68.2;73.3;12.2;14.4;6.7;93.3;89.4;10.6;0
55366;Val-d'Ornain;26.1;91.8;2;6.1;4.8;94.7;86.3;13.7;4.6
55367;Muzeray;66.7;83.8;3.2;12.9;1.6;98.4;88.2;9.8;0
55368;Naives-en-Blois;38.7;89.9;5.8;4.3;5.8;94.2;74.2;24.2;0
55369;Naives-Rosières;26.6;92.4;1;6.5;5.2;94.8;83;16.1;5.7
55370;Naix-aux-Forges;43.6;89.5;1.9;8.6;2.9;96.2;91.5;7.4;0
55371;Nançois-le-Grand;50;85.5;3.6;10.8;6.1;93.9;89.3;10.7;7.1
55372;Nançois-sur-Ornain;27.4;90.7;1.6;7.8;6.8;93.2;88.6;10.3;0.6
55373;Nant-le-Grand;50;67.2;20.5;12.3;0;100;87.5;12.5;0
55374;Nant-le-Petit;43.9;87.7;5.1;7.2;4.3;95.7;82.9;9.8;0
55375;Nantillois;92.9;63.3;11.5;25.3;6.8;93.2;85.7;14.3;0
55376;Nantois;37.8;83.2;7.2;9.6;2.2;97.8;86.5;13.5;5.4
55377;Nepvant;54.8;71.1;25.1;3.9;0;100;90.3;9.7;0
55378;Nettancourt;50.9;84.7;6.1;9.2;1.5;97.7;88.8;10.3;0
55379;Le Neufour;43.8;68.1;21.3;10.6;4.3;95.7;68.8;28.1;0
55380;Neuville-en-Verdunois;8.6;85.4;7.3;7.3;4.9;95.1;82.9;11.4;0
55381;Neuville-lès-Vaucouleurs;40.3;74.2;5.2;20.6;3.1;96.9;91.7;6.9;0
