Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des rés. principales construites avant 1946 2016;Part des rés. principales dans le total des logements 2016;Part des rés. secondaires (y compris les logements occasionnels) dans le total des logements 2016;Part des logements vacants dans le total des logements 2016;Part des appartements dans le total des logements 2016;Part des maisons dans le total des logements 2016;Part des propriétaires dans les rés. principales 2016;Part des locataires dans les rés. principales 2016;Part des locataires HLM dans les rés. principales 2016
55382;Neuville-sur-Ornain;39.9;87.4;3;9.6;2.8;97.2;89.9;10.1;0
55383;Neuvilly-en-Argonne;71.6;78;7;15;1.8;98.2;83;15.9;0
55384;Nicey-sur-Aire;58;78.5;15.4;6.2;3.1;96.9;90;10;0
55385;Nixéville-Blercourt;20.8;95.5;1.3;3.1;0.5;99.5;91.6;6.9;0
55386;Nonsard-Lamarche;27.7;75.5;10.9;13.6;12.7;87.3;78.3;19.3;0
55387;Nouillonpont;51.9;96.4;0;3.6;6.4;93.6;89.6;9.4;0
55388;Noyers-Auzécourt;47.3;87.6;3.8;8.6;0.8;99.2;81.8;16.4;0
55389;Nubécourt;55;71.9;13.4;14.8;0.6;98.8;83.3;15;0.8
55391;Olizy-sur-Chiers;60.3;77.1;9.9;12.9;0;100;83.3;16.7;0
55394;Ornes;0;75.5;24.5;0;0;100;100;0;0
55395;Osches;52.4;100;0;0;4.8;95.2;66.7;28.6;0
55396;Ourches-sur-Meuse;41.3;80;7;13;7;93;78.3;19.6;0
55397;Pagny-la-Blanche-Côte;49;70.7;17;12.2;3.4;96.6;88.5;8.7;0
55398;Pagny-sur-Meuse;26;90.1;1.7;8.1;13;87;68.3;30.7;10.2
55399;Pareid;47.8;86.8;7.5;5.7;1.9;98.1;91.3;8.7;0
55400;Parfondrupt;61.9;90.6;6.3;3.1;4.3;95.7;95.2;0;0
55401;Les Paroches;32.8;91.4;3.2;5.3;4.9;94.1;85.9;13.5;0
55403;Peuvillers;58.3;66.7;19.4;13.9;5.6;94.4;91.7;8.3;0
55404;Pierrefitte-sur-Aire;36.6;78.9;7;14.1;7.7;90.1;82.1;17;5.4
55405;Pillon;36.4;88.2;0.8;11;12.3;86.9;80.4;17.8;0
55406;Pintheville;29.5;86.7;6.7;6.7;0;100;75;25;0
55407;Pont-sur-Meuse;44.8;91.6;1.4;7;5.5;94.5;88.1;11.9;0
55408;Pouilly-sur-Meuse;56.8;63.6;19;17.4;2.4;97.6;75.3;21;0
55409;Pretz-en-Argonne;46.2;90;0;10;0;100;92.3;7.7;0
55410;Quincy-Landzécourt;54.1;71.1;17.6;11.4;2.3;97.7;85.2;14.8;0
55411;Rambluzin-et-Benoite-Vaux;22.5;76.9;17.3;5.8;7.7;90.4;85;10;0
55412;Rambucourt;51.3;88;2;10;8.8;90.2;78.8;18.7;0
55414;Rancourt-sur-Ornain;44.8;89.4;3.5;7.1;2.1;97.9;88.5;9.2;0
55415;Ranzières;43.7;59.5;36.8;3.7;3.7;94.4;84.4;12.5;0
55416;Rarécourt;47.5;74.3;12.5;13.2;6.8;92.5;81.8;15.2;0
55419;Récicourt;69.4;91.1;6.3;2.5;1.3;98.7;80.6;19.4;0
55420;Récourt-le-Creux;43.7;78.7;14.2;7.1;2.4;97.6;87.5;3.1;0
55421;Reffroy;86.7;66.7;17.8;15.6;0;100;90;6.7;0
55422;Regnéville-sur-Meuse;50;88.8;11.2;0;4;96;72.7;22.7;0
55423;Rembercourt-Sommaisne;40.4;82;5.6;12.4;3.9;96.1;83.6;15.8;0
55424;Remennecourt;40;83.1;3.4;13.5;3.3;96.7;72;20;0
55425;Remoiville;49.1;72.5;13.2;14.3;4.7;95.3;87.7;8.8;0
55426;Resson;28.3;91.1;0.5;8.4;2.7;97.3;88;12;2.4
55427;Revigny-sur-Ornain;22.4;83.9;1.5;14.6;40.3;59;49.3;41.6;17.6
55428;Réville-aux-Bois;70.4;84;6.4;9.6;7.8;92.2;79.6;18.5;0
55429;Riaville;75;86.8;8.8;4.4;4.3;95.7;95;5;0
55430;Ribeaucourt;36.6;70.7;10.3;19;3.4;96.6;90.2;7.3;0
55431;Richecourt;70.8;88;3;9;3.7;92.7;91.7;8.3;0
55433;Rigny-la-Salle;39.6;84.2;6.4;9.4;1.2;98.8;86.8;12.5;0
55434;Rigny-Saint-Martin;25.9;92.9;0;7.1;3.4;96.6;81.5;14.8;0
55435;Robert-Espagne;20.5;90.1;2.1;7.8;15.4;84.3;66.2;32.4;15.4
55436;Les Roises;71.4;53.8;19.2;26.9;0;100;92.9;7.1;0
55437;Romagne-sous-les-Côtes;71.4;82.4;4.4;13.2;3.7;96.3;89.3;10.7;0
55438;Romagne-sous-Montfaucon;77;63.7;19;17.3;1.7;98.3;75.7;23;0
55439;Ronvaux;21.6;80.4;8.7;10.9;2.2;97.8;89.2;10.8;0
55442;Raival;26.1;84.7;1.5;13.7;3.1;96.9;76.6;23.4;10.8
55443;Rouvres-en-Woëvre;53.2;83.7;0.7;15.6;8.9;91.1;65;33.2;14.7
55444;Rouvrois-sur-Meuse;57.9;77.6;12.2;10.2;14.3;85.7;80.3;19.7;0
55445;Rouvrois-sur-Othain;51.8;93.4;1.1;5.5;5.5;94.5;84.7;14.1;0
55446;Rumont;48.6;83.8;11.6;4.6;6.8;93.2;86.5;10.8;0
55447;Rupt-aux-Nonains;45.1;81.6;6.1;12.3;7.6;92.4;81.5;18.5;0
55448;Rupt-devant-Saint-Mihiel;30.4;68;20.3;11.6;0;100;95.7;4.3;0
55449;Rupt-en-Woëvre;61.4;86;4.7;9.3;3.4;96.6;89.8;8.6;0
55450;Rupt-sur-Othain;57.9;70.9;5.8;23.3;0;100;94.7;5.3;0
55452;Saint-Amand-sur-Ornain;58.6;70.7;17.1;12.2;2.4;97.6;93.1;6.9;0
55453;Saint-André-en-Barrois;4;83.3;10;6.7;0;100;100;0;0
55454;Saint-Aubin-sur-Aire;40;85.4;3.7;11;0;100;91.4;5.7;0
55456;Saint-Germain-sur-Meuse;56.5;87;7.3;5.7;0.8;98.4;91.7;7.4;2.8
55457;Saint-Hilaire-en-Woëvre;54.5;76.7;7;16.3;4.7;95.3;87.9;10.6;0
55458;Saint-Jean-lès-Buzy;42.6;85.9;2.5;11.7;9.4;90.6;74.3;25;0
55459;Saint-Joire;63.3;75.1;8.3;16.6;4.1;95.9;87.2;10.1;2.8
55460;Saint-Julien-sous-les-Côtes;55.6;85;6;9;0;100;92.6;3.7;0
55461;Saint-Laurent-sur-Othain;48.2;86.7;4;9.3;8.5;89.2;84;16;0
55462;Saint-Maurice-sous-les-Côtes;36;76.9;8.3;14.8;3.4;95.6;74;22.7;2
55463;Saint-Mihiel;33.7;79;2.4;18.7;41.7;56.7;50.2;42.1;13.3
55464;Saint-Pierrevillers;47.7;84.4;10.4;5.2;1.3;98.7;83.1;15.4;1.5
55465;Saint-Remy-la-Calonne;54.1;83;10.6;6.4;0;100;78.4;21.6;2.7
55466;Salmagne;35.4;89.4;4.9;5.6;0;100;96.8;3.2;0.8
55467;Sampigny;42.2;83.5;4.8;11.7;8.1;91.6;77.7;20.6;4.2
55468;Samogneux;18.9;89.7;0;10.3;9.7;90.3;75.7;21.6;0
55469;Sassey-sur-Meuse;59.6;56.2;29.6;14.2;3.6;87;78.7;21.3;0
55470;Saudrupt;48.4;86.8;6.6;6.6;14.9;85.1;68.8;28;1.1
55471;Saulmory-Villefranche;61.9;58.3;29.1;12.6;3.8;93.6;78.6;21.4;0
55472;Saulvaux;54;75.4;13.8;10.7;3;95.4;94;6;0
55473;Saulx-lès-Champlon;54.5;80.1;10;10;4.4;95.6;78.2;20;0
55474;Sauvigny;64.6;69.6;20.3;10.1;1.8;97.5;92;6.2;0
55475;Sauvoy;67.9;75.7;10.8;13.5;0;100;85.7;7.1;0
55476;Savonnières-devant-Bar;23;91.3;0;8.7;9.6;90.4;81.2;16.9;1.9
55477;Savonnières-en-Perthois;53.7;85.1;2.8;12.1;10.7;89.3;81.4;15.3;0
55479;Seigneulles;42.9;81.2;5.9;12.9;0;100;92.9;2.9;0
55481;Senon;40.2;87.1;4.3;8.6;2.1;97.9;76.2;23.8;2.5
55482;Senoncourt-les-Maujouy;36.8;86.5;3.4;10.1;0;100;86.8;13.2;2.6
55484;Septsarges;39.1;62.2;16.2;21.6;8.1;91.9;82.6;13;0
55485;Sepvigny;69.4;71.8;15.2;13;0;100;91.7;8.3;0
55487;Seuzey;66;78.5;18.2;3.3;3.3;96.7;72.3;25.5;0
55488;Silmont;24.1;93.9;1.2;4.8;2.4;97.6;92.4;6.3;0
55489;Sivry-la-Perche;35.1;81;5.1;13.9;2.2;97.8;86.5;9.9;0
55490;Sivry-sur-Meuse;52.9;71;11.3;17.6;4.5;95.5;73.9;21.7;0.6
55492;Sommedieue;38.3;85.3;1.5;13.2;16.1;83.2;68.2;30.2;9.7
55493;Sommeilles;50;88.8;4.1;7.1;4;96;84.1;15.9;0
55494;Sommelonne;25.9;88.9;2.3;8.8;4.2;95.8;91.2;8.3;0
55495;Sorbey;44.6;83;10.7;6.3;7.2;91.9;80.4;18.5;0
55496;Sorcy-Saint-Martin;38.7;90.7;2.6;6.7;9.3;90.5;74.3;24.6;11.2
55497;Les Souhesmes-Rampont;43.9;93.1;1.2;5.6;4.4;95.6;83.3;14.7;0
55498;Souilly;16.7;87.6;4.3;8.1;14.6;85.4;67.3;30.9;15.4
55500;Spincourt;42;88.3;2.7;9.1;8.8;91.2;78.8;19.7;2.7
55501;Stainville;33.1;91.6;1;7.3;5.2;94.3;80.6;16;2.3
55502;Stenay;39;80.8;2.6;16.6;35.4;63.8;51.1;45.9;9.5
55503;Taillancourt;81.4;70;25;5;1.2;98.8;94.9;5.1;0
55504;Tannois;51.5;84.9;2.6;12.5;3.6;96.4;91.4;8;0
55505;Thierville-sur-Meuse;19.8;93.7;0.2;6.1;16.2;83.6;68.6;30.4;7.8
55506;Thillombois;26.7;74.1;10.4;15.5;10.1;89.9;80;20;0
55507;Thillot;51;78.9;12.4;8.6;1.6;97.6;86.7;11.2;0
55508;Thonne-la-Long;41.8;91;6;3;5.2;94;86.9;12.3;0
55509;Thonne-le-Thil;69.2;78.1;11.3;10.6;9.4;90.6;76.8;22.3;0
55510;Thonne-les-Près;66.1;86.5;7.5;6;0;100;89.3;7.1;0
55511;Thonnelle;43.4;75.1;6.4;18.4;16.8;83.2;81.1;18.9;0
55512;Tilly-sur-Meuse;45;89.4;6.5;4.1;8.1;91.9;83.8;14.4;0
55514;Trémont-sur-Saulx;33.9;89.4;1.7;9;5.3;94.7;89.8;10.2;2.4
55515;Trésauvaux;50;91.8;2.7;5.5;6.1;93.9;76.7;23.3;0
55516;Tréveray;46;82.9;5.4;11.7;9.7;90.3;77.1;22.2;8
55517;Seuil-d'Argonne;29;85.2;5.8;9;5.7;94.3;73.8;26.2;1.4
55518;Cousances-lès-Triconville;50;80.3;10.5;9.2;5.2;94.8;80.6;19.4;0
55519;Tronville-en-Barrois;25.9;87;0.4;12.7;30.5;69.2;62.8;36.4;20
55520;Troussey;40.2;90.1;2.3;7.6;13.3;86.7;75;23.9;1.6
55521;Troyon;47.5;84.9;6.7;8.4;3.4;95.8;78.2;19.8;2
55522;Ugny-sur-Meuse;69.6;68.8;11.4;19.9;0;95.7;89.1;8.7;2.2
55523;Vacherauville;29.3;88.2;0;11.8;2.4;96.5;88;8;0
55525;Vadelaincourt;45.2;89.1;8.2;2.7;5.7;91.5;77.4;19.4;0
55526;Vadonville;40.2;87.5;4.2;8.3;0.8;98.4;80.4;17.9;5.4
55527;Varennes-en-Argonne;52.3;79.7;7.8;12.5;16.9;83.1;63.6;32;18.6
55528;Varnéville;76;69.4;13.9;16.7;8.3;91.7;88;8;0
55530;Valbois;66;68.1;19.1;12.8;5.8;94.2;83;17;0
55531;Vassincourt;34.3;91.5;1.7;6.8;5.1;94.1;85.2;12;0
55532;Vaubecourt;44.1;90.6;5.8;3.6;7.3;92.7;81.5;17.6;4
55533;Vaucouleurs;38.7;77.3;3.6;19.2;27.2;72.2;57.4;40;14.3
55534;Vaudeville-le-Haut;55;74.3;19.3;6.4;0;96.3;95;5;0
55535;Vaudoncourt;65.6;91.4;2.9;5.7;0;100;81.2;15.6;6.2
55536;Vauquois;90.9;57.9;15.8;26.3;10.5;89.5;90.9;0;0
55537;Douaumont-Vaux;25.7;92.1;2.6;5.3;0;97.4;91.4;8.6;0
55540;Vaux-lès-Palameix;70.8;57.1;35.7;7.1;2.4;97.6;70.8;25;0
55541;Vavincourt;30;91.5;0;8.5;6.2;93;87.6;11.1;0.9
55543;Velaines;29.6;95.9;0.5;3.6;1.6;98.4;92.2;6.4;0.5
55544;Velosnes;66.2;87.8;4.1;8.1;4.1;95.9;86.2;10.8;0
55545;Verdun;24.6;87.8;1.1;11.2;56.8;42.2;40.9;57.5;20
55546;Verneuil-Grand;53.3;89.8;1.7;8.5;5.8;94.2;81.1;17.8;0
55547;Verneuil-Petit;47.8;77.6;8.6;13.8;8.4;91.6;84.8;13;0
55549;Véry;67.5;63.4;15.5;21.1;0;100;92.5;7.5;0
55551;Vigneulles-lès-Hattonchâtel;43.5;81.1;7.2;11.7;8.9;90.7;69.6;27.4;0.6
55552;Vigneul-sous-Montmédy;77.8;79.6;2;18.4;4.4;95.6;72.2;25;0
55553;Vignot;31;88.3;1.8;10;10;90;82.5;16.4;2.9
55554;Villécloye;54.8;88.6;5.3;6.1;2.6;97.4;85.6;10.6;1.9
55555;Ville-devant-Belrain;66.7;100;0;0;0;100;93.3;6.7;0
55556;Ville-devant-Chaumont;47.8;91.9;0;8.1;8;92;87;13;0
55557;Ville-en-Woëvre;35.6;81.9;5.6;12.5;4.2;94.4;66.1;30.5;1.7
55559;Villeroy-sur-Méholle;80;76.4;3.9;19.7;3.9;96.1;100;0;0
55560;Villers-aux-Vents;46.2;93.8;2.1;4.1;1.8;96.4;98.1;1.9;0
55561;Villers-devant-Dun;81.5;62.8;20.9;16.3;0;100;85.2;14.8;0
55562;Villers-le-Sec;62.7;82;9;9;6.1;93.9;80.6;16.4;3
55563;Villers-lès-Mangiennes;31.4;92.1;5.3;2.6;0;100;88.6;2.9;0
55565;Villers-sous-Pareid;69.2;73;2.7;24.3;0;100;84.6;15.4;3.8
55566;Villers-sur-Meuse;14.9;94.2;0;5.8;13.2;86.8;71.9;21.9;0.9
55567;Ville-sur-Cousances;20.8;77;7.7;15.3;3.1;96.9;72.9;25;0
55568;Ville-sur-Saulx;52.5;83.8;3.4;12.8;2.7;97.3;87.8;12.2;0
55569;Villotte-devant-Louppy;55.6;81.7;11.4;6.8;1.1;98.9;90.3;6.9;0
55570;Villotte-sur-Aire;22.1;85.1;6.1;8.8;8.8;91.2;81.4;18.6;3.5
55571;Vilosnes-Haraumont;56.1;66.7;19.7;13.6;5.4;93.2;70.4;29.6;0
55572;Vittarville;68.6;80.9;9.5;9.5;4.6;86;71.4;17.1;0
55573;Void-Vacon;25.8;90;1.6;8.4;13;87;66.6;31.1;10.7
55574;Vouthon-Bas;66.7;71.5;10.7;17.8;0;100;85.7;9.5;0
55575;Vouthon-Haut;71.4;86.4;4.5;9.1;4.9;95.1;85.7;11.4;0
55577;Waly;43.3;78.5;18.4;3.1;2.6;97.4;76.7;23.3;6.7
55578;Warcq;58.8;88.1;2.6;9.4;12.9;87.1;70.6;25;0
55579;Watronville;71.7;90.6;4;5.4;3.9;96.1;91.3;6.5;0
55580;Wavrille;54.2;91.7;4.2;4.2;7.6;92.4;83.3;16.7;0
55581;Willeroncourt;49;78.2;6.7;15.1;1.6;98.4;91.8;8.2;0
55582;Wiseppe;52.4;77.6;11.2;11.2;0;100;90.5;4.8;0
55583;Woël;37.9;69.7;7.1;23.2;7.2;92.8;75.9;20.7;4.6
55584;Woimbey;48;66.6;18.9;14.5;2.7;96;82;18;4
55586;Xivray-et-Marvoisin;80.4;79.5;5.1;15.4;1.7;98.3;91.3;8.7;0
56001;Allaire;17.6;85.9;4.6;9.4;5.5;94.5;74.6;23.8;6.3
56002;Ambon;14.5;56.8;39.4;3.8;10;84.6;70.1;28.9;6.3
56003;Arradon;8.6;78;15.9;6.1;20.4;79.1;71.4;27.3;6.4
56004;Arzal;10.8;63.3;29.5;7.3;14.1;82.4;65.9;32;3.3
56005;Arzon;10.4;19.3;79.7;1;43.3;55.6;70.9;25.2;10.5
56006;Augan;25.2;82.2;9;8.8;4.3;95.5;73.2;25.6;5.9
56007;Auray;12.9;86.3;6.3;7.4;58.9;41;41.8;57.1;21.8
56008;Baden;9.1;67.5;26.8;5.7;12.9;86.9;75.4;23.5;8.3
56009;Bangor;16.6;34.4;61.9;3.7;2.9;95.8;75.3;20;6.9
56010;Baud;15.9;83;6.3;10.7;15.2;84.4;74.6;24;2.1
56011;Béganne;35.2;65.7;23.3;11;1;98.4;81.7;17.2;2.7
56012;Beignon;16.4;88.4;5.5;6.1;5.8;94;73;25.8;7.6
56013;Belz;13;71.6;20.8;7.6;14.6;85;76.2;22.3;4.9
56014;Berné;21.4;80.2;10.2;9.6;4.6;95.2;79.7;18.4;3.8
56015;Berric;15.6;83.5;9.6;6.9;3.3;95.8;76;23.1;1.4
56017;Bignan;15.7;89.1;2.7;8.2;5.3;94.6;76.9;22.6;4.9
56018;Billiers;19.5;52.3;44.5;3.3;12;87.8;69.7;27.5;2.8
56019;Billio;36.3;78.6;12.8;8.6;2.9;97.1;85.2;14.1;3.7
56020;Bohal;16.3;84.2;10.9;4.9;1.6;98.2;81.6;18.1;1.9
56021;Brandérion;9.8;92.8;1.9;5.3;3.5;96.3;77.2;22.6;5.3
56022;Brandivy;24;84;8.2;7.7;1.7;96.8;85.6;13;2.4
56023;Brech;9.9;90.7;4.2;5.1;11.2;88.5;77.1;22.3;3.5
56024;Bréhan;18.5;81.7;6.5;11.8;7.8;91.4;80.2;18.3;6.2
56025;Brignac;65.1;63.6;16.8;19.7;1.5;97;83.7;14;1.2
56026;Bubry;29.3;72.4;13.7;13.9;5.1;94.5;83.1;15.3;1.4
56027;Buléon;26.8;79;8.7;12.3;1.8;97.8;76.7;22.4;3.6
56028;Caden;37.9;73.6;15.5;10.9;2.8;97;82.4;16.8;1.5
56029;Calan;9.8;92.1;2.9;5;3.6;96.4;82.3;16.8;1.1
56030;Camoël;11.1;55.5;39.7;4.8;1.8;78.9;74.7;23.7;1.1
56031;Camors;19.1;80.9;10.9;8.3;5.1;94.4;83.3;16.2;2.7
56032;Campénéac;23.3;83;6.4;10.6;4;95.7;74.2;24.5;3.8
56033;Carentoir;28.9;75.4;9.4;15.2;6.3;90.9;75.6;22.9;2.5
56034;Carnac;12.8;26.2;71.4;2.4;41;58.1;71;25.4;3.1
56035;Caro;22.6;82.5;7.3;10.2;1.5;98;80;18.6;1.8
56036;Caudan;4.7;93.5;1.5;5;14.5;83.8;76.5;22.6;7.8
56039;La Chapelle-Neuve;30.9;78.3;10.7;10.9;3.8;95;84.7;13.8;3.2
56040;Cléguer;10.2;92.1;1.9;5.9;5.7;93.7;82.9;16.3;4.6
56041;Cléguérec;25;79.4;8.5;12.2;6.9;92.9;80.6;18;2.1
56042;Colpo;15.7;89.3;2.5;8.3;9.1;90.6;80.3;19.1;4.3
56043;Concoret;41.4;67.3;23.8;8.9;2.4;96;82.1;15.9;5.3
56044;Cournon;27.1;76.9;8.4;14.7;0.9;99.1;84.8;14.6;3
56045;Le Cours;25.1;82.8;8.8;8.4;5.5;94.5;75.7;23.9;4.7
56046;Crach;9.6;70.5;23.5;6;4.4;92.5;80.3;18.6;3.5
56047;Crédin;28.5;80;6.8;13.3;3.3;96.5;84.6;14.3;4
56048;Le Croisty;23.5;71.5;12.7;15.8;5.3;94.3;84.5;15.5;5.2
56049;Croixanvec;27.8;78.9;10;11.1;4.4;94.5;83.3;15.3;1.4
56050;La Croix-Helléan;22.9;80.7;9;10.3;0.9;98.9;86.9;11.5;0.8
56051;Cruguel;33;73.2;15;11.8;2.3;97.7;81.4;17.5;3.5
56052;Damgan;11.5;22.9;74;3.1;22.4;77.3;74.6;22.6;3.8
56053;Elven;13.5;89.6;3.4;6.9;17.6;82;65.7;33.5;12.4
56054;Erdeven;9.3;44.7;51.3;4;10.3;71;73.7;25;3.9
56055;Étel;22.2;50;44.2;5.8;35.1;64.8;70.5;26.3;7.6
56056;Évriguet;40;59.4;23.8;16.8;2.1;97.2;78.8;20;0
56057;Le Faouët;28.9;77.7;7.4;14.8;11.6;85.3;73.2;24.8;4.3
56058;Férel;14.1;76.6;16.1;7.4;3.8;95.3;78.1;20.5;3.3
56060;Les Fougerêts;24.9;77.3;19.4;3.3;2.1;97.6;80;18.4;4
56061;La Gacilly;18.6;78.3;9.8;11.8;9.5;90.5;73.2;25.3;6.5
56062;Gâvres;22.2;44.7;48.4;6.8;4.4;87;63.6;34.2;24.9
56063;Gestel;3.5;96;0.5;3.5;6.3;93.7;79.1;20.6;9
56065;Gourhel;4.7;93;0.7;6.3;2;96.3;79.3;19.6;2.9
56066;Gourin;19.9;75.7;8.2;16.2;9.6;89.9;80.2;18.6;1.6
56067;Grand-Champ;11.8;90.1;3.5;6.4;6.3;93.5;78.6;20.3;6
56068;La Grée-Saint-Laurent;32.5;76.4;12.9;10.7;0;100;83;14.7;0.8
56069;Groix;32.7;42.8;52.5;4.8;4.5;95;74.5;22.3;11.7
56070;Guégon;26.9;73.7;12.1;14.2;2;98;82.4;16.5;3.6
56071;Guéhenno;31.7;77.9;11.7;10.4;2.2;97.6;81;17.7;2.6
56072;Gueltas;28.6;74.1;11.4;14.5;1.8;98.2;79.3;18.3;9.4
56073;Guémené-sur-Scorff;32.5;68.7;15.6;15.6;18.4;76.2;61.9;36.2;12.8
56074;Guénin;27.9;83.2;7.8;9;2.4;97.5;80.2;18.6;1.6
56075;Guer;19.8;82.7;4.6;12.6;20.7;79;61.9;36.1;4.9
56076;Guern;35.2;71.9;13.3;14.8;3;96.4;81.8;16.5;2.3
56077;Le Guerno;14.3;81.2;10.8;8;7.1;92.7;72.1;26.6;4.3
56078;Guidel;6.5;75.6;20.5;3.9;20.1;79.1;73.6;25.4;6
56079;Guillac;24.2;75.3;16.6;8.1;1.2;98.6;81.9;16;2.2
56080;Guilliers;42.9;68.4;18.3;13.3;3.8;95.6;81.3;16.7;4.1
56081;Guiscriff;35;71.4;14.1;14.5;3.4;95;83.8;14.3;2.4
56082;Helléan;57;64.9;16.6;18.6;2.4;96.4;77.7;19.2;0.6
56083;Hennebont;11;90.5;1.8;7.7;40.2;59.6;56.8;42.6;18.6
56084;Le Hézo;7.9;75.5;19.3;5.3;4.5;95.1;75.2;24.3;5.7
56085;Hoedic;21.1;23.2;74.4;2.4;6.9;93.1;68.4;24.6;17.5
56086;Île-d'Houat;7.8;37.9;58.8;3.3;12.9;86.3;79.6;19.6;7.8
56087;Île-aux-Moines;30.1;25.9;73.2;0.9;9.3;90.5;73.8;23.3;16
56088;Île-d'Arz;32.8;23.7;72;4.3;4.9;94.4;71;25.2;12.2
56089;Inguiniel;17.6;82.1;7.6;10.3;5;94.8;83.2;16;1.4
56090;Inzinzac-Lochrist;11.3;91.2;2.6;6.2;13.8;85.9;78.5;20.9;9
56091;Josselin;25.7;76.8;10.4;12.8;20.5;76.1;60.3;37.4;15.1
56092;Kerfourn;21.1;87.5;3.1;9.4;4.7;95.3;84.5;15.5;3.4
56093;Kergrist;37.2;81.1;10.6;8.3;3.1;96.9;80.3;19.1;4.8
56094;Kervignac;7.4;93.7;2.2;4.2;9.3;90.5;80;19;5
56096;Landaul;10.4;84.3;5.9;9.8;5.4;94.3;80.9;18.2;4.3
56097;Landévant;8.3;87.9;5.5;6.7;11.9;86.6;77.4;21.6;5.8
56098;Lanester;7.6;92.1;1;6.9;41.3;57.1;58.5;40.9;23.5
56099;Langoëlan;57.3;52.6;33.5;13.9;2;97.7;82.7;14.6;0
56100;Langonnet;34.7;68.8;18.2;13.1;2.7;96.6;82.6;15.7;2.3
56101;Languidic;13.6;90.6;2.7;6.7;8.5;91.2;77.3;21;5.3
56102;Forges de Lanouée;33;75.6;13.7;10.6;2.5;97.2;82.6;16.4;1.8
56103;Lantillac;37.2;72.2;19;8.8;1;97.9;82.9;15;0.7
56104;Lanvaudan;17.4;83.7;6;10.3;0.3;98.7;85.6;12.9;4.8
56105;Lanvénégen;37.7;65;20.6;14.4;1.9;97.1;81.4;15.9;5.6
56106;Larmor-Baden;16.3;45.5;52.1;2.4;17.3;82.6;76.2;22.3;3.6
56107;Larmor-Plage;4.4;77.8;19.9;2.3;32.6;65.7;69.2;29.6;4.3
56108;Larré;19.2;84.1;7.9;7.9;3.8;95.4;84.3;14.9;0.5
56109;Lauzach;11;84.6;9.9;5.4;5;94.8;77.1;22.5;4.8
56110;Lignol;30.1;63.8;20.7;15.4;1.7;97.5;82;14.8;2.2
56111;Limerzel;20.7;67.8;21.8;10.4;1.9;97.6;80.1;18.4;2.4
56112;Lizio;40.5;70;21.7;8.3;1.6;97.4;77.2;20.8;1.7
56113;Locmalo;22.2;75.8;11.8;12.4;1.1;97.9;84.3;14.5;0.2
56114;Locmaria;25.5;29.1;70.7;0.3;3.1;91.9;77.3;17.9;8.9
56115;Locmaria-Grand-Champ;10.2;92.2;1.8;6;1.6;98.4;83;16.5;2.3
56116;Locmariaquer;13.2;39.7;58.1;2.2;10.9;82.2;76.9;20.2;4.6
56117;Locminé;11.3;85.1;1.8;13.1;34.9;62.4;53.4;45.2;10.4
56118;Locmiquélic;18.5;84.9;6.8;8.3;15;84.9;75.9;23.3;4.3
56119;Locoal-Mendon;12.8;79.1;13.2;7.7;7;92.8;79;19.5;0.9
56120;Locqueltas;16.6;91.6;2.9;5.6;5.1;94.9;76.8;22.5;7.7
56121;Lorient;8.3;88.2;3.1;8.8;73.3;25.6;42.9;55.9;22.9
56122;Loyat;32;72.5;15;12.5;2.7;93.2;78.2;20.9;3.5
56123;Malansac;24.3;79.5;10.3;10.1;3.3;96.3;78.2;20.1;4.5
56124;Malestroit;20.7;82.7;6.1;11.3;21.1;75.4;64.5;33.4;5.9
56125;Malguénac;15.7;85.2;5.6;9.2;1;98.6;86;13.1;3.3
56126;Marzan;15.5;76.5;13.1;10.4;1.8;96;77.9;21.2;0.4
56127;Mauron;37.2;75;9.5;15.5;6.7;93;79.3;19.1;4
56128;Melrand;30.9;67;18.5;14.4;3.6;94.2;79.5;18.2;1.3
56129;Ménéac;43.1;69.8;13.4;16.8;3.2;96.2;79.5;18.4;2.6
56130;Merlevenez;6.7;91.3;3.4;5.3;4.4;93.7;76.9;22.5;7
56131;Meslan;27.1;79.8;8.4;11.9;4.2;95.1;84.5;14.4;1.6
56132;Meucon;4.2;94.1;1.5;4.4;15.2;84.5;73.4;25.9;8.9
56133;Missiriac;13.8;88.7;5;6.3;2.7;97.3;84.9;14.9;0.9
56134;Mohon;42.4;66.9;17.8;15.3;2.7;97.1;85.3;13.6;2.5
56135;Molac;25.5;84.4;7.7;7.9;2.5;96.9;81.8;16;1.7
56136;Monteneuf;36.5;75.1;12.2;12.7;3.7;95.6;81.3;17.8;0.3
56137;Monterblanc;7.4;93.6;1.5;4.9;11.5;87.8;78.7;20.8;8.3
56139;Montertelot;23.5;85.9;6.8;7.3;0;100;85.2;14.1;2
56140;Moréac;14.9;87.8;3.3;9;3.8;95.9;79.6;19.5;4.3
56141;Moustoir-Ac;21.1;84.5;7.9;7.6;4.2;94.8;84.3;14.7;3.3
56143;Muzillac;11.4;82.6;8.5;8.9;12.4;86.6;70.8;27.8;2.8
56144;Évellys;22.2;81.1;8.4;10.5;4;95.8;80.7;18.1;2.8
56145;Néant-sur-Yvel;49.1;71.9;14.6;13.5;2.1;97.6;76;22.4;1
