Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb créations d'entreprises 2018;Nb entreprises 2018;Part étab. sans salarié dans les étab. actifs au 31/12 2015;Part étab. de 1 à 9 salariés dans les étab. actifs au 31/12 2015;Part étab. de 10 salariés ou plus dans les étab. actifs au 31/12 2015;Part postes de l'agriculture, sylviculture, pêche dans les étab. actifs au 31/12 2015;Part postes de l'industrie dans les étab. actifs au 31/12 2015;Part postes de la construction dans les étab. actifs au 31/12 2015;Part postes du commerce, transport et services marchands dans les étab. actifs au 31/12 2015;Part postes de l'admin. publique, enseignement, santé et action sociale dans les étab. actifs au 31/12 2015
54195;Flainval;0;10;73.3;26.7;0;0;0;33.3;0;66.7
54196;Flavigny-sur-Moselle;14;89;67.2;21.6;11.2;1.5;14.2;3.3;10.8;70.2
54197;Fléville-devant-Nancy;14;144;45;33.3;21.6;0;12;8;76.3;3.7
54198;Fléville-Lixières;2;6;68.8;31.2;0;50;16.7;0;0;33.3
54199;Flin;3;16;67.7;29;3.2;3.4;55.2;10.3;6.9;24.1
54200;Flirey;1;9;64.7;35.3;0;5.9;0;41.2;35.3;17.6
54201;Fontenoy-la-Joûte;2;21;82.4;17.6;0;0;0;42.9;35.7;21.4
54202;Fontenoy-sur-Moselle;4;11;77.8;16.7;5.6;0;0;2.3;93;4.7
54203;Forcelles-Saint-Gorgon;0;10;63.6;27.3;9.1;5.6;4.5;0;88.8;1.1
54204;Forcelles-sous-Gugney;1;1;62.5;37.5;0;66.7;0;0;0;33.3
54205;Foug;12;90;74.4;19.8;5.8;0.2;61.1;5.3;11.3;22.1
54206;Fraimbois;2;16;71;29;0;13.6;0;45.5;4.5;36.4
54207;Fraisnes-en-Saintois;0;3;75;25;0;33.3;0;33.3;0;33.3
54208;Francheville;1;9;73.3;26.7;0;0;20;20;20;40
54209;Franconville;0;1;50;50;0;50;0;25;0;25
54210;Fréménil;1;1;66.7;33.3;0;0;0;0;0;100
54211;Frémonville;0;4;83.3;16.7;0;0;75;0;0;25
54212;Fresnois-la-Montagne;1;6;78.6;21.4;0;0;0;40;20;40
54213;Friauville;2;10;90;10;0;0;0;0;20;80
54214;Frolois;6;38;70.9;27.3;1.8;5.4;0;51.8;25;17.9
54215;Frouard;45;268;64.5;27.9;7.6;0.9;33.1;2.1;50.7;13.2
54216;Froville;1;3;68.8;31.2;0;7.7;0;0;84.6;7.7
54217;Gélacourt;1;6;77.8;16.7;5.6;0;0;0;84.2;15.8
54218;Gélaucourt;0;0;75;25;0;0;0;0;0;100
54219;Gellenoncourt;1;3;60;40;0;0;0;0;50;50
54220;Gémonville;1;3;77.8;22.2;0;0;0;50;0;50
54221;Gerbécourt-et-Haplemont;1;12;88.9;11.1;0;0;0;88.9;0;11.1
54222;Gerbéviller;8;50;72.4;23.8;3.8;2.3;2.3;0.9;12.8;81.7
54223;Germiny;0;6;82.4;17.6;0;80;0;0;0;20
54224;Germonville;2;9;38.5;53.8;7.7;13;0;17.4;65.2;4.3
54225;Gézoncourt;2;4;75;25;0;0;0;75;0;25
54226;Gibeaumeix;0;1;77.8;22.2;0;16.7;0;0;0;83.3
54227;Giraumont;5;25;77.8;17.8;4.4;3.2;8.1;8.1;0;80.6
54228;Giriviller;0;1;62.5;37.5;0;20;0;0;50;30
54229;Glonville;2;7;85.7;14.3;0;0;25;0;0;75
54230;Gogney;1;2;60;40;0;50;0;0;0;50
54231;Gondrecourt-Aix;0;3;91.7;8.3;0;0;0;0;0;100
54232;Gondreville;18;186;64.7;24.7;10.6;0.1;8.2;3.3;85.3;3.1
54233;Gondrexon;0;1;80;20;0;100;0;0;0;0
54234;Gorcy;3;83;72.3;20.2;7.4;0;49.4;8.2;24.9;17.6
54235;Goviller;3;22;85.7;10.7;3.6;3.2;83.9;3.2;0;9.7
54236;Grand-Failly;0;6;81.8;18.2;0;33.3;0;0;0;66.7
54237;Grimonviller;1;2;85.7;14.3;0;0;0;0;100;0
54238;Gripport;2;14;80;20;0;0;0;16.7;58.3;25
54239;Griscourt;0;5;66.7;33.3;0;0;0;88.9;0;11.1
54240;Grosrouvres;0;3;83.3;16.7;0;0;0;0;0;100
54241;Gugney;1;6;75;25;0;25;0;0;50;25
54242;Gye;0;6;84.2;10.5;5.3;15.8;0;0;78.9;5.3
54243;Hablainville;2;7;66.7;33.3;0;16.7;33.3;0;0;50
54244;Hagéville;1;13;66.7;23.8;9.5;4.4;8.9;0;77.8;8.9
54245;Haigneville;1;6;100;0;0;N/A;N/A;N/A;N/A;N/A
54246;Halloville;2;2;60;40;0;50;0;0;0;50
54247;Hammeville;0;7;64.7;35.3;0;27.3;0;63.6;0;9.1
54248;Hamonville;0;2;75;25;0;50;0;0;0;50
54249;Hannonville-Suzémont;2;5;88.2;11.8;0;50;0;0;0;50
54250;Haraucourt;1;24;79.5;20.5;0;8;16;4;8;64
54251;Harbouey;0;3;87.5;12.5;0;0;0;0;0;100
54252;Haroué;2;38;64.4;25.4;10.2;0;2.2;0;23.8;74
54253;Hatrize;2;33;80.9;17;2.1;3.3;4.9;0;77;14.8
54254;Haucourt-Moulaine;8;61;77;15;8;0;4.5;13;29.1;53.4
54255;Haudonville;1;3;71.4;28.6;0;33.3;0;0;0;66.7
54256;Haussonville;1;8;71.4;28.6;0;0;22.2;16.7;5.6;55.6
54257;Heillecourt;30;290;54.6;26.9;18.5;0;17.2;27.6;44.5;10.7
54258;Hénaménil;1;3;66.7;33.3;0;80;0;0;0;20
54259;Herbéviller;2;9;42.1;42.1;15.8;1.8;73.7;8.8;14.9;0.9
54260;Hériménil;6;23;84.1;11.4;4.5;0;44.4;5.6;8.3;41.7
54261;Herserange;20;114;75.4;19.4;5.2;0;13.8;6.7;35.6;43.9
54262;Hoéville;4;6;88;12;0;50;0;0;0;50
54263;Homécourt;37;214;73.4;21;5.5;0;7.6;1.1;61.3;30
54264;Houdelmont;0;12;60.9;39.1;0;19.2;0;26.9;30.8;23.1
54265;Houdemont;12;167;48.4;35.1;16.5;0;16.7;12;69.7;1.6
54266;Houdreville;2;18;82.1;17.9;0;8.3;0;50;25;16.7
54268;Housséville;1;5;82.4;17.6;0;75;0;0;0;25
54269;Hudiviller;0;10;76.5;23.5;0;0;30;50;0;20
54270;Hussigny-Godbrange;11;77;79.8;14.4;5.8;0;14.7;32.7;15.3;37.3
54271;Igney;0;3;62.5;37.5;0;66.7;0;0;0;33.3
54272;Jaillon;2;9;62.5;37.5;0;0;0;27.8;38.9;33.3
54273;Jarny;36;393;64;28.3;7.7;0.1;11.6;7.1;45.9;35.3
54274;Jarville-la-Malgrange;64;419;72.3;20.1;7.6;0.1;4.9;4.1;37;53.9
54275;Jaulny;0;6;80;20;0;0;0;0;25;75
54276;Jeandelaincourt;6;26;75;20.8;4.2;0;50;14.8;9.3;25.9
54277;Jeandelize;2;14;47.4;47.4;5.3;6.7;0;8.9;60;24.4
54278;Jevoncourt;1;7;90;10;0;0;0;0;0;100
54279;Jezainville;5;62;75;25;0;0;0;51.7;29.3;19
54280;Joeuf;39;250;68;25.6;6.4;0;9.9;2.4;32.2;55.5
54281;Jolivet;2;23;78;19.5;2.4;7.3;0;43.9;17.1;31.7
54282;Joppécourt;1;7;83.3;16.7;0;0;0;80;0;20
54283;Jouaville;4;14;92.6;7.4;0;0;50;0;0;50
54284;Joudreville;3;18;77.8;16.7;5.6;0;1.2;0;7.4;91.4
54285;Juvrecourt;0;4;66.7;33.3;0;0;0;0;66.7;33.3
54286;Labry;5;52;61.4;28.6;10;0;4.1;32.1;27.1;36.7
54287;Lachapelle;3;11;79.2;16.7;4.2;0;15.8;10.5;52.6;21.1
54288;Lagney;3;22;84.1;15.9;0;5.9;35.3;11.8;11.8;35.3
54289;Laître-sous-Amance;1;25;76.2;23.8;0;4.8;0;23.8;14.3;57.1
54290;Laix;0;4;54.5;45.5;0;0;0;22.2;33.3;44.4
54291;Laloeuf;1;12;66.7;33.3;0;16.7;0;44.4;27.8;11.1
54292;Lamath;1;6;75;25;0;0;0;0;66.7;33.3
54293;Landécourt;0;3;85.7;14.3;0;0;0;0;0;100
54294;Landremont;1;5;88.9;11.1;0;0;0;0;0;100
54295;Landres;3;43;58.5;36.9;4.6;0.9;5.1;3.7;53.2;37
54296;Laneuvelotte;4;28;78.3;17.4;4.3;1.8;3.5;8.8;71.9;14
54297;Laneuveville-aux-Bois;0;8;72.2;27.8;0;0;0;25;25;50
54298;Laneuveville-derrière-Foug;0;5;85.7;14.3;0;0;0;0;0;100
54299;Laneuveville-devant-Bayon;0;11;81.5;14.8;3.7;4.8;0;0;81;14.3
54300;Laneuveville-devant-Nancy;33;287;77.2;17.7;5.1;0;42.4;9.6;36.7;11.2
54301;Lanfroicourt;1;11;70.6;29.4;0;37.5;0;0;50;12.5
54302;Lantéfontaine;7;32;81.5;14.8;3.7;1.3;16.9;0;72.7;9.1
54303;Laronxe;3;19;75;25;0;6.7;40;0;43.3;10
54304;Laxou;128;692;66.8;22.9;10.3;0.3;2.3;2.6;56;38.8
54305;Lay-Saint-Christophe;17;144;77.1;17.4;5.5;0.9;14.2;15.5;21.8;47.6
54306;Lay-Saint-Remy;1;10;78.9;21.1;0;28.6;0;0;0;71.4
54307;Lebeuville;1;9;87.5;12.5;0;0;0;0;0;100
54308;Leintrey;1;7;73.7;26.3;0;50;0;0;0;50
54309;Lemainville;2;7;88.9;11.1;0;0;0;0;80;20
54310;Leménil-Mitry;0;1;66.7;33.3;0;100;0;0;0;0
54311;Lenoncourt;1;31;77.6;20.4;2;1.1;5.7;6.9;78.2;8
54312;Lesménils;6;36;65.5;20;14.5;0;51.2;23.1;23.4;2.2
54313;Létricourt;0;0;75;25;0;100;0;0;0;0
54314;Lexy;21;139;62.5;26.1;11.4;0;27.5;10.2;35.1;27.2
54315;Leyr;5;34;72.2;27.8;0;1.9;9.6;46.2;15.4;26.9
54316;Limey-Remenauville;1;13;58.6;37.9;3.4;36.6;4.9;19.5;34.1;4.9
54317;Lironville;0;1;60;40;0;75;0;16.7;0;8.3
54318;Liverdun;33;250;81;16.1;3;0;3.7;3.4;13.7;79.2
54320;Loisy;1;18;60.6;33.3;6.1;7.4;5.9;22.1;54.4;10.3
54321;Longlaville;9;89;57.9;28.1;14;0;20.5;3.2;9.2;67.1
54322;Longuyon;22;233;63.7;30.6;5.7;1.1;17;4.6;40.8;36.5
54323;Longwy;73;648;59.3;32.3;8.4;0.2;4.5;1.9;48.3;45
54324;Lorey;0;5;50;50;0;20;0;0;80;0
54325;Loromontzey;1;9;81.2;18.8;0;75;0;0;0;25
54326;Lubey;1;4;80;20;0;0;0;0;0;100
54327;Lucey;3;21;77.5;22.5;0;17.4;0;4.3;21.7;56.5
54328;Ludres;49;475;54.1;29.1;16.9;0;25.5;8.3;55.2;10.9
54329;Lunéville;112;980;65.6;27.1;7.4;0.6;6.6;4.8;32.3;55.7
54330;Lupcourt;5;34;80.5;19.5;0;27.8;16.7;22.2;22.2;11.1
54331;Magnières;1;19;78.1;21.9;0;4.3;0;0;60.9;34.8
54332;Maidières;6;55;72.2;20.3;7.6;0.7;0.2;0.7;76.4;21.8
54333;Mailly-sur-Seille;1;6;80;20;0;0;0;0;33.3;66.7
54334;Mairy-Mainville;0;11;73.9;26.1;0;6.2;0;0;25;68.8
54335;Maixe;1;9;55;40;5;7.9;0;7.9;63.2;21.1
54336;Maizières;5;32;79.4;17.5;3.2;0;29.5;16.7;32.1;21.8
54337;Malavillers;0;6;75;25;0;40;0;0;0;60
54338;Malleloy;3;39;88;12;0;0;0;25;25;50
54339;Malzéville;56;400;79.3;15.9;4.9;11.8;3;6.3;47.2;31.7
54340;Mamey;2;16;80;20;0;18.2;9.1;72.7;0;0
54343;Mandres-aux-Quatre-Tours;2;10;89.3;10.7;0;0;0;0;60;40
54344;Mangonville;1;9;92.3;7.7;0;0;0;0;0;100
54345;Manoncourt-en-Vermois;2;10;60;40;0;8.3;16.7;0;12.5;62.5
54346;Manoncourt-en-Woëvre;1;14;66.7;23.8;9.5;23.8;33.3;38.1;0;4.8
54348;Manonville;1;3;71.4;21.4;7.1;10.5;0;0;5.3;84.2
54349;Manonviller;0;7;88.9;11.1;0;0;0;83.3;0;16.7
54350;Marainviller;1;17;84.8;15.2;0;4;0;0;48;48
54351;Marbache;14;92;80.6;16.1;3.2;2.5;3.3;31.4;37.2;25.6
54352;Maron;7;33;84;16;0;0;3.7;0;63;33.3
54353;Mars-la-Tour;3;41;73.3;23.3;3.3;0;6;2.3;39.8;51.9
54354;Marthemont;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
54355;Martincourt;4;1;50;50;0;40;40;0;10;10
54356;Mattexey;0;2;71.4;28.6;0;0;0;50;0;50
54357;Maxéville;82;632;58;24.8;17.2;0;12;12.3;51.1;24.6
54358;Mazerulles;1;6;71.4;19;9.5;15.4;0;0;53.8;30.8
54359;Méhoncourt;0;8;85;15;0;25;0;0;50;25
54360;Ménil-la-Tour;2;17;73.9;26.1;0;0;0;14.3;14.3;71.4
54362;Mercy-le-Bas;4;36;74;24;2;0;0;25;41.1;33.9
54363;Mercy-le-Haut;0;7;81.8;18.2;0;0;10;50;20;20
54364;Méréville;6;60;80.2;17.7;2.1;1.2;3.7;23.5;45.7;25.9
54365;Merviller;1;18;75.8;24.2;0;38.9;0;0;33.3;27.8
54366;Messein;14;136;54.8;30.6;14.5;0;12.4;21.4;61.3;4.9
54367;Mexy;7;79;71.3;22.6;6.1;0;5.4;3.9;65.2;25.5
54368;Mignéville;0;7;75;25;0;12.5;0;12.5;0;75
54369;Millery;17;73;56.5;29;14.5;0.2;8.4;32.2;58;1.2
54370;Minorville;1;7;53.8;46.2;0;10;0;60;10;20
54371;Moineville;5;40;75;20;5;4.4;12.2;18.9;48.9;15.6
54372;Moivrons;0;29;69.4;25;5.6;2.1;0;6.2;72.9;18.8
54373;Moncel-lès-Lunéville;6;78;40;46.9;13.1;1.1;4.1;4.1;80.9;9.8
54374;Moncel-sur-Seille;2;26;88.9;11.1;0;7.7;38.5;0;0;53.8
54375;Montauville;8;42;75;25;0;2.1;14.6;14.6;33.3;35.4
54376;Montenoy;4;11;75;25;0;23.1;0;0;23.1;53.8
54377;Montigny;1;8;68.8;18.8;12.5;21.5;69.2;0;7.7;1.5
54378;Montigny-sur-Chiers;3;7;76.5;17.6;5.9;6.7;73.3;6.7;0;13.3
54379;Mont-l'Étroit;0;2;75;25;0;0;0;0;0;100
54380;Mont-le-Vignoble;1;12;70.4;29.6;0;0;50;0;10;40
54381;Montreux;0;1;66.7;33.3;0;0;0;0;100;0
54382;Mont-Saint-Martin;29;228;51.6;36.6;11.8;0;2.5;2.2;50.5;44.8
54383;Mont-sur-Meurthe;4;35;76.9;19.2;3.8;1.7;28.4;11.2;0.9;57.8
54385;Morfontaine;8;15;81.1;18.9;0;0;0;40.7;3.7;55.6
54386;Moriviller;0;4;90;10;0;0;0;0;0;100
54387;Morville-sur-Seille;0;4;62.5;37.5;0;66.7;0;0;0;33.3
54388;Mouacourt;0;3;62.5;37.5;0;80;0;0;0;20
54389;Mouaville;0;2;20;80;0;50;0;0;25;25
54390;Mousson;1;5;71.4;28.6;0;0;0;25;0;75
54391;Moutiers;9;38;69.6;26.1;4.3;1.1;13.7;5.3;51.6;28.4
54392;Moutrot;2;8;76.2;23.8;0;0;0;0;60;40
54393;Moyen;2;20;69.4;25;5.6;2.5;19.8;1.2;1.2;75.3
54394;Murville;0;8;87.5;12.5;0;0;0;100;0;0
54395;Nancy;1378;7691;68.9;24.3;6.8;0.6;3.8;1.9;40.4;53.3
54396;Neufmaisons;1;8;75;25;0;23.1;7.7;0;0;69.2
54397;Neuves-Maisons;43;391;62.5;29.8;7.8;0;25.4;5.3;36.9;32.4
54398;Neuviller-lès-Badonviller;1;4;60;40;0;0;50;0;0;50
54399;Neuviller-sur-Moselle;1;10;64.7;35.3;0;5;0;0;70;25
54400;Nomeny;10;92;64.9;28.4;6.7;0.7;14.8;4.8;27.8;51.9
54401;Nonhigny;0;8;53.3;40;6.7;13.6;0;54.5;0;31.8
54402;Norroy-le-Sec;0;14;65.2;34.8;0;6.7;20;26.7;6.7;40
54403;Norroy-lès-Pont-à-Mousson;7;55;78.1;20.5;1.4;0;11.8;19.6;33.3;35.3
54404;Noviant-aux-Prés;0;19;74.2;16.1;9.7;2;27.5;7.8;54.9;7.8
54405;Ochey;2;13;78.6;21.4;0;17.6;11.8;17.6;0;52.9
54406;Ogéviller;0;9;58.8;35.3;5.9;0;1.8;5.3;1.8;91.2
54407;Ognéville;0;2;80;20;0;0;0;83.3;0;16.7
54408;Olley;0;7;88.2;11.8;0;80;0;0;0;20
54409;Omelmont;0;12;55.6;38.9;5.6;8.1;13.5;37.8;37.8;2.7
54410;Onville;5;26;82.6;13;4.3;0;73.3;2.8;7.3;16.7
54411;Ormes-et-Ville;1;8;60;40;0;40;0;0;0;60
54412;Othe;0;0;66.7;33.3;0;0;0;0;100;0
54413;Ozerailles;2;5;83.3;16.7;0;50;0;0;0;50
54414;Pagney-derrière-Barine;1;21;87.1;12.9;0;0;0;0;50;50
54415;Pagny-sur-Moselle;9;139;71;22.7;6.3;0;30.8;3.7;45.5;19.9
54416;Pannes;1;3;72.7;27.3;0;0;0;80;0;20
54417;Parey-Saint-Césaire;0;7;64.3;35.7;0;16.7;0;16.7;16.7;50
54418;Parroy;0;3;45.5;45.5;9.1;2.2;0;80.4;0;17.4
54419;Parux;0;2;75;25;0;0;0;0;0;100
54420;Petit-Failly;0;4;80;20;0;0;0;50;0;50
54421;Petitmont;2;12;80;20;0;25;0;58.3;0;16.7
54422;Pettonville;2;3;57.1;42.9;0;14.3;0;71.4;0;14.3
54423;Pexonne;1;4;77.3;22.7;0;12.5;0;0;0;87.5
54424;Phlin;1;5;100;0;0;N/A;N/A;N/A;N/A;N/A
54425;Piennes;13;99;60.4;33.3;6.3;0;4.7;10.4;39.7;45.2
54426;Pierre-la-Treiche;4;20;81.8;18.2;0;0;29.4;0;52.9;17.6
54427;Pierre-Percée;2;7;45.5;45.5;9.1;0;76.7;3.3;10;10
54428;Pierrepont;2;27;82.4;15.7;2;0;0;9.5;31;59.5
54429;Pierreville;3;13;75;20.8;4.2;5.3;63.2;10.5;5.3;15.8
54430;Pompey;33;283;54.9;34.5;10.6;0;22;5.3;43.3;29.4
54431;Pont-à-Mousson;80;818;61.2;30.4;8.4;0;29.8;4.8;31.1;34.4
54432;Pont-Saint-Vincent;10;105;81.4;15;3.6;0;4.2;10.3;27.9;57.6
54433;Port-sur-Seille;4;10;90.9;9.1;0;100;0;0;0;0
54434;Praye;2;10;73.7;26.3;0;0;0;33.3;22.2;44.4
54435;Prény;4;11;75;25;0;37.5;0;25;12.5;25
54436;Preutin-Higny;0;6;76.9;23.1;0;50;0;0;0;50
54437;Pulligny;11;48;73.4;25;1.6;2.7;5.5;1.4;60.3;30.1
54438;Pulney;1;3;71.4;28.6;0;0;0;50;0;50
54439;Pulnoy;38;239;61.5;25.8;12.7;0.2;28;18.7;39.3;13.9
54440;Puxe;0;3;71.4;28.6;0;0;0;83.3;0;16.7
54441;Puxieux;1;9;72.2;27.8;0;9.1;0;9.1;36.4;45.5
54442;Quevilloncourt;0;5;45.5;54.5;0;5.9;5.9;52.9;29.4;5.9
54443;Raon-lès-Leau;0;1;0;100;0;0;0;0;0;100
54444;Raucourt;0;10;81;19;0;8.7;0;30.4;30.4;30.4
54445;Raville-sur-Sânon;3;1;100;0;0;N/A;N/A;N/A;N/A;N/A
54446;Réchicourt-la-Petite;0;4;81.8;18.2;0;100;0;0;0;0
54447;Réclonville;0;0;100;0;0;N/A;N/A;N/A;N/A;N/A
54449;Rehainviller;4;25;77.8;13.9;8.3;0.7;20.5;27.8;38.4;12.6
54450;Reherrey;0;4;36.4;54.5;9.1;60.9;4.3;13;0;21.7
54451;Réhon;21;95;78.7;16.2;5.1;0;12;10.4;13.5;64.1
54452;Reillon;0;7;53.8;38.5;7.7;6.1;69.7;0;21.2;3
54453;Rembercourt-sur-Mad;1;5;77.8;22.2;0;0;0;0;0;100
54455;Remenoville;0;8;80;20;0;12.5;0;0;0;87.5
54456;Réméréville;5;29;76.7;23.3;0;7.1;16.7;31;9.5;35.7
54457;Remoncourt;0;2;85.7;14.3;0;100;0;0;0;0
54458;Repaix;0;2;87.5;12.5;0;100;0;0;0;0
54459;Richardménil;11;109;71.2;22.6;6.2;0.3;11.9;15.6;59;13.1
54460;Rogéville;0;7;71.4;28.6;0;0;0;41.7;0;58.3
54461;Romain;0;2;88.9;11.1;0;0;0;100;0;0
54462;Rosières-aux-Salines;16;127;74.3;17.3;8.4;1.2;6.8;2.2;17.7;72.1
54463;Rosières-en-Haye;1;8;86.4;9.1;4.5;0;0;0;92.3;7.7
54464;Rouves;0;5;70;30;0;20;0;0;80;0
54465;Roville-devant-Bayon;3;33;67.3;26.5;6.1;0;4.2;0;80.8;15
54466;Royaumeix;0;12;54.2;37.5;8.3;13;0;7.6;1.1;78.3
54467;Rozelieures;2;12;65.2;34.8;0;27.8;0;33.3;11.1;27.8
54468;Saffais;0;6;88.9;11.1;0;100;0;0;0;0
54469;Saint-Ail;1;17;88.6;11.4;0;0;0;70;0;30
54470;Saint-Baussant;0;1;42.9;42.9;14.3;3.3;0;0;93.3;3.3
54471;Saint-Boingt;1;2;90;10;0;100;0;0;0;0
54472;Saint-Clément;4;32;72.7;23.6;3.6;2.7;41.1;0;2.7;53.4
54473;Saint-Firmin;3;8;70.6;17.6;11.8;15.9;0;14.5;0;69.6
54474;Sainte-Geneviève;1;10;80.8;19.2;0;80;0;0;0;20
54475;Saint-Germain;1;8;92.9;7.1;0;0;0;0;0;100
54476;Saint-Jean-lès-Longuyon;0;14;60;40;0;0;0;5.3;57.9;36.8
54477;Saint-Julien-lès-Gorze;0;6;75;18.8;6.2;0;0;0;5.9;94.1
54478;Saint-Marcel;1;15;80.8;19.2;0;37.5;12.5;25;12.5;12.5
54479;Saint-Mard;1;6;60;30;10;12;88;0;0;0
54480;Saint-Martin;0;0;75;25;0;0;0;0;0;100
54481;Saint-Maurice-aux-Forges;1;4;86.7;13.3;0;33.3;0;0;0;66.7
54482;Saint-Max;61;461;76.8;19.9;3.3;0;9;7.9;53.9;29.2
54483;Saint-Nicolas-de-Port;53;383;72.9;21;6.1;0;4.3;4.7;29.4;61.6
54484;Sainte-Pôle;0;3;40;60;0;38.5;0;0;7.7;53.8
54485;Saint-Pancré;0;10;91.3;8.7;0;0;0;0;20;80
54486;Saint-Remimont;2;12;81;14.3;4.8;0;0;17.2;75.9;6.9
54487;Saint-Rémy-aux-Bois;0;1;87.5;12.5;0;0;0;0;0;100
54488;Saint-Sauveur;0;2;66.7;33.3;0;0;0;0;0;100
54489;Saint-Supplet;1;8;83.3;16.7;0;33.3;0;0;0;66.7
54490;Saizerais;10;64;78.3;19.3;2.4;17.6;0;21.2;22.4;38.8
54491;Sancy;0;12;77.8;18.5;3.7;2.1;0;0;93.6;4.3
54492;Sanzey;1;9;85.7;14.3;0;66.7;0;0;0;33.3
54493;Saulnes;4;51;74.3;21.6;4.1;1.6;17.2;9.8;41.8;29.5
54494;Saulxerotte;1;8;72.7;27.3;0;0;0;75;0;25
54495;Saulxures-lès-Nancy;23;141;68.4;24;7.6;0.2;12.4;33.2;42.9;11.2
54496;Saulxures-lès-Vannes;0;12;91.3;8.7;0;0;0;0;0;100
54497;Saxon-Sion;0;7;65;30;5;11.8;0;0;26.5;61.8
54498;Seichamps;26;192;74.5;20.2;5.3;0.2;15.7;17.8;35.5;30.8
54499;Seicheprey;2;7;66.7;28.6;4.8;36.7;13.3;16.7;33.3;0
54500;Selaincourt;0;6;77.8;11.1;11.1;0;0;0;96;4
54501;Seranville;2;5;66.7;33.3;0;0;0;47.4;42.1;10.5
54502;Serres;1;8;88.9;11.1;0;0;0;0;0;100
54504;Serrouville;1;11;81;19;0;8.3;0;0;8.3;83.3
54505;Sexey-aux-Forges;3;23;73.3;26.7;0;9.5;0;28.6;14.3;47.6
54507;Sionviller;1;8;66.7;25;8.3;0;0;0;96.6;3.4
54508;Sivry;4;6;92.3;7.7;0;0;0;0;0;100
54509;Sommerviller;7;31;81.6;16.3;2;3.7;7.4;11.1;25.9;51.9
54510;Sornéville;5;25;81.1;18.9;0;0;37.5;25;20.8;16.7
54511;Sponville;1;3;92.3;7.7;0;100;0;0;0;0
54512;Tanconville;0;3;60;40;0;0;0;25;0;75
54513;Tantonville;5;28;73.3;26.7;0;10.5;13.2;5.3;7.9;63.2
54514;Tellancourt;0;16;81.2;18.8;0;3.7;7.4;22.2;14.8;51.9
54515;Thélod;2;12;84.2;15.8;0;12.5;0;0;75;12.5
54516;They-sous-Vaudemont;0;0;75;25;0;100;0;0;0;0
54517;Thézey-Saint-Martin;1;7;85;15;0;20;0;0;60;20
54518;Thiaucourt-Regniéville;6;53;64.7;28.2;7.1;0;6;2.3;17.4;74.3
54519;Thiaville-sur-Meurthe;1;21;67.9;28.6;3.6;0;10.6;2.1;12.8;74.5
54520;Thiébauménil;4;15;78.6;21.4;0;0;0;25;31.2;43.8
54521;Thil;8;44;73.8;21.3;4.9;0;9.2;23.7;22.4;44.7
54522;Thorey-Lyautey;2;7;64.3;35.7;0;33.3;0;33.3;16.7;16.7
54523;Thuilley-aux-Groseilles;0;9;84.2;15.8;0;0;0;0;60;40
54524;Thumeréville;2;3;66.7;33.3;0;33.3;0;33.3;0;33.3
54525;Tiercelet;2;27;67.9;32.1;0;0;21.4;0;50;28.6
54526;Tomblaine;61;346;66.2;28.3;5.5;0;5.6;3.9;45.9;44.6
54527;Tonnoy;6;34;84.3;13.7;2;4.5;3;0;1.5;91
54528;Toul;101;925;63.4;27.5;9.1;0.2;15.9;7.2;36.4;40.3
54529;Tramont-Émy;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
54530;Tramont-Lassus;0;0;80;20;0;0;0;0;0;100
54531;Tramont-Saint-André;0;5;50;50;0;50;0;0;0;50
54532;Tremblecourt;0;5;68.8;31.2;0;25;0;33.3;0;41.7
54533;Trieux;10;88;72.7;22.3;5;0;10.6;17.3;49.7;22.3
54534;Trondes;1;19;78.1;21.9;0;8.3;0;33.3;16.7;41.7
54535;Tronville;1;16;77.8;22.2;0;11.1;0;66.7;0;22.2
54536;Tucquegnieux;9;114;74.2;20.8;5;0.7;22.9;10.8;35.5;30.1
54537;Ugny;2;12;76.2;23.8;0;0;0;37.5;12.5;50
54538;Uruffe;2;10;80;15;5;8.3;66.7;0;0;25
54539;Vacqueville;0;2;78.6;21.4;0;16.7;0;0;0;83.3
54540;Val-et-Châtillon;1;8;88.9;5.6;5.6;0;0;0;0;100
54541;Valhey;3;3;84.6;15.4;0;0;0;50;0;50
54542;Valleroy;11;83;78;16.5;5.5;0;8.9;7.1;70.6;13.5
54543;Vallois;0;5;84.2;15.8;0;0;0;0;25;75
54544;Vandelainville;2;5;78.6;21.4;0;0;0;0;0;100
54545;Vandeléville;1;14;84;16;0;0;0;0;27.3;72.7
54546;Vandières;3;31;67.3;25;7.7;0.6;68;10.3;8.6;12.6
54547;Vandoeuvre-lès-Nancy;338;1499;64.6;25;10.4;0;1.7;1.5;38.4;58.3
54548;Vannes-le-Châtel;3;13;78.1;15.6;6.2;0;0;7.7;26.9;65.4
54549;Varangéville;19;149;78.6;16.7;4.7;0.2;53.5;2;20.7;23.6
54550;Vathiménil;0;14;70.6;29.4;0;0;0;71.4;0;28.6
54551;Vaucourt;0;2;33.3;66.7;0;50;0;0;0;50
54552;Vaudémont;2;6;71.4;28.6;0;0;0;33.3;55.6;11.1
