Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est un CAP ou un BEP, dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2016;Part des diplômés de l'enseignement sup. dans la pop. non scolarisée de 15 ans ou + 2016
26357;Tulette;33.6;28.7;17.5;20.1
26358;Upie;23.4;24.5;18.9;33.1
26359;Vachères-en-Quint;21.9;21.9;21.9;34.4
26360;Valaurie;21.4;26.7;20.4;31.5
26361;Valdrôme;17.9;18.8;28.6;34.8
26362;Valence;31;21.2;16.5;31.3
26363;Valouse;18.2;27.3;30.3;24.2
26364;Vassieux-en-Vercors;35.4;26.8;16.7;21.1
26365;Vaunaveys-la-Rochette;15.5;24;17.5;43
26367;Venterol;22.3;23;22.5;32.3
26368;Vercheny;18.5;31.1;21.7;28.7
26369;Verclause;49;27.5;13.7;9.8
26370;Vercoiran;24.5;19.1;20.9;35.5
26371;Véronne;27;32.4;10.8;29.7
26372;Vers-sur-Méouge;33.3;18.2;21.2;27.3
26373;Vesc;26;25;20;29
26374;Villebois-les-Pins;23.1;53.8;7.7;15.4
26375;Villefranche-le-Château;13.3;20;60;6.7
26376;Villeperdrix;36.2;16.2;19;28.6
26377;Vinsobres;29.4;25.9;19.7;25
26378;Volvent;12;28;12;48
26379;Granges-les-Beaumont;33.2;27.5;16;23.3
26380;Gervans;25.7;35.7;14;24.7
26381;Jaillans;26.5;28.3;15.3;29.9
26382;Saint-Vincent-la-Commanderie;21.5;29.2;17.5;31.8
27001;Aclou;34.6;28.1;20.3;16.9
27002;Acon;25.2;27.5;24.6;22.6
27003;Acquigny;26;25.8;18.7;29.6
27004;Aigleville;21.3;31.4;15.5;31.8
27005;Ailly;21.3;30.9;19;28.9
27006;Aizier;20.7;28.3;18.5;32.6
27008;Alizay;28.5;31.9;17.3;22.3
27009;Ambenay;35.2;36.9;15.6;12.3
27010;Amécourt;34.7;25.8;19.4;20.2
27011;Amfreville-Saint-Amand;23.3;32.4;20.4;24
27012;Amfreville-les-Champs;30.9;30.3;18.7;20.1
27013;Amfreville-sous-les-Monts;12.9;32.9;21.6;32.6
27014;Amfreville-sur-Iton;24;27.1;18.8;30.1
27015;Andé;23.9;27.2;20.3;28.7
27016;Les Andelys;40.9;28.1;15.6;15.4
27017;Angerville-la-Campagne;24.9;25.7;19.1;30.3
27018;Appeville-Annebault;35.8;28.7;15.8;19.8
27019;Armentières-sur-Avre;27.5;34.2;15;23.3
27020;Arnières-sur-Iton;24.9;27.9;17.2;29.9
27021;Asnières;41.5;29.5;13.7;15.4
27022;Le Val d'Hazey;36.6;30;16.3;17.1
27023;Aulnay-sur-Iton;25.1;27.4;18.5;29
27025;Autheuil-Authouillet;25.3;27.2;18.4;29.1
27026;Authevernes;22.8;31.6;21.3;24.2
27027;Les Authieux;40;28.6;14.3;17.1
27028;Authou;27.7;37.2;16.3;18.8
27031;Aviron;21.3;27.1;17.3;34.3
27032;Chambois;22;30.7;19.2;28.1
27033;Bacquepuis;27.9;31.5;17.1;23.4
27034;Bacqueville;27.3;39.7;16.6;16.4
27035;Bailleul-la-Vallée;41.3;23.1;14.5;21.1
27036;Bâlines;29.9;33.4;18.2;18.5
27037;Barc;27.6;31.3;18.7;22.4
27038;Les Barils;22.5;29.2;15.2;33.1
27039;Barneville-sur-Seine;21;32.9;17.8;28.3
27040;Barquet;35.9;31.9;16.2;15.9
27042;Barville;25;39.3;14.3;21.4
27043;Les Baux-de-Breteuil;39.3;27.1;17.9;15.7
27044;Les Baux-Sainte-Croix;27.4;26.7;16.7;29.1
27045;Bazincourt-sur-Epte;25.4;32.8;19.3;22.6
27046;Bazoques;30.2;30.2;18.1;21.6
27047;Beaubray;28.5;31.5;19.2;20.8
27048;Beauficel-en-Lyons;27;28.9;17.8;26.3
27049;Mesnil-en-Ouche;39;30.3;15;15.7
27050;Beaumontel;36.7;25.8;16.4;21.2
27051;Beaumont-le-Roger;36.6;31.6;15.6;16.2
27052;Le Bec-Hellouin;27.8;24;15.8;32.3
27053;Le Bec-Thomas;25.6;27.4;19.6;27.4
27054;Bémécourt;34.5;34.7;12.7;18.1
27055;Bérengeville-la-Campagne;25.4;27.5;18.6;28.4
27056;Bernay;37.7;26.2;14.6;21.4
27057;Bernienville;28.4;26.5;19.5;25.6
27059;Bernouville;31.5;36.5;14.6;17.4
27061;Berthouville;23.9;33.6;17.5;24.9
27062;Les Monts du Roumois;25.6;28.1;17.7;28.6
27063;Berville-la-Campagne;23.2;30.3;21.9;24.5
27064;Berville-sur-Mer;31.7;29.7;17.6;21
27065;Beuzeville;32.9;29.8;16.9;20.4
27066;Bézu-la-Forêt;24;37.2;19.4;19.4
27067;Bézu-Saint-Éloi;30.1;32.8;17.3;19.8
27068;Bois-Anzeray;42.9;23.3;16.5;17.3
27069;Bois-Arnault;33.4;37.2;16.7;12.7
27070;Frenelles-en-Vexin;33.8;30.9;17;18.4
27071;Le Bois-Hellain;29.3;27.5;24;19.2
27072;Bois-Jérôme-Saint-Ouen;24.3;31.5;15.4;28.8
27073;Bois-le-Roi;23.8;36;18.1;22.1
27074;Boisney;32.4;31.9;13;22.7
27075;Bois-Normand-près-Lyre;34.9;35.2;16.5;13.4
27076;Boisset-les-Prévanches;25.9;27.5;17.6;29
27077;Boissey-le-Châtel;30.7;29.9;18.3;21.1
27078;La Boissière;26.6;26.6;19.1;27.7
27079;Boissy-Lamberville;37;28;14.4;20.6
27081;Boncourt;21.4;30.7;20.7;27.1
27082;La Bonneville-sur-Iton;29.8;34;16.7;19.5
27083;Bonneville-Aptot;22.4;31.6;20.1;25.9
27085;Flancourt-Crescy-en-Roumois;28;30.2;16.1;25.7
27089;Thénouville;22.6;33;18;26.4
27090;Bosroumois;26.7;30.5;17.2;25.6
27091;Bosgouet;23.7;31.4;15;29.9
27094;Bosquentin;14.9;37.9;21.8;25.3
27095;Bosrobert;26.8;30.5;18.6;24.1
27096;Les Bottereaux;34.9;31;18.8;15.3
27097;Bouafles;33.1;30.2;16.8;19.9
27098;Bouchevilliers;20.3;37.5;26.6;15.6
27099;Le Boulay-Morin;19.2;28.3;20.1;32.4
27100;Boulleville;27.8;35.5;16.5;20.2
27101;Bouquelon;20.3;34.5;19.2;26
27102;Bouquetot;22.4;33.2;18.2;26.2
27103;Bourg-Achard;32.4;27.6;16.2;23.8
27104;Bourg-Beaudouin;23.1;32.2;21.1;23.7
27105;Grand Bourgtheroulde;26.4;29.5;17.1;27
27106;Bournainville-Faverolles;41.1;25.5;19;14.4
27107;Bourneville-Sainte-Croix;27.5;31;16.9;24.6
27108;Bourth;38.3;30.9;15;15.7
27109;Bray;25.9;31.8;17.3;25.1
27110;Brestot;22.4;31.4;18.3;27.9
27111;Bretagnolles;22.1;27.5;16.1;34.2
27112;Breteuil;41.6;29;14.7;14.8
27113;Brétigny;39.8;36.1;12;12
27114;Breuilpont;27;28.7;17.3;27
27115;Breux-sur-Avre;31.2;27;15.2;26.6
27116;Brionne;47.7;27;12.9;12.4
27117;Broglie;35.1;33.6;14.9;16.4
27118;Brosville;32.3;28;14.9;24.9
27119;Bueil;32.2;31.4;17.7;18.7
27120;Burey;25.2;34.1;16.3;24.4
27123;Caillouet-Orgeville;34.3;30.2;16;19.5
27124;Cailly-sur-Eure;20.1;29.3;17.7;32.9
27125;Calleville;35.8;31.4;17.1;15.7
27126;Campigny;31.4;33.9;15.3;19.4
27127;Canappeville;28.9;29.9;21.1;20.1
27129;Caorches-Saint-Nicolas;31.2;30.6;16.4;21.8
27130;Capelle-les-Grands;30.6;34.2;19.9;15.3
27132;Caugé;21.2;24.8;19.9;34
27133;Caumont;19.2;31.3;17.4;32.1
27134;Cauverville-en-Roumois;27.5;30.6;20.6;21.2
27135;Cesseville;31.4;28.9;17.4;22.3
27136;Chaignes;20;32.3;14.9;32.8
27137;Chaise-Dieu-du-Theil;32.9;32.9;15;19.1
27138;Chamblac;34.6;30.8;18.9;15.7
27139;Chambord;34.1;30.4;14.1;21.5
27140;Chambray;20.9;26.4;19.6;33.1
27141;Champ-Dolent;20.4;24.5;18.4;36.7
27142;Champenard;19.1;25.9;17.9;37
27144;Champigny-la-Futelaye;28.6;31.7;23.1;16.6
27146;La Chapelle-Bayvel;30.1;33;16.5;20.4
27147;La Chapelle-du-Bois-des-Faulx;20.8;29.2;16.8;33.2
27148;La Chapelle-Gauthier;38.3;35.6;15.6;10.5
27149;La Chapelle-Hareng;32.1;29.5;17.9;20.5
27151;Charleval;47.1;29.2;12.7;11
27152;Château-sur-Epte;33.1;31.9;14;21
27153;Chauvincourt-Provemont;31;31;20.1;17.9
27154;Chavigny-Bailleul;30.7;31;17.5;20.8
27155;Chennebrun;39.2;31.6;19;10.1
27156;Chéronvilliers;39.4;31.7;15.5;13.4
27157;Marbois;29.1;30;20.7;20.2
27158;Cierrey;27.2;31.8;16.4;24.5
27161;Claville;27.1;30.6;18.4;23.9
27162;Collandres-Quincarnon;22.8;37.4;17.5;22.2
27163;Colletot;21.6;23.9;23.1;31.3
27164;Combon;25.7;28.7;21.3;24.3
27165;Conches-en-Ouche;40.3;30.4;14;15.3
27167;Condé-sur-Risle;26.2;31.9;17.5;24.4
27168;Connelles;23.5;31.8;18.2;26.5
27169;Conteville;30.4;31.4;16.5;21.7
27170;Cormeilles;40.9;30.7;14.3;14.1
27171;Le Cormier;24.7;28.9;17.5;28.9
27173;Corneville-la-Fouquetière;24.1;27.7;20.5;27.7
27174;Corneville-sur-Risle;36.1;29.8;16.4;17.7
27176;Coudray;43;33.6;12.1;11.4
27177;Coudres;22.4;41;21.1;15.5
27179;Courbépine;32.8;31.5;18.5;17.2
27180;Courcelles-sur-Seine;30.8;34.8;17.5;16.9
27181;Courdemanche;27.6;35.1;17.3;19.9
27182;Courteilles;30.3;28.6;16.8;24.4
27183;La Couture-Boussey;32.6;32.5;17.1;17.8
27184;Crasville;33;35;18;14
27185;Crestot;26.5;30.2;20.1;23.2
27187;Criquebeuf-la-Campagne;26.3;33.8;18.7;21.2
27188;Criquebeuf-sur-Seine;24.4;29.2;16;30.4
27189;La Croisille;25.4;33;20.2;21.4
27190;Croisy-sur-Eure;17.2;29.8;18.5;34.4
27191;Clef Vallée d'Eure;30.3;26.3;17.1;26.3
27192;Crosville-la-Vieille;30.5;28.9;19.6;21
27193;Croth;31.8;35.5;16.6;16.2
27194;Cuverville;35.6;37.9;16.9;9.6
27196;Les Damps;24.2;30;18.3;27.4
27198;Mesnils-sur-Iton;34.7;27.6;16.8;20.9
27199;Dangu;29;33.6;16.3;21.1
27200;Dardez;14.7;35.3;16.4;33.6
27201;Daubeuf-la-Campagne;24.4;35.4;15.9;24.4
27202;Daubeuf-près-Vatteville;27.2;31.9;16.1;24.9
27203;Douains;19.5;27.3;16.3;37
27204;Doudeauville-en-Vexin;29.9;33;17;20.1
27205;Douville-sur-Andelle;35.9;34.6;14.4;15
27206;Droisy;27.8;32.9;23.1;16.1
27207;Drucourt;31.7;32.4;16.3;19.7
27208;Duranville;30.8;35;13.7;20.5
27209;Écaquelon;27.1;29.5;23;20.4
27210;Écardenville-la-Campagne;31;32.6;19.7;16.8
27212;Écauville;32;30.7;18.7;18.7
27213;Vexin-sur-Epte;27.2;30.6;18.2;24
27214;Écouis;41;27.4;16.7;14.8
27215;Ecquetot;28.4;32.6;17.8;21.2
27216;Émalleville;24.8;28.2;17.8;29.2
27217;Émanville;27;34.5;18.7;19.8
27218;Épaignes;41.8;27.9;12.2;18.2
27219;Épégard;31.4;33.9;15.4;19.2
27220;Épieds;30.6;35.2;17.1;17.1
27222;Épreville-en-Lieuvin;27.3;33.6;22.4;16.8
27224;Épreville-près-le-Neubourg;33.6;27;17.4;22.1
27226;Étrépagny;41.4;32;14.7;11.9
27227;Étréville;34.2;35.1;16.2;14.5
27228;Éturqueraye;25.5;31.2;20.2;23.1
27229;Évreux;35.4;22.5;16.5;25.7
27230;Ézy-sur-Eure;33.6;31.7;16.9;17.7
27231;Fains;24;31.4;21.8;22.8
27232;Farceaux;22;39.6;18.1;20.3
27233;Fatouville-Grestain;32.3;26.4;15.3;26
27234;Fauville;37.1;34.9;12.5;15.5
27235;Faverolles-la-Campagne;25.4;28;20.3;26.3
27237;Le Favril;22.8;41.7;17.3;18.1
27238;Ferrières-Haut-Clocher;21.3;27;18.7;33
27239;Ferrières-Saint-Hilaire;28.1;28.1;21.6;22.2
27240;La Ferrière-sur-Risle;31.9;27.5;18.1;22.5
27241;Feuguerolles;27.7;26.9;16.2;29.2
27242;Le Fidelaire;25.8;36.2;20.7;17.3
27243;Fiquefleur-Équainville;24.2;32.4;17.4;26
27245;Fleury-la-Forêt;36.9;24.8;15.8;22.5
27246;Fleury-sur-Andelle;43.1;30.9;13.5;12.5
27247;Flipou;26.4;31.4;15.9;26.4
27248;Folleville;37.1;34.4;13.2;15.2
27249;Fontaine-Bellenger;22;34.7;16.7;26.7
27251;Fontaine-l'Abbé;38.3;33.1;15.7;12.9
27252;Fontaine-la-Louvet;35.5;31.9;16.7;15.9
27254;Fontaine-sous-Jouy;23.1;24.3;20.8;31.8
27256;La Forêt-du-Parc;29.3;33.1;18.8;18.8
27258;Fort-Moville;23.6;38.3;18.6;19.4
27259;Foucrainville;20.4;24.1;22.2;33.3
27260;Foulbec;24;34.2;16.2;25.5
27261;Fouqueville;27.7;26;22.4;23.9
27263;Le Perrey;30.4;30.7;18.5;20.5
27266;Franqueville;26.8;38.6;15.7;19
27267;Freneuse-sur-Risle;37;27.8;15.5;19.7
27269;Fresne-Cauverville;35.3;33.3;8.7;22.7
27271;Fresney;19.5;38.5;17.6;24.4
27273;Gadencourt;22;30;21.3;26.7
27275;Gaillon;39.9;26.9;15.9;17.3
27276;Gamaches-en-Vexin;29.5;26.8;15.6;28.1
27277;La Baronnie;21.4;33.5;18.5;26.7
27278;Garennes-sur-Eure;31.2;34.5;17.7;16.6
27279;Gasny;32.9;35.1;15.9;16.1
27280;Gauciel;15.1;18;36.4;30.5
27281;Gaudreville-la-Rivière;21.4;35.6;18.1;24.9
27282;Gauville-la-Campagne;22;29.1;17.3;31.5
27284;Gisors;39.1;28.3;16.3;16.3
27285;Giverny;17;24.8;16.3;41.9
27286;Giverville;34.1;31.7;14.3;19.8
27287;Glisolles;21.1;29.6;22.5;26.8
27288;Glos-sur-Risle;27.9;33.8;17.6;20.7
27289;La Goulafrière;42.6;30.2;14.7;12.4
27290;Goupil-Othon;32.9;29.6;19;18.5
27291;Gournay-le-Guérin;21;32.4;18.1;28.6
27294;Val d'Orger;37.3;31.7;13.7;17.3
27295;Grand-Camp;34.3;33.5;16.5;15.6
27298;Graveron-Sémerville;21.8;27.6;19.6;31.1
27299;Gravigny;33.9;28.3;17.8;19.9
27300;Grosley-sur-Risle;34.4;34.1;17.9;13.6
27301;Grossoeuvre;23.3;31.3;22.4;23
27302;Le Bosc du Theil;32.5;27.3;19.3;20.9
27304;Guerny;29.7;35.9;14.8;19.5
27306;Guichainville;28.2;25.4;17.8;28.5
27307;Guiseniers;24.7;36.6;17.7;21
27309;L'Habit;23.1;35.8;18.5;22.6
27310;Hacqueville;32.8;33.7;15.6;17.8
27311;Harcourt;41.7;28.9;14.5;14.9
27312;Hardencourt-Cocherel;26.3;31.2;15.1;27.3
27313;La Harengère;19.1;34.7;20.6;25.6
27315;Harquency;24.9;34.2;18.7;22.3
27316;Hauville;25.8;31;16.2;27
27317;La Haye-Aubrée;31.2;32.1;15.6;21.2
27318;La Haye-de-Calleville;26.5;38.1;16.4;19
27319;La Haye-de-Routot;26.8;38.1;18.6;16.5
27320;La Haye-du-Theil;29.4;24.8;22;23.8
27321;La Haye-le-Comte;20.9;22.7;15.5;40.9
27322;La Haye-Malherbe;29.1;31.5;18.5;20.9
27323;La Haye-Saint-Sylvestre;39;33;16.5;11.5
27324;Hébécourt;29.2;27.7;19.1;24.1
27325;Hecmanville;20.7;42.2;21.6;15.5
27326;Hécourt;25.8;26.7;15.8;31.7
27327;Hectomare;33.2;30.7;14.5;21.7
27329;Hennezis;26.4;36.1;16.1;21.3
27330;Herqueville;33.3;35.2;20;11.4
27331;Heubécourt-Haricourt;27.7;31.2;19.4;21.7
27332;Heudebouville;26.3;32.3;18.1;23.3
27333;Heudicourt;29.9;35;20;15.1
27334;Heudreville-en-Lieuvin;35.2;24.2;20.9;19.8
27335;Heudreville-sur-Eure;26.7;28.5;16.6;28.2
27336;La Heunière;22.2;25.4;16.8;35.5
27337;Heuqueville;28.5;36.9;18.3;16.3
27338;Les Hogues;32.4;29.7;14.5;23.4
27339;Hondouville;23.1;29.1;21;26.8
27340;Honguemare-Guenouville;16;34.6;21;28.4
27341;L'Hosmes;25;25;11.5;38.5
27342;Houetteville;27.3;25.3;20.1;27.3
27343;Houlbec-Cocherel;17.8;23.5;22.3;36.4
27345;La Houssaye;34.3;28;13.7;24
27346;Houville-en-Vexin;27.8;37.7;19.8;14.8
27347;Huest;23.3;26.7;19.8;30.2
27348;Igoville;28.7;30;18.5;22.8
27349;Illeville-sur-Montfort;28.7;28.8;15.8;26.6
27350;Illiers-l'Évêque;24.2;33.8;19.1;22.9
27351;Incarville;29.7;34.1;14.9;21.3
27353;Irreville;24.1;25.9;16.3;33.7
27354;Iville;35.9;25.5;13.1;25.5
27355;Ivry-la-Bataille;36.4;29.6;18.3;15.7
27358;Jouy-sur-Eure;24.4;28.5;17.9;29.1
27359;Juignettes;67.2;18.5;6.9;7.4
27360;Jumelles;25;30.3;20.2;24.6
27361;La Lande-Saint-Léger;28.9;28.5;18;24.7
27363;Le Landin;23.9;35.8;17.2;23.1
27364;Launay;33.1;34.4;12.5;20
27365;Léry;33.2;26.9;15;25
27366;Letteguives;23.4;26.2;20.6;29.8
27367;Lieurey;36.9;31.6;16.9;14.6
27368;Lignerolles;28.9;34.2;21.3;15.6
27369;Lilly;45.6;21.1;19.3;14
27370;Lisors;44.2;25.3;13.6;16.8
27371;Livet-sur-Authou;37;29.4;17.6;16
27372;Longchamps;31.9;35.1;19.5;13.5
27373;Lorleau;32.1;33;21.1;13.8
27374;Louversey;32.3;28.8;16;22.9
27375;Louviers;40;23.8;14.7;21.4
27376;Louye;20.1;28;20.1;31.7
27377;Lyons-la-Forêt;32.4;28.4;18.3;21
27378;La Madeleine-de-Nonancourt;40.5;27.4;15.9;16.1
27379;Mainneville;32.3;27.5;25.2;15
27380;Malleville-sur-le-Bec;33.3;27.8;20;18.9
27381;Malouy;43.5;18.8;15.6;22.1
27382;Mandeville;20.4;32.6;21.7;25.2
27383;Mandres;23.4;36.2;19.1;21.3
27384;Manneville-la-Raoult;27;31.3;16.3;25.4
27385;Manneville-sur-Risle;30.2;30.6;14.1;25
27386;Le Manoir;34.3;33;17.7;15.1
27388;Marais-Vernier;40;27.4;17.8;14.8
27389;Marbeuf;29;29.3;21.3;20.4
27390;Marcilly-la-Campagne;22.9;34.3;20.6;22.3
27391;Marcilly-sur-Eure;27;32.9;18.1;22
27392;Martagny;31;29.2;19.5;20.4
27393;Martainville;24.3;27.8;22.8;25.1
27394;Martot;47.3;18.9;12;21.7
27395;Mélicourt;43.1;29.2;16.9;10.8
27396;Ménesqueville;35.7;35.1;17.2;11.9
27397;Ménilles;25.1;30.3;18;26.6
27398;Menneval;33.4;27;14.1;25.5
27399;Mercey;23.5;26.5;17.6;32.4
27400;Merey;19.8;29.2;22.2;28.8
27401;Le Mesnil-Fuguet;16;29.2;20.8;34
27403;Le Mesnil-Jourdain;26.1;22.5;17.3;34.1
27404;Mesnil-Rousset;40.8;40.8;8.5;9.9
27405;Mesnil-sous-Vienne;32.6;26.3;13.7;27.4
27406;Mesnil-sur-l'Estrée;27.1;34.6;18.8;19.5
27407;Mesnil-Verclives;32.2;32.6;16.3;18.9
27408;Mézières-en-Vexin;29.3;28.2;21.2;21.4
27410;Miserey;26.7;32.2;15.9;25.2
27411;Moisville;26.2;35.4;20.7;17.7
27412;Terres de Bord;24.9;29.2;18.1;27.9
27413;Montfort-sur-Risle;37.1;31.7;14.8;16.4
27414;Montreuil-l'Argillé;40.6;33;14.8;11.6
27415;Morainville-Jouveaux;32.5;28.1;17.7;21.7
27417;Morgny;29.2;35.6;20.4;14.8
27418;Morsan;28;24.4;12.2;35.4
27419;Mouettes;27.7;34.2;17;21.1
27420;Mouflaines;29.1;32.5;24.8;13.7
27421;Mousseaux-Neuville;31.7;33;17.9;17.4
27422;Muids;31.5;29;13.7;25.8
27423;Muzy;23.9;29.6;21.9;24.6
27424;Nagel-Séez-Mesnil;29.6;39.9;16.5;14
27425;Nassandres sur Risle;37.2;33;15.2;14.6
27426;Neaufles-Saint-Martin;27.4;29.8;18.9;23.8
27427;Neaufles-Auvergny;40.3;30.5;16.3;12.9
27428;Le Neubourg;45.3;26.9;13.3;14.6
27429;Neuilly;16.4;36.9;24.6;22.1
27430;La Neuve-Grange;28;40.4;13.8;17.9
27431;La Neuve-Lyre;47.3;28.9;12.4;11.4
27432;La Neuville-du-Bosc;35.9;28.4;18;17.6
27433;Neuville-sur-Authou;31.2;32.8;21.9;14.1
27434;Noards;40.5;28.6;11.9;19
27435;La Noë-Poulain;31.6;33.9;19.5;14.9
27436;Nogent-le-Sec;27.9;29.8;20;22.3
27437;Nojeon-en-Vexin;27.9;40.4;16.3;15.4
27438;Nonancourt;41.8;29.4;13.9;14.9
27439;Normanville;26.7;29.7;16.4;27.2
27440;Notre-Dame-de-l'Isle;24.3;29.2;14.1;32.4
27441;Notre-Dame-d'Épine;40.4;26.3;10.5;22.8
27442;Notre-Dame-du-Hamel;26.3;29.8;24.6;19.3
27444;Le Noyer-en-Ouche;33.1;22.9;20;24
27445;Noyers;42.9;26.9;16.8;13.4
27446;Ormes;22.1;27.1;20.9;29.8
27447;Le Val-Doré;26.9;25.4;18.8;28.8
27448;Pacy-sur-Eure;37;26.3;16.4;20.2
27451;Parville;32.3;27.4;18.5;21.7
27453;Perriers-sur-Andelle;36.3;35.5;15;13.2
27454;Perruel;28.7;32.1;16.2;22.9
27455;Piencourt;32.6;29.5;21.1;16.8
27456;Pinterville;29.9;32.2;15.6;22.3
27457;Piseux;38.2;29.7;12.8;19.4
27458;Pîtres;34.7;30.3;15.3;19.6
27459;Les Places;24.2;40.3;17.7;17.7
27460;Plainville;35.3;28;15.3;21.3
27462;Le Planquay;21;35.2;24.8;19
27463;Plasnes;30.4;32.8;19;17.8
27464;Le Plessis-Grohan;17.3;28.4;18.1;36.2
27465;Le Plessis-Hébert;22.3;30.7;14.3;32.7
27466;Le Plessis-Sainte-Opportune;35;29.3;18.1;17.6
27467;Pont-Audemer;40.6;29.4;14.2;15.8
27468;Pont-Authou;49.2;29.7;11.3;9.8
27469;Pont-de-l'Arche;30.3;26.5;17.2;26
27470;Pont-Saint-Pierre;33.4;32.4;17.4;16.9
27471;Porte-de-Seine;23.2;25.6;14.3;36.9
27472;Portes;27.5;27;14.8;30.7
27473;Port-Mort;26;28.5;18.3;27.2
27474;Poses;28.3;26.6;16.7;28.4
27475;La Poterie-Mathieu;36.6;29;14.5;19.8
27476;Les Préaux;29.4;33;17.8;19.8
27477;Pressagny-l'Orgueilleux;26;25.8;21.1;27.1
27478;Prey;25.5;24.7;21.3;28.5
27480;Puchay;29.4;36.3;19.8;14.5
27481;Pullay;23.9;28;15.6;32.5
27482;La Pyle;24.1;34.3;23.1;18.5
27483;Quatremare;25.7;39.7;13.3;21.3
27485;Quillebeuf-sur-Seine;40.6;33.8;13.3;12.3
27486;Quittebeuf;28.7;31.3;16.3;23.6
27487;Radepont;36.7;31.3;15.2;16.7
27488;Renneville;23.8;32.2;20.3;23.8
27489;Reuilly;33;28.9;18.1;20
27490;Richeville;31.1;37.8;15.3;15.8
27492;Romilly-la-Puthenaye;44.5;22;17.8;15.7
27493;Romilly-sur-Andelle;32.7;28.9;17.9;20.5
27495;La Roquette;35.5;31.2;17.2;16.1
27496;Rosay-sur-Lieure;29.7;31.3;17.2;21.8
27497;Rougemontiers;29.4;35.3;14.9;20.3
27498;Rouge-Perriers;29.5;32.5;17.7;20.3
27500;Routot;27.9;36.2;17;18.9
27501;Rouvray;21.3;23.6;19.7;35.4
27502;Rugles;46.6;29.1;11.9;12.4
27504;Sacquenville;18.8;28.5;21.2;31.5
27505;Saint-Agnan-de-Cernières;39.8;23.4;20.3;16.4
27507;Saint-André-de-l'Eure;35.3;32.7;15.8;16.2
27508;Saint-Antonin-de-Sommaire;39.3;24.8;17.2;18.6
27511;Saint-Aubin-d'Écrosville;32.7;27.3;16.9;23.1
27512;Saint-Aubin-de-Scellon;25.3;30.9;17;26.8
27514;Saint-Aubin-du-Thenney;32.8;28.6;16;22.6
27516;Treis-Sants-en-Ouche;37.9;27.9;13.5;20.7
27517;Saint-Aubin-sur-Gaillon;24.8;27.5;20.8;26.9
27518;Saint-Aubin-sur-Quillebeuf;29.6;39.6;18.7;12
27520;Saint-Benoît-des-Ombres;27.9;32.7;16.3;23.1
27521;Saint-Christophe-sur-Avre;21.5;31.8;19.6;27.1
27522;Saint-Christophe-sur-Condé;30;32.5;15.2;22.3
27524;Sainte-Colombe-la-Commanderie;27.5;31.2;20;21.3
27525;Sainte-Colombe-près-Vernon;17.2;21.1;22;39.7
27527;Saint-Cyr-de-Salerne;27.9;33.3;19.4;19.4
27528;Le Vaudreuil;26.9;25;17.8;30.2
27529;Saint-Cyr-la-Campagne;19.4;23.9;22.7;34
27530;Saint-Denis-d'Augerons;38.8;32.8;6;22.4
27531;Saint-Denis-des-Monts;18.4;39.9;22.7;19
27533;Saint-Denis-le-Ferment;27.4;21.3;21;30.3
27534;Saint-Didier-des-Bois;24.7;33.6;19.1;22.6
27535;Saint-Élier;28.6;30;15.1;26.3
27536;Saint-Éloi-de-Fourques;31.6;27.7;17.6;23.1
27537;Saint-Étienne-du-Vauvray;23.8;28.4;16;31.9
27538;Saint-Étienne-l'Allier;27.6;29.4;21;22
27539;Saint-Étienne-sous-Bailleul;23.9;23.2;23.2;29.7
27540;Sainte-Geneviève-lès-Gasny;24.9;35.5;21.4;18.3
27541;Le Mesnil-Saint-Jean;32.3;22.4;15.8;29.5
27542;Saint-Georges-du-Vièvre;33.3;34.4;16.6;15.8
27543;Saint-Georges-Motel;34.8;26.3;17;21.9
27544;Saint-Germain-de-Fresney;29;29.7;20.3;21
27545;Saint-Germain-de-Pasquier;18.4;24.5;17.3;39.8
27546;Saint-Germain-des-Angles;23.5;29.4;18.4;28.7
27547;Saint-Germain-la-Campagne;37.7;35;15.7;11.6
27548;Saint-Germain-sur-Avre;24.2;34.6;17.6;23.6
27550;Saint-Grégoire-du-Vièvre;39;26.2;15.9;18.8
27552;Saint-Jean-du-Thenney;40.1;27.3;18;14.5
27553;Saint-Julien-de-la-Liègue;26.4;28.9;17.7;27
27554;La Chapelle-Longueville;24.2;28.2;17.9;29.7
27555;Saint-Laurent-des-Bois;21.3;34.9;23.1;20.7
27556;Saint-Laurent-du-Tencement;34;39.6;17;9.4
27557;Saint-Léger-de-Rôtes;31.7;31.1;16.3;20.9
27558;Saint-Léger-du-Gennetey;18.7;30.1;25.2;26
27560;Saint-Luc;31.8;24.9;16.4;26.9
27561;Saint-Maclou;24.3;30.9;21.3;23.5
27562;Saint-Marcel;32.2;26.2;14.9;26.7
27563;Saint-Mards-de-Blacarville;33.2;31.1;15;20.8
27564;Saint-Mards-de-Fresne;32.3;35.4;14.4;17.9
27565;Le Lesme;40.8;26.8;16.3;16.1
27567;Sainte-Marie-de-Vatimesnil;28;28;20.4;23.7
27568;Sainte-Marthe;31;29.4;17.1;22.4
