Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est un CAP ou un BEP, dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2016;Part des diplômés de l'enseignement sup. dans la pop. non scolarisée de 15 ans ou + 2016
35306;Saint-Père-Marc-en-Poulet;21.6;30.5;19.7;28.2
35307;Saint-Pern;26.9;26.9;19;27.2
35308;Mesnil-Roc'h;23.2;30.3;20.2;26.3
35309;Saint-Rémy-du-Plain;30.9;32.7;15.5;20.9
35310;Saint-Sauveur-des-Landes;35.6;23.5;15.1;25.8
35311;Saint-Séglin;28.5;41.6;15.8;14.1
35312;Saint-Senoux;19.2;27.6;18.9;34.2
35314;Saint-Suliac;22.6;24;20.8;32.6
35315;Saint-Sulpice-la-Forêt;14;21.2;15.7;49.1
35316;Saint-Sulpice-des-Landes;34.5;31.7;17.9;15.8
35317;Saint-Symphorien;24.2;25.7;19.4;30.7
35318;Saint-Thual;25.2;29.9;15.9;29
35319;Saint-Thurial;23.1;29.2;18.3;29.4
35320;Saint-Uniac;22;32.3;21.1;24.6
35321;Saulnières;27.2;31.9;22;18.9
35322;Le Sel-de-Bretagne;29.5;28.5;20.3;21.6
35324;La Selle-en-Luitré;28.3;34.2;18.5;18.9
35325;La Selle-Guerchaise;30.6;34.2;21.3;13.9
35326;Sens-de-Bretagne;35.4;27.3;16.9;20.4
35327;Servon-sur-Vilaine;22.3;25.7;19.3;32.7
35328;Sixt-sur-Aff;30.9;36;16.7;16.4
35329;Sougéal;39.6;27.4;17.3;15.7
35330;Taillis;22.5;37;21.4;19.1
35331;Talensac;22.8;30.2;17.8;29.2
35332;Teillay;23.8;28.7;22.7;24.8
35333;Le Theil-de-Bretagne;28.5;31.7;19.4;20.4
35334;Thorigné-Fouillard;18.3;16.5;17.2;48
35335;Thourie;23.9;30.1;22.1;23.8
35336;Le Tiercent;17.3;35.3;22.3;25.2
35337;Tinténiac;27.3;24.9;17.9;29.9
35338;Torcé;25;34.3;19.6;21.1
35339;Trans-la-Forêt;29.4;35.1;18.9;16.6
35340;Treffendel;18.1;30.3;20.9;30.7
35342;Trémeheuc;31.2;30.7;18.1;20
35343;Tresboeuf;23.3;33.4;22;21.4
35345;Trévérien;22.4;31;19.8;26.8
35346;Trimer;26.7;29.6;18.5;25.2
35347;Val-d'Izé;29.5;33.6;16.9;20
35350;Vergéal;18.7;38.1;23.6;19.6
35351;Le Verger;23.8;30.2;17.2;28.7
35352;Vern-sur-Seiche;21.4;27.9;16.8;33.9
35353;Vezin-le-Coquet;30.8;21.8;16.3;31.1
35354;Vieux-Viel;23;43.4;15.3;18.3
35355;Vieux-Vy-sur-Couesnon;17.9;28.3;20.3;33.6
35356;Vignoc;18.5;24.6;17.5;39.4
35357;Villamée;41.5;30.2;15;13.3
35358;La Ville-ès-Nonais;18.2;26;20.9;34.8
35359;Visseiche;28;39.3;19.1;13.6
35360;Vitré;32;24.5;16.2;27.3
35361;Le Vivier-sur-Mer;35.8;32.6;14.5;17.1
35362;Le Tronchet;32.8;30.1;18.9;18.3
35363;Pont-Péan;19.3;28;17.9;34.8
36001;Aigurande;42.5;30.7;14.5;12.3
36002;Aize;44.8;25;17.7;12.5
36003;Ambrault;30;34.7;17.8;17.4
36004;Anjouin;41.3;33.3;12.9;12.5
36005;Ardentes;28.5;34.6;16.1;20.8
36006;Argenton-sur-Creuse;36.7;30.2;13.5;19.6
36007;Argy;34.8;33.7;17.1;14.5
36008;Arpheuilles;42;31.4;14.9;11.7
36009;Arthon;28.1;28.6;21.2;22.1
36010;Azay-le-Ferron;42.8;29;13.8;14.4
36011;Bagneux;33.3;34.1;11.1;21.5
36012;Baraize;35.3;35.6;14.5;14.5
36013;Baudres;37.3;36.2;14.2;12.3
36014;Bazaiges;36.1;32.5;12.4;18.9
36015;Beaulieu;55.1;20.4;14.3;10.2
36016;Bélâbre;39.3;34;14.8;12
36017;La Berthenoux;44.8;24.8;17.8;12.6
36018;Le Blanc;44.8;25.1;14.5;15.6
36019;Bommiers;28.6;36;21;14.4
36020;Bonneuil;38.2;27.9;23.5;10.3
36021;Les Bordes;30;35.7;16.3;17.9
36022;Bouesse;39.5;30;17.5;13
36023;Bouges-le-Château;41.1;24.9;16.1;17.9
36024;Bretagne;35.4;31.3;18.2;15.2
36025;Briantes;27.9;30.5;18.2;23.3
36026;Brion;27.8;36.1;19.9;16.2
36027;Brives;16.1;36.5;17.7;29.7
36028;La Buxerette;43;30;18;9
36029;Buxeuil;30.2;37.8;14;18
36030;Buxières-d'Aillac;33;28.4;19.6;19.1
36031;Buzançais;40.2;31.9;14;13.9
36032;Ceaulmont;30.1;36;15.6;18.4
36033;Celon;30.9;37;19.6;12.5
36034;Chabris;42.4;31.2;14.1;12.3
36035;Chaillac;39.6;32.2;14.7;13.5
36036;Chalais;24.8;36.4;10.7;28.1
36037;La Champenoise;35.5;32;14.4;18.1
36038;Champillet;47.1;31.4;12.4;9.1
36040;La Chapelle-Orthemale;30.6;27.1;14.1;28.2
36041;La Chapelle-Saint-Laurian;47.4;30.2;11.2;11.2
36042;Chasseneuil;28.7;34.8;19.6;16.9
36043;Chassignolles;27.8;33.5;17.7;21
36044;Châteauroux;33.2;27.9;16.3;22.6
36045;Châtillon-sur-Indre;53;25.5;10.9;10.6
36046;La Châtre;41.7;26.6;14.1;17.6
36047;La Châtre-Langlin;42.4;31.6;12;14.1
36048;Chavin;27.1;43.6;17;12.4
36049;Chazelet;32;25.2;17.5;25.2
36050;Chezelles;28.3;35.7;18.5;17.4
36051;Chitray;25.2;26.6;24.5;23.7
36052;Chouday;20.4;38.9;15;25.7
36053;Ciron;31.1;40.5;14.2;14.2
36054;Cléré-du-Bois;38.7;26.5;15.8;19
36055;Clion;41.6;32.4;16.8;9.3
36056;Cluis;45.5;27.9;12.5;14.1
36057;Coings;24.6;35;20.8;19.6
36058;Concremiers;29.3;34.1;20.6;16
36059;Condé;22.2;45.5;14.3;18
36060;Crevant;45.9;29.8;13.6;10.7
36061;Crozon-sur-Vauvre;44.9;22.3;21;11.8
36062;Cuzion;35.3;35.1;16.8;12.8
36063;Déols;34;33.8;14.5;17.7
36064;Diors;30.2;36.2;16.6;17
36065;Diou;29.3;24.4;22.4;23.9
36066;Douadic;33.7;36.2;14.2;15.9
36067;Dunet;33;36.4;17;13.6
36068;Dun-le-Poëlier;38.2;35.4;13.7;12.6
36069;Écueillé;50.5;27.7;11.7;10.1
36070;Éguzon-Chantôme;38.7;33.9;14.8;12.7
36071;Étrechet;33.2;27.4;16.3;23.1
36073;Feusines;36.3;32.7;15.5;15.5
36074;Fléré-la-Rivière;43.2;29.9;14.1;12.8
36075;Fontenay;34.8;37.7;15.9;11.6
36076;Fontgombault;26;22.4;22.9;28.8
36077;Fontguenand;41.5;26.8;17.5;14.2
36078;Fougerolles;31.2;35.2;19;14.6
36079;Francillon;33.3;38.3;20;8.3
36080;Frédille;22.8;43.9;21.1;12.3
36081;Gargilesse-Dampierre;31.4;27.1;19.2;22.4
36082;Gehée;44.1;25.8;11.3;18.8
36083;Giroux;34.7;32.6;11.6;21.1
36084;Gournay;34.7;35.7;18.8;10.8
36085;Guilly;39.6;32.6;12.8;15
36086;Heugnes;30.8;35.2;16.5;17.5
36087;Ingrandes;33.8;35.8;18.1;12.3
36088;Issoudun;38.7;30.3;12.9;18.1
36089;Jeu-les-Bois;24.8;36.5;21.9;16.8
36090;Jeu-Maloches;49.5;32.4;11.7;6.3
36091;Lacs;31.3;39.9;14.1;14.7
36092;Langé;47.4;24;14.4;14.3
36093;Levroux;39.3;32.8;13.8;14.2
36094;Lignac;43.5;30.6;9.7;16.1
36095;Lignerolles;52.5;21.2;11.1;15.2
36096;Lingé;39.3;32.5;16.8;11.5
36097;Liniez;43.1;28.1;11.2;17.6
36098;Lizeray;22.9;30;15.7;31.4
36099;Lourdoueix-Saint-Michel;47.3;32.2;10.7;9.7
36100;Lourouer-Saint-Laurent;29.9;29.4;18.5;22.3
36101;Luant;21.3;36.7;17.8;24.3
36102;Luçay-le-Libre;36.5;29.4;18.8;15.3
36103;Luçay-le-Mâle;49;28.1;11.5;11.5
36104;Lurais;36.4;25.2;20.4;18
36105;Lureuil;34.5;36.2;16.2;13.1
36106;Luzeret;42.5;34.2;12.5;10.8
36107;Lye;43.8;29.7;13.6;12.9
36108;Lys-Saint-Georges;31.1;24.4;22.8;21.7
36109;Le Magny;32.4;36.3;14.7;16.6
36110;Maillet;39.9;17.2;15.8;27.1
36111;Malicornay;32.1;30.9;20.4;16.7
36112;Mâron;27;35.5;17.6;20
36113;Martizay;41.8;30;13.3;14.9
36114;Mauvières;34;37.1;16;12.9
36115;Menetou-sur-Nahon;36.3;33.3;11.8;18.6
36116;Ménétréols-sous-Vatan;26.6;29.8;13.8;29.8
36117;Le Menoux;24.4;29.7;22.7;23.2
36118;Méobecq;36;31.9;15.7;16.4
36119;Mérigny;39.7;25.7;17.1;17.5
36120;Mers-sur-Indre;27.5;35.5;16.2;20.7
36121;Meunet-Planches;30.2;34.1;19;16.7
36122;Meunet-sur-Vatan;24.7;33.1;17.5;24.7
36123;Mézières-en-Brenne;45;29.2;13.1;12.6
36124;Migné;32.7;25.6;19.4;22.3
36125;Migny;25.6;37.2;17.4;19.8
36126;Montchevrier;46.7;27.3;15.4;10.7
36127;Montgivray;35.8;35.5;14;14.8
36128;Montierchaume;25.4;40.4;17.4;16.8
36129;Montipouret;30.2;32.5;16.5;20.8
36130;Montlevicq;41.1;32.6;12.6;13.7
36131;Mosnay;21.6;44.3;19.7;14.4
36132;La Motte-Feuilly;9.5;33.3;21.4;35.7
36133;Mouhers;43.2;32.5;14.5;9.9
36134;Mouhet;48.4;26.9;13.8;10.9
36135;Moulins-sur-Céphons;39;32.8;15.8;12.4
36136;Murs;30.3;32.3;20.2;17.2
36137;Néons-sur-Creuse;25.5;38.6;15.5;20.3
36138;Néret;38.7;28.8;15.3;17.2
36139;Neuillay-les-Bois;31.3;36.8;13.9;18
36140;Neuvy-Pailloux;36.2;34.7;15.9;13.2
36141;Neuvy-Saint-Sépulchre;41.2;32;13.9;12.9
36142;Niherne;29.2;33.6;16.7;20.6
36143;Nohant-Vic;30.8;35.7;15;18.5
36144;Nuret-le-Ferron;32.3;28;18.1;21.6
36145;Obterre;35.8;26.1;21.2;17
36146;Orsennes;39.5;33.7;12.6;14.2
36147;Orville;37.6;31.2;18.3;12.8
36148;Oulches;39.5;34.3;13.4;12.8
36149;Palluau-sur-Indre;36.3;31;15.7;17
36150;Parnac;34.1;38.7;17.2;10
36152;Paudy;30;35.2;17.3;17.6
36153;Paulnay;42.1;32.6;13.6;11.7
36154;Le Pêchereau;30.9;36;16.9;16.2
36155;Pellevoisin;39.2;31;15.1;14.6
36156;Pérassay;41;30.9;13.6;14.5
36157;La Pérouille;29.9;34.9;16.1;19.1
36158;Badecon-le-Pin;35.2;30.9;19.4;14.5
36159;Le Poinçonnet;22.9;32.8;17.1;27.1
36160;Pommiers;40.7;32;17.5;9.8
36161;Le Pont-Chrétien-Chabenet;36.4;34.6;12.8;16.2
36162;Poulaines;35;37.7;15.8;11.5
36163;Pouligny-Notre-Dame;37;30.8;17;15.2
36164;Pouligny-Saint-Martin;40.6;26.6;14.3;18.4
36165;Pouligny-Saint-Pierre;34.6;31.3;16.5;17.6
36166;Préaux;38.1;36.6;12.7;12.7
36167;Preuilly-la-Ville;32.1;26.1;13.4;28.4
36168;Prissac;32;38;16.5;13.5
36169;Pruniers;34.7;32.1;18.1;15
36170;Reboursin;39.5;29.1;15.1;16.3
36171;Reuilly;38.1;34.6;13.6;13.7
36172;Rivarennes;36;32.3;16.8;14.9
36173;Rosnay;28.1;26.7;22.3;22.9
36174;Roussines;33.7;38;16.5;11.9
36175;Rouvres-les-Bois;42.4;33.9;12.2;11.4
36176;Ruffec;31.8;30.5;18.9;18.7
36177;Sacierges-Saint-Martin;33.4;37.4;13.5;15.7
36178;Saint-Aigny;34.3;35.8;14.3;15.5
36179;Saint-Aoustrille;25.3;36.7;20.9;17.1
36180;Saint-Août;42.2;29.6;12.5;15.6
36181;Saint-Aubin;29;27.5;20.3;23.2
36182;Saint-Benoît-du-Sault;40.8;27.9;12.1;19.1
36184;Saint-Chartier;33.6;32.8;17.4;16.2
36185;Saint-Christophe-en-Bazelle;39.5;32.3;16.3;11.9
36186;Saint-Christophe-en-Boucherie;37.7;31.4;12.3;18.6
36187;Saint-Civran;35.8;35.8;18.3;10
36188;Saint-Cyran-du-Jambot;27.7;27.7;21.5;23.1
36189;Saint-Denis-de-Jouhet;43.3;31.1;12.9;12.7
36190;Sainte-Fauste;37;27.8;15.2;20
36191;Saint-Florentin;45.2;29.7;14.7;10.4
36192;Saint-Gaultier;47.6;28.2;11.9;12.4
36193;Sainte-Gemme;28.7;29.7;17.7;23.9
36194;Saint-Genou;43.1;34.1;12.5;10.4
36195;Saint-Georges-sur-Arnon;23.5;33.4;19.8;23.3
36196;Saint-Gilles;36;32.6;9;22.5
36197;Saint-Hilaire-sur-Benaize;27.1;36.3;17.9;18.7
36198;Saint-Lactencin;29.4;33.5;18.5;18.7
36199;Sainte-Lizaigne;25.5;41.5;16.1;16.9
36200;Saint-Marcel;41.5;29.9;11;17.6
36202;Saint-Maur;34.7;30.3;15.4;19.6
36203;Saint-Médard;48.7;23.1;12.8;15.4
36204;Saint-Michel-en-Brenne;36.8;28.8;19.7;14.6
36205;Saint-Pierre-de-Jards;36.3;34.3;13.7;15.7
36207;Saint-Plantaire;37.4;30.8;12.9;18.9
36208;Sainte-Sévère-sur-Indre;41.7;33.4;12;12.9
36209;Saint-Valentin;32.5;35.4;15.4;16.7
36210;Sarzay;28.2;37.3;17;17.4
36211;Sassierges-Saint-Germain;31.3;31.8;16.6;20.3
36212;Saulnay;42.5;30.7;11.8;15
36213;Sauzelles;33.2;34.7;15.8;16.3
36214;Sazeray;34.1;29.7;18.9;17.3
36215;Ségry;25.3;35.5;16.1;23.1
36216;Selles-sur-Nahon;53.3;25;11.7;10
36217;Sembleçay;37.2;25.6;18.6;18.6
36218;Sougé;40;27.3;15.5;17.3
36219;Tendu;25.3;39.8;17.2;17.7
36220;Thenay;45;28.1;14;12.9
36221;Thevet-Saint-Julien;40.4;33.1;13.4;13.1
36222;Thizay;38.1;29.6;12.1;20.3
36223;Tilly;46;25.8;16.9;11.3
36224;Tournon-Saint-Martin;47.9;26.6;14.2;11.4
36225;Le Tranger;40.1;29.2;14.3;16.3
36226;Tranzault;30.5;32;19.5;18
36227;Urciers;36.9;31.1;16;16
36228;Valençay;39.9;34.2;12.4;13.5
36229;Val-Fouzon;40.9;30.4;16.1;12.6
36230;Vatan;34.4;29.1;18.8;17.7
36231;Velles;26.5;32.7;19.9;20.8
36232;Vendoeuvres;34.7;33.7;15.7;15.9
36233;La Vernelle;35.1;42;14.4;8.4
36234;Verneuil-sur-Igneraie;36.9;33.5;12;17.7
36235;Veuil;27.8;40.3;15;16.9
36236;Vicq-Exemplet;30.8;32;15.8;21.4
36237;Vicq-sur-Nahon;40.1;33.6;12.5;13.8
36238;Vigoulant;40.7;25.3;16.5;17.6
36239;Vigoux;30;38.9;17.6;13.4
36240;Vijon;40;30.6;19.3;10.1
36241;Villedieu-sur-Indre;34.5;31.2;17.5;16.7
36242;Villegongis;40;30;14.4;15.6
36243;Villegouin;36.7;38.5;17.5;7.3
36244;Villentrois-Faverolles-en-Berry;36.3;33.7;14.8;15.2
36246;Villiers;39.3;26.4;22.1;12.1
36247;Vineuil;20.7;38.3;18.3;22.7
36248;Vouillon;30.9;37.6;17;14.4
37001;Abilly;35;37.6;14.2;13.2
37002;Ambillou;26;30.1;18.4;25.5
37003;Amboise;31;28.3;16.2;24.4
37004;Anché;32.8;37.2;13.4;16.6
37005;Antogny-le-Tillac;32;32.5;18;17.5
37006;Artannes-sur-Indre;22.1;32.9;17.6;27.4
37007;Assay;30.7;34.3;12.4;22.6
37008;Athée-sur-Cher;21;33.4;17.5;28.1
37009;Autrèche;29;26.5;18.7;25.8
37010;Auzouer-en-Touraine;26.1;33.5;19.8;20.6
37011;Avoine;32.5;35.6;15.4;16.5
37012;Avon-les-Roches;30.2;36.4;12.8;20.6
37013;Avrillé-les-Ponceaux;32.2;32.4;19.1;16.3
37014;Azay-le-Rideau;28;27.7;15.7;28.6
37015;Azay-sur-Cher;22;28.1;18.2;31.7
37016;Azay-sur-Indre;24.2;30.3;16.5;29
37018;Ballan-Miré;23.4;26.5;17.2;32.8
37019;Barrou;38;35.6;13;13.3
37020;Beaulieu-lès-Loches;38.3;28.5;12;21.2
37021;Beaumont-Louestault;23.8;29.9;18.4;27.9
37022;Beaumont-en-Véron;28.8;32.2;16.8;22.2
37023;Beaumont-Village;38.7;27.2;15.2;18.8
37024;Benais;27.9;32.9;15.6;23.6
37025;Berthenay;16.5;37.6;19.2;26.7
37026;Betz-le-Château;32.4;27.1;24.9;15.6
37027;Bléré;33.9;30.5;14.9;20.7
37028;Bossay-sur-Claise;33.3;30.6;20.3;15.8
37029;Bossée;30.6;32;21.8;15.6
37030;Le Boulay;25.8;34.2;15.1;24.9
37031;Bourgueil;30.2;29.1;17.7;23
37032;Bournan;25.3;31.4;20.6;22.7
37033;Boussay;21;33.8;16.4;28.7
37034;Braslou;39.6;30.8;15.2;14.4
37035;Braye-sous-Faye;42.9;35.8;12.9;8.3
37036;Braye-sur-Maulne;33.1;29.6;15.5;21.8
37037;Brèches;25.7;33.1;18.3;22.9
37038;Bréhémont;35.5;29.6;14.8;20.1
37039;Bridoré;48.5;25.8;12.2;13.4
37040;Brizay;33.6;29.9;18.7;17.9
37041;Bueil-en-Touraine;26.4;29.4;20.6;23.6
37042;Candes-Saint-Martin;25;29.3;22.6;23.2
37043;Cangey;26.4;33.5;19.3;20.7
37044;La Celle-Guenand;45.8;30.6;10.9;12.8
37045;La Celle-Saint-Avant;38.8;36.5;13.6;11.1
37046;Céré-la-Ronde;45.8;24.8;13.2;16.2
37047;Cerelles;16.7;32;20.6;30.7
37048;Chambon;36.8;29.6;17.4;16.2
37049;Chambourg-sur-Indre;24.4;33.9;16.3;25.4
37050;Chambray-lès-Tours;24.3;26.8;17.5;31.4
37051;Champigny-sur-Veude;34.3;32.9;13.8;19
37052;Chançay;23.1;34.9;15.8;26.2
37053;Chanceaux-près-Loches;27.8;25;22.2;25
37054;Chanceaux-sur-Choisille;21;32.3;18.6;28.1
37055;Channay-sur-Lathan;30.5;34.2;19.3;16
37056;La Chapelle-aux-Naux;31.3;30.1;15.9;22.8
37057;La Chapelle-Blanche-Saint-Martin;31.9;30;16.3;21.8
37058;La Chapelle-sur-Loire;37.5;31;14.2;17.2
37059;Charentilly;20.1;24.3;16.4;39.2
37060;Chargé;24;29.8;15.7;30.5
37061;Charnizay;33;32.7;15.7;18.6
37062;Château-la-Vallière;45.3;29.7;13;12
37063;Château-Renault;42.1;30.4;12.8;14.6
37064;Chaumussay;28.4;29.5;14.2;27.9
37065;Chaveignes;46.4;34.1;11.5;8
37066;Chédigny;25.1;27.4;18.7;28.8
37067;Cheillé;22.2;29.8;17.9;30.1
37068;Chemillé-sur-Dême;29;29.2;15.2;26.6
37069;Chemillé-sur-Indrois;27.2;26.1;14.1;32.6
37070;Chenonceaux;23.2;37.5;15.7;23.6
37071;Chezelles;29.2;31.1;14.2;25.5
37072;Chinon;35.1;25.4;15.2;24.3
37073;Chisseaux;26.6;31.1;17.2;25.1
37074;Chouzé-sur-Loire;37.3;30.9;16.6;15.2
37075;Cigogné;28.9;28.4;18.6;24
37076;Cinais;28.1;36;15.1;20.8
37077;Cinq-Mars-la-Pile;22.5;29.9;19.4;28.2
37078;Ciran;32.2;35.7;17;15.1
37079;Civray-de-Touraine;24.9;33.2;17.8;24.1
37080;Civray-sur-Esves;24;40.9;13.6;21.4
37081;Cléré-les-Pins;31.1;32;17.4;19.5
37082;Continvoir;45.9;31.5;11.7;10.9
37083;Cormery;22.8;26.3;21.1;29.8
37084;Couesmes;38;36.2;16.8;9
37085;Courçay;20;35.1;16.3;28.7
37086;Courcelles-de-Touraine;27.4;32.2;18.9;21.5
37087;Courcoué;35.7;29.1;16.2;19
37088;Couziers;23.3;31.4;22.1;23.3
37089;Cravant-les-Côteaux;35.4;29.8;13.4;21.4
37090;Crissay-sur-Manse;32.6;21.3;19.1;27
37091;La Croix-en-Touraine;24.2;31.9;17.4;26.5
37092;Crotelles;21.1;31.7;19.5;27.8
37093;Crouzilles;36;32.9;15.9;15.2
37094;Cussay;27.7;39.1;19.4;13.8
37095;Dame-Marie-les-Bois;24.9;30.6;21;23.4
37096;Dierre;20.3;35.5;21.6;22.6
37097;Dolus-le-Sec;20.2;28.9;19.8;31.2
37098;Draché;23.3;39.9;18.7;18.1
37099;Druye;20.2;28.4;20.7;30.7
37100;Épeigné-les-Bois;27.2;28.5;17.9;26.3
37101;Épeigné-sur-Dême;17.4;26.4;26.4;29.8
37103;Esves-le-Moutier;27.8;31.3;20;20.9
37104;Esvres;22.3;28.5;17.4;31.9
37105;Faye-la-Vineuse;41.2;28.4;15.2;15.2
37106;La Ferrière;20.4;29.9;19.9;29.9
37107;Ferrière-Larçon;32.5;35;20.4;12.1
37108;Ferrière-sur-Beaulieu;30.6;33.8;16.9;18.7
37109;Fondettes;20.3;22.3;17.9;39.5
37110;Francueil;25.3;33.3;18.4;23
37111;Genillé;36.3;27.5;16.5;19.6
37112;Gizeux;40.1;31.1;14.3;14.6
37113;Le Grand-Pressigny;39.5;29.7;14.3;16.4
37114;La Guerche;28.5;37.1;17.9;16.6
37115;Descartes;47.6;29.7;12.8;9.8
37116;Les Hermites;34.7;26.9;17;21.4
37117;Hommes;37.1;28.6;17.3;17
37118;Huismes;23.8;31.3;18;26.9
37119;L'Île-Bouchard;44.5;28.5;11.9;15.1
37121;Jaulnay;39.4;32.6;18;10
37122;Joué-lès-Tours;30.9;24.8;17.8;26.5
37123;Langeais;34.8;29.4;14.8;21
37124;Larçay;19.7;25.4;19.3;35.6
37125;Lémeré;34.4;27.9;17.9;19.8
37126;Lerné;32.2;25;15.6;27.2
37127;Le Liège;27.3;37.1;19.4;16.2
37128;Lignières-de-Touraine;32.9;36;14.9;16.3
37129;Ligré;26.1;36.8;15.2;21.9
37130;Ligueil;52.2;25.4;11.7;10.7
37131;Limeray;24.9;36.7;16.9;21.5
37132;Loches;42.2;24.8;13.1;19.9
37133;Loché-sur-Indrois;31.3;29.7;15.9;23.1
37134;Louans;26.3;26.9;23;23.7
37136;Le Louroux;19.1;30.5;21.8;28.6
37137;Lublé;43.5;20.4;17.6;18.5
37138;Lussault-sur-Loire;22.1;32.4;15;30.4
37139;Luynes;24.2;22.5;18.8;34.5
37140;Luzé;32.5;35;14.6;18
37141;Luzillé;26.9;35.3;15.4;22.4
37142;Maillé;36;36;14.9;13
37143;Manthelan;28.6;33;17;21.4
37144;Marçay;20.6;35.5;19.3;24.7
37145;Marcé-sur-Esves;35.7;34.6;13;16.8
37146;Marcilly-sur-Maulne;41.4;27.6;16.6;14.4
37147;Marcilly-sur-Vienne;30;42.3;13.2;14.5
37148;Marigny-Marmande;37.6;34;14.6;13.7
37149;Marray;18.3;27.5;24.5;29.7
37150;Mazières-de-Touraine;26;34.5;15.7;23.8
37151;La Membrolle-sur-Choisille;24.8;23.4;16.5;35.3
37152;Mettray;22.9;25;18.6;33.5
37153;Monnaie;20;30.3;19.9;29.7
37154;Montbazon;24;24.8;19.3;31.9
37155;Monthodon;27.7;30.1;20.2;21.9
37156;Montlouis-sur-Loire;26.3;26.9;16.6;30.2
37157;Montrésor;37.5;25.3;18.6;18.6
37158;Montreuil-en-Touraine;20.4;40.1;18.9;20.6
37159;Monts;26.3;28.2;17.9;27.6
37160;Morand;21.1;29.1;20.6;29.1
37161;Mosnes;30.5;30.1;15.8;23.6
37162;Mouzay;30.3;31.4;14.4;23.9
37163;Nazelles-Négron;31.8;33.3;15.7;19.2
37165;Neuil;19.7;38.2;18.8;23.4
37166;Neuillé-le-Lierre;23.9;32.7;18.1;25.3
37167;Neuillé-Pont-Pierre;29.5;33.3;19.1;18
37168;Neuilly-le-Brignon;39.8;30.1;14.4;15.7
37169;Neuville-sur-Brenne;25.2;32.2;17.6;25
37170;Neuvy-le-Roi;25.7;34.5;16.1;23.7
37171;Noizay;25;30.4;17.9;26.7
37172;Notre-Dame-d'Oé;20.5;28.1;21.1;30.3
37173;Nouans-les-Fontaines;36.6;29.9;17.4;16
37174;Nouâtre;45.8;29.6;13.3;11.3
37175;Nouzilly;15.6;30.8;20;33.6
37176;Noyant-de-Touraine;28.5;36.5;16.5;18.4
37177;Orbigny;35.8;32.2;16.9;15.1
37178;Panzoult;33;33.8;14.4;18.8
37179;Parçay-Meslay;26.2;32.2;17.9;23.8
37180;Parçay-sur-Vienne;30.9;36.3;14.4;18.4
37181;Paulmy;29.6;28;17.7;24.7
37182;Pernay;20.7;30.9;20;28.3
37183;Perrusson;36.2;35.3;13.7;14.8
37184;Le Petit-Pressigny;30.5;30.5;19.5;19.5
37185;Pocé-sur-Cisse;28;32.2;16;23.8
37186;Pont-de-Ruan;14.8;32.8;22;30.4
37187;Ports;37;33.4;15.5;14.1
37188;Pouzay;30.7;35.8;18.4;15.2
37189;Preuilly-sur-Claise;49.5;27.2;10.2;13.1
37190;Pussigny;37.7;33.3;17.4;11.6
37191;Razines;43.7;20;15.8;20.5
37192;Reignac-sur-Indre;23.4;33.7;18.3;24.6
37193;Restigné;33;29.5;15.8;21.6
37194;Reugny;23.7;28.6;18.2;29.6
37195;La Riche;27.2;21.8;15.7;35.3
37196;Richelieu;45.6;31.2;11.8;11.4
37197;Rigny-Ussé;38.1;28;17.2;16.6
37198;Rillé;35.3;30.9;14.6;19.2
37199;Rilly-sur-Vienne;39.1;32.9;12.9;15.1
37200;Rivarennes;35.1;31.8;12;21.1
37201;Rivière;30.1;36.3;17;16.5
37202;La Roche-Clermault;29;37.2;15.4;18.5
37203;Rochecorbon;20.6;21.6;15.6;42.2
37204;Rouziers-de-Touraine;17;29.9;21.4;31.8
37205;Saché;19.7;35.6;18.8;25.8
37206;Saint-Antoine-du-Rocher;21.9;23.8;21;33.3
37207;Saint-Aubin-le-Dépeint;43.7;28.8;13.3;14.2
37208;Saint-Avertin;21.7;22;16.6;39.7
37210;Saint-Benoît-la-Forêt;49.6;19;10.5;20.9
37211;Saint-Branchs;21.9;33.3;18.3;26.5
37212;Sainte-Catherine-de-Fierbois;21.6;33.4;22.1;22.9
37213;Saint-Christophe-sur-le-Nais;39.9;30.2;13.5;16.4
37214;Saint-Cyr-sur-Loire;22.4;18.7;18.1;40.7
37216;Saint-Épain;29.9;33.4;16.9;19.8
37217;Saint-Étienne-de-Chigny;15;31;19.8;34.3
37218;Saint-Flovier;43.6;28.4;15.6;12.4
37219;Saint-Genouph;22.5;34.9;14;28.6
37220;Saint-Germain-sur-Vienne;37.3;27.3;17.8;17.5
37221;Saint-Hippolyte;39.3;31.8;14.1;14.8
37222;Saint-Jean-Saint-Germain;32.6;34.8;16.2;16.4
37223;Saint-Laurent-de-Lin;35.2;34.8;18.5;11.6
37224;Saint-Laurent-en-Gâtines;23.4;31;18.6;27.1
37225;Saint-Martin-le-Beau;26.7;30.3;17.4;25.7
37226;Sainte-Maure-de-Touraine;35.4;34;13.9;16.8
37228;Saint-Nicolas-de-Bourgueil;37.2;31.2;14.6;17
37229;Saint-Nicolas-des-Motets;23.9;34.6;14.9;26.6
37230;Saint-Ouen-les-Vignes;22.5;36.4;16;25
