Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2016;Part des familles avec 1 enf. de - de 25 ans 2016;Indice de vieillissement 2016;Densité de population (historique depuis 1876) 2016;Évol. annuelle moy. de la population 2011-2016;Part des pers. âgées de - 15 ans 2016;Part des pers. âgées de - de 25 ans 2016;Part des pers. âgées de 25 à 64 ans 2016;Part des pers. âgées de 65 ans ou + 2016;Part des familles sans enf. de - de 25 ans 2016;Part des familles avec 2 enf. de - de 25 ans 2016;Part des familles avec 3 enf. ou plus de - de 25 ans 2016;Taille moyenne des ménages 2016
51376;Montgenost;157;30;88.9;18.7;-0.4;17.8;27.4;52.2;20.4;50;10;10;2.4
51377;Montépreux;43;33.3;63.6;2.8;1.5;17.8;28.9;55.6;15.6;33.3;0;33.3;2.3
51378;Monthelon;356;12.9;116.5;133.8;-0.8;14.3;24.1;53.2;22.7;58.3;28.8;0;2.2
51379;Montigny-sur-Vesle;521;26.7;68.2;55.1;1.1;20.9;30.1;52.6;17.2;43.3;26.7;3.3;2.5
51380;Montmirail;3611;19;126.8;74;-1;16.4;25.5;47.8;26.8;54.8;16.6;9.6;2.1
51381;Montmort-Lucy;603;26.3;97.9;20.7;0.5;19.6;25.7;51.4;22.9;50;15.8;7.9;2.2
51382;Mont-sur-Courville;130;16.7;40;21.9;-0.6;22;29.9;59.1;11;66.7;0;16.7;2.4
51384;Morangis;382;17.4;46.7;44.2;3.2;22.3;30.4;56.5;13.1;43.5;34.8;4.3;2.6
51386;Morsains;132;0;63.6;9.2;1.3;19.7;29.5;54.5;15.9;62.5;25;12.5;2.5
51387;Moslins;312;20;80.6;26.6;0.9;19.4;26.7;54.3;19.1;50;25;5;2.4
51388;Mourmelon-le-Grand;5183;25.2;36.2;223.3;0;21.8;38.6;51;10.3;36.3;25.2;13.2;2.5
51389;Mourmelon-le-Petit;805;24.5;43.3;66;1.3;23.4;34.6;52.6;12.8;46.9;16.4;12.3;2.6
51390;Moussy;748;20;115;266.2;0;18.4;27.1;45.7;27.2;53.3;22.2;4.4;2.3
51391;Muizon;2187;18.8;84.2;305.9;0;16.8;28.7;50.6;20.6;52.2;20.5;8.5;2.4
51392;Mutigny;191;16.7;58.8;50.9;-2.5;21.8;30.9;53.2;16;41.7;41.7;0;2.4
51393;Nanteuil-la-Forêt;267;18.8;36;18.4;2.7;28;32.6;56;11.3;43.8;37.5;0;2.7
51395;Nesle-la-Reposte;103;0;158.8;9.7;3.4;15.8;18.8;54.5;26.7;83.3;16.7;0;2
51396;Nesle-le-Repons;153;22.2;93.5;30.2;-0.6;17.1;23.3;56.8;19.9;55.6;11.1;11.1;2.1
51397;La Neuville-aux-Bois;148;11.1;125.9;10.2;-1.3;14;21;55.2;23.8;66.7;22.2;0;2
51398;La Neuville-aux-Larris;162;9.4;59.5;98.8;0.2;18.8;26.2;60;13.8;54.7;35.8;0;2.2
51399;La Neuville-au-Pont;549;9.1;84.3;36.3;-0.5;20.5;27.8;50.5;21.6;57.6;27.3;6.1;2.3
51402;Neuvy;244;33.3;66.7;14.3;1.4;20.8;30.9;51.7;17.4;33.3;20;13.3;2.5
51403;Nogent-l'Abbesse;541;14.7;71.3;53.2;-1.5;18.1;28.8;53.2;17.9;55.9;23.5;5.9;2.4
51404;Noirlieu;105;16.7;157.1;7.6;-2.6;15.2;22.9;45.7;31.4;66.7;16.7;0;2.3
51406;Norrois;148;22.2;109.7;35.7;-2;18.1;25.5;51.7;22.8;55.6;22.2;0;2.2
51407;La Noue;402;16.7;38.8;30.1;3;25.9;37.1;50;12.9;41.7;29.2;12.5;2.8
51409;Nuisement-sur-Coole;352;21.7;48.4;23.3;1;20;29.3;58.4;12.3;52.2;21.7;4.3;2.5
51410;Oeuilly;635;14.3;162.6;68.3;0.5;14.2;20.7;48.7;30.6;64.3;16.7;4.8;2.4
51412;Ognes;65;33.3;154.5;8.3;-0.9;14.8;23;49.2;27.9;66.7;0;0;2.3
51413;Oiry;835;19.3;116.6;77.6;-0.9;13.2;21.9;56.1;22;61.4;15.8;3.5;2.3
51414;Olizy;164;18.2;89.2;35.9;1;18.5;26.5;53.1;20.4;54.5;18.2;9.1;2.4
51415;Omey;216;16.7;158.3;54.8;-1.8;14.5;18.8;53.6;27.5;66.7;8.3;8.3;1.9
51416;Orbais-l'Abbaye;572;23.5;80.7;35.7;-0.1;19.3;28.9;50.5;20.5;55.9;11.8;8.8;2.1
51417;Orconte;400;20.8;101.2;29.3;-1.4;13.8;24.2;55.5;20.3;62.5;12.5;4.2;2.2
51418;Ormes;441;28.6;87.6;69.9;-0.6;16.7;28.2;50.7;21.1;42.9;21.4;7.1;2.5
51419;Outines;134;12.5;159.3;8.7;-2;12.5;21.3;47.1;31.6;62.5;25;0;2.1
51420;Outrepont;86;16.7;158.8;23.1;-4.5;15.9;22.7;46.6;30.7;66.7;16.7;0;2.3
51421;Oyes;79;16.7;70.8;10.3;0.5;20.2;30.9;51.1;18.1;50;16.7;16.7;2.4
51422;Pargny-lès-Reims;456;15.5;70.4;126;4.1;20.8;29.8;51.8;18.3;47.6;26.2;10.7;2.5
51423;Pargny-sur-Saulx;1896;17.9;77.7;152.4;-1.1;19.3;29.5;51.1;19.4;51.2;20.4;10.5;2.3
51424;Passavant-en-Argonne;211;23.1;128.9;29.1;-0.5;15.3;23.9;48.3;27.8;53.8;15.4;7.7;2.2
51425;Passy-Grigny;378;26.1;84.6;31.5;-0.5;16.7;27.6;53.6;18.9;52;17.5;4.4;2.3
51426;Péas;67;40;90.9;8.7;-0.3;7.5;17.9;67.2;14.9;60;0;0;2.2
51428;Les Petites-Loges;490;3.4;33.1;100.6;0.5;23.9;36.7;53.3;10;51.7;31;13.8;2.9
51429;Pévy;211;15.4;72.2;28.5;-0.3;23;27.5;53.4;19.1;53.8;23.1;7.7;2.5
51430;Pierre-Morains;95;20;80;7.1;0;19.5;25.3;56.3;18.4;60;0;20;2.2
51431;Pierry;1201;23.3;112.3;232.8;0.2;14.1;22.6;55.3;22.1;58.8;11.5;6.3;2.2
51432;Pleurs;870;10.9;89;52;-0.2;20;27.8;49.4;22.8;58.7;21.7;8.7;2.2
51433;Plichancourt;241;42.9;34.2;40.9;2.3;23.7;34.4;55.2;10.4;35.7;14.3;7.1;2.6
51434;Plivot;753;25;63.8;59.8;-0.2;17.3;29.3;54.8;15.9;50;18.8;6.3;2.5
51435;Pocancy;168;20;81;6.2;0.6;20.2;28;51.8;20.2;50;20;10;2.6
51436;Pogny;920;23.2;58.1;65.5;0.7;21.8;31.2;52.3;16.5;42.9;26.8;7.1;2.7
51437;Poilly;95;16.7;36;21.3;1.3;16.8;30.5;60;9.5;50;33.3;0;2.6
51438;Poix;72;0;166.7;4.9;-1.8;14.7;16;57.3;26.7;60;40;0;2
51439;Pomacle;438;25.9;45.1;39.1;1.5;21;30.4;57.1;12.6;40.7;33.3;0;2.7
51440;Pontfaverger-Moronvilliers;1749;24.3;45.2;55.5;1.4;22.6;33.6;53.1;13.3;41.8;25.2;8.7;2.5
51441;Ponthion;111;14.3;120;15.3;-0.4;15;22.4;55.1;22.4;57.1;14.3;14.3;2.1
51442;Possesse;168;0;66;4.7;-2.8;25.1;33.5;46.7;19.8;55.6;11.1;33.3;2.5
51443;Potangis;127;0;45.7;14.3;7.1;23.1;30.6;56.2;13.2;71.4;28.6;0;2.5
51444;Pouillon;495;17.9;95.7;178.1;0.8;14.6;22.9;58.8;18.3;53.6;28.6;0;2.4
51445;Pourcy;190;15.4;84.6;22.8;3.1;14.7;24.7;57.9;17.4;53.8;30.8;0;2.3
51446;Pringy;409;11.2;92.6;26.7;-1.6;15.9;24.4;56.7;19;57.2;28.1;3.5;2.3
51447;Prosnes;495;18.8;47.9;15.1;-1.5;21.5;30.4;56;13.5;47.8;24.4;8.9;2.7
51448;Prouilly;563;20.6;84.4;55.3;-1.1;18.3;27.5;53;19.5;50.3;26.3;2.9;2.3
51449;Prunay;1039;26.2;53.6;56.4;-0.2;19.5;30.4;55.4;14.2;43.8;22.6;7.4;2.6
51450;Puisieulx;413;19.2;49.5;45.5;1.5;18.6;28.7;58.1;13.3;53.8;19.2;7.7;2.5
51451;Queudes;99;0;53.3;9.8;1.9;22.2;30.3;53.5;16.2;50;50;0;2.7
51452;Rapsécourt;34;0;90.9;4.7;0;26.5;32.4;38.2;29.4;50;50;0;2.4
51453;Recy;1036;15.4;96.2;72;-0.1;17.7;26.2;51.9;21.9;56.9;21.5;6.2;2.4
51454;Reims;183113;24.6;61.3;3904.3;0.3;17.1;36.1;48.4;15.5;46.1;18.5;10.8;1.9
51455;Reims-la-Brûlée;232;21.4;52.6;35.6;0.1;16.9;28;58.7;13.3;50;28.6;0;2.5
51456;Remicourt;56;0;200;6;-2.9;10.5;17.5;50.9;31.6;100;0;0;2.1
51457;Reuil;282;18.7;112.3;52.6;-1.4;13.4;23.1;53.8;23.1;56.2;25;0;2.3
51458;Reuves;75;0;153.3;11.7;3.2;18.1;23.6;44.4;31.9;75;25;0;2.5
51459;Réveillon;105;16.7;45.2;15.6;-0.2;25.5;31.1;55.7;13.2;50;16.7;16.7;2.6
51460;Rieux;200;16.7;41.8;17.3;2.4;28.8;36.6;48.7;14.7;50;16.7;16.7;2.7
51461;Rilly-la-Montagne;1000;12.9;96.3;112.7;-0.7;16.5;26.6;52.1;21.3;53.2;29;4.8;2.3
51463;Les Rivières-Henruel;178;27.3;95.6;14.9;-0.2;20.9;27.1;48.6;24.3;45.5;27.3;0;2.4
51464;Romain;322;40;66.2;38.1;-0.4;19.7;28.3;54.9;16.8;40;10;10;2.5
51465;Romery;154;30;65.7;74.4;-3.2;17.1;26.6;58.9;14.6;50;10;10;2.3
51466;Romigny;211;15.4;79.2;18.6;1.5;19.6;30.6;49.3;20.1;53.8;23.1;7.7;2.5
51468;Rosnay;346;29.2;55.9;62.5;2.2;18.9;29.1;56.2;14.7;41.7;25;4.2;2.6
51469;Rouffy;114;25;48.3;20;3.1;20.4;31;56.6;12.4;50;12.5;12.5;2.6
51470;Rouvroy-Ripont;10;0;33.3;0.8;7.4;37.5;37.5;50;12.5;0;0;100;2.7
51471;Sacy;375;12.5;108;67.4;-0.3;14.5;25.6;52.7;21.7;54.2;29.2;4.2;2.3
51472;Saint-Amand-sur-Fion;1025;23.8;56;36.1;-0.8;22.4;31.4;52.3;16.3;44.4;23.8;7.9;2.5
51473;Saint-Bon;112;0;64.5;14;0.4;20.5;29.5;52.7;17.9;66.7;33.3;0;2.7
51474;Saint-Brice-Courcelles;3453;16.1;72.4;830;0.2;19.7;31;50;19.1;54.3;19.5;10.1;2.4
51475;Saint-Chéron;62;50;180;6.8;-3.7;9.5;22.2;49.2;28.6;50;0;0;2
51476;Saint-Étienne-au-Temple;813;17.6;37.4;68.1;3.3;26.6;34;54.3;11.7;41.2;35.3;5.9;2.8
51477;Saint-Étienne-sur-Suippe;313;16.7;45.3;40.4;1.7;21.5;32;55.7;12.3;50;27.8;5.6;2.8
51478;Saint-Eulien;452;28;43.3;56.1;-0.3;24.8;34.3;52.8;12.9;32;28;12;2.6
51479;Saint-Euphraise-et-Clairizet;233;20;69.5;47.5;1.1;16.7;28.8;53.6;17.6;53.3;20;6.7;2.5
51480;Sainte-Gemme;139;25;67.5;19.2;-0.6;23.7;31.7;48.9;19.4;50;12.5;12.5;2.4
51482;Saint-Germain-la-Ville;669;10.8;110;57;2.3;20.7;27.7;43.5;28.8;54.1;24.3;10.8;2.6
51483;Saint-Gibrien;522;12.5;61.5;129.2;1.4;24.9;32.3;49.8;17.8;50;21.9;15.6;2.6
51484;Saint-Gilles;288;12.5;31.9;45.2;1.2;27.9;36.7;52.7;10.6;31.2;43.8;12.5;2.9
51485;Saint-Hilaire-au-Temple;337;27.3;35.5;54.8;2.8;27.6;35.6;53.1;11.3;40.9;18.2;13.6;2.8
51486;Saint-Hilaire-le-Grand;352;20;51.5;8.3;0.8;24.5;33.1;52.6;14.3;45;25;10;2.4
51487;Saint-Hilaire-le-Petit;342;19;50.5;15;2.1;23;31.3;54.3;14.5;47.6;19;14.3;2.6
51488;Saint-Imoges;318;22.2;47.3;18.6;1.3;23.6;31.5;54.5;14;44.4;22.2;11.1;2.7
51489;Saint-Jean-devant-Possesse;31;50;166.7;5.8;-8;10.8;16.2;56.8;27;50;0;0;1.9
51490;Saint-Jean-sur-Moivre;206;15.4;49.2;13.7;0.5;24.3;32.2;53;14.9;46.2;30.8;7.7;2.7
51491;Saint-Jean-sur-Tourbe;96;16.7;137.5;5.6;-2;13.5;18;57.3;24.7;66.7;16.7;0;2
51492;Saint-Just-Sauvage;1486;22;128.6;83.8;-0.5;14.9;23.5;51.2;25.3;57.1;16.5;4.4;2.1
51493;Saint-Léonard;108;28.6;42.3;35.5;2.2;17;27.4;62.3;10.4;42.9;14.3;14.3;2.5
51495;Saint-Loup;84;0;73.9;12.2;1.5;26.5;28.9;50.6;20.5;40;40;20;2.7
51496;Saint-Lumier-en-Champagne;260;18.8;61.3;30.4;0.9;25.4;30.8;51.5;17.7;43.8;31.2;6.2;2.5
51497;Saint-Lumier-la-Populeuse;48;0;109.1;20.2;4.8;23.4;27.7;46.8;25.5;50;50;0;2.1
51498;Saint-Mard-sur-Auve;64;25;56.2;6.3;2.3;22.2;36.5;49.2;14.3;50;0;25;2.3
51499;Saint-Mard-lès-Rouffy;164;22.2;34.6;23.8;-0.4;25.3;34.9;54.2;10.8;33.3;44.4;0;2.7
51500;Saint-Mard-sur-le-Mont;120;0;54.3;8.8;-0.5;21.7;33.3;50.8;15.8;66.7;16.7;16.7;2.4
51501;Sainte-Marie-à-Py;198;16.7;95.3;7.4;0.7;17.7;25.3;54;20.7;66.7;8.3;8.3;2.3
51502;Saint-Martin-aux-Champs;100;40;69.7;13.9;1;26;31.7;46.2;22.1;40;0;20;2.5
51503;Saint-Martin-l'Heureux;84;16.7;162.5;6.1;1.8;17.4;24.4;45.3;30.2;66.7;16.7;0;2.4
51504;Saint-Martin-sur-le-Pré;794;13;152.3;66.8;1.3;12.5;20.5;54.2;25.3;70.4;16.7;0;2.2
51505;Saint-Masmes;457;24;63.9;69.5;0.1;17.6;27.9;56.8;15.3;52.5;16.8;6.6;2.4
51506;Saint-Memmie;5548;24.1;91.4;438.9;0.5;18.2;29.3;48.7;22.1;50;18;7.9;2.1
51507;Sainte-Menehould;4110;18.1;137;72;-1.3;15.5;25.6;45.6;28.7;55.2;19;7.7;2
51508;Saint-Ouen-Domprot;206;7.7;123.8;5.5;0.9;17;21.4;53.4;25.2;69.2;15.4;7.7;2.3
51509;Saint-Pierre;295;5.3;78.2;28.7;-0.1;19.2;32.2;45.6;22.1;63.2;26.3;5.3;2.6
51510;Saint-Quentin-les-Marais;138;12.5;37.5;21;0.9;27.7;32.8;56.2;10.9;50;25;12.5;2.6
51511;Saint-Quentin-le-Verger;122;25;115.4;11.5;0.7;13.1;24.6;50.8;24.6;50;12.5;12.5;2.2
51512;Saint-Quentin-sur-Coole;102;16.7;77.3;11.6;10.5;21.1;30;51.1;18.9;50;16.7;16.7;2.6
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;519;27.3;91.3;23.8;-1.3;19.7;25.2;54.5;20.2;51.5;15.2;6.1;2.3
51514;Saint-Remy-sous-Broyes;104;42.9;50;13.4;0.4;22.6;30.2;56.6;13.2;28.6;28.6;0;2.5
51515;Saint-Remy-sur-Bussy;343;10;46.4;9.9;0;26.2;35.6;49.6;14.9;50;30;10;2.6
51516;Saint-Saturnin;58;33.3;166.7;7.3;0;20.7;22.4;43.1;34.5;66.7;0;0;2.1
51517;Saint-Souplet-sur-Py;128;25;107.1;6;-2.3;16.8;25.6;50.4;24;50;12.5;12.5;2.2
51518;Saint-Thierry;636;22.2;78;83.8;0.3;20.1;28.8;50.6;20.6;50;19.4;8.3;2.5
51519;Saint-Thomas-en-Argonne;38;33.3;333.3;8.6;-1;5;7.5;67.5;25;66.7;0;0;1.7
51520;Saint-Utin;83;20;214.3;8.2;0;11.4;21.5;40.5;38;60;0;20;2
51521;Saint-Vrain;226;25;54.2;19.5;1.9;23;31.9;54;14.2;41.7;16.7;16.7;2.6
51522;Sapignicourt;403;12;57.9;83.6;1.8;25.4;36.1;45.1;18.8;52;20;16;2.8
51523;Sarcy;249;6.3;86.9;36.1;0.2;17.7;27.2;52;20.9;62.5;25;6.3;2.4
51524;Saron-sur-Aube;303;21.1;87.9;18.4;0.9;17.5;23.8;57.1;19.1;57.9;21.1;0;2.2
51525;Sarry;2054;18.4;107.4;102.6;0.1;16.7;25.1;50.8;24.1;56.6;18.4;6.6;2.4
51526;Saudoy;360;16.4;118;28.4;-0.4;15.5;20.5;57.6;21.9;72;7.9;3.8;2.2
51527;Savigny-sur-Ardres;266;28.6;72.7;29.7;0.6;17.8;28.9;53.3;17.8;35.7;35.7;0;2.4
51528;Scrupt;134;0;63.9;11.7;0.6;20.8;29.2;53.1;17.7;75;12.5;12.5;2.4
51529;Selles;402;26.1;35.1;35.4;2.2;25.9;36.1;52.2;11.7;34.8;21.7;17.4;2.9
51530;Sept-Saulx;605;16.2;38.6;33.1;0.6;26;33.1;55.3;11.7;40.5;32.4;10.8;2.7
51531;Sermaize-les-Bains;1967;19.4;113.4;111.2;-1.2;16.7;26;49.5;24.5;52.2;21.1;7.3;2.2
51532;Sermiers;553;28.6;81.7;30.3;0.1;15.7;26;55.6;18.4;48.6;17.1;5.7;2.5
51533;Servon-Melzicourt;109;16.7;62.5;4.2;-1.4;22;31.2;50.5;18.3;33.3;33.3;16.7;2.7
51534;Serzy-et-Prin;196;16.7;53.1;26.6;1.9;24.2;32.9;50.7;16.4;41.7;25;16.7;2.5
51535;Sézanne;4912;18.5;137;215.2;-1.2;14.9;24.7;47.4;27.9;56.7;16.9;7.9;2
51536;Sillery;1736;23.6;92.3;188.7;1.2;16.5;27.8;50.7;21.5;51.9;19.8;4.7;2.4
51537;Sivry-Ante;180;8.3;100;8.3;-0.7;16.1;22.2;57.2;20.6;58.3;25;8.3;2.3
51538;Sogny-aux-Moulins;114;0;168.4;17;-1.2;15.3;20.7;50.5;28.8;71.4;14.3;14.3;2.3
51539;Sogny-en-l'Angle;57;0;100;8.6;4.8;16.2;25;54.4;20.6;80;20;0;2.3
51542;Soizy-aux-Bois;183;30;43.3;25.1;2.7;31.3;35.8;49.7;14.5;30;20;20;2.8
51543;Somme-Bionne;84;0;95.7;9.1;1.2;21;28.4;44.4;27.2;60;40;0;2.5
51544;Sommepy-Tahure;626;28.6;53.1;9.2;0.1;26;33.1;50.3;16.5;40.1;20;11.4;2.4
51545;Sommesous;533;22.6;62.6;14.4;0.5;21;32.4;50.6;17;48.8;16;12.6;2.6
51546;Somme-Suippe;468;24;41.8;14.9;0.2;24.5;38.7;46.6;14.7;39.8;24.1;12.1;2.7
51547;Somme-Tourbe;144;0;93.9;7.4;-1.3;19.3;26.2;52.4;21.4;60;40;0;2.3
51548;Somme-Vesle;428;35;17.5;12.1;-0.3;21.7;48.4;44.2;7.5;40;15;10;2.7
51549;Somme-Yèvre;113;12.5;108;5.2;0.5;17.9;24.8;52.1;23.1;50;37.5;0;2.3
51550;Sompuis;302;20;90.5;6.9;1;16.9;23.8;57.3;18.9;65;10;5;2.3
51551;Somsois;197;23.1;131.4;9.2;0.9;12.8;23;53.6;23.5;61.5;7.7;7.7;2.1
51552;Songy;265;17.6;91.7;17.6;-0.4;16;25.5;53.6;20.9;58.8;23.5;0;2.3
51553;Souain-Perthes-lès-Hurlus;236;13.3;46.5;4.4;1.9;24.6;33.3;52.9;13.8;46.7;33.3;6.7;2.7
51555;Soudé;185;20;60.4;5.8;1.9;21.4;33.5;50.5;15.9;40;40;0;2.5
51556;Soudron;305;26.3;60.8;7.1;-0.9;21;29.2;54.9;15.8;48.4;10.3;15;2.5
51557;Soulanges;478;29.6;69.8;38.6;-0.2;22.1;31.3;49.6;19.1;37;22.2;11.1;2.5
51558;Soulières;141;12.5;83.3;23.3;1;21.6;27.3;51.1;21.6;62.5;12.5;12.5;2.4
51559;Suippes;3931;21.1;49.9;93;-0.5;20;38;48.8;13.3;41.7;25.6;11.7;2.3
51560;Suizy-le-Franc;108;14.3;62.5;17.9;-1.2;13.2;28.3;57.5;14.2;57.1;14.3;14.3;2.3
51562;Taissy;2208;17;99.1;191.5;-0.9;16;26.2;52.1;21.7;55.5;21.7;5.8;2.4
51563;Talus-Saint-Prix;110;16.7;40.6;17.7;1.3;24.3;35.1;53.2;11.7;33.3;33.3;16.7;2.4
51564;Val de Livre;646;29.9;58.1;28.9;1.2;22.3;29.4;54.7;15.9;41;17.2;11.9;2.5
51565;Thaas;97;0;125;9.3;-3.2;13.7;22.5;52.9;24.5;71.4;14.3;14.3;2.3
51566;Thibie;289;14.3;110.2;27.6;1.4;15.8;25.3;52.4;22.3;61.9;19;4.8;2.3
51567;Thiéblemont-Farémont;549;19.2;204.4;59.4;0.7;14.9;21.9;40.7;37.4;57.7;11.5;11.5;2.2
51568;Thil;297;23.5;94.4;140.8;0.1;19.5;26.3;51.2;22.6;47.1;23.5;5.9;2.4
51569;Thillois;426;10.5;24.2;67.1;3.9;21;44.8;46.4;8.8;42.1;31.6;15.8;2.8
51570;Le Thoult-Trosnay;101;16.7;100;6.8;1.7;20.2;26;51;23.1;50;33.3;0;2.3
51571;Val-de-Vesle;916;17.2;61.8;24.7;2.4;19.7;30;53.8;16.2;53.4;22.4;6.9;2.5
51572;Tilloy-et-Bellay;212;30.8;44.1;11;-1.9;20.8;28.7;59.3;12;38.5;23.1;7.7;2.5
51573;Tinqueux;10096;22.6;95.8;2432.8;0.1;16.8;27.5;50.6;21.9;51.8;18.2;7.3;2.2
51574;Togny-aux-Boeufs;137;0;120.8;13.7;0.9;13.1;21.9;56.9;21.2;70;20;10;2.3
51576;Tours-sur-Marne;1379;23.2;74.7;58.7;0.3;20.1;28.9;52.6;18.6;47.6;24.4;4.9;2.4
51577;Tramery;151;0;76.9;42.4;0;19.2;27.8;52.3;19.9;60;30;10;2.8
51578;Trécon;79;0;104.8;6.3;-0.3;14;26.7;47.7;25.6;60;40;0;2.3
51579;Tréfols;161;18.2;68.9;11.2;3.4;23;31;51.1;17.8;54.5;18.2;9.1;2.4
51580;Trépail;431;12.5;70.8;51.5;0;20;30;51.4;18.6;45.8;33.3;8.3;2.4
51581;Treslon;239;14.5;52.4;60.2;3.6;25;30.4;54.9;14.7;49.3;29;7.2;2.7
51582;Trigny;541;14.7;73.9;44.3;0.4;20.1;27.9;53.2;18.9;55.9;20.6;8.8;2.4
51583;Trois-Fontaines-l'Abbaye;206;30.8;50;4.7;-1;13.1;26.2;63.1;10.7;53.8;15.4;0;2.4
51584;Trois-Puits;155;16.7;92.3;72.4;0.3;22.2;26.8;49.7;23.5;50;16.7;16.7;2.2
51585;Troissy;860;26.5;75.6;55.6;0.4;16.9;28.8;52.4;18.8;46.9;22.4;4.1;2.3
51586;Unchair;165;10;75.6;44.2;0.7;24.5;28.8;50.3;20.9;60;30;0;2.4
51587;Vadenay;246;20;63.4;12.5;-2.1;23.3;30.8;51.4;17.8;46.7;26.7;6.7;2.6
51588;Valmy;292;11.1;70.9;12;0.1;21.2;29.1;51.7;19.2;55.6;27.8;5.6;2.5
51589;Vanault-le-Châtel;178;9.1;60;5.1;-0.1;20.8;27.5;57.3;15.2;63.6;18.2;9.1;2.5
51590;Vanault-les-Dames;366;14.2;117;18.3;-2.2;16.9;25.8;48.7;25.4;48.5;32.7;4.5;2.1
51591;Vandeuil;210;15.4;114.7;39.3;0.5;13.7;26.2;52.5;21.3;61.5;15.4;7.7;2.2
51592;Vandières;312;26.3;66.9;23.6;-1.6;21;27;56.5;16.6;47.8;25.9;0;2.3
51594;Vassimont-et-Chapelaine;60;25;180;2.8;0.3;15;20;50;30;75;0;0;2.1
51595;Vatry;148;10;47.5;17.6;5.2;22.2;29.1;58.9;12;60;30;0;2.4
51596;Vauchamps;356;19;62.2;27.6;-0.3;21.6;28.4;55.9;15.7;52.4;14.3;14.3;2.5
51597;Vauciennes;334;22.7;104.8;65.7;2;14.5;25.5;54.5;20;54.5;18.2;4.5;2.3
51598;Vauclerc;500;20.6;78.4;82.1;-0.4;17.4;27.6;55;17.4;61.8;11.8;5.9;2.3
51599;Vaudemange;301;16.7;38.2;22.9;0.3;23.4;34.1;54.5;11.4;44.4;33.3;5.6;2.6
51600;Vaudesincourt;88;16.7;116.7;7;-4.2;13.5;19.8;58.3;21.9;66.7;16.7;0;2.3
51601;Vavray-le-Grand;166;20;97.4;23.7;-0.5;19.9;25.5;51.6;23;50;20;10;2.2
51602;Vavray-le-Petit;66;25;36.8;12.2;-0.9;23.4;29.7;59.4;10.9;75;0;0;2.6
51603;Vélye;187;21.4;39.7;17.5;2.9;27.3;33.2;54.6;12.2;42.9;28.6;7.1;2.8
51604;Ventelay;258;11.8;67.7;17.5;0.5;18.7;28.2;55.7;16;58.8;23.5;5.9;2.5
51605;Venteuil;533;27.3;104.4;85.3;-1.4;15.5;26.7;50.9;22.5;48.5;21.2;3;2.2
51607;Verdon;211;0;33.9;18.5;2.8;22;29.8;61;9.3;75;16.7;8.3;2.5
51608;Vernancourt;90;20;95.5;10;2.6;17.2;26.4;49.4;24.1;60;20;0;2.2
51609;Verneuil;840;26.9;75.5;63.9;0;18.2;27.1;54.9;18;50;17.3;5.8;2.4
51610;Verrières;412;16;114.8;71;-0.1;18.3;24.4;49.9;25.7;64;12;8;2.2
51611;Vert-Toulon;295;11.1;107.7;13.4;-0.1;16.8;26.6;49;24.5;61.1;11.1;16.7;2.2
51612;Blancs-Coteaux;3330;20.8;108.4;50.6;-0.7;16.5;27.1;47.6;25.4;53;18.7;7.4;2.2
51613;Verzenay;1062;22.6;108.7;100;0.2;18.6;27.9;46.3;25.8;45.3;24.5;7.5;2.3
51614;Verzy;992;22.2;80.1;74.2;-1.2;16.1;26.2;56.5;17.4;50;20.4;7.4;2.3
51616;Vésigneul-sur-Marne;240;20;54.1;30.5;-1.8;20.3;28.3;57.8;13.9;46.7;26.7;6.7;2.5
51617;La Veuve;620;12.2;58.3;25.4;0;21.1;29.5;54;16.5;58.5;19.5;9.8;2.6
51618;Le Vézier;193;15.4;60.9;15.6;-0.2;19.9;29.3;56;14.7;53.8;15.4;15.4;2.6
51619;Le Vieil-Dampierre;119;37.5;134.8;8.6;0.7;18;26.1;45.9;27.9;50;12.5;0;2.3
51620;Vienne-la-Ville;173;0;181.8;23.1;-0.5;13.3;20.8;44.5;34.7;80;10;10;2
51621;Vienne-le-Château;524;20.6;178.4;10.2;-1.4;13.1;20.7;46.9;32.5;59;17;3.3;2.1
51622;Ville-Dommange;401;20.8;101.2;117.9;-0.8;14.2;23.8;55.2;21;58.3;16.7;4.2;2.2
51623;Ville-en-Selve;274;18.2;94.2;31;0.1;14.6;28.5;47.8;23.7;54.5;15.2;12.1;2.4
51624;Ville-en-Tardenois;661;14.2;38.3;59;1.4;26.7;33.8;54.3;11.8;45.5;30;10.4;2.7
51625;Villeneuve-la-Lionne;286;27.8;63.1;18.7;-0.9;17.3;26.4;59.2;14.4;55.6;16.7;0;2.3
51626;La Villeneuve-lès-Charleville;114;33.3;54.5;10.2;-1.3;18.4;30.7;53.5;15.8;33.3;33.3;0;2.5
51627;Villeneuve-Renneville-Chevigny;314;15;60.4;18.3;0.5;21.7;25.9;59.6;14.5;55.1;24.9;5;2.5
51628;Villeneuve-Saint-Vistre-et-Villevotte;124;12.5;82.1;13;-0.2;14.5;25;56.5;18.5;50;25;12.5;2.3
