Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2016;Part des familles avec 1 enf. de - de 25 ans 2016;Indice de vieillissement 2016;Densité de population (historique depuis 1876) 2016;Évol. annuelle moy. de la population 2011-2016;Part des pers. âgées de - 15 ans 2016;Part des pers. âgées de - de 25 ans 2016;Part des pers. âgées de 25 à 64 ans 2016;Part des pers. âgées de 65 ans ou + 2016;Part des familles sans enf. de - de 25 ans 2016;Part des familles avec 2 enf. de - de 25 ans 2016;Part des familles avec 3 enf. ou plus de - de 25 ans 2016;Taille moyenne des ménages 2016
51121;Champvoisy;250;13.3;40;27.2;-1.5;24.8;33.9;54.3;11.8;40;40;6.7;2.4
51122;Changy;119;28.6;152.2;19;1.2;16.2;23.9;46.2;29.9;57.1;14.3;0;2.2
51124;Chantemerle;45;0;66.7;5.3;-2.9;19.6;28.3;54.3;17.4;66.7;33.3;0;2.2
51125;Chapelaine;48;0;33.3;5.2;-2.3;24;36;54;10;33.3;33.3;33.3;2.8
51126;La Chapelle-Felcourt;51;33.3;125;5.3;-3.8;15.4;26.9;44.2;28.8;66.7;0;0;2.3
51127;La Chapelle-Lasson;85;40;116.7;5.7;-0.5;17.6;22.4;52.9;24.7;40;20;0;2.1
51128;La Chapelle-sous-Orbais;54;33.3;33.3;3.7;0;31.5;33.3;55.6;11.1;66.7;0;0;3
51129;Charleville;244;6.7;60.3;13.8;-2.3;16.1;28.5;56.2;15.3;53.3;26.7;13.3;2.4
51130;Charmont;222;15.4;118.2;9.7;0;18.2;26;45.9;28.1;53.8;23.1;7.7;2.3
51132;Les Charmontois;119;11.1;216.7;8.1;-0.8;14;18.2;49.6;32.2;77.8;11.1;0;2
51133;Le Châtelier;57;25;84.6;5.3;1.1;21.7;26.7;55;18.3;50;0;25;2.1
51134;Châtelraould-Saint-Louvent;226;12.5;112.8;13.4;-1.1;15.5;21.9;55.4;22.7;62.5;18.7;6.2;2.2
51135;Châtillon-sur-Broué;75;25;158.3;11.3;2;14.3;20.8;54.5;24.7;50;25;0;2
51136;Châtillon-sur-Marne;691;15.4;106.4;59.1;-0.4;16.2;23.5;55.6;20.9;56.4;20.5;7.7;2.2
51137;Châtillon-sur-Morin;213;14.3;74.5;11.8;2.4;19.2;26.8;55.4;17.8;57.1;28.6;0;2.4
51138;Châtrices;34;0;54.5;1.7;0.6;29.4;32.4;50;17.6;100;0;0;2.4
51139;Chaudefontaine;324;16.7;112.3;25;-0.5;17.2;26.6;50.6;22.8;61.1;22.2;0;2.5
51140;Chaumuzy;375;16;55;18.8;0;24;32.3;51.7;16;48;32;4;2.7
51141;La Chaussée-sur-Marne;796;24.4;64.4;36.1;1.2;21.8;31.4;50.6;18.1;42.2;26.7;6.7;2.5
51142;Chavot-Courcourt;349;30.4;122.4;79;-1.3;12.5;23.3;52.8;23.9;56.5;13;0;2.2
51143;Le Chemin;52;33.3;200;8.3;-2.8;17;17;49.1;34;66.7;0;0;2
51144;Cheminon;611;20.7;88.3;22.1;-0.5;16.4;24.6;57;18.3;61.8;12.6;4.9;2.2
51145;Chenay;233;12.5;152.9;59.9;-2.2;10.7;20.6;57.1;22.3;68.8;12.5;6.2;2.2
51146;Cheniers;109;28.6;48.4;7;-1.4;23.9;32.1;54.1;13.8;42.9;14.3;14.3;2.6
51147;La Cheppe;334;10;47.3;14;0.2;24.4;32.9;52.5;14.6;55.5;14.9;19.6;2.8
51148;Cheppes-la-Prairie;177;27.3;148.6;8.8;0.1;14.2;26.1;44.3;29.5;54.5;9.1;9.1;2.3
51149;Chepy;428;21.4;85.1;49.3;0.5;18.1;27.4;52.6;20;50;21.4;7.1;2.4
51150;Cherville;80;20;117.6;21.3;-2.1;14.6;23.2;52.4;24.4;40;20;20;2.3
51151;Chichey;175;7.7;73;23.6;1.3;16.2;24.9;59.5;15.6;61.5;15.4;15.4;2.4
51152;Chigny-les-Roses;560;18.2;84.4;127.9;1.2;17.9;27.9;50.9;21.2;51.5;24.2;6.1;2.3
51153;Chouilly;1013;27.4;106.3;62.8;0.3;16;23.3;55.2;21.5;50;21;1.6;2.2
51154;Clamanges;207;18.2;57.1;8.8;-2.7;23.1;28.3;56.6;15.1;54.5;18.2;9.1;2.5
51155;Clesles;628;27.8;74.9;47.4;1.3;19.5;29;51.4;19.6;47.6;13.7;10.8;2.3
51156;Cloyes-sur-Marne;133;25;81.2;21.1;1.2;20.9;26.4;53.5;20.2;50;25;0;2.3
51157;Coizard-Joches;76;25;227.3;7.1;-1.5;10.5;17.1;50;32.9;75;0;0;1.8
51158;Val-des-Marais;566;20.6;64.1;14.2;-0.2;21.9;30.5;52.2;17.3;47.1;20.6;11.8;2.6
51160;Compertrix;1547;20.1;52;325;2.4;24.8;35;48.6;16.4;44.6;18.4;16.8;2.8
51161;Condé-sur-Marne;823;23.9;42.9;66.7;3;23;33.5;54.1;12.5;36.4;33;6.7;2.6
51162;Conflans-sur-Seine;652;18.9;104.1;106.2;-0.8;18.4;26;49.6;24.4;54.1;16.2;10.8;2.2
51163;Congy;259;26.7;71.4;14.8;0.5;18.5;28.6;54.1;17.4;46.7;20;6.7;2.4
51164;Connantray-Vaurefroy;168;30;69.2;5.8;-1.8;12;28.7;55.2;16.1;50;20;0;2.2
51165;Connantre;1108;24;58.7;38.8;0.9;21.9;31.1;53;15.9;48.6;16.7;10.6;2.4
51166;Contault;66;0;126.7;6.9;-0.9;17.9;22.4;49.3;28.4;75;25;0;2.2
51167;Coole;144;22.2;103.3;4.8;-0.1;18.6;23.4;55.2;21.4;55.6;11.1;11.1;2.1
51168;Coolus;220;14.3;150;16.7;1.2;12.6;20.7;50.9;28.4;64.3;14.3;7.1;2.2
51169;Corbeil;93;0;85;9.6;-0.6;16.1;26.9;54.8;18.3;80;20;0;2.3
51170;Corfélix;111;33.3;32.3;13.4;1.3;24.1;33;58;8.9;33.3;33.3;0;2.4
51171;Cormicy;1467;23.6;51.4;46.2;0;20.5;32.5;52.9;14.6;43.8;25.8;6.7;2.6
51172;Cormontreuil;6528;18;139.5;1413;1.7;14.7;24.8;46.9;28.3;59.3;16.8;5.9;2.2
51173;Cormoyeux;119;11.1;109.5;54.8;0.7;10.2;23.7;56.8;19.5;66.7;22.2;0;2.3
51174;Corribert;58;0;30;6;0.3;24.6;32.8;57.4;9.8;33.3;66.7;0;2.3
51175;Corrobert;203;15.4;39.3;14.2;1.3;21.5;33.7;54.6;11.7;53.8;7.7;23.1;2.7
51176;Corroy;162;22.2;60.4;8.1;0.8;24.2;31.1;50.9;18;44.4;11.1;22.2;2.4
51177;Coulommes-la-Montagne;211;30.8;89.4;78.1;-1.5;16.1;25.1;55;19.9;53.8;15.4;0;2.3
51178;Coupetz;76;20;121.1;7.1;-1.3;15;27.5;43.8;28.8;60;20;0;2.4
51179;Coupéville;164;30;69.2;5.4;-3.1;17.6;26.5;57.6;15.9;40;30;0;2.4
51181;Courcelles-Sapicourt;365;14.3;35;94.6;0.4;24.9;36.3;52.2;11.5;33.3;42.9;9.5;2.9
51182;Courcemain;110;14.3;133.3;11;-4.2;14.9;22.8;52.6;24.6;57.1;14.3;14.3;2.3
51183;Courcy;975;20.6;52.7;62.9;-5.3;20.6;31.5;54.3;14.2;48;22;9.3;2.7
51184;Courdemanges;392;14.8;177.8;20.5;-0.5;10.7;20.1;51.4;28.5;59.3;22.2;3.7;2.2
51185;Courgivaux;319;16.7;63;29.8;2.1;21.7;31.9;51.4;16.7;49.1;22.6;11.7;2.5
51186;Courjeonnet;47;0;233.3;8.5;-3.4;10.4;16.7;54.2;29.2;100;0;0;1.9
51187;Courlandon;293;18.8;27.6;86.2;0.3;25.9;36.9;53.9;9.2;37.5;31.2;12.5;2.8
51188;Courmas;207;14.3;74.1;72.1;3.3;21.7;27.4;53.8;18.9;50;28.6;7.1;2.5
51190;Courtagnon;64;40;76.5;16.2;3.5;22.2;27;52.4;20.6;40;20;0;2.3
51191;Courtémont;62;0;166.7;5.9;-1.5;12.9;22.6;45.2;32.3;66.7;33.3;0;2
51192;Courthiézy;367;17.4;77.4;62.3;2.1;21;26;54.9;19.1;51.7;17.6;13.4;2.4
51193;Courtisols;2441;18.6;73.8;37.2;-0.7;18.4;28.4;53.1;18.6;50;25.5;5.8;2.5
51194;Courville;460;13.3;52.9;38.5;-0.1;24;32.7;51.4;15.8;56.7;20;10;2.7
51195;Couvrot;866;13;132.5;107.6;0.5;15;22.7;51.3;26.1;63;18.5;5.6;2.3
51196;Cramant;901;21.2;86.7;167.8;0.1;19;26.5;53.6;19.8;52.1;23;3.8;2.3
51197;La Croix-en-Champagne;78;0;36.8;4.7;0.5;19.2;25.6;65.4;9;60;20;20;2.4
51198;Crugny;636;26.6;36.2;51;1.2;23.9;33.5;55.5;11;41.8;21.1;10.5;2.7
51199;Cuchery;407;30.7;69.8;57.9;-1.2;17.9;24.5;60.2;15.2;50.5;15;3.8;2.2
51200;Cuis;395;22.9;119.5;47.8;-0.7;12.5;20.6;58;21.5;59.4;17.8;0;2.2
51201;Cuisles;137;0;93.8;49.5;-0.7;18.8;32;44.5;23.4;75;25;0;2.3
51202;Cumières;768;26.7;123.7;256.9;-1.2;15.3;25.7;47.9;26.4;53.3;11.1;8.9;2.1
51203;Cuperly;232;21.4;55.7;11.1;1;24.7;33.6;48.9;17.5;42.9;21.4;14.3;2.8
51204;Damery;1444;14.9;94.9;93.5;-0.9;18.9;26.9;50.4;22.7;54.4;23.9;6.8;2.2
51205;Dampierre-au-Temple;274;23.5;50.7;26.7;0.7;21.2;29.7;57.6;12.6;52.9;17.6;5.9;2.6
51206;Dampierre-le-Château;102;14.3;53.6;9.2;1.2;25.3;32.3;52.5;15.2;57.1;28.6;0;2.6
51208;Dampierre-sur-Moivre;112;14.3;43.7;9.7;-0.4;16.8;31;56.6;12.4;42.9;42.9;0;2.5
51210;Dizy;1540;20.8;123.6;476.8;-0.7;12;21.9;56.7;21.4;59.4;16.7;3.1;2.1
51211;Dommartin-Dampierre;72;0;128.6;8.7;0;17.9;22.4;50.7;26.9;75;25;0;2.5
51212;Dommartin-Lettrée;152;40;78.6;4.7;-0.3;23.7;28.9;49.3;21.7;40;10;10;2.5
51213;Dommartin-sous-Hans;56;0;121.4;8.6;1.9;23.2;26.8;42.9;30.4;66.7;33.3;0;2.2
51214;Dommartin-Varimont;140;50;80;5.9;0.1;22.5;29;50.7;20.3;37.5;0;12.5;2.3
51215;Dompremy;155;11.1;35.3;42.5;3.1;29.4;35.9;52.3;11.8;44.4;33.3;11.1;2.8
51216;Dontrien;263;18.8;73.1;20.8;5.5;24.7;31.7;48.1;20.2;50;18.8;12.5;2.6
51217;Dormans;2922;20.2;98.4;129.4;0.2;16.4;26.1;52.1;21.8;55.4;15.3;9.1;2.1
51218;Val-de-Vière;129;37.5;132.1;6.7;0.3;18.6;25.6;45.7;28.7;37.5;12.5;12.5;2.1
51219;Drosnay;212;21.4;67.9;11.4;2.5;20.3;29.7;52.4;17.9;57.1;7.1;14.3;2.4
51220;Drouilly;137;11.1;63.3;56.4;0.1;19;24.8;61.3;13.9;55.6;11.1;22.2;2.3
51222;Éclaires;94;20;61.5;8.6;-0.2;17.7;31.2;52.1;16.7;40;40;0;2.3
51223;Écollemont;54;0;283.3;19.2;-3.6;5.4;14.3;55.4;30.4;75;0;25;1.9
51224;Écriennes;170;27.3;88.9;26.7;0.5;17.6;26.5;54.7;18.8;45.5;18.2;9.1;2.3
51225;Écueil;303;21.1;76.1;43.1;-1;19.5;27.7;55.4;16.8;52.6;21.1;5.3;2.3
51226;Écury-le-Repos;60;0;311.1;6;-2.8;11.7;18.3;35;46.7;75;25;0;1.9
51227;Écury-sur-Coole;498;16.1;61.4;27.2;1.6;24.4;32;48.9;19.1;48.2;19.4;16.2;2.7
51228;Élise-Daucourt;102;0;64;6.7;-0.8;17.6;28.4;55.9;15.7;66.7;33.3;0;2.4
51229;Épense;126;14.3;71.1;11.1;2.6;23.4;32.8;46.1;21.1;57.1;14.3;14.3;2.3
51230;Épernay;23084;25.7;88.3;1017.4;-0.7;16.9;28.5;51.2;20.3;48.8;16.5;9.1;2
51231;L'Épine;622;18.2;109.7;20.4;0.5;17.5;25;50.5;24.5;59.1;18.2;4.5;2.4
51232;Époye;437;27.1;48.8;28.5;-0.5;20.5;30.8;56.2;13;39.7;26;7.2;2.6
51233;Escardes;86;0;100;5.9;0.2;17.1;20;61.4;18.6;75;25;0;2.2
51234;Esclavolles-Lurey;595;25.5;109;62.8;0.9;13.5;22.1;57.7;20.3;57.3;12.4;4.8;2.2
51235;Les Essarts-lès-Sézanne;259;26.7;85.5;15.4;-1.4;18.3;27.1;51.8;21.1;46.7;20;6.7;2.3
51236;Les Essarts-le-Vicomte;142;28.6;64.9;12.6;-2;19;27.5;55.6;16.9;42.9;14.3;14.3;2.4
51237;Esternay;1909;17.4;99.8;59.7;0.7;18.1;28;47.7;24.3;52.3;18.3;11.9;2.2
51238;Étoges;458;7.7;29.7;31.4;3;27.3;36.5;54.1;9.4;46.2;34.6;11.5;2.5
51239;Étréchy;107;28.6;65.2;16.1;-2.7;16.7;25.9;60.2;13.9;28.6;28.6;14.3;2.4
51240;Étrepy;139;22.2;70.3;18.2;0.6;15;31.4;50;18.6;44.4;22.2;11.1;2.5
51241;Euvy;84;0;180;5.8;1.2;17.1;19.5;47.6;32.9;60;20;20;2
51242;Fagnières;4830;17.7;77.4;247.9;2.1;18.9;29.1;51.8;19.1;53.5;17.4;11.4;2.5
51243;Faux-Fresnay;329;27.8;112.3;12.1;-0.8;15.1;23.3;53.8;23;50;16.7;5.6;2.2
51244;Faux-Vésigneul;245;18.8;70.9;6.2;0.4;17;24.7;59.5;15.8;56.3;25;0;2.4
51245;Faverolles-et-Coëmy;563;28.5;61.1;102.7;1.5;18.5;27.8;57.9;14.3;45.8;18.1;7.6;2.4
51246;Favresse;224;14.3;66.7;21.7;2.7;19.2;28.6;53.6;17.9;57.1;21.4;7.1;2.4
51247;Fèrebrianges;158;22.2;119.2;22;-2.5;10.4;23.6;54.9;21.5;66.7;11.1;0;2.2
51248;Fère-Champenoise;2173;19.7;85.1;33;-1.1;18.8;28.8;50.3;21;51.5;17.2;11.6;2.2
51249;Festigny;404;16;137;15.8;0.5;15.2;22.8;49;28.2;56;20;8;2.2
51250;Fismes;5493;22.1;80.9;327.9;0.3;19.6;29.8;49.8;20.4;47.2;19.2;11.4;2.3
51251;Flavigny;163;22.2;73.5;20.4;-3.2;14.9;25.6;59.5;14.9;44.4;22.2;11.1;2.3
51252;Fleury-la-Rivière;520;32.4;103.9;65.2;0.9;12.5;24.4;55.2;20.4;52.9;11.8;2.9;2.3
51253;Florent-en-Argonne;243;41.7;101.8;19.8;-1;15.3;24.7;51.5;23.8;41.7;8.3;8.3;2.1
51254;Fontaine-Denis-Nuisy;234;23.1;123.9;17.8;-0.6;14.5;21.8;53.8;24.4;61.5;15.4;0;2.1
51255;Fontaine-en-Dormois;17;0;N/A;3.2;-5.9;0;7.7;46.2;46.2;100;0;0;1.9
51256;Fontaine-sur-Ay;341;14.3;44.1;44.2;-0.3;20.8;30.2;57.8;12;47.6;28.6;9.5;2.6
51258;La Forestière;222;25;88.7;9.8;-2.1;17.6;25.1;54.2;20.7;50;16.7;8.3;2.2
51259;Francheville;210;15.4;43.3;22.3;-1.1;21.8;32.7;55;12.3;53.8;23.1;7.7;2.6
51260;Le Fresne;75;0;40.7;4.2;0.5;31.1;36.5;48.6;14.9;50;25;25;2.7
51262;Frignicourt;1862;14;132.9;192;0.3;14;23.4;51.8;24.8;65.1;17;3.9;2.2
51263;Fromentières;375;19.6;51;42.2;-0.9;20.7;31.2;54.8;14;53.6;23.1;3.7;2.4
51264;Le Gault-Soigny;540;32.4;58.7;20.7;0.3;20.4;29.5;55.6;14.9;43;18.5;6.1;2.4
51265;Gaye;591;16.2;89.7;28;0.7;18.8;28.3;49.3;22.4;51.4;27;5.4;2.3
51266;Germaine;512;25.7;56.7;34.4;-0.2;17.7;29;57;14;45.7;22.9;5.7;2.5
51267;Germigny;184;28.6;122.9;77;-0.3;14.4;22.8;53.3;23.9;50;21.4;0;2.3
51268;Germinon;174;11.1;40.4;8.9;4;23.6;35.1;52.9;12.1;33.3;44.4;11.1;2.5
51269;Giffaumont-Champaubert;270;0;187.8;9.6;0.8;11.4;16.7;54;29.3;72.2;22.2;5.6;2
51270;Gigny-Bussy;227;15.4;67.2;10.1;-0.9;22.4;27.6;55.3;17.1;53.8;23.1;7.7;2.3
51272;Givry-en-Argonne;450;13;93;58.7;0;21.4;28.1;48;23.9;56.5;17.4;13;2.1
51273;Givry-lès-Loisy;73;40;150;14.5;-3.2;12.3;20.5;50.7;28.8;40;20;0;2.3
51274;Gizaucourt;114;28.6;104.3;14.6;1.1;15.2;22.3;56.2;21.4;57.1;14.3;0;2.3
51275;Glannes;190;33.3;64.7;14.5;1.9;19.6;29.1;53.4;17.5;33.3;25;8.3;2.6
51276;Gourgançon;154;10;133.3;5.3;-1.6;18.8;24.8;45.6;29.5;70;20;0;2.3
51277;Sainte-Marie-du-Lac-Nuisement;268;21.4;115.3;15.4;0.8;16.8;23.9;50.7;25.4;57.1;7.1;14.3;2.2
51278;Les Grandes-Loges;272;25;43.4;21.2;-0.4;20.7;32.2;55.6;12.2;43.7;18.7;12.5;2.6
51279;Granges-sur-Aube;184;10;48.2;22.8;-0.8;25.7;35;50.3;14.8;50;20;20;2.4
51280;Gratreuil;30;0;216.7;6.3;0.7;20;20;36.7;43.3;50;0;50;2.5
51281;Grauves;626;19.4;73.6;79.8;-1.6;16.3;25.7;57.9;16.5;56.9;19;4.6;2.4
51282;Gueux;1677;25.5;80.6;189.3;-0.6;18.4;29.4;49.7;20.9;46.6;18.7;9.3;2.5
51283;Hans;145;22.2;135.7;7.4;-0.5;13.8;21.4;52.4;26.2;66.7;11.1;0;2.2
51284;Haussignémont;277;33.7;44;99.6;-2.8;22.9;31.5;56.6;11.8;43.8;11.2;11.2;2.7
51285;Haussimont;141;10;125;8;-1.5;11.4;20.7;57.9;21.4;70;10;10;2.1
51286;Hauteville;243;20;59.1;22.5;0.8;22.9;28.3;55.4;16.2;46.7;26.7;6.7;2.4
51287;Hautvillers;717;27.3;108;60.9;-1.4;13.7;24.5;54.2;21.3;50;22.7;0;2.1
51288;Heiltz-le-Hutier;235;31.2;57.4;21.7;0.5;22.7;29.2;55.8;15;50;18.7;0;2.5
51289;Heiltz-le-Maurupt;413;12.2;70.1;25.4;0.5;17.8;29.3;54;16.6;54.1;26.3;7.4;2.3
51290;Heiltz-l'Évêque;302;18.7;74.3;32;0.2;19.7;28.6;52.2;19.3;50.2;18.7;12.4;2.4
51291;Hermonville;1447;20.9;73.4;108.8;0.6;19.8;29.9;50.4;19.7;45.3;27.9;5.8;2.6
51292;Herpont;135;14.3;78.1;5.9;2.6;20.9;29.1;52.2;18.7;57.1;14.3;14.3;2.4
51293;Heutrégiville;427;17.6;60.8;36.7;0.6;20;28.2;56.5;15.3;49.1;29.2;4;2.5
51294;Hourges;82;40;105.6;18.9;-0.2;20.7;25.6;51.2;23.2;40;20;0;2.2
51295;Huiron;302;11.1;111.3;22.7;-0.8;16.2;23.8;53.3;22.8;66.7;16.7;5.6;2.3
51296;Humbauville;79;20;60;4.7;0;19;25.3;59.5;15.2;60;20;0;2.4
51298;Igny-Comblizy;403;24;57.4;9.9;-1.2;20.6;29.9;54.5;15.6;44;28;4;2.5
51299;Isles-sur-Suippe;887;27.8;48.8;71.6;2.2;22.3;30.6;56;13.4;40.7;24.1;7.4;2.6
51300;Isle-sur-Marne;101;33.3;80;18.5;-1.5;18.8;26;53.1;20.8;50;16.7;0;2.3
51301;Isse;118;12.5;73.1;10.9;-1.5;15.2;27.7;55.4;17;62.5;25;0;2.3
51302;Les Istres-et-Bury;98;0;90.5;19;0.2;18.9;27.4;52.6;20;66.7;33.3;0;2.3
51303;Jâlons;569;27.7;74.4;55;-0.1;19;29.4;52.6;18;48.1;16.2;8;2.3
51304;Janvilliers;168;14.3;45.6;19.2;3;30.5;37.1;47.3;15.6;42.9;42.9;0;2.7
51305;Janvry;134;33.3;92.6;69.1;0.3;16;21.4;59.5;19.1;55.6;0;11.1;2.1
51306;Joiselle;99;0;56.3;10.1;2.9;23.8;31.7;50.5;17.8;66.7;16.7;16.7;2.4
51307;Jonchery-sur-Suippe;224;15.4;52.7;9.1;4.1;27.7;34.5;47.7;17.7;46.2;30.8;7.7;2.8
51308;Jonchery-sur-Vesle;1861;17.1;95.7;581.6;-0.9;16;25.7;53.4;21;56.9;19.8;6.2;2.4
51309;Jonquery;119;14.3;43.7;27.4;3.5;23.6;33.6;53.6;12.7;42.9;28.6;14.3;2.9
51310;Jouy-lès-Reims;215;14.3;92.5;115.6;1.3;22.3;27;50.2;22.8;57.1;21.4;7.1;2.7
51311;Jussecourt-Minecourt;210;7.7;70.6;23.5;0.5;18.9;27.2;55.3;17.5;46.2;38.5;7.7;2.4
51312;Juvigny;922;18.4;65.9;43.1;-1.8;18;27.4;56.7;15.9;52.4;23.4;5.8;2.5
51313;Lachy;329;14.3;101.4;19.5;0.9;19.1;23.7;54.4;21.9;57.1;19;9.5;2.3
51314;Lagery;210;25;32.4;22.5;1.6;23.2;36.6;53.6;9.8;41.7;16.7;16.7;2.8
51315;Landricourt;154;11.1;62.5;26.2;-0.1;20.9;30.4;52.7;16.9;55.6;22.2;11.1;2.5
51316;Larzicourt;280;17.6;181.3;16.6;-1.2;12.9;19.7;49.1;31.2;70.6;11.8;0;2
51317;Laval-sur-Tourbe;60;33.3;91.7;4.1;1.8;22.2;22.2;57.4;20.4;66.7;0;0;2.5
51318;Lavannes;607;19.4;84;34.2;0;19.1;29.5;48.6;21.9;50;19.4;11.1;2.6
51319;Lenharrée;92;33.3;126.3;5.2;-2.2;16;23.4;51.1;25.5;50;16.7;0;2.2
51320;Leuvrigny;352;31.8;58.4;44;1.9;20.7;33.3;50.4;16.3;36.3;22.8;9.2;2.4
51321;Lhéry;84;16.7;23.8;13.8;1.5;19;27.4;66.7;6;66.7;16.7;0;2.5
51322;Lignon;129;25;47.5;17.2;4;25.8;34.4;50.8;14.8;50;12.5;12.5;2.7
51323;Linthelles;108;0;88.5;9.8;-0.2;15;29;49.5;21.5;71.4;14.3;14.3;2.5
51324;Linthes;118;14.3;53.8;13.1;-0.3;18.3;25.8;62.5;11.7;71.4;0;14.3;2.4
51325;Lisse-en-Champagne;122;37.5;57.1;14.7;0;22;30.9;52.8;16.3;37.5;12.5;12.5;2.6
51326;Livry-Louvercy;1112;18.5;28.9;36.2;2.1;26.1;35.4;54.9;9.7;40;29.2;12.3;2.9
51327;Loisy-en-Brie;210;16.7;78;13.9;1.5;18.7;27.8;53.6;18.7;66.7;16.7;0;2.5
51328;Loisy-sur-Marne;1095;19.7;130.9;77.8;2.1;16.6;24.2;48.4;27.4;57.4;14.8;8.2;2.4
51329;Loivre;1283;23.8;57.4;125.3;2.1;20.4;30.2;54.7;15.1;46.2;23.8;6.2;2.6
51333;Ludes;635;23.1;90.6;52;0.3;18.6;28;50.7;21.3;48.7;23.1;5.1;2.3
51334;Luxémont-et-Villotte;445;3.4;109.5;48.4;0.6;18.2;25.8;48.3;25.8;65.5;24.1;6.9;2.4
51336;Maffrécourt;57;25;150;8.5;-0.3;21.4;23.2;44.6;32.1;50;0;25;2.2
51337;Magneux;283;17.6;10.4;88.7;1.1;29.7;37.6;58.8;3.6;41.2;35.3;5.9;2.9
51338;Mailly-Champagne;672;36.4;114.1;66.8;-1.5;13.1;23.5;55;21.5;44.9;11.8;6.9;2.2
51339;Mairy-sur-Marne;548;10.8;80.6;26.4;-0.5;18.2;26.9;53.6;19.5;62.8;16;10.5;2.4
51340;Maisons-en-Champagne;528;25.8;64.1;18.1;0.4;20.9;28.7;55.1;16.2;45.6;19.1;9.4;2.5
51341;Malmy;34;100;80;7;1.9;30.3;33.3;42.4;24.2;0;0;0;2.4
51342;Mancy;254;21.9;115.4;71.1;-1.9;14.3;22.7;53.7;23.6;62.1;10.9;5.2;2.4
51343;Marcilly-sur-Seine;643;16.5;123.8;64.2;0.5;15.3;23.6;50.2;26.2;64.8;11.7;7;2.2
51344;Mardeuil;1513;16.3;137.7;164.6;-0.2;14.1;24.1;48.9;27;58.2;19.4;6.1;2.3
51345;Mareuil-en-Brie;270;18.8;57.1;30.4;1.5;22.1;30.4;53.9;15.7;50;25;6.3;2.5
51346;Mareuil-le-Port;1179;24.4;90.3;131.6;-0.2;16.7;27.8;51.8;20.4;51.9;18.6;5.2;2.2
51348;Marfaux;131;28.6;150;19.4;-2.8;13;19.1;54.8;26.1;57.1;14.3;0;2
51349;Margerie-Hancourt;190;9.1;118.4;8.7;-1.5;14.4;23.2;51.9;24.9;63.6;9.1;18.2;2
51350;Margny;117;0;66.7;11.1;1.1;18.4;27.2;56.8;16;75;25;0;2.5
51351;Marigny;107;33.3;115;9.1;0;11.1;26.9;51.9;21.3;50;0;16.7;2.3
51352;Marolles;900;31.4;46.9;205.5;-0.1;20.2;32.8;53.8;13.4;37.3;17.6;13.7;2.5
51353;Marsangis;48;33.3;162.5;7.1;-2.7;12.5;18.8;54.2;27.1;66.7;0;0;2.4
51354;Marson;294;20;65.9;9.6;0.2;19;30.3;52.4;17.3;50.4;24.7;4.9;2.6
51355;Massiges;48;0;68.8;5.9;-0.8;29.2;33.3;43.8;22.9;50;0;50;2.2
51356;Matignicourt-Goncourt;144;30;81.2;15.6;2.5;17.4;25.5;57;17.4;50;20;0;2.3
51357;Matougues;612;15.4;87.2;44.4;-1.7;16.7;26.8;53.6;19.6;57.5;22.4;4.7;2.5
51358;Maurupt-le-Montois;580;17.6;70.8;32;0.3;19.6;30.2;51;18.7;50;23.5;8.8;2.4
51359;Mécringes;199;15.4;78.8;18.6;3.2;21.6;27.5;52.5;20.1;53.8;23.1;7.7;2.3
51360;Le Meix-Saint-Epoing;272;27.8;79.7;24.1;1.3;16.8;26.1;55;18.9;50;16.7;5.6;2.4
51361;Le Meix-Tiercelin;179;42.9;50;9.2;-1.7;11.9;25.5;66.2;8.3;42.9;14.3;0;2.6
51362;Merfy;607;20;87.5;90.7;-0.8;17.9;27.3;51.8;20.9;55;20;5;2.5
51363;Merlaut;241;17.6;69.4;47.8;-0.7;13.5;26.2;59.8;13.9;58.8;17.6;5.9;2.3
51364;Méry-Prémecy;61;25;66.7;11.9;0;16.4;29.5;57.4;13.1;50;25;0;2.4
51365;Les Mesneux;852;17.9;79.1;200;0.5;17;28.2;52.7;19.1;51.8;21.4;8.9;2.5
51367;Le Mesnil-sur-Oger;1116;20;67.5;141.1;-1.5;19.9;29.2;53.5;17.3;49.6;21.4;9.1;2.3
51368;Minaucourt-le-Mesnil-lès-Hurlus;50;0;100;2.2;-4.2;16;32;40;28;50;0;50;2.5
51369;Moeurs-Verdey;319;20;56.4;24.2;-0.6;21.9;29.9;54.6;15.5;50.4;14.9;14.7;2.6
51370;Moiremont;205;15.4;84.1;12.1;-0.7;18.6;26.8;54.1;19.1;61.5;23.1;0;2.3
51371;Moivre;62;0;92.9;2.8;4;19.4;29;50;21;50;0;50;2.2
51372;Moncetz-Longevas;541;17.6;46.7;74.7;-0.3;19.2;28.7;59.7;11.6;52.9;23.5;5.9;2.5
51373;Moncetz-l'Abbaye;95;33.3;210.1;13.7;-1;6.3;13.7;64.2;22.1;66.7;0;0;2
51374;Mondement-Montgivroux;33;0;500;4.5;-4.7;6.9;6.9;58.6;34.5;66.7;33.3;0;2.1
51375;Montbré;258;22.2;109.9;83.8;-0.4;13.1;25;52.6;22.4;61.5;5.5;10.8;2.4
