Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
261;1;233;62702;1.33;0.44;0.0;6.64;16.37;5.75;2.21;33.19;19.03;14.6;0.44;7.25
261;1;234;62703;0.0;0.88;0.0;8.77;15.79;5.7;0.0;32.89;21.93;11.84;2.19;5.72
513;4;412;62704;0.25;0.5;0.25;8.54;25.13;5.53;1.01;29.4;15.83;12.31;1.26;4.54
1484;10;1231;62705;1.51;1.01;0.17;5.55;13.36;6.81;1.01;35.71;15.71;18.49;0.67;5.9
2142;11;1813;62706;0.46;1.03;0.11;6.5;22.63;4.5;0.97;26.23;21.27;15.56;0.74;1.65
25;0;24;62708;0.0;0.0;0.0;4.17;20.83;4.17;12.5;41.67;8.33;8.33;0.0;5.3
215;0;176;62709;0.0;0.0;0.0;6.32;25.86;4.02;0.0;32.76;16.09;14.37;0.57;2.13
117;3;100;62710;2.17;2.17;0.0;9.78;26.09;1.09;1.09;35.87;13.04;7.61;1.09;3.66
2267;16;1868;62711;1.43;0.38;0.16;6.1;8.3;7.25;0.82;33.19;21.43;19.56;1.37;1.69
956;2;834;62712;0.97;0.12;0.12;5.47;21.05;5.72;0.97;23.48;27.37;13.75;0.97;0.0
1080;9;930;62713;1.22;0.66;0.22;6.76;15.28;4.54;0.89;34.44;20.38;14.29;1.33;3.54
658;7;595;62714;0.52;0.69;0.0;4.69;23.44;5.9;0.69;25.69;24.65;13.37;0.35;3.08
235;2;184;62715;0.55;0.55;0.0;2.2;17.58;1.65;0.55;57.69;11.54;7.14;0.55;3.18
377;1;329;62716;0.62;0.0;0.31;6.85;18.38;5.3;0.93;31.15;16.51;19.0;0.93;3.54
464;2;386;62717;0.53;1.6;0.53;5.07;30.93;2.13;1.07;35.2;12.27;9.07;1.6;6.06
1079;6;898;62718;0.92;0.92;0.23;6.52;11.9;3.66;1.03;38.56;18.54;16.25;1.49;0.77
203;0;181;62719;2.25;1.12;0.0;8.99;20.22;1.69;0.56;30.9;16.29;15.73;2.25;7.8
40;0;35;62720;0.0;0.0;0.0;2.94;11.76;0.0;0.0;58.82;20.59;5.88;0.0;3.46
1595;6;1360;62721;1.36;0.38;0.38;5.05;19.44;3.54;0.98;26.9;23.96;17.03;0.98;4.23
83;0;66;62722;1.54;0.0;0.0;1.54;32.31;3.08;4.62;38.46;10.77;7.69;0.0;3.13
168;0;159;62723;0.64;1.91;0.0;5.73;17.83;3.18;1.27;27.39;19.11;22.93;0.0;3.31
6905;53;5206;62724;1.46;0.65;0.1;3.19;6.51;3.54;0.55;42.74;12.23;27.88;1.15;2.65
119;0;102;62725;1.01;1.01;0.0;9.09;32.32;6.06;0.0;19.19;20.2;10.1;1.01;3.05
145;2;132;62726;1.54;0.0;0.0;6.15;23.85;0.77;0.77;23.85;19.23;23.08;0.77;3.72
1322;9;1144;62727;0.72;0.63;0.36;6.28;10.58;7.8;0.45;33.81;17.31;21.35;0.72;5.68
569;4;446;62728;1.15;0.23;0.23;6.45;14.98;3.46;0.92;44.01;11.06;15.9;1.61;5.23
192;0;148;62729;1.41;0.7;0.0;4.93;28.87;4.23;0.0;26.76;16.2;16.9;0.0;5.65
1132;2;919;62730;0.56;0.67;0.45;7.82;15.87;3.13;0.78;39.78;14.3;15.98;0.67;0.0
237;1;189;62731;0.55;0.0;1.1;5.52;15.47;3.31;2.21;44.75;17.68;8.29;1.1;1.77
254;0;227;62732;1.33;0.44;0.44;5.75;17.7;2.65;1.33;34.07;20.8;14.6;0.88;6.67
201;2;167;62733;1.83;0.0;0.0;4.88;10.37;3.05;1.22;39.63;18.29;18.29;2.44;4.26
546;1;467;62734;1.09;1.53;0.0;5.47;19.91;3.72;1.97;35.23;15.75;13.35;1.97;2.53
1670;4;1370;62735;1.57;0.45;0.15;4.78;9.79;5.68;0.15;40.36;15.55;20.18;1.35;2.93
3108;11;2697;62736;0.61;0.72;0.23;5.91;18.97;5.23;0.57;26.28;23.59;16.96;0.95;5.53
5031;37;3620;62737;0.98;0.72;0.11;4.1;8.12;5.65;0.4;43.32;14.31;21.06;1.23;7.29
120;3;103;62738;0.0;0.0;1.0;9.0;29.0;0.0;0.0;31.0;13.0;17.0;0.0;5.91
267;0;232;62739;1.33;1.77;0.0;7.96;21.68;1.77;1.77;34.96;17.26;10.18;1.33;5.54
230;2;190;62740;1.11;0.0;0.0;8.89;24.44;6.67;0.0;32.78;11.67;14.44;0.0;4.9
108;0;94;62741;0.0;0.0;0.0;7.45;30.85;4.26;0.0;26.6;20.21;10.64;0.0;7.88
239;0;202;62742;0.0;1.01;0.51;5.56;32.32;2.53;1.52;14.14;35.35;7.07;0.0;4.37
314;3;281;62743;0.37;0.0;0.0;7.69;23.44;2.93;0.0;24.91;26.74;13.19;0.73;4.59
2488;9;2133;62744;0.62;1.1;0.0;5.49;23.62;5.53;1.0;18.23;28.44;15.31;0.67;3.3
113;2;98;62745;2.08;0.0;0.0;4.17;26.04;7.29;1.04;26.04;22.92;10.42;0.0;6.36
4007;21;3096;62746;1.09;0.33;0.26;4.69;10.44;5.91;0.96;31.65;17.31;26.56;0.79;6.18
431;2;372;62747;1.94;0.55;0.0;10.25;15.24;5.54;0.55;24.93;21.61;19.11;0.28;4.86
1749;8;1444;62748;0.71;0.78;0.36;7.46;19.67;4.9;0.99;31.39;16.05;17.05;0.64;3.03
244;0;208;62749;0.49;0.49;0.99;5.42;20.69;7.88;0.0;33.5;15.27;14.78;0.49;4.97
643;4;546;62750;0.95;0.38;0.19;4.94;18.82;4.37;0.0;35.17;17.11;16.54;1.52;7.05
534;2;487;62751;0.84;1.25;0.84;5.43;16.49;4.59;0.63;30.9;22.76;15.66;0.63;5.42
954;2;809;62752;0.38;0.25;0.25;4.19;28.46;3.3;0.13;22.62;29.35;9.91;1.14;2.15
4839;33;3860;62753;0.8;0.8;0.16;4.92;11.82;6.36;0.8;26.89;23.79;22.45;1.2;1.92
327;0;279;62754;1.09;0.36;0.36;9.09;12.73;6.18;1.45;31.64;24.0;12.36;0.73;3.19
2869;13;2282;62755;0.81;0.59;0.14;5.72;12.43;4.86;0.81;25.95;24.73;22.84;1.13;4.0
1151;9;991;62756;0.84;0.63;0.1;7.94;13.06;3.03;0.94;45.04;13.69;13.9;0.84;7.83
4980;58;3942;62757;1.31;0.5;0.18;5.57;16.76;4.97;0.73;26.69;24.97;17.15;1.18;5.97
8824;72;7001;62758;1.1;0.7;0.29;4.71;15.44;7.05;0.59;25.65;22.95;20.62;0.91;4.18
345;0;310;62759;0.68;0.68;0.34;4.41;20.34;5.42;1.36;29.83;21.69;12.2;3.05;5.58
226;1;193;62760;0.0;0.0;0.0;4.84;20.97;2.15;0.0;43.01;13.98;12.9;2.15;6.67
184;0;157;62761;0.64;0.0;0.64;9.62;19.87;1.92;1.28;36.54;12.82;16.67;0.0;5.21
106;0;96;62762;0.0;0.0;0.0;5.32;32.98;3.19;0.0;22.34;25.53;10.64;0.0;4.45
731;16;599;62763;1.04;0.52;0.17;6.09;23.13;4.0;0.87;28.87;17.74;17.22;0.35;5.66
3438;20;2666;62764;1.43;0.54;0.12;4.4;14.11;7.83;0.73;27.5;20.9;20.71;1.74;3.46
9181;56;6695;62765;1.03;0.54;0.28;4.01;20.69;5.97;0.64;25.41;22.49;17.84;1.12;4.02
809;8;666;62766;1.08;0.93;0.31;7.43;17.18;4.18;0.15;39.63;12.23;15.63;1.24;5.98
3480;27;2604;62767;1.31;0.63;0.12;4.67;17.94;5.58;0.63;30.5;20.24;17.11;1.27;1.51
90;1;78;62768;0.0;0.0;0.0;2.67;25.33;6.67;4.0;30.67;12.0;18.67;0.0;2.54
604;1;526;62769;0.0;0.77;0.39;5.98;19.69;5.21;0.58;29.54;20.85;16.22;0.77;1.04
2216;16;1853;62770;1.58;0.56;0.11;6.37;17.08;4.45;0.96;32.81;16.97;18.21;0.9;0.0
6812;50;4870;62771;1.29;0.95;0.17;3.56;4.87;5.66;0.36;39.01;12.31;30.71;1.1;4.03
410;7;356;62772;0.58;0.58;0.0;6.05;19.6;3.46;1.15;30.55;20.75;16.43;0.86;2.35
2926;11;2408;62773;0.76;0.21;0.0;4.99;12.77;4.02;0.47;34.39;20.69;20.47;1.23;5.6
3789;24;3041;62774;0.57;0.57;0.24;5.44;15.88;5.98;0.68;28.21;20.51;21.08;0.84;5.06
233;0;202;62775;0.5;2.01;0.5;5.03;22.11;1.51;0.5;48.74;7.04;10.55;1.51;9.09
142;1;119;62776;1.69;0.0;0.0;5.93;18.64;2.54;0.0;29.66;17.8;19.49;4.24;2.21
127;0;96;62777;0.0;0.0;2.08;9.38;16.67;1.04;0.0;46.88;13.54;10.42;0.0;6.49
63;2;57;62778;0.0;0.0;0.0;11.54;23.08;0.0;0.0;46.15;17.31;1.92;0.0;4.06
143;1;128;62779;0.0;0.0;0.81;4.03;16.94;4.03;0.81;44.35;16.13;12.1;0.81;3.24
267;2;223;62780;2.35;1.88;0.47;6.1;7.04;2.35;1.41;35.68;10.8;29.11;2.82;8.47
330;1;258;62781;0.8;0.0;0.0;1.6;19.2;5.6;0.4;52.0;11.6;6.8;2.0;2.94
385;11;327;62782;0.95;1.27;0.0;6.65;18.99;5.06;1.27;31.96;17.09;16.14;0.63;5.5
228;0;182;62783;1.14;0.57;0.0;3.98;7.39;9.09;0.57;34.09;22.16;18.75;2.27;8.82
538;4;465;62784;0.44;0.44;0.0;5.31;22.12;2.21;0.22;39.16;14.16;14.6;1.33;4.76
765;2;646;62785;0.95;0.63;0.0;5.7;14.72;6.49;0.32;30.7;19.15;19.62;1.74;4.37
244;4;206;62786;0.51;0.0;0.0;7.61;26.9;4.06;0.51;34.01;17.26;8.12;1.02;3.89
217;0;187;62787;0.54;1.08;0.0;5.41;23.24;3.24;0.0;38.92;11.89;15.14;0.54;2.67
538;2;447;62788;0.69;0.69;0.0;5.49;17.16;8.47;1.14;31.35;15.79;18.08;1.14;4.52
191;0;179;62789;1.18;0.0;0.59;2.35;27.65;2.94;0.0;33.53;19.41;11.18;1.18;6.06
129;0;111;62790;1.83;0.92;0.0;5.5;25.69;5.5;0.92;27.52;17.43;14.68;0.0;3.75
41;0;35;62791;0.0;0.0;2.94;0.0;20.59;8.82;0.0;38.24;17.65;11.76;0.0;3.83
958;11;810;62792;1.03;0.51;0.26;7.98;19.05;4.76;1.03;30.76;19.05;14.8;0.77;3.42
800;2;703;62793;0.73;0.0;0.0;6.7;17.03;4.37;0.44;34.35;19.94;15.72;0.73;6.22
443;5;400;62794;2.07;0.0;0.0;8.03;12.44;3.89;1.3;33.16;26.17;12.69;0.26;2.08
93;1;77;62795;1.33;1.33;0.0;1.33;32.0;2.67;0.0;29.33;18.67;13.33;0.0;4.36
430;5;388;62796;0.0;2.39;0.0;5.59;25.0;4.52;1.86;28.19;21.54;10.9;0.0;4.9
240;1;204;62797;1.01;1.01;0.0;6.57;22.73;6.06;1.01;30.3;17.17;12.12;2.02;4.43
186;1;168;62798;1.25;0.63;0.0;3.13;26.88;3.75;1.25;36.25;11.88;14.38;0.63;2.29
602;0;510;62799;0.4;0.2;0.0;6.05;26.21;3.83;0.0;21.37;30.24;10.69;1.01;5.36
286;1;241;62800;0.85;0.0;0.0;3.85;12.82;3.42;0.43;44.87;13.25;20.51;0.0;2.08
2122;14;1786;62801;0.63;0.75;0.29;8.07;12.97;6.22;0.75;26.86;21.84;20.4;1.21;4.78
126;1;100;62802;0.0;0.0;0.0;5.21;18.75;2.08;1.04;50.0;11.46;11.46;0.0;3.73
435;3;361;62803;0.29;0.58;0.58;9.88;23.55;4.36;0.87;38.95;12.79;7.56;0.58;3.14
242;1;210;62804;0.49;0.49;0.0;6.37;26.47;4.9;0.98;39.22;11.27;9.31;0.49;4.98
192;2;164;62805;0.63;1.27;0.0;9.49;21.52;4.43;3.16;36.71;10.76;12.03;0.0;4.76
151;0;131;62806;0.0;0.0;0.0;4.58;47.33;2.29;1.53;7.63;26.72;9.92;0.0;5.6
196;2;177;62808;2.38;0.0;1.19;5.95;17.86;5.36;0.6;41.67;12.5;11.31;1.19;10.06
112;1;97;62809;0.0;0.0;0.0;7.29;32.29;2.08;1.04;41.67;10.42;5.21;0.0;6.59
1027;6;881;62810;0.35;0.23;0.7;5.37;18.9;4.78;0.7;27.42;25.79;15.29;0.47;9.32
912;5;771;62811;1.07;0.4;0.4;4.8;19.73;3.73;1.07;30.67;21.07;16.27;0.8;3.77
602;2;521;62812;0.39;0.59;0.2;4.9;22.75;3.14;0.78;37.65;15.29;13.73;0.59;4.92
361;2;309;62813;1.66;0.0;0.33;4.32;19.93;4.98;0.0;29.24;20.27;17.94;1.33;3.63
93;0;84;62814;1.19;1.19;1.19;7.14;10.71;4.76;0.0;34.52;23.81;15.48;0.0;4.84
140;1;128;62815;0.8;0.0;0.0;5.6;24.8;5.6;0.0;32.0;16.8;14.4;0.0;4.67
180;1;165;62816;0.0;0.63;0.0;1.89;12.58;10.06;2.52;32.08;20.75;19.5;0.0;3.33
1101;10;920;62817;0.56;0.11;0.34;5.81;15.87;6.59;0.34;27.37;25.36;16.54;1.12;3.82
127;1;120;62818;0.85;2.54;0.0;3.39;15.25;9.32;0.0;33.9;20.34;14.41;0.0;1.39
941;10;818;62819;1.13;0.5;0.0;5.03;22.77;3.77;1.26;25.16;24.91;14.47;1.01;3.88
659;0;567;62820;1.09;0.0;0.36;8.01;20.04;4.92;0.55;28.78;24.95;11.11;0.18;2.22
228;2;196;62821;1.04;0.52;0.52;6.22;25.39;3.63;1.04;33.68;17.62;9.84;0.52;2.26
75;0;66;62822;0.0;0.0;0.0;4.84;25.81;4.84;1.61;35.48;12.9;9.68;4.84;3.91
132;1;113;62823;2.8;0.93;0.0;4.67;35.51;4.67;0.93;19.63;16.82;14.02;0.0;4.5
177;3;153;62824;0.0;1.33;0.0;4.0;33.33;3.33;0.67;20.0;21.33;14.67;1.33;3.23
603;10;508;62825;0.0;0.4;0.0;7.65;7.85;3.82;0.4;41.85;20.12;17.3;0.6;3.33
5208;19;4289;62826;0.38;0.47;0.0;2.19;50.8;1.39;0.35;9.02;30.39;4.54;0.47;3.82
1072;4;862;62827;1.29;0.35;0.0;5.29;17.29;3.88;1.06;41.76;15.06;12.59;1.41;4.93
55;0;47;62828;0.0;0.0;0.0;6.67;48.89;2.22;0.0;17.78;15.56;6.67;2.22;7.32
348;0;272;62829;2.26;0.75;0.38;6.04;13.96;2.26;0.75;45.66;10.94;15.47;1.51;5.54
163;2;132;62830;0.0;1.56;0.0;12.5;23.44;3.91;0.78;38.28;6.25;10.94;2.34;3.28
240;1;208;62831;2.0;1.5;0.0;5.5;19.0;4.5;1.5;33.0;20.0;12.0;1.0;2.93
435;3;380;62832;0.81;1.08;0.0;7.01;20.75;3.23;1.08;25.07;28.57;9.97;2.43;5.15
68;0;61;62833;0.0;0.0;0.0;8.33;45.0;3.33;0.0;20.0;18.33;5.0;0.0;6.24
188;2;162;62834;0.64;0.64;0.0;5.1;21.02;3.82;0.0;33.76;16.56;17.83;0.64;4.67
402;3;357;62835;1.45;1.45;0.58;6.67;26.09;4.93;1.74;30.14;13.04;12.75;1.16;5.33
799;2;712;62836;0.0;0.43;0.57;4.3;32.57;7.32;0.57;19.51;22.96;11.62;0.14;4.03
388;0;333;62837;1.23;0.0;0.0;4.0;19.69;5.54;0.62;35.69;19.08;13.23;0.92;3.77
72;0;62;62838;0.0;1.64;0.0;6.56;36.07;3.28;1.64;34.43;6.56;9.84;0.0;4.55
773;4;633;62839;1.14;0.49;0.0;4.23;20.81;2.93;1.3;41.3;13.98;12.52;1.3;3.71
122;0;99;62840;1.03;0.0;0.0;2.06;10.31;5.15;1.03;39.18;23.71;15.46;2.06;6.85
2109;18;1659;62841;1.11;0.56;0.06;5.5;11.74;6.24;0.86;33.17;19.21;20.88;0.68;4.95
6017;49;4572;62842;1.2;0.63;0.07;4.31;6.61;4.67;0.61;46.76;15.18;18.81;1.15;1.91
185;1;153;62843;0.0;0.0;0.67;10.0;36.0;5.33;0.0;25.33;14.0;8.0;0.67;5.09
510;1;428;62844;1.18;0.0;0.0;7.82;27.73;4.03;0.95;29.15;17.77;10.43;0.95;6.0
360;6;305;62845;1.03;0.34;0.0;6.16;26.03;3.77;1.03;28.42;21.58;11.3;0.34;3.7
3463;26;2720;62846;1.18;0.42;0.08;3.98;10.85;4.55;0.64;43.61;15.55;18.09;1.06;5.78
1377;12;1140;62847;0.99;0.72;0.27;5.06;12.03;3.71;0.81;39.6;18.08;18.08;0.63;1.39
2608;15;2063;62848;0.9;1.0;0.05;4.25;10.56;6.85;0.65;34.82;18.11;22.11;0.7;5.62
1986;5;1655;62849;0.8;1.05;0.0;5.94;18.56;4.95;0.8;28.22;25.37;13.8;0.5;5.0
308;3;269;62850;0.0;0.76;0.76;3.05;32.44;1.91;0.0;30.53;16.41;11.07;3.05;5.14
643;7;504;62851;1.43;0.41;0.0;7.13;14.87;5.09;1.22;28.31;25.05;16.09;0.41;5.49
1042;6;862;62852;0.6;0.24;0.0;5.52;15.47;6.0;0.72;39.33;16.91;13.91;1.32;4.17
279;3;279;62853;0.37;0.74;0.0;5.93;14.81;3.7;1.11;41.48;16.3;15.19;0.37;5.59
403;1;354;62854;1.45;0.58;0.0;10.98;14.74;5.78;1.73;25.43;25.14;13.58;0.58;2.25
166;2;149;62855;0.69;0.0;0.0;7.64;22.22;1.39;2.08;38.89;16.67;9.72;0.69;5.0
275;4;256;62856;0.8;0.4;0.4;4.82;10.04;5.62;0.8;33.33;23.29;18.47;2.01;4.81
115;0;100;62857;1.0;2.0;0.0;8.0;20.0;5.0;0.0;27.0;22.0;15.0;0.0;4.01
194;0;177;62858;1.14;0.57;0.0;6.86;29.14;5.14;0.57;29.14;19.43;7.43;0.57;5.02
193;3;172;62859;1.83;0.61;0.0;4.27;20.12;5.49;3.66;38.41;10.37;14.63;0.61;2.65
84;0;73;62860;0.0;0.0;0.0;8.33;20.83;4.17;0.0;30.56;18.06;16.67;1.39;6.71
3307;35;2874;62861;1.0;0.82;0.25;5.66;18.26;5.59;1.25;27.76;21.39;17.12;0.93;5.19
109;0;92;62862;1.12;0.0;0.0;3.37;26.97;2.25;1.12;35.96;11.24;16.85;1.12;3.87
2902;18;2381;62863;1.09;0.35;0.22;7.0;12.65;5.0;0.83;35.42;19.51;16.86;1.09;8.67
481;1;429;62864;1.2;0.72;0.0;5.05;21.15;4.81;0.48;32.21;18.27;15.63;0.48;4.49
3771;25;2999;62865;0.89;0.55;0.07;5.56;13.61;4.01;0.62;39.03;18.0;16.77;0.89;3.54
344;1;290;62866;1.08;0.72;0.0;5.02;16.85;5.02;0.72;35.13;22.58;11.83;1.08;4.83
222;0;194;62867;0.53;0.0;0.0;7.94;24.87;2.65;1.59;27.51;21.16;13.23;0.53;2.81
196;1;170;62868;1.83;0.61;0.0;10.37;17.07;6.71;0.0;36.59;16.46;9.15;1.22;9.41
867;3;734;62869;0.56;0.42;0.14;6.17;22.02;5.19;1.12;22.3;24.54;16.69;0.84;3.25
813;1;689;62870;0.45;0.89;0.0;5.22;17.73;3.87;0.75;30.4;26.38;13.41;0.89;4.78
184;0;156;62871;0.0;0.0;0.0;8.67;17.33;8.67;0.67;34.0;17.33;13.33;0.0;7.59
199;3;162;62872;0.64;1.92;0.0;4.49;32.69;4.49;3.21;25.0;12.18;14.74;0.64;2.82
514;5;436;62873;0.94;1.65;0.24;7.08;15.8;3.54;1.65;31.13;15.33;21.46;1.18;1.23
550;4;488;62874;1.26;0.84;0.0;4.83;17.86;4.83;0.42;29.41;21.64;17.44;1.47;5.14
999;4;809;62875;1.53;0.77;0.13;7.02;13.01;2.81;1.02;35.59;17.86;18.62;1.66;4.92
103;0;88;62876;2.35;2.35;1.18;7.06;7.06;9.41;1.18;37.65;21.18;10.59;0.0;2.01
137;0;125;62877;0.81;0.0;0.0;8.13;27.64;3.25;0.0;36.59;14.63;8.94;0.0;2.56
318;2;259;62878;0.0;0.0;0.4;7.17;30.28;4.78;2.39;21.12;24.7;8.76;0.4;3.31
190;2;161;62879;1.27;2.53;0.0;3.16;13.29;7.59;0.63;39.24;15.82;13.92;2.53;3.49
163;0;142;62880;0.7;0.7;0.0;8.45;26.76;2.82;0.7;26.06;16.9;16.9;0.0;2.76
292;3;254;62881;0.0;2.05;0.0;5.74;26.23;1.23;0.0;27.87;24.18;12.3;0.41;4.69
978;9;828;62882;1.0;0.38;0.38;6.9;12.55;5.14;0.88;35.01;19.45;17.44;0.88;2.08
154;0;125;62883;0.82;0.0;0.0;5.74;22.13;4.92;0.0;27.87;23.77;11.48;3.28;5.53
184;3;155;62885;0.0;0.0;0.0;4.03;28.86;2.01;0.67;34.23;11.41;17.45;1.34;5.21
182;0;160;62886;0.0;0.64;0.0;10.26;21.15;2.56;0.64;30.13;23.08;10.26;1.28;3.84
214;2;185;62887;1.66;0.0;0.0;4.42;28.18;3.31;0.0;35.36;18.78;8.29;0.0;5.31
205;0;174;62888;0.58;1.16;0.0;7.56;18.6;3.49;0.0;33.72;16.86;17.44;0.58;4.1
668;3;589;62889;0.52;0.17;0.34;11.38;27.07;2.76;1.03;27.07;17.59;11.55;0.52;3.32
144;1;132;62890;0.78;0.78;0.0;10.16;27.34;4.69;0.78;24.22;17.97;11.72;1.56;2.3
111;1;98;62891;1.04;0.0;0.0;2.08;12.5;2.08;2.08;33.33;27.08;17.71;2.08;3.23
513;0;446;62892;0.46;0.46;0.0;7.37;18.66;5.53;0.92;30.65;21.43;13.82;0.69;4.07
5837;26;4586;62893;0.56;0.51;0.2;4.7;19.87;5.21;0.6;23.05;23.94;20.69;0.67;3.8
3360;11;2617;62894;0.9;0.39;0.23;4.78;17.19;3.84;0.78;31.21;20.13;19.38;1.17;5.87
6491;31;4703;62895;1.07;0.79;0.24;4.39;6.99;5.31;0.57;44.56;14.06;20.57;1.46;4.47
614;6;547;62896;0.19;0.19;0.0;6.7;28.12;4.1;0.93;29.05;19.74;10.8;0.19;5.73
403;1;340;62897;0.6;0.91;0.0;8.16;25.08;3.32;2.11;25.68;18.43;15.71;0.0;4.92
202;2;179;62898;0.0;0.57;0.0;4.6;38.51;2.3;0.0;16.67;22.41;14.94;0.0;3.25
985;1;818;62899;0.62;0.37;0.0;6.45;33.25;3.23;0.5;20.97;19.35;14.27;0.99;6.87
471;3;404;62900;2.54;0.0;0.25;4.58;15.52;4.07;1.78;29.01;16.54;24.68;1.02;4.6
708;4;570;62901;1.08;0.36;0.18;6.87;12.12;3.8;0.18;37.97;19.71;16.46;1.27;3.1
2600;21;2139;62902;1.2;0.87;0.1;4.62;10.78;5.87;0.82;33.3;19.83;21.41;1.2;4.67
421;3;363;62903;2.23;0.28;0.28;4.47;18.16;4.47;0.84;33.52;16.76;16.76;2.23;9.41
411;1;356;62904;0.29;0.0;0.57;5.16;17.77;5.73;1.15;41.55;13.47;14.04;0.29;5.81
677;2;601;62905;0.34;0.51;0.17;7.47;23.26;4.92;1.02;19.19;22.58;19.35;1.19;6.99
1362;9;1077;62906;0.86;0.48;0.1;8.8;17.42;3.25;0.29;38.28;16.08;14.35;0.1;7.11
5802;39;4268;62907;0.68;0.72;0.19;4.24;8.12;6.87;0.31;34.86;14.1;28.42;1.47;8.11
1358;9;1163;62908;0.18;0.71;0.18;6.19;26.97;4.6;1.86;20.78;24.49;13.62;0.44;5.26
312;0;259;62909;2.71;0.39;0.0;5.81;18.6;3.1;0.0;45.74;12.79;10.08;0.78;4.27
1570;4;1272;63001;0.81;0.89;0.24;4.75;15.54;4.67;1.77;26.65;23.67;19.65;1.37;5.83
110;2;87;63002;1.18;1.18;0.0;7.06;23.53;9.41;3.53;20.0;21.18;12.94;0.0;4.06
4956;48;3838;63003;1.13;1.38;0.16;5.32;18.42;5.81;3.02;20.6;25.17;17.23;1.76;8.11
1331;11;1033;63004;1.7;0.7;0.1;3.3;9.59;6.99;1.8;21.08;25.27;27.67;1.8;7.41
288;0;231;63005;0.89;1.78;0.0;3.11;18.22;7.11;3.11;23.56;28.0;13.33;0.89;4.67
212;2;152;63006;0.68;0.0;0.0;7.43;20.27;8.11;4.73;20.95;25.0;12.16;0.68;7.54
167;2;136;63007;0.75;0.75;0.0;3.76;23.31;5.26;9.77;14.29;15.04;25.56;1.5;9.68
519;9;422;63008;0.0;0.0;0.0;5.03;26.88;4.27;2.76;22.36;19.1;17.34;2.26;5.61
434;3;333;63009;1.84;1.23;0.0;7.36;17.48;5.83;4.91;21.17;14.72;25.15;0.31;2.91
1325;14;1033;63010;1.22;1.32;0.41;6.29;18.66;4.06;3.75;28.3;16.94;18.05;1.01;7.03
196;2;151;63011;1.35;1.35;0.68;2.7;17.57;8.11;4.05;19.59;20.27;22.3;2.03;6.36
644;6;559;63012;0.56;0.74;0.0;6.11;18.7;7.41;1.48;20.19;24.81;18.33;1.67;7.94
718;3;616;63013;0.83;1.0;0.0;5.84;19.03;4.67;2.34;21.37;21.54;21.87;1.5;5.9
6517;27;5134;63014;0.54;0.82;0.2;3.78;17.83;7.54;1.77;13.39;32.31;20.59;1.23;6.69
202;2;165;63015;1.29;0.0;0.65;3.23;11.61;9.68;5.16;16.13;24.52;26.45;1.29;4.44
780;7;624;63016;1.16;1.16;0.17;3.96;14.52;5.61;6.11;21.78;21.78;21.29;2.48;9.09
123;2;108;63017;1.94;1.94;0.0;2.91;17.48;2.91;3.88;19.42;19.42;26.21;3.88;8.77
2834;18;2123;63019;1.17;0.93;0.2;4.64;9.91;7.03;1.37;21.58;26.56;25.2;1.42;5.05
262;2;223;63020;0.45;0.91;0.0;5.45;18.18;6.36;5.0;17.27;28.18;16.82;1.36;7.93
504;2;439;63021;0.23;0.93;0.23;6.78;14.02;7.94;3.5;19.16;25.7;21.03;0.47;8.05
1758;11;1338;63022;1.3;0.46;0.08;3.83;6.97;5.9;1.92;24.29;19.54;33.79;1.92;9.95
344;3;276;63023;1.49;1.86;0.37;5.95;14.87;6.69;7.43;15.61;20.45;22.3;2.97;5.68
172;4;143;63024;0.74;0.74;1.48;2.96;30.37;4.44;4.44;17.04;24.44;12.59;0.74;7.74
134;0;121;63025;0.0;1.65;0.0;3.31;24.79;9.09;4.96;16.53;21.49;16.53;1.65;5.61
1959;8;1654;63026;0.74;1.17;0.31;4.32;14.01;8.77;2.47;15.68;27.72;23.46;1.36;8.47
130;0;99;63027;2.02;2.02;0.0;8.08;18.18;5.05;4.04;22.22;23.23;14.14;1.01;4.95
423;5;345;63028;0.91;0.3;0.61;3.96;26.52;7.93;4.27;11.28;30.49;12.8;0.91;8.41
199;2;178;63029;1.72;0.57;0.0;2.3;9.2;8.05;4.02;20.69;22.41;30.46;0.57;5.3
236;3;200;63030;3.14;0.52;0.0;4.19;16.23;9.95;3.14;32.46;15.71;13.61;1.05;4.8
347;2;272;63031;0.76;0.76;0.0;2.65;11.36;5.68;1.89;23.11;21.97;29.17;2.65;7.51
8360;40;6306;63032;0.57;0.52;0.23;3.79;18.08;7.74;1.31;10.1;36.27;20.49;0.92;8.42
238;1;204;63033;2.04;1.53;0.0;7.14;11.22;5.61;3.57;32.65;14.29;18.88;3.06;8.78
1104;4;946;63034;0.33;0.66;0.0;3.85;16.28;8.47;2.42;20.68;24.75;21.34;1.21;7.92
849;10;755;63035;1.24;0.27;0.0;6.59;13.74;4.95;1.51;24.31;23.35;21.57;2.47;6.92
282;4;228;63036;0.0;0.47;0.47;4.67;16.36;8.41;5.14;20.56;23.83;16.36;3.74;10.11
395;5;295;63037;1.41;1.77;0.0;6.36;18.02;5.3;5.3;22.61;16.61;20.14;2.47;6.55
