Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
343;3;303;18069;2.06;0.69;0.34;4.12;18.56;2.41;1.03;25.43;28.52;16.49;0.34;6.25
184;1;162;18070;0.64;2.55;0.0;5.73;24.84;5.73;2.55;22.93;21.02;10.83;3.18;6.0
22;0;21;18071;0.0;0.0;0.0;5.0;45.0;5.0;0.0;5.0;30.0;10.0;0.0;1.87
191;1;152;18072;0.0;0.0;0.0;4.11;17.81;2.74;0.68;43.15;16.44;13.7;1.37;4.04
179;3;159;18073;0.65;0.0;0.0;5.19;16.88;4.55;2.6;18.83;24.03;25.32;1.95;3.48
170;1;137;18074;0.74;0.0;0.74;3.7;18.52;5.93;1.48;31.85;16.3;20.0;0.74;6.53
736;7;616;18075;0.84;0.84;0.0;6.89;12.94;7.39;0.67;29.92;18.15;20.67;1.68;3.75
350;1;266;18076;2.67;0.38;0.0;7.25;19.47;1.15;2.67;37.02;11.45;16.79;1.15;4.11
277;5;219;18077;0.96;1.44;0.0;7.21;15.38;6.25;1.44;29.81;15.87;21.15;0.48;8.11
60;0;51;18078;2.0;0.0;2.0;8.0;24.0;6.0;0.0;32.0;22.0;4.0;0.0;6.4
396;4;330;18079;0.62;0.0;0.0;5.61;27.1;1.87;1.56;27.1;22.12;11.84;2.18;5.03
120;0;100;18080;2.02;1.01;0.0;2.02;22.22;4.04;1.01;37.37;13.13;17.17;0.0;0.68
290;4;240;18081;0.43;1.74;0.87;7.39;15.22;3.48;2.61;30.43;19.57;17.83;0.43;2.27
863;6;708;18082;0.58;0.73;0.29;5.22;17.13;6.53;0.73;27.29;19.3;20.9;1.31;2.67
568;8;443;18083;1.41;0.94;0.23;7.96;22.48;3.75;1.41;29.51;18.27;12.41;1.64;8.21
171;0;147;18084;0.0;2.74;0.0;4.11;31.51;4.11;0.68;28.77;14.38;13.7;0.0;5.4
173;1;153;18085;1.35;0.68;0.0;6.08;14.86;8.11;0.68;29.73;15.54;22.3;0.68;1.16
450;9;385;18086;0.53;0.0;0.27;5.07;16.0;6.4;1.87;25.87;22.93;18.93;2.13;4.87
2928;21;2228;18087;0.89;1.13;0.38;6.76;21.0;5.03;1.32;24.66;21.09;16.16;1.6;5.83
173;1;151;18088;2.05;0.0;0.0;6.85;30.82;0.68;2.74;27.4;18.49;10.27;0.68;4.2
339;5;276;18089;1.52;0.0;0.0;4.55;25.76;2.27;1.52;29.17;18.56;15.91;0.76;5.84
325;2;270;18090;0.38;1.91;0.0;9.54;21.76;2.67;3.82;26.34;16.03;15.27;2.29;6.74
164;1;139;18091;0.0;1.49;0.0;5.97;11.19;8.21;0.0;25.37;27.61;19.4;0.75;2.11
682;5;558;18092;0.74;0.93;0.0;9.5;16.57;5.4;0.74;27.0;22.35;15.83;0.93;3.84
107;0;89;18093;0.0;0.0;0.0;8.14;23.26;1.16;0.0;32.56;19.77;15.12;0.0;4.87
298;1;228;18094;3.1;1.77;1.33;7.08;25.22;4.87;0.0;23.01;13.72;19.03;0.88;3.09
146;2;125;18095;1.67;0.83;0.83;1.67;16.67;5.83;0.83;44.17;14.17;12.5;0.83;4.91
1522;8;1248;18096;1.15;0.33;0.25;5.44;10.96;4.2;1.32;28.11;17.89;28.77;1.57;5.56
1627;19;1291;18097;0.72;0.48;0.32;4.8;21.52;5.84;0.88;19.6;28.96;16.24;0.64;1.03
116;0;90;18098;2.25;1.12;0.0;5.62;22.47;6.74;6.74;32.58;13.48;5.62;3.37;2.78
183;0;143;18099;1.41;0.0;1.41;9.86;22.54;2.11;1.41;32.39;10.56;15.49;2.82;4.4
577;4;456;18100;0.45;0.23;0.0;6.09;23.48;3.84;1.13;36.34;11.51;16.25;0.68;4.37
295;2;229;18101;0.88;0.88;0.0;7.52;21.68;4.87;0.44;22.12;14.6;24.78;2.21;5.39
243;2;200;18102;0.0;1.55;1.55;5.67;15.46;3.09;1.55;34.54;19.07;16.49;1.03;7.42
1023;8;822;18103;1.64;1.01;0.38;4.15;16.6;4.91;1.26;27.3;19.87;20.75;2.14;4.96
111;0;91;18104;1.11;0.0;0.0;3.33;30.0;5.56;2.22;30.0;8.89;17.78;1.11;4.48
372;2;298;18105;1.03;2.07;0.0;10.0;18.97;1.03;0.69;29.31;20.69;14.83;1.38;7.09
203;3;149;18106;2.78;0.0;0.69;3.47;11.81;2.78;2.78;32.64;20.14;21.53;1.39;5.43
110;2;98;18107;1.1;0.0;0.0;3.3;25.27;4.4;3.3;19.78;23.08;19.78;0.0;2.84
2588;29;1940;18108;1.01;0.43;0.0;7.83;16.19;4.37;0.85;29.23;18.74;19.91;1.44;4.69
1328;8;1059;18109;1.18;0.78;0.2;6.37;18.22;5.39;1.27;25.56;17.83;22.33;0.88;3.24
772;0;630;18110;0.32;0.48;0.32;5.97;22.26;7.42;1.45;28.06;16.94;15.81;0.97;5.41
155;1;124;18111;0.83;1.65;0.0;4.13;23.14;4.96;1.65;19.83;13.22;28.93;1.65;8.06
272;0;225;18112;0.45;0.9;0.45;6.28;23.32;4.48;1.79;30.94;13.9;14.8;2.69;4.59
142;0;127;18113;1.57;1.57;0.0;4.72;28.35;7.09;1.57;22.05;25.2;7.09;0.79;5.41
171;2;136;18114;0.78;0.0;0.0;2.33;24.81;5.43;1.55;37.98;13.95;12.4;0.78;1.64
618;3;504;18115;1.22;0.81;0.2;5.68;22.11;2.84;1.62;29.21;17.44;18.05;0.81;0.0
241;2;198;18116;1.04;2.08;0.0;6.77;20.31;4.69;2.6;33.85;15.63;12.5;0.52;4.91
416;4;321;18117;3.24;0.65;0.65;8.41;19.74;3.24;1.62;34.63;13.27;13.59;0.97;4.37
1086;7;840;18118;0.98;0.49;0.12;6.77;15.25;5.41;1.11;31.61;17.59;19.8;0.86;5.64
148;1;125;18119;3.23;1.61;0.0;9.68;25.81;8.06;0.81;22.58;13.71;11.29;3.23;6.61
481;3;402;18120;1.28;0.0;0.0;6.38;14.54;4.59;1.53;38.01;17.09;15.56;1.02;5.68
92;0;77;18121;0.0;0.0;0.0;8.11;31.08;5.41;0.0;18.92;20.27;16.22;0.0;8.06
163;2;126;18122;1.64;0.0;0.0;7.38;12.3;1.64;3.28;31.15;14.75;26.23;1.64;7.07
38;0;34;18123;0.0;0.0;0.0;15.15;48.48;0.0;3.03;15.15;15.15;3.03;0.0;7.14
268;2;227;18124;0.45;1.34;0.45;6.25;25.89;4.91;0.45;29.46;16.52;13.84;0.45;0.93
911;11;708;18125;0.87;1.46;0.0;7.28;19.21;4.37;1.02;29.69;19.51;14.85;1.75;4.35
1057;4;858;18126;0.36;1.2;1.2;6.24;18.23;5.64;1.08;23.74;23.98;16.55;1.8;1.32
1110;8;884;18127;0.81;0.58;0.0;6.5;20.88;6.61;1.39;25.17;22.51;13.92;1.62;1.88
111;1;91;18128;0.0;0.0;0.0;5.68;19.32;5.68;0.0;31.82;15.91;21.59;0.0;3.78
153;1;130;18129;0.0;0.81;0.0;4.84;13.71;8.06;0.0;34.68;18.55;18.55;0.81;6.08
240;3;201;18130;0.51;1.01;0.51;3.03;20.71;7.07;2.53;27.27;18.69;17.68;1.01;5.27
30;0;30;18131;0.0;0.0;0.0;0.0;28.57;7.14;0.0;10.71;21.43;32.14;0.0;4.94
129;0;107;18132;0.93;0.93;0.0;6.54;35.51;0.93;4.67;26.17;12.15;12.15;0.0;3.36
986;5;763;18133;0.0;0.68;0.14;4.08;13.99;4.35;0.54;24.46;20.65;28.26;2.85;4.09
493;0;394;18134;0.26;0.79;0.0;4.49;13.98;1.32;0.26;29.29;22.96;25.86;0.79;4.2
208;0;163;18135;1.88;0.0;0.0;7.5;28.75;1.88;1.88;27.5;16.88;11.88;1.88;8.33
229;2;194;18136;3.78;1.62;1.08;4.86;18.38;3.78;0.0;27.03;21.62;17.3;0.54;2.78
440;7;346;18137;2.43;0.0;0.0;4.86;21.28;6.08;1.22;23.71;16.72;21.58;2.13;3.89
1670;10;1396;18138;0.89;0.67;0.15;6.9;18.4;5.27;1.11;20.25;24.41;20.4;1.56;8.04
507;5;421;18139;1.23;0.25;0.49;6.67;7.65;4.94;0.49;31.85;12.1;33.09;1.23;2.67
1119;18;889;18140;0.35;1.16;0.0;5.21;18.52;3.36;1.16;29.4;16.09;23.96;0.81;4.43
5221;41;3970;18141;1.38;0.81;0.13;5.91;17.63;4.09;0.57;25.45;23.76;19.02;1.25;2.74
544;4;451;18142;0.93;0.7;0.0;8.62;16.78;4.2;2.1;26.57;22.14;17.02;0.93;6.71
260;1;209;18143;1.47;0.49;0.0;4.41;14.71;8.33;1.47;33.82;11.27;23.04;0.98;6.27
404;6;333;18144;0.0;0.62;0.0;4.94;35.19;2.78;2.16;25.31;15.12;12.35;1.54;3.45
1148;11;988;18145;1.05;1.05;0.32;5.67;25.32;3.89;1.26;23.0;21.43;15.76;1.26;4.49
294;1;228;18146;1.79;0.45;0.45;4.46;14.29;8.04;1.79;25.0;20.98;21.43;1.34;3.31
180;1;151;18147;0.0;0.67;0.0;10.0;27.33;2.67;0.0;28.67;14.67;16.0;0.0;3.14
2140;12;1728;18148;0.84;0.9;0.06;5.27;17.89;4.43;1.38;26.75;18.97;21.78;1.74;7.64
457;0;375;18149;1.37;0.82;0.82;5.48;20.0;2.74;2.19;26.58;20.0;17.26;2.74;7.18
537;5;462;18150;0.22;0.22;0.0;3.13;20.58;6.71;1.34;32.21;14.99;19.46;1.12;3.02
326;3;262;18151;1.18;0.0;0.0;4.31;23.14;6.27;0.39;27.45;18.04;17.25;1.96;4.07
100;0;87;18152;0.0;2.3;0.0;4.6;17.24;3.45;3.45;28.74;4.6;34.48;1.15;4.71
243;2;181;18153;1.69;0.0;0.0;3.37;25.28;4.49;2.25;22.47;23.03;16.29;1.12;3.14
169;1;124;18154;1.65;0.83;0.0;7.44;19.01;3.31;1.65;27.27;20.66;17.36;0.83;7.1
352;5;299;18155;1.74;1.05;0.0;4.53;18.12;3.14;2.09;33.45;18.82;16.38;0.7;7.01
388;1;318;18156;0.32;0.32;0.0;4.78;14.01;7.64;0.64;15.61;25.16;30.57;0.96;8.41
494;1;421;18157;0.74;0.25;0.0;7.43;11.14;7.18;0.99;22.77;23.02;25.74;0.74;4.16
594;3;512;18158;0.6;1.41;0.2;9.05;20.32;3.02;0.6;21.33;21.33;20.52;1.61;5.48
693;3;583;18159;0.71;0.18;0.35;6.02;31.5;4.07;1.24;20.35;20.0;14.51;1.06;6.8
1003;12;796;18160;0.65;1.31;0.13;6.94;20.55;4.71;0.65;29.19;18.32;17.02;0.52;7.64
211;0;160;18161;0.0;1.26;0.63;6.29;23.27;3.14;1.26;30.19;15.72;17.61;0.63;4.08
198;1;173;18162;0.59;0.0;0.0;4.14;28.4;7.1;1.18;15.98;21.3;18.34;2.96;1.96
252;0;214;18163;0.93;1.4;0.0;1.87;20.09;7.01;1.87;19.16;15.89;28.04;3.74;4.93
118;0;109;18164;1.87;0.0;0.0;6.54;28.04;8.41;2.8;28.97;14.02;9.35;0.0;4.83
1015;0;814;18165;1.13;0.63;0.0;6.93;20.65;4.16;0.63;31.49;17.51;16.12;0.76;2.81
364;5;306;18166;2.05;0.34;0.34;6.16;18.84;5.48;1.03;23.97;22.26;18.49;1.03;6.92
242;1;213;18167;1.94;1.46;0.0;4.85;18.45;6.8;0.49;26.21;20.39;17.48;1.94;3.99
201;0;159;18168;0.0;0.64;0.0;8.28;14.65;7.64;1.91;28.03;22.29;15.29;1.27;7.39
175;1;148;18169;1.36;0.0;0.68;8.84;15.65;4.08;0.68;31.29;19.73;16.33;1.36;10.0
588;6;469;18170;1.09;0.43;0.22;6.52;27.17;1.96;1.74;28.26;17.17;14.13;1.3;0.74
189;10;152;18171;0.7;0.7;0.0;2.82;14.79;4.93;2.11;35.92;16.9;19.72;1.41;7.07
1436;11;1138;18172;1.18;0.64;0.46;5.83;14.21;4.83;1.0;24.68;23.68;21.68;1.82;5.9
211;0;185;18173;1.12;0.56;0.56;5.06;22.47;2.81;0.56;34.27;11.8;18.54;2.25;6.57
152;3;136;18174;0.0;0.0;0.0;2.31;23.08;6.92;3.08;18.46;25.38;19.23;1.54;3.88
509;5;367;18175;0.57;0.0;0.0;5.13;18.52;3.99;2.28;35.61;17.09;15.38;1.42;2.73
303;1;267;18176;0.78;0.78;1.17;3.89;10.89;7.39;1.56;29.18;19.84;23.74;0.78;4.6
39;0;30;18177;0.0;0.0;0.0;6.67;20.0;10.0;3.33;26.67;30.0;0.0;3.33;4.07
182;2;141;18178;1.48;0.0;0.74;7.41;20.74;0.74;1.48;29.63;26.67;11.11;0.0;6.01
669;11;578;18179;0.18;0.18;0.0;5.48;22.08;7.07;1.06;15.55;27.39;20.49;0.53;1.69
1507;7;1286;18180;0.64;0.88;0.08;7.26;18.02;5.9;1.04;19.06;27.51;19.14;0.48;9.49
399;1;344;18181;0.9;2.09;0.0;5.97;14.33;6.57;2.69;21.79;21.19;22.99;1.49;3.75
146;3;132;18182;0.78;1.55;0.0;12.4;18.6;3.88;0.78;27.91;13.95;18.6;1.55;5.1
128;1;112;18183;1.82;0.0;0.0;7.27;20.0;2.73;1.82;36.36;16.36;12.73;0.91;2.97
205;1;175;18184;2.3;1.72;0.57;5.17;14.94;4.6;1.15;32.76;11.49;21.26;4.02;5.16
196;1;175;18185;0.58;1.16;0.0;4.65;26.16;4.07;2.91;28.49;12.79;19.19;0.0;11.25
343;2;294;18186;1.41;0.35;0.35;6.36;15.19;6.01;1.77;26.86;23.67;18.02;0.0;3.87
462;3;364;18187;0.28;1.98;0.28;9.6;19.49;1.69;2.82;29.38;20.62;12.71;1.13;6.62
192;1;163;18188;0.63;0.63;0.0;2.53;13.29;9.49;0.0;25.32;13.29;34.81;0.0;3.08
345;0;297;18189;0.34;0.34;0.0;4.78;17.75;3.75;1.71;20.48;28.67;20.82;1.37;5.67
629;2;499;18190;1.84;0.41;0.2;6.53;17.96;5.1;1.22;32.24;19.39;14.49;0.61;3.29
135;0;106;18191;0.0;0.0;0.0;6.93;21.78;2.97;0.99;40.59;8.91;17.82;0.0;8.52
200;0;158;18192;1.94;1.29;1.29;5.81;12.9;5.16;1.94;28.39;21.29;19.35;0.65;5.34
187;1;163;18193;3.75;3.75;0.0;4.38;12.5;11.25;0.0;20.0;20.63;21.25;2.5;6.37
788;7;668;18194;1.55;1.24;0.31;5.88;16.41;3.87;1.24;30.5;16.87;20.12;2.01;10.34
168;0;136;18195;0.0;0.74;0.0;4.41;21.32;6.62;3.68;24.26;19.85;18.38;0.74;0.0
76;0;65;18196;1.54;6.15;0.0;4.62;29.23;3.08;0.0;32.31;7.69;15.38;0.0;2.39
7490;56;5354;18197;1.19;0.79;0.27;5.29;20.91;5.67;1.15;22.91;22.79;18.22;0.81;5.97
295;4;248;18198;1.23;0.41;0.0;6.58;24.28;3.29;1.23;27.98;20.58;14.4;0.0;5.86
215;1;183;18199;2.27;0.57;0.0;5.11;18.75;8.52;1.14;26.7;11.36;24.43;1.14;5.98
254;3;210;18200;0.97;0.49;0.49;5.34;25.24;5.34;1.46;30.58;16.02;14.08;0.0;2.95
551;4;470;18201;1.32;3.3;0.22;8.35;12.75;6.37;0.88;25.27;19.78;20.66;1.1;7.42
31;0;30;18202;0.0;0.0;0.0;0.0;48.28;10.34;0.0;6.9;31.03;3.45;0.0;5.71
90;3;61;18203;0.0;0.0;0.0;6.9;13.79;0.0;6.9;27.59;13.79;29.31;1.72;5.17
253;2;213;18204;0.96;0.48;0.48;3.35;22.49;2.39;1.44;30.62;20.57;15.79;1.44;5.42
7397;44;5898;18205;0.75;0.75;0.12;4.59;23.2;5.97;1.12;17.08;29.36;16.29;0.78;5.52
1229;6;1025;18206;0.4;0.5;0.2;5.36;17.87;5.86;0.79;20.66;26.32;20.56;1.49;4.32
4975;25;3647;18207;1.13;1.02;0.23;5.14;15.07;5.98;0.96;21.65;24.05;23.54;1.24;0.0
334;5;278;18208;0.74;1.11;0.0;6.64;26.2;2.95;1.11;29.15;17.34;14.02;0.74;5.4
354;4;322;18209;1.29;0.97;0.0;8.71;12.58;7.42;0.97;26.45;21.29;18.39;1.94;3.54
467;0;405;18210;0.0;0.5;0.0;4.71;14.39;5.71;1.24;32.51;15.63;24.81;0.5;4.75
565;3;478;18211;0.65;0.65;0.22;5.6;15.95;5.17;0.22;21.12;26.29;21.77;2.37;4.3
467;3;380;18212;1.36;1.08;0.0;4.34;20.6;5.42;1.9;27.1;23.04;12.74;2.44;4.3
3707;34;3021;18213;1.02;1.06;0.17;4.88;14.63;5.52;1.23;19.84;24.38;25.71;1.57;3.39
512;5;432;18214;1.2;0.48;0.24;6.95;9.35;4.32;0.48;31.18;16.31;28.54;0.96;0.0
140;1;107;18215;0.0;0.0;0.0;2.88;21.15;0.0;0.0;28.85;25.0;20.19;1.92;5.74
435;3;360;18216;1.14;1.7;0.28;6.25;20.17;5.4;3.98;31.53;15.91;11.93;1.7;6.16
154;1;122;18217;0.0;0.0;0.0;5.31;25.66;3.54;4.42;23.89;22.12;14.16;0.88;5.63
506;1;432;18218;0.71;0.71;0.0;7.13;23.52;4.75;1.19;22.8;21.62;17.1;0.48;6.87
340;2;290;18219;2.15;1.08;0.0;3.58;15.77;4.3;1.08;24.73;19.71;26.16;1.43;1.95
309;1;263;18220;0.78;0.39;0.0;4.69;12.89;4.3;0.0;36.72;21.48;17.58;1.17;4.11
227;2;183;18221;1.13;2.82;0.56;4.52;15.82;3.39;2.26;31.07;13.56;24.86;0.0;4.13
23;0;21;18222;0.0;4.76;0.0;4.76;57.14;0.0;0.0;14.29;19.05;0.0;0.0;6.93
1706;9;1413;18223;0.81;0.96;0.15;4.2;19.44;5.74;0.81;25.33;25.18;15.61;1.77;5.17
267;2;216;18224;2.37;0.47;0.0;9.48;21.33;6.16;3.79;22.75;17.06;15.64;0.95;3.43
201;2;164;18225;0.63;1.25;0.0;5.0;23.75;5.63;1.88;35.0;15.0;10.0;1.88;3.49
330;3;297;18226;0.34;0.34;0.34;4.81;20.62;6.87;1.72;22.34;25.09;16.84;0.69;4.38
183;2;157;18227;0.65;0.65;0.65;1.95;40.91;1.95;0.0;23.38;19.48;9.74;0.65;5.17
173;1;150;18228;1.37;2.05;0.0;5.48;20.55;4.11;2.74;28.08;15.75;18.49;1.37;9.64
498;4;422;18229;0.24;0.49;0.0;6.8;20.87;4.13;2.43;24.51;24.03;14.81;1.7;8.38
255;2;207;18230;0.5;0.5;0.0;6.44;17.82;6.93;0.0;33.66;17.82;15.35;0.99;2.5
584;5;481;18231;1.08;0.43;0.0;6.03;15.09;5.17;0.86;28.66;23.28;18.1;1.29;4.72
221;0;176;18232;2.29;1.14;0.57;4.57;20.57;3.43;2.29;22.86;19.43;20.0;2.86;4.83
1156;10;913;18233;0.67;0.34;0.34;6.64;23.17;3.49;1.24;24.86;21.93;16.2;1.12;3.33
387;2;300;18234;0.67;0.34;0.0;5.05;17.51;4.38;2.36;34.68;11.11;22.9;1.01;4.32
930;5;752;18235;1.22;0.54;0.27;4.35;16.6;5.17;1.5;23.81;23.95;20.41;2.18;4.33
102;0;86;18236;1.2;0.0;0.0;3.61;20.48;9.64;0.0;21.69;12.05;31.33;0.0;1.75
381;0;338;18237;0.9;1.8;0.3;6.59;22.16;8.38;2.1;22.75;14.07;18.56;2.4;3.25
109;1;89;18238;0.0;2.5;0.0;3.75;22.5;2.5;2.5;30.0;15.0;21.25;0.0;3.04
135;0;106;18239;0.0;0.0;0.0;0.94;20.75;4.72;0.94;37.74;13.21;18.87;2.83;5.73
555;3;410;18240;0.25;1.53;0.0;5.34;23.41;4.83;1.02;29.01;19.59;13.23;1.78;8.09
1002;10;834;18241;0.99;0.99;0.25;4.93;34.28;3.33;1.11;15.91;25.28;11.84;1.11;3.59
2261;25;1749;18242;1.12;1.3;0.18;6.51;20.11;4.32;1.36;32.17;18.21;13.36;1.36;0.0
373;3;283;18243;1.44;1.81;0.0;7.94;22.38;4.33;1.08;30.69;10.83;18.05;1.44;0.0
64;0;57;18244;3.51;1.75;0.0;10.53;19.3;1.75;8.77;31.58;15.79;7.02;0.0;6.76
340;4;284;18245;2.17;0.0;0.36;8.3;16.61;3.25;2.17;33.21;14.8;18.41;0.72;4.33
801;4;669;18246;1.06;1.67;0.0;8.66;18.39;3.04;0.46;32.52;17.48;15.81;0.91;4.35
511;3;449;18247;1.15;0.46;0.23;8.72;17.66;5.73;0.92;25.92;22.71;15.83;0.69;7.53
328;4;281;18248;0.0;0.37;0.0;5.51;13.24;8.09;0.37;33.46;19.85;17.65;1.47;5.7
316;1;256;18249;1.2;0.8;0.0;6.77;25.1;3.59;2.39;28.69;17.53;12.75;1.2;5.07
46;1;41;18250;0.0;0.0;0.0;5.0;25.0;0.0;0.0;25.0;32.5;10.0;2.5;3.27
51;2;43;18251;0.0;2.5;0.0;7.5;32.5;0.0;0.0;20.0;20.0;15.0;2.5;3.68
270;2;210;18252;0.48;0.0;0.0;5.31;26.57;6.76;1.93;26.09;17.39;15.46;0.0;0.0
335;5;294;18253;1.08;0.72;0.0;5.42;16.97;4.33;1.08;27.08;28.52;14.44;0.36;2.56
509;2;399;18254;0.0;0.0;0.26;7.16;14.58;4.35;1.53;27.88;25.06;18.16;1.02;5.43
709;4;636;18255;0.32;0.8;0.0;6.25;20.19;7.53;1.28;19.71;27.56;16.03;0.32;2.31
277;3;233;18256;0.44;0.0;0.0;11.4;13.16;5.7;2.19;29.39;18.86;17.54;1.32;0.0
537;10;471;18257;1.1;1.32;0.44;6.39;13.22;5.07;1.32;34.8;18.28;17.18;0.88;4.54
541;3;440;18258;0.47;0.47;0.0;6.54;35.28;3.27;2.34;21.5;17.29;11.21;1.64;6.09
247;0;193;18259;0.53;0.53;0.53;3.68;22.11;3.68;0.0;30.53;15.26;21.58;1.58;5.3
63;0;50;18260;2.04;0.0;0.0;6.12;30.61;0.0;8.16;38.78;4.08;8.16;2.04;8.51
334;2;277;18261;0.73;0.37;0.37;2.93;18.68;2.56;2.2;35.9;15.75;18.32;2.2;5.15
276;2;226;18262;0.0;0.0;0.0;6.79;23.98;5.43;0.9;26.7;21.27;12.67;2.26;3.75
470;2;400;18263;1.29;1.54;0.0;4.88;12.6;2.31;0.51;31.88;16.97;25.96;2.06;6.05
73;1;61;18264;1.67;0.0;0.0;5.0;31.67;0.0;0.0;33.33;15.0;10.0;3.33;4.96
564;6;455;18265;0.91;1.36;0.23;5.22;12.47;4.54;0.91;33.11;18.14;23.13;0.0;4.77
255;1;200;18266;0.51;3.05;0.0;5.58;25.89;6.09;1.02;23.35;16.24;15.74;2.54;2.23
3348;26;2807;18267;0.67;0.56;0.07;6.26;15.37;5.3;1.0;20.33;29.11;20.04;1.3;2.13
299;4;243;18268;1.7;1.7;0.0;6.81;11.91;8.51;0.85;34.89;18.72;14.04;0.85;2.73
563;16;463;18269;0.67;0.0;0.45;4.25;29.53;5.15;0.67;24.61;23.49;9.84;1.34;3.33
553;7;445;18270;1.64;0.94;0.47;4.45;11.71;3.75;1.64;27.63;19.91;26.0;1.87;3.04
1059;3;913;18271;0.45;0.9;0.34;6.05;18.92;6.05;0.9;24.86;23.07;17.69;0.78;5.31
459;4;361;18272;2.33;0.58;0.0;8.16;19.24;4.96;0.87;24.78;20.41;16.62;2.04;4.44
639;6;515;18273;0.99;0.4;0.0;6.96;19.28;4.77;1.79;24.65;18.49;21.07;1.59;3.91
270;1;231;18274;0.45;0.89;0.89;3.13;56.7;2.23;1.34;11.61;13.39;7.14;2.23;5.68
120;2;99;18275;1.06;0.0;0.0;6.38;15.96;2.13;4.26;37.23;19.15;13.83;0.0;7.69
142;2;115;18276;0.91;1.82;0.91;4.55;35.45;2.73;1.82;21.82;17.27;11.82;0.91;7.58
34;0;30;18277;0.0;0.0;0.0;3.33;36.67;3.33;0.0;43.33;6.67;3.33;3.33;2.33
389;5;309;18278;1.35;2.03;0.0;5.41;22.3;3.04;2.03;27.7;15.88;18.24;2.03;5.88
18303;140;13068;18279;1.33;1.08;0.2;4.21;12.94;5.31;0.84;25.17;19.74;27.89;1.3;3.33
583;2;505;18280;1.41;1.01;0.2;5.05;17.78;4.44;1.41;25.66;21.62;19.39;2.02;6.34
1558;9;1281;18281;0.96;1.04;0.32;5.27;14.05;3.91;1.28;32.48;20.51;18.68;1.52;6.86
422;2;365;18282;1.42;1.14;0.57;5.97;15.91;5.68;2.56;26.99;22.44;16.48;0.85;6.5
76;0;54;18283;0.0;0.0;0.0;5.77;23.08;7.69;0.0;26.92;17.31;17.31;1.92;4.39
180;0;135;18284;0.0;0.0;0.0;10.61;21.97;7.58;1.52;21.97;25.0;10.61;0.76;7.8
336;3;265;18285;1.17;0.39;0.0;2.33;21.79;2.33;1.17;25.29;22.96;20.23;2.33;4.12
357;3;318;18286;0.98;2.61;0.65;6.21;19.61;5.88;0.65;28.1;18.3;15.36;1.63;8.61
256;1;215;18287;0.48;0.95;0.0;6.67;26.67;3.33;1.43;29.05;14.29;15.24;1.9;5.45
195;1;147;18288;0.7;0.7;0.0;7.04;21.13;6.34;2.82;23.24;13.38;22.54;2.11;6.67
402;0;355;18289;0.86;0.29;0.0;6.29;12.57;6.86;1.71;33.71;24.0;12.86;0.86;4.54
395;2;332;18290;2.79;0.0;0.0;4.64;14.55;6.5;0.93;35.29;18.58;16.1;0.62;6.43
295;4;238;19001;0.0;0.0;0.0;7.46;17.98;4.39;4.39;20.61;26.32;16.67;2.19;2.44
349;3;293;19002;0.71;0.71;0.0;5.67;14.89;7.8;3.19;15.96;27.66;20.92;2.48;5.61
232;1;209;19003;1.03;0.52;0.0;7.73;14.43;4.12;1.55;16.49;29.38;24.74;0.0;5.03
619;9;530;19004;0.78;0.59;0.0;5.48;14.68;8.61;7.24;16.05;27.59;17.81;1.17;4.49
3005;31;2501;19005;0.5;0.95;0.25;5.41;15.28;5.45;3.06;21.44;27.55;18.55;1.57;6.83
103;3;94;19006;0.0;1.11;0.0;4.44;20.0;6.67;8.89;12.22;31.11;12.22;3.33;7.84
676;4;579;19007;0.73;0.73;0.54;5.63;18.69;4.54;4.72;18.15;24.14;21.05;1.09;5.47
202;1;174;19008;1.17;0.0;0.0;2.92;14.62;6.43;0.58;8.19;31.58;33.33;1.17;7.59
108;3;90;19009;0.0;6.1;0.0;2.44;4.88;2.44;3.66;9.76;39.02;29.27;2.44;7.04
2381;27;1907;19010;0.6;0.87;0.38;4.41;16.51;5.61;3.98;14.17;28.88;23.11;1.47;6.77
927;10;755;19011;1.82;0.98;0.28;4.33;24.3;5.03;2.37;13.69;31.42;13.55;2.23;5.45
216;0;180;19012;0.56;2.25;0.56;3.37;19.1;4.49;5.06;15.73;29.78;17.98;1.12;15.48
702;1;593;19013;1.23;0.88;0.0;5.78;18.39;6.83;3.33;17.51;27.32;17.34;1.4;5.33
176;1;158;19014;1.31;0.0;0.0;5.88;18.3;7.84;3.27;15.03;21.57;24.18;2.61;7.43
587;5;494;19015;1.05;0.21;0.0;5.47;16.0;5.47;2.53;23.16;24.63;20.84;0.63;5.61
277;2;243;19016;0.42;0.42;0.0;7.17;22.36;7.59;3.38;16.03;16.46;22.36;3.8;3.5
90;0;71;19017;0.0;0.0;0.0;1.41;22.54;7.04;5.63;18.31;19.72;25.35;0.0;4.38
152;2;137;19018;1.5;0.75;0.0;1.5;19.55;6.77;2.26;9.02;29.32;27.82;1.5;11.76
810;11;683;19019;0.61;0.91;0.3;3.79;21.52;5.45;4.24;16.06;29.55;15.91;1.67;5.6
110;3;96;19020;0.0;1.19;0.0;5.95;11.9;15.48;5.95;5.95;29.76;22.62;1.19;7.08
